rank,player,nation,position,team,age,born,ninetys,touches,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,take_on_success_percentage,times_tackled_during_take_on,tackled_during_take_on_percentage,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
330,Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,26.5,1585,92,386,919,297,27,1585,47,36,76.6,11,23.4,902,5275,2529,40,36,3,44,32,997,37
331,Ben Mee,eng ENG,DF,Burnley,31,1989,20.4,980,137,477,463,47,31,980,5,4,80,1,20,437,1967,957,3,1,0,4,0,446,2
332,Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,0.8,32,0,6,13,14,0,32,2,1,50,1,50,18,111,28,0,2,0,1,1,23,4
333,Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,0.9,100,0,13,64,23,1,100,3,2,66.7,1,33.3,67,335,253,4,4,0,1,0,73,4
334,Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34,1017,880,1012,5,0,0,1017,0,0,,0,,580,2341,1233,0,0,0,2,0,527,0
335,Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,725,21,186,486,58,0,725,4,4,100,0,0,470,2378,989,9,12,0,12,9,542,8
336,Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,1489,1295,1483,7,0,0,1489,2,2,100,0,0,856,4644,2876,0,0,0,4,0,721,0
337,Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,562,21,138,315,113,1,562,2,2,100,0,0,285,1005,464,2,7,0,3,3,338,4
338,James Milner,eng ENG,"MF,DF",Liverpool,35,1986,9.5,903,39,166,488,252,12,903,6,2,33.3,4,66.7,492,1686,798,9,9,1,12,5,624,38
339,Yerry Mina,co COL,DF,Everton,26,1994,9.4,458,85,262,172,26,14,458,0,0,,0,,218,1094,538,1,0,0,2,1,251,2
340,Takumi Minamino,jp JPN,"FW,MF",Liverpool,26,1995,2.1,93,1,8,36,50,9,93,5,1,20,4,80,58,241,92,2,1,2,2,5,75,15
341,Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,35.4,2031,321,1168,774,108,51,2031,12,11,91.7,1,8.3,1212,6651,3776,23,17,2,17,4,1242,17
342,Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,2320,137,905,945,490,26,2320,29,16,55.2,13,44.8,1074,4380,2208,41,37,4,45,26,1188,116
343,Jakub Moder,pl POL,MF,Brighton,22,1999,18.9,1058,36,189,432,451,61,1058,29,12,41.4,17,58.6,567,2737,1277,42,42,8,50,19,729,102
344,Wesley Moraes,br BRA,FW,Aston Villa,24,1996,0,3,0,0,0,3,0,3,0,0,,0,,2,5,3,0,0,0,0,0,3,0
345,Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,41,0,2,33,6,0,41,0,0,,0,,24,54,12,0,1,0,2,0,23,0
346,Mason Mount,eng ENG,MF,Chelsea,22,1999,26.3,1564,17,125,524,928,137,1563,42,18,42.9,24,57.1,920,4706,2525,92,79,26,70,34,1175,276
347,Lucas Moura,br BRA,"FW,MF",Tottenham,28,1992,19.7,1021,21,103,510,428,62,1021,92,56,60.9,36,39.1,649,3811,1802,48,61,9,59,33,772,87
348,João Moutinho,pt POR,MF,Wolves,34,1986,33,2324,63,524,1338,482,12,2324,21,16,76.2,5,23.8,1195,5504,2719,42,43,2,30,20,1486,37
349,Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,19,8,13,3,3,0,19,1,0,0,1,100,9,44,16,1,1,0,0,0,8,0
350,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,26,1995,16.4,795,33,215,300,298,57,795,29,13,44.8,16,55.2,405,2839,1419,51,28,21,29,21,421,80
351,Enock Mwepu,zm ZAM,MF,Brighton,23,1998,11.1,549,22,108,274,179,34,549,23,15,65.2,8,34.8,305,1661,867,22,16,3,26,9,339,44
352,Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,11.7,603,43,197,212,200,13,603,9,3,33.3,6,66.7,227,999,433,8,6,1,11,4,241,27
353,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10,494,40,161,287,51,0,494,16,14,87.5,2,12.5,279,1135,423,5,5,0,14,10,261,0
354,Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24,1996,18,1196,97,423,653,134,17,1196,17,11,64.7,6,35.3,600,2471,992,14,10,1,25,15,659,13
355,Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,339,5,43,211,92,11,339,20,11,55,9,45,216,1172,531,14,19,5,20,20,272,25
356,Reiss Nelson,eng ENG,FW,Arsenal,21,1999,0.2,16,0,0,5,11,2,16,0,0,,0,,10,21,8,0,0,0,0,0,11,4
357,Pedro Neto,pt POR,"FW,MF",Wolves,21,2000,5.2,308,1,21,117,174,24,308,23,12,52.2,11,47.8,206,1499,719,27,22,10,21,12,237,49
358,Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,2281,90,553,1424,332,6,2281,32,26,81.3,6,18.8,1300,5392,2607,34,34,1,33,17,1607,19
359,Jeremy Ngakia,eng ENG,DF,Watford,20,2000,10,567,41,234,226,113,2,567,17,9,52.9,8,47.1,245,1240,685,18,9,1,10,5,259,20
360,Saúl Ñíguez,es ESP,"DF,MF",Chelsea,26,1994,5.3,430,11,110,219,102,13,430,3,2,66.7,1,33.3,202,887,351,4,4,1,9,11,297,27
361,Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,358,8,35,137,188,61,358,30,14,46.7,16,53.3,210,1478,708,27,20,11,26,11,271,66
362,Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,1.9,73,9,36,35,2,0,73,1,1,100,0,0,35,138,34,0,0,0,0,1,41,0
363,Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,325,5,80,210,40,2,323,4,3,75,1,25,217,869,350,2,9,0,0,4,248,3
364,Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,990,76,331,516,156,5,990,30,17,56.7,13,43.3,522,2631,1144,16,10,2,27,17,570,8
365,Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,2079,109,571,1219,308,59,2079,27,18,66.7,9,33.3,879,3316,1627,17,22,3,26,26,1104,31
366,Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,542,63,290,242,13,6,542,1,1,100,0,0,324,1623,741,2,0,0,2,1,376,0
367,Michael Olise,fr FRA,"FW,MF",Crystal Palace,19,2001,12.7,829,16,102,348,396,42,829,62,28,45.2,34,54.8,500,3377,1746,55,37,10,27,21,589,110
368,Robin Olsen,se SWE,GK,Aston Villa,31,1990,1,47,46,47,0,0,0,47,0,0,,0,,22,132,114,0,0,0,0,0,13,0
369,Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,279,27,138,124,18,2,279,0,0,,0,,162,897,465,6,3,0,6,0,162,1
370,Tyler Onyango,eng ENG,MF,Everton,18,2003,0.3,8,0,1,3,4,1,8,1,0,0,1,100,2,4,0,0,1,0,0,0,4,0
371,Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,470,22,119,248,109,15,470,17,11,64.7,6,35.3,245,1272,615,18,7,3,22,14,270,27
372,Divock Origi,be BEL,FW,Liverpool,26,1995,1.5,64,2,6,13,45,15,64,3,1,33.3,2,66.7,38,174,52,3,1,1,8,3,50,9
373,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27,1993,8.7,508,5,45,238,231,31,508,17,12,70.6,5,29.4,319,1945,1033,34,28,8,16,10,372,63
374,Cole Palmer,eng ENG,"FW,MF",Manchester City,19,2002,1.4,76,0,1,28,48,10,76,2,1,50,1,50,45,190,80,3,2,2,7,3,62,15
375,Emerson Palmieri,it ITA,DF,Chelsea,26,1994,0.1,2,0,0,1,1,1,2,0,0,,0,,2,3,3,0,0,0,0,0,2,1
376,Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,1447,62,373,828,262,22,1447,43,35,81.4,8,18.6,807,3830,1971,20,29,1,34,17,1012,11
377,Nicolas Pépé,ci CIV,"FW,MF",Arsenal,26,1995,7.7,508,12,59,152,304,56,508,44,19,43.2,25,56.8,285,1424,533,20,11,15,34,18,343,97
378,Ricardo Pereira,pt POR,DF,Leicester City,27,1993,11,816,39,247,379,198,18,816,19,11,57.9,8,42.1,372,1735,1059,28,18,5,12,6,470,34
379,Ayoze Pérez,es ESP,"MF,FW",Leicester City,28,1993,4.9,233,5,39,117,83,18,233,16,10,62.5,6,37.5,128,656,365,16,10,5,16,12,156,30
380,Sonny Perkins,eng ENG,MF,West Ham,17,2004,0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0
381,Romain Perraud,fr FRA,DF,Southampton,23,1997,18,957,53,251,386,327,25,957,18,8,44.4,10,55.6,476,2566,1221,34,24,5,31,9,502,91
382,Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,1188,65,369,668,157,7,1188,12,7,58.3,5,41.7,603,2509,1021,6,5,1,32,16,708,14
383,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,0.1,3,0,0,2,1,0,3,0,0,,0,,3,20,0,0,1,0,0,3,3,0
384,Jordan Pickford,eng ENG,GK,Everton,27,1994,35,1230,951,1189,41,0,0,1230,1,1,100,0,0,640,4569,2602,0,0,0,0,0,470,0
385,Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,475,53,163,226,91,5,475,5,3,60,2,40,170,678,413,7,6,1,14,2,178,11
386,Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,1993,263,1063,720,217,55,1993,11,9,81.8,2,18.2,830,3502,2200,11,7,0,12,7,983,18
387,Daniel Podence,pt POR,"FW,MF",Wolves,25,1995,16.5,813,1,85,342,398,52,813,66,35,53,31,47,542,3651,1803,63,47,21,35,34,625,102
388,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,28,1993,15,1078,26,161,612,318,46,1078,54,39,72.2,15,27.8,670,3319,1820,34,26,7,42,27,843,62
389,Nick Pope,eng ENG,GK,Burnley,29,1992,36,1194,882,1162,37,0,0,1194,0,0,,0,,565,3936,2499,0,0,0,0,0,323,0
390,Isaac Price,nir NIR,MF,Everton,17,2003,0.2,5,0,1,2,2,2,5,0,0,,0,,3,10,2,0,0,0,0,1,3,1
391,Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,816,8,42,370,416,149,813,60,27,45,33,55,429,2777,1282,62,27,35,71,42,511,186
392,Christian Pulisic,us USA,"MF,FW",Chelsea,22,1998,14.3,664,7,73,258,346,69,664,57,25,43.9,32,56.1,439,2805,1233,44,31,18,50,25,511,108
393,Przemysław Płacheta,pl POL,"FW,MF",Norwich City,23,1998,5.6,223,7,50,79,99,14,223,19,10,52.6,9,47.4,136,1070,520,19,7,6,7,11,139,35
394,Jesuran Rak Sakyi,eng ENG,"FW,MF",Crystal Palace,18,2002,0.9,41,1,6,21,14,1,41,2,0,0,2,100,25,160,81,2,1,0,3,2,27,4
395,Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34,1258,927,1245,15,0,0,1258,1,1,100,0,0,807,4165,2486,0,0,0,1,0,630,0
396,Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,1361,49,243,725,406,59,1361,48,30,62.5,18,37.5,905,6506,3090,91,63,22,58,36,993,92
397,Raphinha,br BRA,"FW,MF",Leeds United,24,1996,32.4,1796,46,248,753,826,130,1792,146,62,42.5,84,57.5,991,5995,2879,89,55,40,99,35,1185,286
398,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,23,1997,13.7,570,6,50,219,310,69,570,53,22,41.5,31,58.5,359,2401,1184,50,30,26,39,26,463,118
399,Milot Rashica,xk KVX,"FW,MF",Norwich City,25,1996,24.8,911,38,178,318,434,59,911,73,16,21.9,57,78.1,526,3977,2046,76,44,21,68,38,558,138
400,David Raya,es ESP,GK,Brentford,25,1995,24,1139,874,1106,33,0,0,1139,0,0,,0,,691,3813,2250,0,0,0,2,0,576,0
401,Nathan Redmond,eng ENG,"MF,FW",Southampton,27,1994,20.4,925,24,136,353,450,46,925,39,21,53.8,18,46.2,524,3452,1745,71,46,17,28,15,602,131
402,Sergio Reguilón,es ESP,"DF,MF",Tottenham,24,1996,21.3,1239,67,341,480,430,48,1239,46,19,41.3,27,58.7,647,3546,1793,63,36,18,30,13,753,144
403,Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,2548,127,638,1548,400,51,2548,72,50,69.4,22,30.6,1640,11377,5857,104,99,16,26,20,1777,44
404,Taylor Richards,eng ENG,MF,Brighton,20,2000,0.3,32,0,0,17,15,0,32,1,0,0,1,100,26,108,48,1,1,0,0,0,26,7
405,Richarlison,br BRA,FW,Everton,24,1997,28,999,37,137,347,536,135,996,82,40,48.8,41,50,576,3374,1271,44,26,16,93,54,658,146
406,Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,65,3,19,37,12,1,65,2,1,50,1,50,39,155,74,1,4,0,1,1,43,2
407,Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,14.9,828,43,257,341,237,7,828,6,4,66.7,2,33.3,372,1353,584,8,8,1,11,5,409,40
408,Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,1045,76,297,482,274,18,1045,12,6,50,6,50,443,2347,1324,23,20,4,10,6,502,44
409,Tyler Roberts,wls WAL,"MF,FW",Leeds United,22,1999,11,430,13,62,196,177,38,430,22,12,54.5,10,45.5,252,1552,675,17,18,5,26,14,293,63
410,Andrew Robertson,sct SCO,DF,Liverpool,27,1994,28.2,2556,77,528,1172,882,88,2556,23,13,56.5,10,43.5,1436,7043,4330,96,85,19,24,15,1731,239
411,Joe Rodon,wls WAL,DF,Tottenham,23,1997,1,46,12,19,27,0,0,46,0,0,,0,,22,50,11,0,0,0,0,0,24,0
412,Rodri,es ESP,MF,Manchester City,25,1996,32,3171,90,585,1985,622,58,3171,22,12,54.5,10,45.5,2003,8513,4473,43,54,7,18,23,2429,47
413,Rodrigo,es ESP,"MF,FW",Leeds United,30,1991,25.2,1160,29,162,570,439,77,1159,42,22,52.4,20,47.6,670,3443,1551,47,39,9,74,27,859,164
414,Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,492,16,74,202,220,54,492,15,8,53.3,7,46.7,230,1132,445,18,18,3,29,13,336,60
415,Mads Roerslev,dk DEN,DF,Brentford,22,1999,13.8,493,45,187,181,127,12,493,15,4,26.7,11,73.3,244,1011,394,14,12,1,9,4,259,54
416,Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,1581,231,811,688,100,22,1581,14,9,64.3,5,35.7,997,5247,3167,23,22,1,14,5,1044,9
417,Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,2016,82,431,1224,382,51,2016,40,30,75,10,25,1036,5261,2652,38,45,7,41,16,1243,29
418,Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,1168,30,102,500,573,170,1165,32,20,62.5,12,37.5,631,3252,1744,67,40,37,50,30,952,192
419,Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,285,12,30,113,143,42,285,10,4,40,6,60,129,492,140,5,4,1,25,10,205,41
420,Danny Rose,eng ENG,DF,Watford,31,1990,7.7,409,30,138,178,98,3,409,15,9,60,6,40,176,986,414,12,8,1,10,1,174,19
421,Jon Rowe,eng ENG,"FW,MF",Norwich City,18,2003,2.5,112,2,17,47,49,8,112,13,4,30.8,9,69.2,76,485,211,4,2,3,6,10,77,21
422,John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,39,37,39,0,0,0,39,0,0,,0,,13,99,45,0,0,0,0,0,11,0
423,Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,2820,211,1014,1521,298,48,2820,12,6,50,6,50,1782,8886,5212,54,72,3,20,8,2185,21
424,Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,488,21,99,264,132,16,488,27,18,66.7,9,33.3,309,1521,686,17,14,1,20,19,349,23
425,José Sá,pt POR,GK,Wolves,28,1993,36.5,1206,1106,1198,8,0,0,1206,4,4,100,0,0,642,4203,2879,0,1,1,2,0,400,0
426,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,24,1997,31.2,1162,7,86,476,649,111,1162,241,150,62.2,91,37.8,859,8944,4517,180,119,63,120,90,913,167
427,Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,2163,281,1188,864,118,33,2163,10,7,70,3,30,1168,4917,2771,18,20,0,10,5,1412,9
428,Bukayo Saka,eng ENG,"FW,MF",Arsenal,19,2001,33.1,1631,29,175,496,979,214,1629,102,43,42.2,59,57.8,1033,6525,3662,140,78,68,85,48,1182,388
429,Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,1552,7,55,455,1056,301,1546,124,53,42.7,71,57.3,1030,5898,2909,125,57,97,99,81,1300,451
430,Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33,2285,277,1038,1069,194,35,2285,16,13,81.3,3,18.8,1135,6254,3429,31,20,0,16,10,1216,7
431,Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,929,33,217,534,185,4,929,4,3,75,1,25,606,3394,1921,28,20,1,13,8,696,16
432,Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,1317,128,558,666,99,22,1317,6,4,66.7,2,33.3,853,4246,2257,21,26,0,9,2,914,8
433,Robert Sánchez,es ESP,GK,Brighton,23,1997,37,1612,1185,1591,21,0,0,1612,0,0,,0,,988,5245,3617,0,0,0,0,0,931,0
434,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,21,2000,21.1,1188,11,146,451,610,105,1188,85,47,55.3,38,44.7,770,5515,3067,111,70,43,44,27,928,222
435,Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4,223,6,45,140,47,1,223,16,13,81.3,3,18.8,146,971,489,16,10,1,5,10,141,10
436,Samir Santos,br BRA,DF,Watford,26,1994,18.6,872,118,549,311,18,10,872,3,2,66.7,1,33.3,405,1676,843,1,4,1,6,3,452,2
437,Josh Sargent,us USA,"FW,MF",Norwich City,21,2000,17.5,634,32,126,248,272,56,634,32,16,50,16,50,312,1723,663,21,14,6,52,25,388,88
438,Jeremy Sarmiento,ec ECU,"FW,MF",Brighton,19,2002,0.5,31,0,2,9,21,1,31,4,1,25,3,75,18,195,103,4,1,1,4,1,19,3
439,Ismaila Sarr,sn SEN,"FW,MF",Watford,23,1998,20.7,720,18,93,251,393,71,719,71,34,47.9,37,52.1,493,3614,1811,79,50,23,71,40,529,158
440,Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,555,31,208,300,48,0,555,0,0,,0,,350,1458,744,9,13,1,6,2,391,15
441,Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0,1,0,0,1,0,0,1,1,1,100,0,0,1,12,4,0,0,0,0,0,1,0
442,Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,24,1234,159,644,537,74,27,1234,10,6,60,4,40,645,3685,2225,20,15,0,12,5,669,2
443,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,28,1992,20.6,971,46,235,509,243,59,971,58,35,60.3,23,39.7,520,2680,1218,31,25,11,42,33,565,60
444,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,1386,1213,1373,13,0,0,1386,1,1,100,0,0,718,3805,2301,1,0,0,2,0,600,0
445,Ken Sema,se SWE,"MF,FW",Watford,27,1993,9.5,325,19,88,133,111,15,325,27,12,44.4,15,55.6,182,1221,444,19,8,4,18,25,187,36
446,Nélson Semedo,pt POR,"MF,DF",Wolves,27,1993,23.7,1487,90,416,605,481,52,1487,64,39,60.9,25,39.1,762,4570,2599,79,63,17,51,27,846,146
447,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,21,2000,11.6,574,38,166,188,223,39,574,19,6,31.6,13,68.4,302,1779,931,30,7,10,33,12,325,80
448,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,21,1999,7.9,499,26,190,225,91,14,499,17,11,64.7,6,35.3,246,1329,719,20,13,4,5,2,276,20
449,Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,17.8,1316,55,293,597,436,15,1316,14,7,50,7,50,682,3798,2191,48,42,3,11,14,836,69
450,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22,1113,56,317,648,167,3,1113,12,9,75,3,25,559,2486,1011,11,12,1,19,5,640,7
451,Shola Shoretire,eng ENG,MF,Manchester Utd,17,2004,0.2,6,1,2,0,4,0,6,0,0,,0,,3,17,3,0,0,0,0,0,3,1
452,Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,248,60,187,59,2,2,248,2,2,100,0,0,118,587,299,1,0,0,1,0,137,0
453,Bernardo Silva,pt POR,"MF,FW",Manchester City,26,1994,31.7,2283,36,290,1009,1002,179,2283,92,53,57.6,39,42.4,1552,9305,5010,146,102,34,54,25,1766,277
454,Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,201,1,11,92,102,37,201,19,7,36.8,12,63.2,97,668,417,14,13,4,18,14,143,41
455,Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,2902,363,1255,1571,84,24,2902,7,6,85.7,1,14.3,1846,9914,6409,14,24,0,7,3,2168,2
456,Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,18,2,3,10,5,0,18,0,0,,0,,3,9,3,0,0,0,1,1,13,2
457,Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,1554,125,417,849,325,36,1554,76,52,68.4,24,31.6,746,3992,2076,51,35,3,49,53,822,71
458,Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15,973,26,171,653,152,11,973,6,4,66.7,2,33.3,581,2877,1454,27,28,3,15,11,711,18
459,William Smallbone,ie IRL,"MF,FW",Southampton,21,2000,1.5,54,2,11,22,22,3,54,0,0,,0,,23,145,84,4,3,0,3,0,27,7
460,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,21,2000,21.3,1025,19,142,418,479,62,1025,53,32,60.4,21,39.6,636,3990,2131,65,44,20,41,25,749,139
461,Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,1252,52,320,568,376,13,1252,12,8,66.7,4,33.3,677,2841,1224,17,22,1,15,11,769,56
462,Tomáš Souček,cz CZE,MF,West Ham,26,1995,34,1759,151,468,963,340,86,1759,16,10,62.5,6,37.5,802,3715,1522,36,24,3,40,16,1026,54
463,Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,664,28,174,396,101,7,664,24,14,58.3,10,41.7,359,1772,585,10,16,1,25,13,475,16
464,Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,2216,284,1186,982,65,16,2216,8,4,50,4,50,1393,6984,3401,19,15,0,9,3,1509,5
465,Tony Springett,ie IRL,"MF,FW",Norwich City,18,2002,1.6,52,2,15,22,18,5,52,2,1,50,1,50,39,324,203,8,2,3,2,3,39,11
466,Jason Steele,eng ENG,GK,Brighton,30,1990,1,41,37,41,1,0,0,41,0,0,,0,,19,98,28,0,0,0,0,0,28,0
467,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,38,34,37,1,0,0,38,0,0,,0,,19,123,70,0,0,0,0,0,18,0
468,Zack Steffen,us USA,GK,Manchester City,26,1995,1,42,38,42,0,0,0,42,0,0,,0,,19,86,40,0,0,0,0,0,20,0
469,Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,71,3,10,54,7,0,71,0,0,,0,,25,102,26,0,1,0,2,0,35,1
470,Jack Stephens,eng ENG,DF,Southampton,27,1994,9,566,77,288,260,21,3,566,2,2,100,0,0,307,1542,991,7,9,0,2,1,318,3
471,Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,1173,8,51,339,797,191,1170,112,53,47.3,59,52.7,886,5297,2574,108,54,65,62,54,991,317
472,Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,9,1,1,5,3,1,9,0,0,,0,,5,17,4,0,0,0,0,0,5,2
473,John Stones,eng ENG,DF,Manchester City,27,1994,12.4,1072,82,356,631,91,10,1072,9,8,88.9,1,11.1,768,4519,2638,28,23,0,4,1,846,7
474,Pascal Struijk,nl NED,"DF,MF",Leeds United,21,1999,22.8,1533,172,801,653,85,21,1533,3,2,66.7,1,33.3,803,3748,2049,8,5,0,18,5,932,10
475,Crysencio Summerville,nl NED,"MF,FW",Leeds United,19,2001,1.4,93,1,16,26,51,9,93,7,4,57.1,3,42.9,56,309,159,5,0,0,4,2,62,16
476,Jakob Sørensen,dk DEN,"MF,DF",Norwich City,23,1998,6.7,381,33,154,195,37,8,381,4,3,75,1,25,219,1063,524,4,1,0,2,2,233,4
477,Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,493,45,163,241,94,10,493,7,5,71.4,2,28.6,275,1388,782,13,11,2,7,5,315,21
478,Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,984,60,293,437,259,15,984,6,1,16.7,5,83.3,466,1618,886,19,16,2,9,4,543,79
479,Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,940,60,308,404,233,11,940,17,10,58.8,7,41.2,358,1217,562,11,8,2,13,5,420,40
480,James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,1623,276,819,702,115,67,1623,7,5,71.4,2,28.6,596,2550,1226,3,6,0,13,5,702,11
481,Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,902,51,278,346,291,39,902,36,18,50,18,50,510,3094,1682,47,29,12,29,13,560,91
482,Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,1744,170,591,730,442,13,1744,53,27,50.9,26,49.1,759,5150,2143,58,36,7,31,15,816,77
483,Nathan Tella,ng NGA,"MF,FW",Southampton,22,1999,8.9,324,8,60,126,150,20,324,26,10,38.5,16,61.5,194,1473,671,22,22,4,40,24,183,44
484,Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,1396,66,407,562,438,18,1396,22,12,54.5,10,45.5,745,3421,1904,36,37,1,15,10,850,102
485,Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,1533,86,489,737,316,15,1533,23,15,65.2,8,34.8,744,2969,1632,28,28,2,33,20,882,59
486,Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,57,8,31,15,12,2,57,2,0,0,2,100,25,96,37,0,0,0,2,0,29,3
487,Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,2111,78,447,1219,470,36,2109,39,25,64.1,14,35.9,1127,4219,2154,31,36,5,44,30,1514,69
488,Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,1347,62,338,581,436,35,1347,23,9,39.1,14,60.9,730,3752,2187,62,32,7,18,8,832,128
489,Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,1310,73,402,632,285,20,1310,15,9,60,6,40,633,3064,1472,32,26,4,27,12,743,41
490,James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,373,78,260,104,9,8,373,1,1,100,0,0,211,797,313,1,0,0,2,0,249,1
491,Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,1198,53,144,515,550,158,1193,50,24,48,26,52,640,2577,1042,28,26,13,109,44,910,168
492,Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,100,0,7,27,66,24,100,6,4,66.7,2,33.3,57,246,90,5,1,3,4,2,77,26
493,Cenk Tosun,tr TUR,MF,Everton,30,1991,0.1,3,0,0,3,0,0,3,0,0,,0,,3,2,0,0,0,0,1,0,2,0
