rank,player,nation,position,team,age,born,ninetys,passes_completed,passes_attempted,pass_completion_percentage,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,expected_assisted_goals,expected_assists,assists-expected_assisted_goals,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,23,1997,8.5,150,226,66.4,2354,518,76,95,80,47,66,71.2,15,36,41.7,2,0.8,1.1,1.2,7,6,9,1,24
31,Eric Bailly,ci CIV,DF,Manchester Utd,27,1994,2.4,68,85,80,1229,484,28,31,90.3,36,40,90,4,13,30.8,0,0,0,0,0,3,0,0,5
32,Folarin Balogun,us USA,FW,Arsenal,20,2001,0.8,4,9,44.4,46,7,3,4,75,1,3,33.3,0,0,,0,0,0,0,0,0,0,0,0
33,Patrick Bamford,eng ENG,FW,Leeds United,27,1993,6.2,88,108,81.5,1103,200,60,68,88.2,20,25,80,3,6,50,2,1.1,0.4,0.9,5,5,6,1,12
34,Shandon Baptiste,gd GRN,MF,Brentford,23,1998,10.1,257,308,83.4,3885,900,140,156,89.7,85,99,85.9,17,30,56.7,0,0.5,0.5,-0.5,9,21,6,1,35
35,Ross Barkley,eng ENG,"MF,FW",Chelsea,27,1993,2,106,128,82.8,1633,369,59,66,89.4,32,39,82.1,9,11,81.8,0,0.5,0.7,-0.5,8,6,7,0,14
36,Ashley Barnes,eng ENG,FW,Burnley,31,1989,9,122,198,61.6,1577,452,81,108,75,30,52,57.7,5,10,50,0,0.9,1,-0.9,8,21,5,1,17
37,Harvey Barnes,eng ENG,"FW,MF",Leicester City,23,1997,23.3,550,756,72.8,6899,1906,366,442,82.8,137,199,68.8,15,34,44.1,10,4.6,3.2,5.4,29,26,24,7,59
38,Lewis Bate,eng ENG,MF,Leeds United,18,2002,1.6,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60,0,0,0,0,0,2,0,0,6
39,Mads Bech Sørensen,dk DEN,DF,Brentford,22,1999,9.3,393,514,76.5,7386,3006,143,161,88.8,209,262,79.8,37,75,49.3,0,0.4,0.3,-0.4,7,19,4,3,20
40,Jan Bednarek,pl POL,DF,Southampton,25,1996,29.2,1201,1490,80.6,22224,8000,462,523,88.3,597,693,86.1,117,231,50.6,0,0.4,0.7,-0.4,6,81,1,1,61
41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,0.8,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100,0,0.4,0.2,-0.4,3,2,3,0,4
42,Donny van de Beek,nl NED,MF,Everton,24,1997,5.4,206,250,82.4,2732,712,112,128,87.5,73,85,85.9,3,12,25,0,0.1,0.2,-0.1,2,21,3,0,20
43,Asmir Begović,ba BIH,GK,Everton,34,1987,3,39,85,45.9,1601,1416,2,2,100,14,14,100,23,68,33.8,0,0,0,0,0,0,0,0,0
44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,25,1995,24.1,632,841,75.1,8891,2023,367,432,85,191,250,76.4,32,68,47.1,6,3.7,3.3,2.3,32,37,29,10,73
45,Rodrigo Bentancur,uy URU,MF,Tottenham,24,1997,15.1,912,1019,89.5,14966,3399,420,454,92.5,384,409,93.9,64,88,72.7,4,2.6,1.4,1.4,15,81,4,2,76
46,Christian Benteke,be BEL,FW,Crystal Palace,30,1990,12.7,196,305,64.3,2718,483,116,159,73,54,89,60.7,10,15,66.7,1,1.3,1,-0.3,13,12,10,0,24
47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,30,1990,12.2,209,341,61.3,2955,687,132,166,79.5,50,85,58.8,15,45,33.3,1,0.5,0.8,0.5,6,7,11,9,16
48,Steven Bergwijn,nl NED,"FW,MF",Tottenham,23,1997,6.3,144,177,81.4,1756,392,98,113,86.7,30,38,78.9,4,7,57.1,1,0.9,1.2,0.1,8,9,6,0,17
49,Ryan Bertrand,eng ENG,DF,Leicester City,31,1989,3.7,151,191,79.1,2212,828,88,97,90.7,51,63,81,8,18,44.4,0,0,0.1,0,0,12,1,0,17
50,Mads Bidstrup,dk DEN,MF,Brentford,20,2001,0.5,10,13,76.9,140,31,4,5,80,4,5,80,1,1,100,0,0,0,0,0,0,0,0,0
51,Yves Bissouma,ml MLI,MF,Brighton,24,1996,23.5,1061,1193,88.9,17341,3663,517,556,93,419,456,91.9,87,112,77.7,2,0.8,0.7,1.2,8,73,13,0,92
52,Willy Boly,ci CIV,DF,Wolves,30,1991,10,468,558,83.9,8303,3409,193,209,92.3,239,268,89.2,30,67,44.8,0,0.1,0.1,-0.1,1,20,0,0,20
53,Jarrod Bowen,eng ENG,FW,West Ham,24,1996,33.1,574,863,66.5,9502,2529,302,372,81.2,167,225,74.2,74,171,43.3,10,6.1,4.3,3.9,41,30,24,3,66
54,Jarrad Branthwaite,eng ENG,DF,Everton,19,2002,4.3,89,117,76.1,1392,666,45,53,84.9,33,42,78.6,7,15,46.7,0,0,0,0,0,9,0,0,12
55,Armando Broja,al ALB,FW,Southampton,19,2001,21.9,243,404,60.1,2594,572,167,249,67.1,48,87,55.2,1,7,14.3,0,1,0.3,-1,10,13,2,0,29
56,Josh Brownhill,eng ENG,MF,Burnley,25,1995,32.8,891,1196,74.5,13793,4197,463,547,84.6,291,389,74.8,77,147,52.4,3,2.6,3.2,0.4,40,97,22,3,106
57,Lewis Brunt,eng ENG,MF,Leicester City,20,2000,0.3,21,21,100,365,28,10,10,100,10,10,100,1,1,100,0,0,0,0,0,1,0,0,2
58,Emi Buendía,ar ARG,"MF,FW",Aston Villa,24,1996,21.1,711,902,78.8,10017,2688,418,482,86.7,199,248,80.2,42,79,53.2,6,5.8,4.2,0.2,48,71,43,3,117
59,Dan Burn,eng ENG,DF,Newcastle Utd,29,1992,16,459,587,78.2,8701,2825,154,186,82.8,263,304,86.5,35,82,42.7,1,0.4,0.3,0.6,4,32,0,0,31
60,Dan Burn,eng ENG,DF,Brighton,29,1992,11.4,523,645,81.1,10143,3167,171,205,83.4,298,331,90,49,90,54.4,0,0.5,0.1,-0.5,2,43,1,0,50
61,Jack Butland,eng ENG,GK,Crystal Palace,28,1993,8.5,214,287,74.6,4835,2860,61,61,100,108,108,100,40,113,35.4,0,0,0,0,0,2,0,0,0
62,Sam Byram,eng ENG,DF,Norwich City,27,1993,11.4,393,515,76.3,5981,1974,219,248,88.3,144,197,73.1,17,36,47.2,0,0.2,0.3,-0.2,4,15,2,0,23
63,Willy Caballero,ar ARG,GK,Southampton,39,1981,2,37,60,61.7,1320,1119,6,6,100,12,12,100,19,42,45.2,0,0,0,0,0,1,0,0,0
64,Moisés Caicedo,ec ECU,MF,Brighton,19,2001,7.3,225,275,81.8,3117,843,144,164,87.8,59,75,78.7,12,17,70.6,1,0.3,0.4,0.7,4,19,2,0,22
65,Dominic Calvert-Lewin,eng ENG,FW,Everton,24,1997,14.3,167,280,59.6,1807,408,111,169,65.7,31,51,60.8,3,4,75,2,1.6,1.2,0.4,10,10,4,0,17
66,Chem Campbell,wls WAL,MF,Wolves,18,2002,0.1,9,10,90,90,14,8,9,88.9,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
67,João Cancelo,pt POR,DF,Manchester City,27,1994,35.9,2809,3365,83.5,44538,12620,1610,1732,93,938,1130,83,208,346,60.1,7,5.4,6.6,1.6,39,308,96,12,357
68,Sergi Canós,es ESP,"DF,FW",Brentford,24,1997,23.1,449,774,58,7092,2936,253,316,80.1,140,235,59.6,38,134,28.4,2,1.7,2.3,0.3,17,47,24,9,59
69,Todd Cantwell,eng ENG,"FW,MF",Norwich City,23,1998,4.9,130,157,82.8,1766,386,84,93,90.3,35,43,81.4,5,10,50,0,0.1,0.4,-0.1,2,13,2,0,10
70,Matty Cash,pl POL,DF,Aston Villa,23,1997,37.5,1113,1627,68.4,18719,7079,547,631,86.7,435,606,71.8,101,291,34.7,3,2.8,2.4,0.2,28,71,32,16,96
71,Timothy Castagne,be BEL,DF,Leicester City,25,1995,23.6,1077,1330,81,16391,5539,611,694,88,393,467,84.2,56,101,55.4,0,1.5,1,-1.5,15,66,14,8,72
72,Jonny Castro,es ESP,DF,Wolves,27,1994,11.4,509,610,83.4,7860,2250,280,317,88.3,188,218,86.2,31,42,73.8,0,1.3,0.7,-1.3,11,20,7,4,35
73,Craig Cathcart,nir NIR,DF,Watford,32,1989,26.6,767,953,80.5,16030,5348,231,276,83.7,418,476,87.8,112,184,60.9,1,1.2,0.4,-0.2,3,48,4,1,52
74,Edinson Cavani,uy URU,FW,Manchester Utd,34,1987,8.5,176,233,75.5,2277,238,105,129,81.4,43,59,72.9,7,11,63.6,1,1.2,0.9,-0.2,7,4,2,0,9
75,Kayky Chagas,br BRA,FW,Manchester City,18,2003,0.1,2,2,100,21,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
76,Trevoh Chalobah,eng ENG,DF,Chelsea,22,1999,16.1,1158,1283,90.3,18559,5304,564,607,92.9,517,548,94.3,60,94,63.8,1,0.3,0.5,0.7,4,106,6,0,88
77,Calum Chambers,eng ENG,DF,Arsenal,26,1995,1.9,77,97,79.4,1255,366,45,50,90,23,28,82.1,9,15,60,0,0.1,0,-0.1,1,5,1,1,7
78,Calum Chambers,eng ENG,DF,Aston Villa,26,1995,9.2,399,483,82.6,7729,3032,139,154,90.3,218,240,90.8,39,76,51.3,0,0.1,0.4,-0.1,2,31,5,0,31
79,Daniel Chesters,eng ENG,MF,West Ham,19,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
80,Ben Chilwell,eng ENG,DF,Chelsea,24,1996,6,268,347,77.2,3845,959,164,179,91.6,75,98,76.5,15,41,36.6,1,0.8,0.7,0.2,10,7,6,1,18
81,Chiquinho,pt POR,"DF,FW",Wolves,21,2000,2.3,70,108,64.8,1130,423,45,57,78.9,17,27,63,7,16,43.8,3,0.7,0.6,2.3,5,4,4,4,7
82,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,23,1997,3.2,128,156,82.1,2041,543,68,74,91.9,47,54,87,10,18,55.6,0,0,0,0,0,3,0,0,5
83,Andreas Christensen,dk DEN,DF,Chelsea,25,1996,16.6,1201,1336,89.9,21164,7424,495,535,92.5,586,631,92.9,100,135,74.1,0,0.2,0.5,-0.2,6,88,6,1,81
84,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,17,2003,3.3,98,121,81,1261,218,66,74,89.2,26,30,86.7,3,3,100,1,1,0.6,0,2,5,0,0,7
85,Ciaran Clark,ie IRL,DF,Newcastle Utd,31,1989,11.3,290,370,78.4,5127,1772,110,126,87.3,152,181,84,20,41,48.8,1,0.3,0.3,0.7,4,15,1,1,17
86,Tom Cleverley,eng ENG,MF,Watford,31,1989,18,479,658,72.8,7468,2178,239,280,85.4,169,212,79.7,40,109,36.7,2,2.1,1.3,-0.1,20,42,8,5,64
87,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30,1991,15,561,727,77.2,8523,3116,289,322,89.8,228,292,78.1,22,64,34.4,1,0.4,0.5,0.6,6,24,7,3,36
88,Conor Coady,eng ENG,DF,Wolves,28,1993,37.3,1514,1692,89.5,33155,12540,322,348,92.5,927,977,94.9,257,343,74.9,0,0.1,0.2,-0.1,3,51,3,0,35
89,Séamus Coleman,ie IRL,DF,Everton,32,1988,29.5,914,1255,72.8,14739,6578,497,569,87.3,316,447,70.7,76,168,45.2,0,0.8,1.5,-0.8,13,86,26,13,96
90,Nathan Collins,ie IRL,DF,Burnley,20,2001,18.6,448,652,68.7,8648,3847,158,201,78.6,232,297,78.1,50,127,39.4,0,1.5,0.8,-1.5,6,46,5,1,44
91,Aaron Connolly,ie IRL,"FW,MF",Brighton,21,2000,1.7,14,19,73.7,172,16,8,8,100,5,5,100,0,1,0,0,0.1,0.1,-0.1,1,0,0,0,1
92,Liam Cooper,sct SCO,DF,Leeds United,29,1991,20.2,981,1183,82.9,18604,6591,335,378,88.6,547,600,91.2,86,171,50.3,1,0.1,0.2,0.9,4,31,0,0,46
93,Jack Cork,eng ENG,MF,Burnley,32,1989,18.6,423,577,73.3,6846,1918,217,273,79.5,143,191,74.9,43,71,60.6,0,0.3,0.3,-0.3,6,45,5,1,46
94,Maxwel Cornet,ci CIV,"FW,MF",Burnley,24,1996,19.6,281,437,64.3,3679,860,168,222,75.7,68,99,68.7,15,48,31.3,1,1.7,1.7,-0.7,15,15,14,4,30
95,Hélder Costa,ao ANG,MF,Leeds United,27,1994,0.2,5,5,100,79,0,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,0
96,Vladimír Coufal,cz CZE,DF,West Ham,28,1992,24.5,990,1439,68.8,15293,6881,538,630,85.4,362,524,69.1,63,186,33.9,4,2.1,2.6,1.9,21,63,30,16,113
97,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,29,1992,14.8,531,655,81.1,8091,2160,292,340,85.9,175,205,85.4,38,61,62.3,3,2.9,1.7,0.1,25,71,16,3,94
98,Aaron Cresswell,eng ENG,DF,West Ham,31,1989,30.3,1656,2096,79,27331,11135,837,912,91.8,650,755,86.1,134,318,42.1,3,3.2,3,-0.2,31,131,19,12,186
99,Charlie Cresswell,eng ENG,DF,Leeds United,18,2002,1.6,75,106,70.8,1560,592,23,29,79.3,43,50,86,9,24,37.5,0,0,0,0,0,3,0,0,4
100,Cucho,co COL,"FW,MF",Watford,22,1999,12.7,239,394,60.7,3852,1368,126,172,73.3,68,106,64.2,31,66,47,2,1.9,1.1,0.1,20,21,15,6,39
101,Marc Cucurella,es ESP,DF,Brighton,23,1998,34.3,1890,2356,80.2,29046,9900,1014,1131,89.7,718,856,83.9,110,219,50.2,1,2.7,2.8,-1.7,42,158,49,17,191
102,Luke Cundle,eng ENG,MF,Wolves,19,2002,2,96,105,91.4,1485,302,48,51,94.1,38,42,90.5,7,9,77.8,0,0.2,0.2,-0.2,2,11,2,0,9
103,Patson Daka,zm ZAM,FW,Leicester City,22,1998,12.9,165,223,74,2158,323,99,125,79.2,49,59,83.1,4,7,57.1,3,2,0.8,1,13,6,5,0,17
104,Stuart Dallas,nir NIR,"DF,MF",Leeds United,30,1991,32.4,1306,1685,77.5,20351,7389,730,812,89.9,440,539,81.6,99,227,43.6,1,2.3,2.5,-1.3,31,108,24,5,170
105,Diogo Dalot,pt POR,DF,Manchester Utd,22,1999,20,934,1193,78.3,17062,6008,407,477,85.3,396,490,80.8,117,181,64.6,0,1.2,1.3,-1.2,16,80,21,7,105
106,Karl Darlow,eng ENG,GK,Newcastle Utd,30,1990,8,155,250,62,6276,4923,13,13,100,42,43,97.7,99,191,51.8,0,0,0,0,0,10,0,0,0
107,Josh Dasilva,eng ENG,"MF,FW",Brentford,22,1998,2.9,75,93,80.6,1172,336,38,43,88.4,32,40,80,2,4,50,0,0.1,0.3,-0.1,3,6,4,0,11
108,Ben Davies,wls WAL,DF,Tottenham,28,1993,28.2,1391,1648,84.4,22461,7504,696,757,91.9,602,681,88.4,68,137,49.6,1,0.5,0.9,0.5,11,112,14,3,137
109,Tom Davies,eng ENG,MF,Everton,23,1998,2.6,60,82,73.2,822,261,35,38,92.1,18,24,75,2,6,33.3,0,0,0.1,0,0,4,1,0,7
110,Keinan Davis,eng ENG,FW,Aston Villa,23,1998,0.1,3,3,100,44,24,1,1,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0
111,Craig Dawson,eng ENG,DF,West Ham,31,1990,30.6,1035,1285,80.5,21842,7575,328,360,91.1,539,603,89.4,161,292,55.1,2,1,1,1,4,85,0,0,54
112,Kevin De Bruyne,be BEL,MF,Manchester City,30,1991,24.5,1170,1568,74.6,19948,5365,581,663,87.6,434,558,77.8,122,249,49,8,10.4,7.5,-2.4,87,143,65,10,204
113,Troy Deeney,eng ENG,FW,Watford,33,1988,0.3,3,7,42.9,24,10,3,5,60,0,1,0,0,0,,0,0.1,0,-0.1,1,1,0,0,1
114,Liam Delap,eng ENG,FW,Manchester City,18,2003,0.1,1,1,100,13,9,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,1
115,Fabian Delph,eng ENG,MF,Everton,31,1989,7.4,259,309,83.8,4612,1427,125,138,90.6,90,103,87.4,35,48,72.9,0,0.1,0.1,-0.1,4,37,2,0,34
116,Leander Dendoncker,be BEL,MF,Wolves,26,1995,21.7,709,822,86.3,11172,2199,328,377,87,301,328,91.8,45,57,78.9,2,1.1,0.4,0.9,11,52,4,0,64
117,Emmanuel Dennis,ng NGA,"FW,MF",Watford,23,1997,28.7,411,628,65.4,5461,1617,261,349,74.8,100,147,68,21,37,56.8,6,4.1,2.1,1.9,33,26,19,4,61
118,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,22,1998,23.4,950,1250,76,13947,3778,542,623,87,308,394,78.2,55,134,41,2,2.7,2.6,-0.7,35,103,26,7,132
119,Ibrahima Diallo,fr FRA,MF,Southampton,22,1999,11.4,361,453,79.7,5657,1490,190,232,81.9,132,155,85.2,26,35,74.3,2,1,0.3,1,16,43,3,2,57
120,Rúben Dias,pt POR,DF,Manchester City,24,1997,26.7,2133,2287,93.3,40019,12614,742,786,94.4,1201,1248,96.2,173,218,79.4,4,3.2,1.9,0.8,15,209,3,0,139
121,Luis Díaz,co COL,FW,Liverpool,24,1997,10.6,392,455,86.2,5406,1093,240,264,90.9,116,133,87.2,22,25,88,3,2.6,1.5,0.4,20,14,22,4,38
122,Eric Dier,eng ENG,DF,Tottenham,27,1994,34.1,2056,2341,87.8,39774,16697,680,719,94.6,1138,1216,93.6,211,351,60.1,0,1.1,1.1,-1.1,7,98,9,1,103
123,Lucas Digne,fr FRA,DF,Aston Villa,28,1993,14.1,629,838,75.1,9033,3799,389,436,89.2,189,251,75.3,35,104,33.7,4,2.2,1.7,1.8,30,33,24,14,48
124,Lucas Digne,fr FRA,DF,Everton,28,1993,13,497,702,70.8,7850,3856,271,312,86.9,171,235,72.8,40,97,41.2,0,1.4,1.2,-1.4,22,41,9,4,49
125,Issa Diop,fr FRA,DF,West Ham,24,1997,10.7,407,478,85.1,6741,2822,166,181,91.7,203,225,90.2,21,49,42.9,1,0.4,0.6,0.6,1,15,0,0,14
126,Moussa Djenepo,ml MLI,MF,Southampton,23,1998,5.1,109,147,74.1,1480,513,58,68,85.3,39,51,76.5,4,10,40,0,0.3,0.5,-0.3,6,10,9,2,18
127,Lewis Dobbin,eng ENG,"FW,MF",Everton,18,2003,0.4,5,8,62.5,92,22,3,3,100,0,2,0,2,3,66.7,0,0,0,0,0,2,0,0,1
128,Matt Doherty,ie IRL,DF,Tottenham,29,1992,9.7,437,533,82,6693,1596,252,286,88.1,145,175,82.9,32,45,71.1,4,2,1.4,2,15,13,10,4,24
129,Gabriel Dos Santos,br BRA,DF,Arsenal,23,1997,34,1828,2049,89.2,34814,11568,602,634,95,1069,1129,94.7,144,248,58.1,0,0.7,0.6,-0.7,9,126,2,0,110
130,Abdoulaye Doucouré,ml MLI,MF,Everton,28,1993,28.2,864,1097,78.8,12771,3058,490,581,84.3,296,351,84.3,45,72,62.5,4,2,1.3,2,19,81,19,0,113
131,Kieran Dowell,eng ENG,"FW,MF",Norwich City,23,1997,10.1,223,334,66.8,3517,1068,123,157,78.3,69,89,77.5,19,53,35.8,1,1.5,1,-0.5,16,21,9,3,31
132,Cody Drameh,eng ENG,"DF,MF",Leeds United,19,2001,1.4,62,82,75.6,826,362,29,38,76.3,24,26,92.3,2,4,50,0,0,0,0,1,4,2,1,6
133,Martin Dúbravka,sk SVK,GK,Newcastle Utd,32,1989,26,534,846,63.1,18819,14800,62,62,100,228,233,97.9,242,544,44.5,0,0,0,0,2,13,0,0,0
134,Shane Duffy,ie IRL,DF,Brighton,29,1992,16,906,1039,87.2,18829,5992,249,277,89.9,535,572,93.5,117,177,66.1,0,0.2,0.2,-0.2,4,50,1,0,41
135,Paul Dummett,wls WAL,DF,Newcastle Utd,29,1991,2.2,51,73,69.9,771,363,31,36,86.1,17,26,65.4,3,10,30,0,0,0,0,0,3,0,0,5
136,Lewis Dunk,eng ENG,DF,Brighton,29,1991,28.6,1726,1958,88.2,35875,11690,467,508,91.9,1019,1077,94.6,228,338,67.5,0,0.4,0.4,-0.4,3,87,4,1,83
137,Ederson,br BRA,GK,Manchester City,27,1993,37,1016,1128,90.1,22789,14725,280,280,100,519,523,99.2,212,316,67.1,0,0,0.1,0,0,7,1,0,3
138,Odsonne Édouard,fr FRA,FW,Crystal Palace,23,1998,17.4,309,429,72,3784,791,210,265,79.2,75,105,71.4,5,7,71.4,3,1.9,1.6,1.1,21,24,10,0,42
139,CJ Egan-Riley,eng ENG,DF,Manchester City,18,2003,0,1,1,100,29,27,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
140,Anthony Elanga,se SWE,FW,Manchester Utd,19,2002,13.5,340,450,75.6,4282,910,229,265,86.4,71,97,73.2,12,21,57.1,2,2.4,1.2,-0.4,9,11,8,2,18
141,Harvey Elliott,eng ENG,MF,Liverpool,18,2003,3.8,209,256,81.6,3057,789,121,135,89.6,68,79,86.1,11,14,78.6,0,0.6,0.4,-0.6,9,21,6,2,36
142,Mohamed Elneny,eg EGY,MF,Arsenal,29,1992,9,528,565,93.5,8669,2398,248,263,94.3,236,242,97.5,32,39,82.1,2,0.4,0.3,1.6,9,59,2,0,43
143,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,26,1994,22.7,432,638,67.7,5864,1378,279,367,76,118,168,70.2,15,38,39.5,2,2.3,2.1,-0.3,28,39,19,3,81
144,Emerson,br BRA,"DF,MF",Tottenham,22,1999,25.4,1170,1450,80.7,16330,4045,686,762,90,368,459,80.2,52,94,55.3,1,2.2,3,-1.2,28,32,28,14,68
