rank,player,nation,position,team,age,born,ninetys,passes_completed,passes_attempted,pass_completion_percentage,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,expected_assisted_goals,expected_assists,assists-expected_assisted_goals,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
145,Christian Eriksen,dk DEN,MF,Brentford,29,1992,10.4,478,639,74.8,9842,3756,193,210,91.9,171,215,79.5,102,179,57,4,3.5,2.8,0.5,30,84,17,7,82
146,Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,151,168,89.9,3035,923,50,54,92.6,79,85,92.9,21,26,80.8,0,0.1,0.2,-0.1,2,15,3,1,16
147,Jonny Evans,nir NIR,DF,Leicester City,33,1988,15,846,1020,82.9,16742,6172,251,290,86.6,492,532,92.5,95,177,53.7,1,0.8,0.7,0.2,4,52,5,0,49
148,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,23,1998,6.7,234,304,77,3880,972,124,145,85.5,82,101,81.2,25,41,61,1,0.9,0.8,0.1,11,22,7,2,33
149,Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37,666,1013,65.7,20643,15735,110,111,99.1,270,274,98.5,281,622,45.2,0,0,0,0,0,10,0,0,0
150,Fabinho,br BRA,MF,Liverpool,27,1993,25.7,1350,1550,87.1,21821,5712,676,741,91.2,548,608,90.1,94,135,69.6,1,1.3,1.9,-0.3,16,151,12,1,134
151,Kiko Femenía,es ESP,DF,Watford,30,1991,23.8,867,1228,70.6,13397,6151,485,566,85.7,300,425,70.6,54,166,32.5,5,3.6,2.3,1.4,25,56,22,9,100
152,Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,5,6,83.3,73,0,3,4,75,0,0,,1,1,100,0,0,0,0,0,0,0,0,0
153,Nathan Ferguson,eng ENG,DF,Crystal Palace,20,2000,0.1,3,5,60,29,30,3,3,100,0,0,,0,2,0,0,0,0,0,0,0,0,0,0
154,Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,1549,2093,74,26517,7848,792,925,85.6,509,636,80,195,371,52.6,6,9,6.9,-3,88,170,81,14,237
155,Álvaro Fernández,es ESP,GK,Brentford,23,1998,12,336,517,65,8817,5774,77,79,97.5,149,154,96.8,109,282,38.7,0,0,0,0,0,10,0,0,1
156,Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,182,211,86.3,3540,1534,60,63,95.2,99,108,91.7,21,35,60,0,0.3,0.2,-0.3,1,6,0,0,12
157,Fernandinho,br BRA,"MF,DF",Manchester City,36,1985,10.7,746,842,88.6,12820,3829,344,368,93.5,326,360,90.6,56,79,70.9,1,1,1.1,0,10,74,17,1,81
158,Roberto Firmino,br BRA,FW,Liverpool,29,1991,11,390,501,77.8,5132,1178,237,266,89.1,107,150,71.3,15,21,71.4,4,1.7,1.7,2.3,16,31,12,1,40
159,Junior Firpo,es ESP,"DF,MF",Leeds United,24,1996,19,768,952,80.7,12029,4281,417,475,87.8,299,362,82.6,38,71,53.5,2,1.9,1.6,0.1,22,70,16,6,111
160,Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,3,7,42.9,23,10,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
161,Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,881,1102,79.9,12909,2621,542,595,91.1,235,294,79.9,56,115,48.7,5,6.3,5.3,-1.3,40,50,37,9,98
162,Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7,470,528,89,8686,2839,168,183,91.8,266,284,93.7,29,50,58,0,0,0.1,0,2,25,0,0,28
163,Pablo Fornals,es ESP,"FW,MF",West Ham,25,1996,31.1,1052,1417,74.2,17266,5582,529,613,86.3,363,484,75,111,205,54.1,3,6.3,4.5,-3.3,48,111,51,8,191
164,Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17,695,842,82.5,11652,3225,342,389,87.9,253,290,87.2,73,103,70.9,1,1,0.7,0,13,68,8,0,80
165,Marcus Forss,fi FIN,"FW,MF",Brentford,22,1999,2.3,22,38,57.9,341,115,12,19,63.2,5,9,55.6,3,3,100,1,0.2,0,0.8,1,5,1,0,6
166,Fraser Forster,eng ENG,GK,Southampton,33,1988,19,360,603,59.7,11459,8540,48,49,98,167,173,96.5,144,377,38.2,0,0,0,0,0,11,0,0,0
167,Ben Foster,eng ENG,GK,Watford,38,1983,26,428,886,48.3,16732,14440,38,39,97.4,137,148,92.6,253,692,36.6,1,0.1,0.1,0.9,1,33,1,0,0
168,Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,6,7,85.7,103,13,2,2,100,4,5,80,0,0,,0,0,0,0,0,0,0,0,1
169,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,27,1994,16.3,334,482,69.3,5352,1620,197,234,84.2,86,128,67.2,40,84,47.6,3,2.1,2.3,0.9,25,18,24,15,34
170,Fred,br BRA,MF,Manchester Utd,28,1993,22.5,1137,1358,83.7,18842,5515,547,626,87.4,448,506,88.5,92,118,78,4,2.2,3,1.8,28,131,13,1,138
171,Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,113,150,75.3,1514,465,72,85,84.7,34,48,70.8,3,6,50,0,0.1,0.1,-0.1,2,2,2,1,6
172,Leo Fuhr Hjelde,no NOR,"MF,DF",Leeds United,17,2003,1.7,79,108,73.1,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,0,0,0,0,1,3,0,0,3
173,Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,890,1188,74.9,14543,3809,443,517,85.7,305,386,79,88,173,50.9,3,3.1,3.1,-0.1,38,86,20,9,94
174,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,17,2004,0.1,3,3,100,22,1,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
175,Dwight Gayle,eng ENG,"FW,DF",Newcastle Utd,30,1990,0.4,13,16,81.3,104,12,11,12,91.7,0,1,0,0,0,,0,0.3,0.1,-0.3,2,1,0,0,0
176,Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,16,22,72.7,207,38,11,13,84.6,4,6,66.7,0,1,0,0,0,0,0,0,1,0,0,0
177,David de Gea,es ESP,GK,Manchester Utd,30,1990,38,677,924,73.3,16463,11234,176,178,98.9,332,343,96.8,166,397,41.8,0,0,0,0,0,5,0,0,0
178,Joe Gelhardt,eng ENG,"FW,MF",Leeds United,19,2002,8.3,106,163,65,1166,344,58,81,71.6,28,46,60.9,2,5,40,2,1.6,1.4,0.4,9,5,10,2,15
179,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,26,1995,4.3,84,119,70.6,1091,314,60,70,85.7,17,30,56.7,3,5,60,1,0.4,0.4,0.6,5,0,4,3,5
180,Anwar El Ghazi,nl NED,"FW,MF",Everton,26,1995,0.1,7,9,77.8,80,18,5,5,100,1,2,50,0,0,,0,0,0,0,0,1,0,0,0
181,Saman Ghoddos,ir IRN,"MF,DF",Brentford,27,1993,6,143,216,66.2,2264,747,79,105,75.2,50,66,75.8,11,32,34.4,1,1.2,1,-0.2,6,11,11,3,25
182,Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13,530,714,74.2,7839,2988,320,367,87.2,189,253,74.7,16,62,25.8,1,0.6,1,0.4,9,24,14,2,40
183,Morgan Gibbs-White,eng ENG,"DF,FW",Wolves,21,2000,0.1,7,10,70,77,26,6,7,85.7,1,1,100,0,1,0,0,0,0,0,0,2,0,0,2
184,Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,1117,1382,80.8,22279,9598,361,400,90.3,627,688,91.1,121,268,45.1,0,0.2,0.3,-0.2,3,74,5,0,68
185,Bryan Gil,es ESP,"FW,MF",Tottenham,20,2001,1,50,64,78.1,660,188,32,36,88.9,11,15,73.3,3,4,75,0,0.1,0.2,-0.1,2,0,4,2,7
186,Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,991,1243,79.7,18498,5588,456,514,88.7,357,419,85.2,152,258,58.9,1,1.4,1.9,-0.4,25,94,17,3,112
187,Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,611,808,75.6,10370,3667,277,335,82.7,285,354,80.5,36,79,45.6,0,0.8,0.7,-0.8,12,47,13,4,67
188,André Gomes,pt POR,MF,Everton,28,1993,6.9,218,282,77.3,3491,1060,116,134,86.6,75,89,84.3,19,37,51.4,1,0.2,0.2,0.8,4,29,4,2,25
189,Toti Gomes,pt POR,DF,Wolves,22,1999,4,153,203,75.4,2485,981,75,91,82.4,67,79,84.8,8,27,29.6,0,0,0,0,0,12,0,0,7
190,Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,230,292,78.8,4200,1139,103,119,86.6,101,126,80.2,24,37,64.9,1,0.8,0.5,0.2,3,27,3,2,36
191,Charlie Goode,eng ENG,DF,Brentford,25,1995,5,195,304,64.1,4380,1512,46,66,69.7,113,154,73.4,36,73,49.3,0,1,0.7,-1,7,17,2,2,18
192,Anthony Gordon,eng ENG,"MF,FW",Everton,20,2001,25.4,482,743,64.9,6816,1929,265,340,77.9,151,224,67.4,28,92,30.4,2,3.8,3.1,-1.8,35,27,21,8,51
193,Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,4,4,100,35,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
194,Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,55,65,84.6,836,216,31,33,93.9,19,22,86.4,4,6,66.7,0,0,0,0,1,4,0,0,4
195,Demarai Gray,jm JAM,"MF,FW",Everton,25,1996,26,555,769,72.2,9290,2076,277,315,87.9,182,246,74,65,129,50.4,4,3.6,3.5,0.4,41,23,23,7,59
196,Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,833,971,85.8,11275,2149,543,578,93.9,230,260,88.5,30,42,71.4,3,6,4.6,-3,53,30,43,1,100
197,Mason Greenwood,eng ENG,"FW,MF",Manchester Utd,19,2001,14.1,394,501,78.6,6461,1375,204,236,86.4,137,162,84.6,37,64,57.8,1,1.8,1.3,-0.8,17,31,13,3,39
198,Sam Greenwood,eng ENG,"MF,FW",Leeds United,19,2002,2.6,54,80,67.5,731,134,30,37,81.1,18,24,75,1,10,10,2,0.2,0,1.8,4,5,1,0,5
199,Pascal Groß,de GER,"MF,DF",Brighton,30,1991,22.6,1012,1345,75.2,18387,5413,446,508,87.8,397,481,82.5,135,267,50.6,4,5.5,4.6,-1.5,60,94,37,12,149
200,Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,776,982,79,17570,10060,241,242,99.6,345,348,99.1,171,369,46.3,0,0,0,0,0,3,0,0,0
201,Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,2057,2360,87.2,40390,14502,664,722,92,1162,1261,92.1,214,342,62.6,1,1.3,1,-0.3,6,116,3,0,111
202,Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,441,522,84.5,7876,1942,208,231,90,156,178,87.6,59,73,80.8,1,1.1,1.4,-0.1,12,41,13,4,54
203,İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,1175,1340,87.7,18647,4054,608,648,93.8,412,456,90.4,105,151,69.5,4,4.9,4.2,-0.9,38,95,22,1,126
204,Angus Gunn,sct SCO,GK,Norwich City,25,1996,9,208,307,67.8,5494,3524,60,60,100,72,73,98.6,74,168,44,0,0,0,0,0,1,0,0,0
205,Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1089,1310,83.1,20556,6269,381,445,85.6,590,650,90.8,101,183,55.2,0,0.9,0.4,-0.9,6,23,3,0,27
206,Jack Harrison,eng ENG,"FW,MF",Leeds United,24,1996,29.3,656,1045,62.8,9472,3280,407,510,79.8,187,300,62.3,36,117,30.8,1,3.2,2.5,-2.2,42,49,35,8,89
207,Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,175,222,78.8,3322,1231,65,73,89,89,101,88.1,19,40,47.5,0,0,0.1,0,0,11,0,0,14
208,Kai Havertz,de GER,"FW,MF",Chelsea,22,1999,20.1,537,669,80.3,6322,1194,360,408,88.2,111,143,77.6,12,16,75,3,2.2,1.7,0.8,21,34,19,1,62
209,Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,26,1995,11.1,261,341,76.5,4160,911,129,151,85.4,99,120,82.5,18,34,52.9,0,0,0.1,0,2,20,0,0,15
210,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,25,1996,20.2,513,639,80.3,7634,1456,291,341,85.3,160,187,85.6,37,51,72.5,1,1.3,1.3,-0.3,16,31,14,0,57
211,Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,1886,2246,84,31808,8574,874,975,89.6,801,921,87,153,228,67.1,5,3.5,3.7,1.5,38,215,52,14,245
212,Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,27,29,93.1,489,43,12,13,92.3,12,12,100,3,4,75,0,0,0,0,1,2,0,0,0
213,Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,41,79,51.9,1981,1872,2,2,100,6,6,100,33,69,47.8,0,0.2,0.1,-0.2,3,6,0,0,0
214,Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,876,1215,72.1,13166,4427,504,592,85.1,287,396,72.5,58,132,43.9,0,1.7,2.2,-1.7,18,60,29,15,81
215,Son Heung-min,kr KOR,"MF,FW",Tottenham,29,1992,33.4,928,1219,76.1,12453,3148,569,623,91.3,239,316,75.6,48,151,31.8,7,7.5,5.6,-0.5,72,33,42,4,90
216,Ki-Jana Hoever,nl NED,"DF,MF",Wolves,19,2002,3.4,110,160,68.8,1691,512,54,71,76.1,51,68,75,4,8,50,0,0.1,0.1,-0.1,1,3,2,1,5
217,Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,420,483,87,7860,2536,147,160,91.9,241,261,92.3,29,55,52.7,0,0,0,0,0,30,0,0,23
218,Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,584,876,66.7,12159,4600,192,260,73.8,289,368,78.5,94,213,44.1,1,0.1,0.3,0.9,3,43,2,0,40
219,Callum Hudson-Odoi,eng ENG,"MF,FW",Chelsea,20,2000,10.7,317,399,79.4,4453,981,203,232,87.5,87,109,79.8,15,33,45.5,2,2.1,1.9,-0.1,25,9,18,4,41
220,Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,436,537,81.2,7228,1815,206,232,88.8,184,205,89.8,31,64,48.4,1,0.6,0.6,0.4,9,31,6,2,38
221,Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2287,2570,89,37884,10800,1115,1199,93,877,961,91.3,194,269,72.1,2,2.3,2.9,-0.3,25,229,36,3,242
222,Adam Idah,ie IRL,"FW,MF",Norwich City,20,2001,6.9,95,150,63.3,1466,288,53,68,77.9,32,46,69.6,5,10,50,1,0.6,0.5,0.4,5,8,5,2,10
223,Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14,276,361,76.5,3603,768,170,195,87.2,66,85,77.6,12,24,50,5,2.5,1.7,2.5,17,22,13,1,37
224,Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,251,378,66.4,3233,781,147,189,77.8,60,90,66.7,13,28,46.4,6,1.6,0.9,4.4,15,19,13,0,39
225,Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1,22,27,81.5,288,155,14,18,77.8,8,9,88.9,0,0,,0,0,0,0,0,3,0,0,4
226,Alex Iwobi,ng NGA,"MF,DF",Everton,25,1996,22.6,599,782,76.6,9080,3232,324,366,88.5,192,248,77.4,48,89,53.9,2,2.6,3,-0.6,36,61,40,6,103
227,Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,20,34,58.8,193,40,15,19,78.9,2,5,40,0,1,0,0,0.3,0,-0.3,2,1,0,0,3
228,Daniel James,wls WAL,"FW,MF",Leeds United,23,1997,26.3,326,508,64.2,4327,1156,205,256,80.1,84,151,55.6,15,34,44.1,4,2.9,1.7,1.1,24,26,18,2,57
229,Reece James,eng ENG,DF,Chelsea,21,1999,20.7,1450,1687,86,22184,5499,803,856,93.8,509,593,85.8,93,133,69.9,9,5.9,4.8,3.1,48,67,51,15,149
230,Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,755,1005,75.1,12860,4122,341,413,82.6,321,388,82.7,65,136,47.8,0,1.9,2,-1.9,23,80,13,3,103
231,Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,1218,1507,80.8,22414,7103,421,498,84.5,703,821,85.6,77,145,53.1,1,0.3,0.6,0.7,5,35,0,0,67
232,Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,574,795,72.2,11460,3742,247,294,84,201,260,77.3,115,203,56.7,1,3.2,3.4,-2.2,35,74,28,10,103
233,Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,637,770,82.7,8461,1409,398,457,87.1,175,206,85,21,31,67.7,8,5.7,3.5,2.3,38,15,30,4,55
234,Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,549,775,70.8,7513,1631,325,409,79.5,147,206,71.4,31,50,62,4,3.1,3.2,0.9,38,38,19,2,65
235,João Pedro,br BRA,"FW,MF",Watford,19,2001,18.3,390,581,67.1,6100,1580,210,299,70.2,122,163,74.8,38,57,66.7,1,2.8,1.4,-1.8,19,43,20,3,77
236,Joelinton,br BRA,"MF,FW",Newcastle Utd,24,1996,28.4,718,944,76.1,10060,2661,421,515,81.7,216,275,78.5,35,54,64.8,1,1.9,1.3,-0.9,29,68,17,2,92
237,Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,519,763,68,9212,3629,252,295,85.4,201,281,71.5,57,139,41,0,0.6,0.4,-0.6,9,50,14,12,64
238,Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,538,599,89.8,8198,1811,289,305,94.8,204,219,93.2,31,44,70.5,1,0.6,0.5,0.4,11,53,10,1,58
239,Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,71,81,87.7,1169,448,33,36,91.7,36,37,97.3,1,4,25,0,0,0,0,0,5,0,0,2
240,Jorginho,it ITA,MF,Chelsea,29,1991,25.3,1681,1887,89.1,26181,7227,862,928,92.9,669,730,91.6,91,140,65,2,2.7,1.9,-0.7,27,186,36,0,178
241,Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,559,770,72.6,7799,1928,324,397,81.6,183,231,79.2,22,46,47.8,4,5.8,3.5,-1.8,40,46,26,2,87
242,James Justin,eng ENG,DF,Leicester City,23,1998,11.1,540,677,79.8,7701,2669,328,360,91.1,166,208,79.8,24,57,42.1,0,1,0.7,-1,9,23,7,3,44
243,Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,258,337,76.6,4576,2071,122,141,86.5,105,140,75,29,51,56.9,0,0.3,0.2,-0.3,3,14,1,1,18
244,Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,350,431,81.2,6460,2309,127,147,86.4,190,213,89.2,28,56,50,0,0,0.2,0,2,16,1,0,20
245,Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,373,474,78.7,7689,2857,94,112,83.9,236,268,88.1,41,85,48.2,0,0.2,0.1,-0.2,2,19,1,1,21
246,Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,56,69,81.2,771,196,40,44,90.9,11,14,78.6,3,8,37.5,0,0.1,0.1,-0.1,1,3,3,0,8
247,Hassane Kamara,ci CIV,DF,Watford,27,1994,18,637,917,69.5,10140,4864,352,416,84.6,223,311,71.7,48,137,35,0,0.6,0.7,-0.6,10,47,10,4,55
248,Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,637,945,67.4,11124,3759,305,397,76.8,197,283,69.6,91,140,65,9,9.1,5.5,-0.1,49,89,42,6,143
249,N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,1121,1308,85.7,16188,4538,630,695,90.6,397,450,88.2,43,61,70.5,4,2.1,2.4,1.9,24,105,29,0,159
250,Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,374,442,84.6,6881,1938,159,176,90.3,166,187,88.8,43,59,72.9,0,0.3,0.3,-0.3,6,42,1,0,47
251,Moise Kean,it ITA,FW,Everton,21,2000,0,1,1,100,11,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
252,Michael Keane,eng ENG,DF,Everton,28,1993,31,927,1214,76.4,19535,8021,299,364,82.1,457,535,85.4,154,276,55.8,2,1.6,0.5,0.4,8,83,5,0,79
253,Naby Keïta,gn GUI,MF,Liverpool,26,1995,13,643,757,84.9,9141,2501,380,425,89.4,219,251,87.3,22,33,66.7,1,1.9,2.1,-0.9,15,56,21,0,75
254,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,83,91,91.2,1669,806,21,21,100,51,51,100,10,18,55.6,0,0,0,0,0,0,0,0,0
255,Kenedy,br BRA,DF,Chelsea,25,1996,0.6,36,50,72,565,139,18,24,75,15,18,83.3,2,5,40,1,0.6,0.1,0.4,2,2,4,0,5
256,Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,351,478,73.4,5670,2338,185,209,88.5,122,166,73.5,32,71,45.1,1,0.8,0.6,0.2,11,35,10,7,36
257,Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1313,1535,85.5,23958,8631,537,588,91.3,626,692,90.5,131,210,62.4,0,0.2,0.4,-0.2,3,98,3,0,95
258,Joshua King,no NOR,FW,Watford,29,1992,25,369,519,71.1,4984,1028,227,290,78.3,109,153,71.2,13,18,72.2,3,3.8,2.3,-0.8,35,29,17,4,39
259,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,9,11,81.8,219,164,2,2,100,5,5,100,2,4,50,0,0,0,0,0,0,0,0,0
260,Mateusz Klich,pl POL,MF,Leeds United,31,1990,23,800,1026,78,11259,3630,453,514,88.1,240,314,76.4,38,84,45.2,2,2.2,2,-0.2,31,72,23,3,105
261,Robin Koch,de GER,"MF,DF",Leeds United,25,1996,17.5,555,718,77.3,10037,3504,224,279,80.3,268,326,82.2,45,73,61.6,0,0.4,0.3,-0.4,5,47,6,0,52
262,Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1,13,16,81.3,215,49,5,6,83.3,7,9,77.8,0,0,,0,0,0,0,0,1,0,0,0
263,Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,663,754,87.9,12042,5092,237,257,92.2,379,410,92.4,38,67,56.7,0,0,0.2,0,0,47,5,0,51
264,Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,875,1013,86.4,15392,5885,345,381,90.6,470,505,93.1,46,94,48.9,0,0.3,0.5,-0.3,4,30,0,0,45
265,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,656,804,81.6,10088,2834,338,390,86.7,253,308,82.1,36,58,62.1,1,0.8,1,0.2,5,44,3,1,54
266,Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,1061,1203,88.2,17022,4072,537,580,92.6,405,453,89.4,77,106,72.6,5,3.2,3,1.8,27,127,23,1,135
267,Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,551,780,70.6,8120,3587,292,348,83.9,203,287,70.7,24,78,30.8,1,1,0.8,0,6,35,7,1,50
268,Alex Král,cz CZE,MF,West Ham,23,1998,0,0,2,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
269,Tim Krul,nl NED,GK,Norwich City,33,1988,29,759,1073,70.7,21441,14060,104,105,99,370,382,96.9,284,583,48.7,0,0.6,0.5,-0.6,1,7,1,0,1
270,Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,485,713,68,7757,2545,244,322,75.8,176,247,71.3,39,76,51.3,1,0.9,1.2,0.1,10,41,7,4,60
271,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,21,2000,14,404,486,83.1,5431,1144,259,287,90.2,107,127,84.3,17,24,70.8,8,3.4,2.7,4.6,25,15,24,5,35
272,Alexandre Lacazette,fr FRA,FW,Arsenal,30,1991,19.8,343,455,75.4,4595,1048,215,264,81.4,89,117,76.1,12,21,57.1,7,3,1.8,4,29,30,19,1,52
273,Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,836,962,86.9,11641,2793,502,552,90.9,265,288,92,28,53,52.8,1,0.9,1,0.1,8,58,17,1,76
274,Tariq Lamptey,gh GHA,"DF,FW",Brighton,20,2000,17.3,593,770,77,8281,1729,373,416,89.7,186,252,73.8,19,50,38,2,2.6,2.9,-0.6,21,26,24,15,36
275,Manuel Lanzini,ar ARG,"MF,FW",West Ham,28,1993,19.8,1118,1237,90.4,16115,3945,642,678,94.7,372,407,91.4,52,77,67.5,3,2.4,2.5,0.6,23,87,22,3,119
276,Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,2782,2940,94.6,53607,17549,933,966,96.6,1575,1624,97,251,316,79.4,0,0.6,1.3,-0.6,9,309,9,2,271
277,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,516,696,74.1,10069,3526,133,184,72.3,331,392,84.4,43,95,45.3,0,0.4,0.5,-0.4,4,20,1,0,18
278,Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,807,1033,78.1,13876,4105,413,483,85.5,252,299,84.3,107,169,63.3,0,1.9,2.4,-1.9,25,81,26,9,114
279,Aaron Lennon,eng ENG,"MF,FW",Burnley,34,1987,17.2,252,382,66,3280,783,156,197,79.2,65,102,63.7,10,28,35.7,0,0.5,0.5,-0.5,9,14,4,2,19
280,Bernd Leno,de GER,GK,Arsenal,29,1992,4,76,115,66.1,2214,1594,18,18,100,28,28,100,29,67,43.3,0,0,0,0,0,0,0,0,0
281,Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,79,104,76,1281,448,34,40,85,38,47,80.9,4,10,40,0,0,0,0,1,3,0,0,7
282,Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,1215,1385,87.7,22399,8069,452,486,93,637,691,92.2,107,165,64.8,2,0.6,0.8,1.4,4,75,6,0,72
283,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,28,1992,4.1,128,153,83.7,1533,382,75,85,88.2,33,41,80.5,0,4,0,0,0.3,0.2,-0.3,8,11,2,0,13
284,Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,864,1166,74.1,12649,4429,507,587,86.4,281,388,72.4,43,106,40.6,1,2.7,2.7,-1.7,20,44,27,8,80
285,Diego Llorente,es ESP,DF,Leeds United,27,1993,26,1115,1373,81.2,21989,7473,335,389,86.1,648,712,91,118,225,52.4,0,0.1,0.2,-0.1,2,68,3,0,97
286,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38,767,957,80.1,18629,12234,247,252,98,295,299,98.7,211,388,54.4,0,0.2,0.1,-0.2,2,15,1,0,0
287,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,25,1996,2.6,128,161,79.5,1757,346,76,81,93.8,28,40,70,10,13,76.9,0,0.7,0.3,-0.7,5,10,0,0,8
288,Jürgen Locadia,nl NED,"MF,FW",Brighton,27,1993,0.3,1,1,100,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
289,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,25,1996,15.5,876,981,89.3,13025,3046,507,547,92.7,315,355,88.7,33,42,78.6,2,2.4,2.4,-0.4,18,77,20,0,108
290,Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,79,102,77.5,1696,601,19,22,86.4,46,54,85.2,14,21,66.7,0,0,0,0,0,2,0,0,4
