Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Reiss Nelson,FW,Arsenal,17,7,631,7,0.14,0,0.14,0.14,0,0,0.14,0,0.13,0.13,0.06,0.19,4.29,2.86,8.29
Pedro Neto,"FW,MF",Wolves,29,9,939,10.4,0.29,0.29,0.58,0.29,0,0,0.29,0,0.21,0.21,0.25,0.46,5.1,2.21,9.71
Rúben Neves,MF,Wolves,38,35,3056,34,0.06,0.06,0.12,0.06,0,0,0.26,0,0.06,0.06,0.06,0.12,0.56,6.35,0.68
Jeremy Ngakia,DF,West Ham,5,5,440,4.9,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0.82,1.84
Oumar Niasse,FW,Everton,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Eddie Nketiah,FW,Arsenal,13,7,633,7,0.29,0,0.29,0.29,0,0,0,0.14,0.44,0.44,0.09,0.53,2.71,2.29,5.43
Mark Noble,MF,West Ham,33,32,2674,29.7,0.13,0.1,0.24,0.03,0.1,0.1,0.17,0,0.1,0.02,0.1,0.12,0.88,6.67,1.78
Oliver Norwood,MF,Sheffield Utd,38,37,3090,34.3,0.03,0.03,0.06,0,0.03,0.03,0.23,0,0.04,0.02,0.13,0.15,0.2,7.52,0.76
Ørjan Nyland,GK,Aston Villa,7,5,539,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0
Jack O'Connell,DF,Sheffield Utd,33,32,2916,32.4,0,0.03,0.03,0,0,0,0.12,0,0.03,0.03,0.1,0.13,0.37,4.04,1.82
Michael Obafemi,FW,Southampton,21,8,665,7.4,0.41,0.27,0.68,0.41,0,0,0.14,0,0.24,0.24,0.15,0.39,1.08,0.95,7.03
Angelo Ogbonna,DF,West Ham,31,31,2786,31,0.06,0,0.06,0.06,0,0,0.13,0,0.06,0.06,0,0.06,0.16,1.61,0.16
Divock Origi,FW,Liverpool,28,7,717,8,0.5,0.13,0.63,0.5,0,0,0.13,0,0.23,0.23,0.1,0.33,4.63,1.5,11.3
Ben Osborn,"MF,DF",Sheffield Utd,13,6,594,6.6,0,0,0,0,0,0,0,0,0.05,0.05,0.14,0.17,1.06,3.79,3.48
Nicolás Otamendi,DF,Manchester City,24,18,1715,19.1,0.1,0,0.1,0.1,0,0,0.16,0,0.1,0.1,0.01,0.11,0.73,4.08,0.21
Alex Oxlade-Chamberlain,"MF,FW",Liverpool,30,17,1485,16.5,0.24,0.06,0.3,0.24,0,0,0.06,0,0.17,0.17,0.07,0.24,2.91,5.88,5.76
Mesut Özil,MF,Arsenal,18,18,1438,16,0.06,0.13,0.19,0.06,0,0,0.06,0,0.09,0.09,0.14,0.24,3,7.13,8.5
Emerson Palmieri,DF,Chelsea,15,13,1024,11.4,0,0,0,0,0,0,0.26,0,0.1,0.1,0.11,0.21,3.42,3.25,7.63
Sokratis Papastathopoulos,DF,Arsenal,19,19,1696,18.8,0.11,0,0.11,0.11,0,0,0.32,0,0.06,0.06,0.02,0.07,0.27,1.44,0.27
Troy Parrott,FW,Tottenham,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Patrício,GK,Wolves,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
Pedro,"FW,MF",Chelsea,11,8,661,7.3,0.14,0.14,0.27,0.14,0,0,0.14,0,0.27,0.27,0.12,0.4,3.29,5.62,7.12
Nicolas Pépé,FW,Arsenal,31,22,2010,22.3,0.22,0.27,0.49,0.18,0.04,0.04,0.18,0,0.22,0.18,0.22,0.4,4.39,3,8.57
Andreas Pereira,"MF,FW",Manchester Utd,25,18,1484,16.5,0.06,0.18,0.24,0.06,0,0,0.18,0,0.14,0.14,0.24,0.38,2.97,5.39,6.18
Ricardo Pereira,DF,Leicester City,28,28,2520,28,0.11,0.07,0.18,0.11,0,0,0.04,0,0.04,0.04,0.14,0.18,4.14,6.32,4.93
Roberto Pereyra,"FW,MF",Watford,28,17,1648,18.3,0.16,0,0.16,0.11,0.05,0.05,0.22,0,0.17,0.13,0.08,0.21,2.73,2.62,5.57
Ayoze Pérez,"MF,FW",Leicester City,33,26,2004,22.3,0.36,0.18,0.54,0.31,0.04,0.04,0,0,0.29,0.26,0.18,0.43,2.11,2.78,7.13
Jordan Pickford,GK,Everton,38,38,3420,38,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
Brandon Pierrick,"MF,FW",Crystal Palace,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,5,10,5
Erik Pieters,"DF,MF",Burnley,24,21,1878,20.9,0,0.19,0.19,0,0,0,0.1,0,0.02,0.02,0.12,0.14,1,2.39,1.87
Daniel Podence,"FW,MF",Wolves,9,3,289,3.2,0.31,0,0.31,0.31,0,0,0,0,0.37,0.37,0.22,0.59,5.63,2.81,7.5
Paul Pogba,MF,Manchester Utd,16,13,1204,13.4,0.07,0.22,0.3,0.07,0,0.07,0.07,0,0.18,0.12,0.19,0.31,2.01,8.28,2.24
Nick Pope,GK,Burnley,38,38,3420,38,0,0,0,0,0,0,0.03,0,0,0,0.01,0.01,0,0,0
Dennis Praet,MF,Leicester City,27,12,1134,12.6,0.08,0.16,0.24,0.08,0,0,0.16,0,0.07,0.07,0.1,0.18,0.79,3.33,3.33
Sebastian Prödl,DF,Watford,1,1,56,0.6,0,0,0,0,0,0,0,0,0.17,0.17,0,0.17,0,0,0
Davy Pröpper,MF,Brighton,35,32,2829,31.4,0.03,0.06,0.1,0.03,0,0,0.13,0,0.05,0.05,0.08,0.13,1.75,8.44,1.37
Teemu Pukki,FW,Norwich City,36,33,2886,32.1,0.34,0.09,0.44,0.28,0.06,0.06,0.09,0,0.35,0.3,0.12,0.42,1.43,0.69,6.04
Christian Pulisic,FW,Chelsea,25,19,1722,19.1,0.47,0.21,0.68,0.47,0,0,0,0,0.47,0.47,0.19,0.66,5.6,3.82,9.84
Ignacio Pussetto,"FW,MF",Watford,7,0,74,0.8,0,0,0,0,0,0,1.25,0,0,0,0,0,1.25,3.75,0
Domingos Quina,"MF,FW",Watford,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
Aaron Ramsdale,GK,Bournemouth,37,37,3330,37,0,0.03,0.03,0,0,0,0,0,0,0,0.02,0.02,0,0,0
Darren Randolph,GK,West Ham,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Rashford,FW,Manchester Utd,31,31,2643,29.4,0.58,0.24,0.82,0.37,0.2,0.27,0.1,0,0.65,0.44,0.17,0.61,3.57,4.22,8.5
Nathan Redmond,"MF,FW",Southampton,32,32,2762,30.7,0.13,0.13,0.26,0.13,0,0,0.07,0,0.17,0.17,0.11,0.27,4.1,3.39,6.51
Pepe Reina,GK,Aston Villa,12,12,1080,12,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
Declan Rice,MF,West Ham,38,38,3420,38,0.03,0.08,0.11,0.03,0,0,0.16,0,0.03,0.03,0.04,0.07,1.37,4.74,0.95
Richarlison,"FW,MF",Everton,36,36,3070,34.1,0.38,0.09,0.47,0.38,0,0,0.23,0,0.27,0.27,0.2,0.46,2.79,2.73,6.51
Diego Rico,DF,Bournemouth,27,27,2332,25.9,0,0.15,0.15,0,0,0,0.23,0,0.02,0.02,0.12,0.14,1.62,5.6,3.13
Jaïro Riedewald,"DF,MF",Crystal Palace,17,7,769,8.5,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.04,0.94,3.65,2.35
Matt Ritchie,"DF,MF",Newcastle Utd,18,14,1315,14.6,0.14,0.07,0.21,0.14,0,0.07,0.27,0,0.12,0.06,0.16,0.22,1.58,3.56,2.95
Roberto,GK,West Ham,8,7,687,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Roberts,"FW,MF",Norwich City,3,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,6.67,6.67
Andrew Robertson,DF,Liverpool,36,34,3111,34.6,0.06,0.35,0.4,0.06,0,0,0.06,0,0.05,0.05,0.22,0.27,4.31,6.33,8.01
Callum Robinson,"FW,MF",Sheffield Utd,16,9,676,7.5,0.13,0.13,0.27,0.13,0,0,0.13,0,0.21,0.21,0.05,0.27,1.6,1.33,6.67
Jack Robinson,DF,Sheffield Utd,6,6,504,5.6,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.71,3.04,0.18
Rodri,MF,Manchester City,35,29,2486,27.6,0.11,0.07,0.18,0.11,0,0,0.29,0,0.03,0.03,0.09,0.13,1.49,8.41,0.76
Jay Rodriguez,FW,Burnley,36,20,2016,22.4,0.36,0.04,0.4,0.31,0.04,0.04,0.04,0,0.39,0.36,0.03,0.38,1.38,1.47,5.63
Jack Rodwell,MF,Sheffield Utd,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Rojo,DF,Manchester Utd,3,1,122,1.4,0,0,0,0,0,0,0.71,0,0.14,0.14,0,0.14,0,4.29,0.71
Oriol Romeu,MF,Southampton,30,20,1860,20.7,0,0,0,0,0,0,0.24,0,0.01,0.01,0.08,0.09,0.82,5.31,0.63
Danny Rose,DF,Tottenham,12,10,893,9.9,0,0,0,0,0,0,0.51,0,0.01,0.01,0.06,0.07,2.32,6.57,3.03
Danny Rose,DF,Newcastle Utd,11,10,863,9.6,0,0,0,0,0,0,0.21,0,0,0,0.02,0.02,0.42,3.33,2.19
Antonio Rüdiger,DF,Chelsea,20,19,1710,19,0.11,0,0.11,0.11,0,0,0.16,0,0.05,0.05,0.03,0.08,0.58,5.21,0
Lukas Rupp,"FW,MF",Norwich City,12,8,695,7.7,0,0,0,0,0,0,0.13,0,0.12,0.12,0.12,0.22,0.39,2.34,2.99
Mathew Ryan,GK,Brighton,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Saint-Maximin,"MF,FW",Newcastle Utd,26,23,1863,20.7,0.14,0.19,0.34,0.14,0,0,0,0,0.16,0.16,0.16,0.32,6.04,2.37,4.44
Romain Saïss,DF,Wolves,33,31,2705,30.1,0.07,0.03,0.1,0.07,0,0,0.4,0.03,0.11,0.11,0.04,0.16,0.33,4.39,0.3
Bukayo Saka,"DF,FW",Arsenal,26,19,1753,19.5,0.05,0.26,0.31,0.05,0,0,0.31,0,0.05,0.05,0.17,0.22,3.44,3.44,7.33
Mamadou Sakho,DF,Crystal Palace,14,11,931,10.3,0,0,0,0,0,0,0.1,0.1,0,0,0.01,0.01,0.1,2.52,0.19
Mohamed Salah,FW,Liverpool,34,33,2876,32,0.59,0.31,0.91,0.5,0.09,0.09,0.03,0,0.59,0.52,0.24,0.77,3.28,2.84,10.8
Mbwana Samatta,FW,Aston Villa,14,11,943,10.5,0.1,0,0.1,0.1,0,0,0.1,0,0.22,0.22,0.06,0.28,0.57,1.05,4.67
Carlos Sánchez,MF,West Ham,6,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0
Davinson Sánchez,DF,Tottenham,29,27,2431,27,0,0,0,0,0,0,0.22,0,0.02,0.02,0,0.03,0.37,1.96,0.33
Leroy Sané,FW,Manchester City,1,0,12,0.1,0,0,0,0,0,0,0,0,1,1,0,1,20,10,40
Ismaila Sarr,"FW,MF",Watford,28,22,2028,22.5,0.22,0.18,0.4,0.22,0,0,0.04,0,0.27,0.27,0.2,0.47,4.76,1.82,8.89
Fabian Schär,"DF,MF",Newcastle Utd,22,18,1672,18.6,0.11,0,0.11,0.11,0,0,0.27,0,0.08,0.08,0.01,0.09,1.08,2.85,0.32
Ezequiel Schelotto,DF,Brighton,8,4,361,4,0,0,0,0,0,0,0.5,0,0.05,0.05,0,0.05,3.75,2.25,10
Jeffrey Schlupp,"FW,MF",Crystal Palace,17,11,1036,11.5,0.26,0.09,0.35,0.26,0,0,0.17,0,0.15,0.15,0.07,0.23,2,3.65,4.61
Kasper Schmeichel,GK,Leicester City,38,38,3420,38,0,0,0,0,0,0,0.05,0,0,0,0.01,0.01,0,0.03,0
Morgan Schneiderlin,MF,Everton,15,12,1001,11.1,0,0,0,0,0,0,0.54,0.09,0.02,0.02,0.01,0.04,0.36,5.59,0.27
Ryan Sessegnon,"DF,FW",Tottenham,6,4,342,3.8,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,3.42,4.47,6.32
Xherdan Shaqiri,"FW,MF",Liverpool,7,2,185,2.1,0.48,0,0.48,0.48,0,0,0,0,0.24,0.24,0.1,0.33,0.48,8.57,7.14
Billy Sharp,FW,Sheffield Utd,25,10,1051,11.7,0.26,0.17,0.43,0.26,0,0,0.09,0.09,0.32,0.32,0.2,0.52,1.54,1.88,9.06
Luke Shaw,DF,Manchester Utd,24,20,1733,19.3,0,0,0,0,0,0,0.36,0,0.04,0.04,0.07,0.11,3.11,6.32,5.34
Jonjo Shelvey,MF,Newcastle Utd,26,25,2119,23.5,0.26,0.09,0.34,0.26,0,0,0.13,0,0.11,0.11,0.15,0.26,0.94,5.28,1.19
Djibril Sidibé,"DF,MF",Everton,25,18,1824,20.3,0,0.2,0.2,0,0,0,0.15,0,0.02,0.02,0.11,0.13,3,4.24,5.02
Gylfi Sigurðsson,MF,Everton,35,28,2560,28.4,0.07,0.11,0.18,0.04,0.04,0.04,0.11,0,0.14,0.11,0.15,0.26,0.95,4.47,2.57
Bernardo Silva,"FW,MF",Manchester City,34,23,2030,22.6,0.27,0.31,0.58,0.27,0,0,0.22,0,0.27,0.27,0.22,0.48,5.18,5.4,11.5
David Silva,MF,Manchester City,27,22,1826,20.3,0.3,0.49,0.79,0.3,0,0,0,0,0.32,0.32,0.32,0.64,4.04,10,8.62
Jack Simpson,DF,Bournemouth,4,1,241,2.7,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,1.85,1.11
Moussa Sissoko,MF,Tottenham,29,28,2452,27.2,0.07,0.04,0.11,0.07,0,0,0.29,0,0.08,0.08,0.04,0.12,2.65,3.53,2.13
Oliver Skipp,MF,Tottenham,7,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0
William Smallbone,MF,Southampton,9,4,393,4.4,0,0.45,0.45,0,0,0,0,0,0.07,0.07,0.05,0.09,0.91,2.73,2.95
Adam Smith,DF,Bournemouth,24,24,2055,22.8,0,0.04,0.04,0,0,0,0.31,0,0.04,0.04,0.05,0.08,3.29,4.08,3.03
Emile Smith Rowe,MF,Arsenal,2,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,3.64,1.82,4.55
Robert Snodgrass,"MF,FW",West Ham,24,17,1509,16.8,0.3,0.3,0.6,0.3,0,0,0.24,0,0.15,0.15,0.19,0.34,2.62,3.39,6.96
Cédric Soares,"MF,DF",Arsenal,5,3,249,2.8,0.36,0,0.36,0.36,0,0,0,0,0,0,0,0.04,2.14,3.93,8.93
Cédric Soares,DF,Southampton,16,16,1306,14.5,0,0.07,0.07,0,0,0,0.07,0,0.04,0.04,0.05,0.09,2,3.24,3.17
Dominic Solanke,FW,Bournemouth,32,17,1651,18.3,0.16,0.05,0.22,0.16,0,0,0.05,0,0.25,0.25,0.07,0.32,1.91,1.91,5.96
Tomáš Souček,MF,West Ham,13,12,1040,11.6,0.26,0,0.26,0.26,0,0,0,0,0.24,0.24,0.03,0.27,0.26,3.45,1.47
Çağlar Söyüncü,DF,Leicester City,34,34,3036,33.7,0.03,0.03,0.06,0.03,0,0,0.12,0.03,0.06,0.06,0.02,0.09,0.65,3.71,0.15
Dennis Srbeny,"MF,FW",Norwich City,8,0,47,0.5,2,0,2,2,0,0,0,0,1,1,0,1,0,2,8
Jack Stacey,DF,Bournemouth,19,17,1549,17.2,0,0.12,0.12,0,0,0,0.12,0,0.03,0.03,0.13,0.16,2.21,2.91,3.31
Junior Stanislas,"MF,FW",Bournemouth,15,7,712,7.9,0.38,0,0.38,0.25,0.13,0.13,0.13,0,0.27,0.18,0.1,0.28,3.8,3.29,5.32
Jed Steer,GK,Aston Villa,1,1,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,MF,Brighton,33,28,2530,28.1,0,0.04,0.04,0,0,0,0.28,0,0.02,0.02,0.05,0.07,0.32,5.69,0.5
Jack Stephens,DF,Southampton,28,27,2451,27.2,0.04,0.11,0.15,0.04,0,0,0.15,0.04,0.04,0.04,0.05,0.09,0.63,2.98,0.4
Raheem Sterling,FW,Manchester City,33,30,2651,29.5,0.68,0.03,0.71,0.68,0,0.07,0.17,0,0.62,0.56,0.21,0.77,5.12,3.39,14.5
Enda Stevens,DF,Sheffield Utd,38,38,3345,37.2,0.05,0.11,0.16,0.05,0,0,0.19,0,0.03,0.03,0.14,0.18,2.47,4.68,5.3
Marco Stiepermann,MF,Norwich City,24,14,1180,13.1,0,0,0,0,0,0,0.46,0,0.11,0.11,0.06,0.18,2.67,3.51,3.97
John Stones,DF,Manchester City,16,12,1122,12.5,0,0,0,0,0,0,0,0,0.03,0.03,0.01,0.04,1.76,6.64,0.08
Isaac Success,"FW,MF",Watford,5,0,70,0.8,0,0,0,0,0,0,1.25,0,0.13,0.13,0.13,0.13,5,2.5,11.3
Ki Sung-yueng,MF,Newcastle Utd,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.67,4,2
Andrew Surman,MF,Bournemouth,5,2,235,2.6,0,0,0,0,0,0,0.38,0,0,0,0,0.04,0.38,1.92,0.38
Sam Surridge,"FW,MF",Bournemouth,4,0,27,0.3,0,0,0,0,0,0,0,0,1.67,1.67,0.33,2,0,6.67,16.7
Japhet Tanganga,DF,Tottenham,6,6,525,5.8,0,0,0,0,0,0,0.17,0,0.02,0.02,0.02,0.02,0.52,2.41,1.21
Matt Targett,"DF,MF",Aston Villa,28,27,2291,25.5,0.04,0.08,0.12,0.04,0,0,0.16,0,0.02,0.02,0.1,0.12,0.86,4.51,3.18
James Tarkowski,DF,Burnley,38,38,3420,38,0.05,0.05,0.11,0.05,0,0,0.26,0,0.06,0.06,0.08,0.14,0.05,2.18,0.05
Charlie Taylor,DF,Burnley,24,22,1945,21.6,0,0.05,0.05,0,0,0,0.14,0,0,0,0.04,0.05,2.82,2.5,2.13
Neil Taylor,DF,Aston Villa,14,11,1091,12.1,0,0,0,0,0,0,0.17,0,0.02,0.02,0.03,0.05,0.58,3.97,2.07
Nathan Tella,FW,Southampton,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Alexander Tettey,"MF,DF",Norwich City,30,28,2338,26,0.04,0.04,0.08,0.04,0,0,0.19,0,0.03,0.03,0.02,0.05,0.73,2.08,0.46
Jordan Thomas,FW,Norwich City,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Thomas,"MF,DF",Leicester City,3,3,267,3,0,0.33,0.33,0,0,0,0,0,0,0,0.2,0.2,2,4.33,5.33
Max Thompson,FW,Burnley,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youri Tielemans,MF,Leicester City,37,32,2828,31.4,0.1,0.19,0.29,0.1,0,0,0.06,0,0.09,0.09,0.14,0.23,1.46,6.85,3.92
Kieran Tierney,"DF,MF",Arsenal,15,12,989,11,0.09,0.09,0.18,0.09,0,0,0.18,0,0.02,0.02,0.09,0.11,2.36,3.09,6.09
James Tomkins,DF,Crystal Palace,18,18,1582,17.6,0.06,0.06,0.11,0.06,0,0,0.28,0,0.06,0.06,0.01,0.07,0.06,0.8,0.23
Fikayo Tomori,DF,Chelsea,15,15,1291,14.3,0.07,0,0.07,0.07,0,0,0.21,0,0.03,0.03,0.01,0.04,0.98,3.5,0.28
Lucas Torreira,MF,Arsenal,29,17,1512,16.8,0.06,0.06,0.12,0.06,0,0,0.42,0,0.08,0.08,0.05,0.13,0.77,4.94,1.19
Cenk Tosun,FW,Crystal Palace,5,2,177,2,0.5,0,0.5,0.5,0,0,0,0,0.25,0.25,0.3,0.55,2.5,3.5,5.5
Cenk Tosun,FW,Everton,5,2,291,3.2,0.31,0,0.31,0.31,0,0,0,0,0.31,0.31,0.06,0.34,0.63,1.88,8.44
Andros Townsend,"FW,MF",Crystal Palace,24,14,1294,14.4,0.07,0.07,0.14,0.07,0,0,0,0,0.03,0.03,0.13,0.16,3.89,3.06,5.35
Adama Traoré,"FW,DF",Wolves,37,27,2605,28.9,0.14,0.31,0.45,0.14,0,0,0.03,0,0.13,0.13,0.23,0.36,8.72,3.04,8.51
Mark Travers,GK,Bournemouth,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trézéguet,"FW,MF",Aston Villa,34,20,1950,21.7,0.28,0.05,0.32,0.28,0,0,0.18,0.05,0.22,0.22,0.05,0.27,2.72,1.71,7.83
Leandro Trossard,"FW,MF",Brighton,31,22,2011,22.3,0.22,0.13,0.36,0.22,0,0,0,0,0.22,0.22,0.17,0.4,3.05,4.26,10.2
Tom Trybull,MF,Norwich City,16,14,1130,12.6,0,0,0,0,0,0,0.16,0,0.04,0.04,0.01,0.05,0.24,2.62,0.16
Axel Tuanzebe,DF,Manchester Utd,5,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.48,3.81,0.95
Yan Valery,DF,Southampton,11,10,779,8.7,0,0,0,0,0,0,0.11,0,0.03,0.03,0.11,0.15,2.3,1.61,3.56
Jesús Vallejo,DF,Wolves,2,1,163,1.8,0,0,0,0,0,0,0.56,0,0,0,0,0,0,3.33,0
Virgil van Dijk,DF,Liverpool,38,38,3420,38,0.13,0.03,0.16,0.13,0,0,0.03,0,0.08,0.08,0.03,0.11,0.55,4.47,0.37
Jamie Vardy,FW,Leicester City,35,34,3033,33.7,0.68,0.15,0.83,0.56,0.12,0.15,0.06,0,0.57,0.45,0.18,0.63,1.81,1.31,5.93
Indiana Vassilev,"FW,MF",Aston Villa,4,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67
Jan Vertonghen,DF,Tottenham,23,19,1645,18.3,0.05,0.05,0.11,0.05,0,0,0.11,0,0.02,0.02,0.05,0.08,0.71,3.17,0.71
Jannik Vestergaard,DF,Southampton,19,17,1497,16.6,0.06,0,0.06,0.06,0,0,0.18,0,0.08,0.08,0.03,0.11,0.72,3.31,0.06
Rúben Vinagre,"MF,DF",Wolves,16,6,652,7.2,0,0,0,0,0,0,0.14,0,0.04,0.04,0.08,0.13,5,1.11,4.44
Jake Vokins,DF,Southampton,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,3,11
Mario Vrančić,MF,Norwich City,20,6,636,7.1,0.14,0,0.14,0.14,0,0,0.42,0,0.21,0.21,0.13,0.34,2.39,8.73,1.97
Matěj Vydra,FW,Burnley,19,7,819,9.1,0.22,0.11,0.33,0.22,0,0,0,0,0.42,0.42,0.11,0.53,1.43,0.44,5.71
Theo Walcott,"MF,FW",Everton,25,17,1287,14.3,0.14,0.21,0.35,0.14,0,0,0.07,0,0.22,0.22,0.26,0.48,2.38,2.38,8.88
Kyle Walker,DF,Manchester City,29,28,2392,26.6,0.04,0.15,0.19,0.04,0,0,0.19,0,0.05,0.05,0.06,0.1,4.02,7.29,4.55
Kyle Walker-Peters,DF,Southampton,10,7,703,7.8,0,0,0,0,0,0,0.13,0,0.01,0.01,0.08,0.09,3.33,2.31,3.21
Kyle Walker-Peters,DF,Tottenham,3,3,241,2.7,0,0,0,0,0,0,0,0,0,0,0.04,0.04,3.33,5.56,7.41
Aaron Wan-Bissaka,DF,Manchester Utd,35,34,3070,34.1,0,0.12,0.12,0,0,0,0.23,0,0.02,0.02,0.09,0.11,2.93,3.93,5.13
Victor Wanyama,MF,Tottenham,2,0,25,0.3,0,0,0,0,0,0,3.33,0,0,0,0,0,0,16.7,0
Joel Ward,DF,Crystal Palace,29,27,2382,26.5,0,0,0,0,0,0,0.15,0,0.01,0.01,0.01,0.02,0.83,4.34,2.04
James Ward-Prowse,"MF,DF",Southampton,38,38,3420,38,0.13,0.08,0.21,0.11,0.03,0.08,0.24,0,0.19,0.13,0.18,0.31,0.45,4.47,2.16
Kelland Watts,DF,Newcastle Utd,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Webster,DF,Brighton,31,31,2668,29.6,0.1,0.03,0.14,0.1,0,0,0.14,0,0.04,0.04,0.04,0.09,0.98,4.02,0.14
Danny Welbeck,"FW,MF",Watford,18,8,822,9.1,0.22,0,0.22,0.22,0,0,0,0,0.43,0.43,0.02,0.44,1.43,1.1,7.25
Ashley Westwood,MF,Burnley,35,35,3150,35,0.06,0.17,0.23,0.06,0,0,0.26,0,0.03,0.03,0.18,0.21,0.63,5.06,0.94
Connor Wickham,"FW,MF",Crystal Palace,6,0,96,1.1,0.91,0.91,1.82,0.91,0,0,0,0,1.27,1.27,0.55,1.73,2.73,5.45,9.09
Georginio Wijnaldum,MF,Liverpool,37,35,2935,32.6,0.12,0,0.12,0.12,0,0,0,0,0.08,0.08,0.02,0.1,2.27,4.2,3.04
Jetro Willems,DF,Newcastle Utd,19,18,1493,16.6,0.12,0.12,0.24,0.12,0,0,0,0,0.04,0.04,0.05,0.09,1.45,2.59,1.87
Brandon Williams,DF,Manchester Utd,17,11,1006,11.2,0.09,0,0.09,0.09,0,0,0.54,0,0.09,0.09,0.05,0.14,3.57,3.93,6.25
Neco Williams,DF,Liverpool,6,3,230,2.6,0,0,0,0,0,0,0.38,0,0.12,0.12,0.04,0.12,3.85,3.46,6.54
Willian,"FW,MF",Chelsea,36,29,2600,28.9,0.31,0.24,0.55,0.17,0.14,0.14,0.14,0,0.26,0.16,0.27,0.42,6.54,5.99,10.2
Joe Willock,"MF,FW",Arsenal,29,8,857,9.5,0.11,0.11,0.21,0.11,0,0,0.21,0,0.17,0.17,0.12,0.28,4.11,4.32,5.37
Jack Wilshere,MF,West Ham,8,2,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.33,2.92
Callum Wilson,FW,Bournemouth,35,32,2908,32.3,0.25,0.03,0.28,0.25,0,0,0.31,0,0.31,0.31,0.09,0.4,1.39,1.61,6.1
Harry Wilson,"MF,FW",Bournemouth,31,20,1646,18.3,0.38,0,0.38,0.38,0,0,0.11,0,0.22,0.22,0.13,0.35,1.58,3.61,4.86
Harry Winks,MF,Tottenham,31,26,2221,24.7,0,0,0,0,0,0,0.36,0,0.02,0.02,0.04,0.06,1.78,7.69,0.73
Chris Wood,FW,Burnley,32,29,2437,27.1,0.52,0.04,0.55,0.48,0.04,0.04,0.04,0,0.58,0.55,0.07,0.62,0.48,0.59,5.9
Granit Xhaka,MF,Arsenal,31,30,2586,28.7,0.03,0.07,0.1,0.03,0,0,0.35,0,0.02,0.02,0.03,0.05,1.32,8.26,1.15
Andriy Yarmolenko,"MF,FW",West Ham,23,10,991,11,0.45,0.09,0.55,0.45,0,0,0.18,0,0.22,0.22,0.32,0.54,3.64,3.73,5.82
DeAndre Yedlin,DF,Newcastle Utd,16,10,938,10.4,0.1,0,0.1,0.1,0,0,0.29,0,0.08,0.08,0.03,0.11,1.15,1.35,3.85
Maya Yoshida,DF,Southampton,8,6,560,6.2,0,0,0,0,0,0,0.16,0,0.11,0.11,0,0.11,0.16,1.94,0.48
Ashley Young,DF,Manchester Utd,12,10,955,10.6,0,0,0,0,0,0,0.47,0,0.01,0.01,0.14,0.15,2.36,6.79,3.3
Pablo Zabaleta,DF,West Ham,10,6,592,6.6,0,0,0,0,0,0,0.3,0,0,0,0.06,0.06,1.52,4.39,6.21
Wilfried Zaha,"FW,MF",Crystal Palace,38,37,3280,36.4,0.11,0.08,0.19,0.11,0,0,0.14,0,0.14,0.14,0.11,0.25,5.77,4.01,9.73
