Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Rico Henry,DF,Brentford,5,5,401,4.5,0,0.22,0.22,0,0,0,0.22,0,0.02,0.02,0.22,0.24,2.89,4.44,2.67
Son Heung-min,FW,Tottenham,12,12,976,10.8,0.74,0.09,0.83,0.74,0,0,0,0,0.43,0.43,0.22,0.65,2.13,3.98,8.89
Aaron Hickey,DF,Brentford,9,9,713,7.9,0,0,0,0,0,0,0.63,0,0.03,0.03,0.01,0.04,1.14,2.66,1.65
James Hill,DF,Bournemouth,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
Jack Hinshelwood,MF,Brighton,1,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0.11,0.11,1.11,3.33,1.11
Callum Hudson-Odoi,FW,Nott'ham Forest,4,3,229,2.5,0.4,0,0.4,0.4,0,0,0,0,0.04,0.04,0.08,0.16,7.2,3.2,10
Will Hughes,MF,Crystal Palace,9,8,677,7.5,0,0,0,0,0,0,0.27,0,0.03,0.03,0.07,0.09,0.67,2.93,0.67
Pierre Højbjerg,"MF,DF",Tottenham,11,2,382,4.2,0,0,0,0,0,0,0.71,0,0.02,0.02,0,0.05,1.43,7.62,2.14
Rasmus Højlund,FW,Manchester Utd,9,8,647,7.2,0,0,0,0,0,0,0,0,0.35,0.35,0.04,0.39,1.11,1.39,6.53
Igor,DF,Brighton,5,4,333,3.7,0,0,0,0,0,0,0.27,0,0.03,0.03,0.05,0.08,2.16,5.14,0
Danny Ings,FW,West Ham,8,0,76,0.8,0,0,0,0,0,0,1.25,0,0.13,0.13,0,0.13,0,1.25,8.75
Alexander Isak,FW,Newcastle Utd,8,6,492,5.5,1.09,0,1.09,0.91,0.18,0.18,0,0,0.98,0.84,0.05,0.89,2.36,1.82,4.36
Alex Iwobi,MF,Everton,2,2,140,1.6,0,0,0,0,0,0,0,0,0.19,0.19,0.13,0.31,3.75,2.5,5
Alex Iwobi,"MF,FW",Fulham,8,4,463,5.1,0,0,0,0,0,0,0.39,0,0.12,0.12,0.1,0.22,2.35,4.9,3.53
Nicolas Jackson,FW,Chelsea,11,9,848,9.4,0.64,0,0.64,0.64,0,0,0.74,0,0.83,0.83,0.06,0.89,2.34,1.49,6.7
Reece James,DF,Chelsea,5,3,245,2.7,0,0.37,0.37,0,0,0,0,0,0.07,0.07,0.48,0.56,4.81,5.93,10.4
Vitaly Janelt,"MF,DF",Brentford,12,12,927,10.3,0,0.1,0.1,0,0,0,0.19,0,0.06,0.06,0.11,0.17,0.68,3.79,3.4
Mathias Jensen,MF,Brentford,12,12,905,10.1,0.3,0.2,0.5,0.3,0,0,0.2,0,0.05,0.05,0.23,0.27,0.69,4.85,3.27
Gabriel Jesus,FW,Arsenal,7,4,364,4,0.25,0,0.25,0.25,0,0,0.5,0,0.45,0.45,0.05,0.5,2.75,2.75,6.75
Raúl Jiménez,FW,Fulham,11,9,680,7.6,0.13,0,0.13,0.13,0,0,0.26,0,0.22,0.22,0.11,0.34,0.66,0.92,5.53
João Pedro,"MF,FW",Brighton,12,4,584,6.5,0.31,0.15,0.46,0.15,0.15,0.15,0.15,0,0.46,0.34,0.2,0.54,3.38,3.54,7.85
Joelinton,"MF,FW",Newcastle Utd,9,8,637,7.1,0,0.14,0.14,0,0,0,0.14,0,0.11,0.11,0.17,0.27,1.27,3.52,3.8
Ryan John Giles,"DF,MF",Luton Town,6,3,286,3.2,0,0,0,0,0,0,0,0,0.03,0.03,0.06,0.09,1.88,2.81,6.56
Brennan Johnson,FW,Tottenham,6,3,217,2.4,0.42,0.42,0.83,0.42,0,0,0.42,0,0.42,0.42,0.38,0.79,5.83,3.33,13.8
Brennan Johnson,"FW,MF",Nott'ham Forest,3,3,237,2.6,0,0,0,0,0,0,0,0,0.12,0.12,0.08,0.19,3.08,0.38,5.38
Sam Johnstone,GK,Crystal Palace,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,MF,Liverpool,5,4,280,3.1,0,0,0,0,0,0,0.32,0.32,0.03,0.03,0,0.03,0.65,6.13,7.74
Jorginho,MF,Arsenal,9,4,384,4.3,0,0,0,0,0,0,0.23,0,0.02,0.02,0.02,0.05,0.7,8.37,0.47
Diogo Jota,"FW,MF",Liverpool,11,7,581,6.5,0.62,0,0.62,0.62,0,0,0.46,0.15,0.46,0.46,0.09,0.55,4.62,2,10.6
Mads Juel Andersen,DF,Luton Town,6,4,372,4.1,0.24,0,0.24,0.24,0,0,0.24,0,0.07,0.07,0,0.07,0,1.71,0.24
Hamed Junior Traorè,MF,Bournemouth,3,0,47,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,4,6,8
Mathias Jørgensen,DF,Brentford,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,3,3,0,10,10
Issa Kaboré,"DF,MF",Luton Town,11,9,778,8.6,0,0.12,0.12,0,0,0,0.47,0,0.02,0.02,0.17,0.21,3.26,2.56,3.6
Sasa Kalajdzic,FW,Wolves,8,1,135,1.5,1.33,0,1.33,1.33,0,0,0,0,0.73,0.73,0.6,1.33,0.67,3.33,5.33
Boubacar Kamara,MF,Aston Villa,12,12,1011,11.2,0,0,0,0,0,0,0.36,0,0.01,0.01,0.07,0.08,0.98,4.73,0.27
Thomas Kaminski,GK,Luton Town,12,12,1080,12,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
Michael Keane,DF,Everton,4,2,226,2.5,0,0,0,0,0,0,0.4,0,0,0,0,0,0.8,2.4,0
Thilo Kehrer,"DF,MF",West Ham,3,0,21,0.2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
Lloyd Kelly,DF,Bournemouth,8,7,637,7.1,0,0,0,0,0,0,0.14,0,0.01,0.01,0.01,0.03,0.99,3.52,0.7
Milos Kerkez,DF,Bournemouth,11,10,854,9.5,0,0,0,0,0,0,0.11,0,0.01,0.01,0.01,0.02,1.79,1.58,3.68
Max Kilman,DF,Wolves,12,12,1080,12,0,0,0,0,0,0,0.17,0,0.03,0.03,0.03,0.07,0.92,3.17,0.08
Jakub Kiwior,DF,Arsenal,4,2,184,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,8,2
Justin Kluivert,"FW,MF",Bournemouth,9,5,410,4.6,0,0,0,0,0,0,0,0,0.09,0.09,0.04,0.13,2.39,3.26,6.09
Luca Koleosho,"FW,MF",Burnley,12,10,783,8.7,0,0.11,0.11,0,0,0,0,0,0.17,0.17,0.14,0.31,4.94,1.84,7.47
Ibrahima Konaté,DF,Liverpool,8,5,469,5.2,0,0,0,0,0,0,0.19,0,0.02,0.02,0.04,0.04,1.54,6.54,0
Ezri Konsa,DF,Aston Villa,12,12,1080,12,0,0,0,0,0,0,0.17,0,0.06,0.06,0,0.06,0.42,2.83,0.67
Cheikhou Kouyaté,MF,Nott'ham Forest,7,0,76,0.8,0,0,0,0,0,0,1.25,0,0.13,0.13,0,0.13,0,2.5,1.25
Mateo Kovačić,MF,Manchester City,9,6,563,6.3,0,0,0,0,0,0,0.32,0,0.1,0.1,0.11,0.21,2.38,6.19,2.7
Emil Krafth,DF,Newcastle Utd,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Kulusevski,FW,Tottenham,12,12,1040,11.6,0.26,0,0.26,0.26,0,0,0.09,0,0.1,0.1,0.22,0.33,6.03,3.45,11.8
Adam Lallana,"MF,FW",Brighton,7,4,261,2.9,0,0,0,0,0,0,0.34,0,0,0,0.17,0.17,0,3.79,7.59
Tariq Lamptey,"DF,FW",Brighton,4,1,139,1.5,0,1.33,1.33,0,0,0,1.33,0,0,0,0.27,0.27,7.33,4,2
Aymeric Laporte,DF,Manchester City,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasser Larouci,DF,Sheffield Utd,5,1,222,2.5,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,3.2,2,1.2
Jamaal Lascelles,DF,Newcastle Utd,7,6,557,6.2,0,0,0,0,0,0,0.32,0,0.03,0.03,0,0.03,0.65,2.42,0.16
Mario Lemina,MF,Wolves,11,11,971,10.8,0.19,0,0.19,0.19,0,0,0.56,0.09,0.19,0.19,0.01,0.2,0.56,2.59,1.02
Bernd Leno,GK,Fulham,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,MF,Crystal Palace,8,8,704,7.8,0,0.13,0.13,0,0,0,0.13,0,0.04,0.04,0.18,0.23,0.9,3.33,1.54
Rico Lewis,"DF,MF",Manchester City,5,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1.05,2.11,3.68
Keane Lewis-Potter,FW,Brentford,6,2,222,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.04,0.44,4.8,2.4,12.4
Victor Lindelöf,DF,Manchester Utd,10,8,762,8.5,0.12,0.12,0.24,0.12,0,0,0.12,0,0.02,0.02,0.04,0.06,1.53,3.18,1.06
Valentino Livramento,DF,Newcastle Utd,6,0,139,1.5,0,0,0,0,0,0,0.67,0,0,0,0.07,0.07,1.33,2.67,5.33
Giovani Lo Celso,MF,Tottenham,3,0,41,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,6,12,6
Tom Lockyer,DF,Luton Town,11,11,945,10.5,0.1,0.1,0.19,0.1,0,0,0.29,0,0.08,0.08,0.06,0.13,0.57,3.14,0.19
Sean Longstaff,MF,Newcastle Utd,12,8,812,9,0.22,0.11,0.33,0.22,0,0,0.44,0,0.17,0.17,0.1,0.27,0.67,5.33,3.56
Max Lowe,"MF,DF",Sheffield Utd,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,1.43
Douglas Luiz,MF,Aston Villa,12,12,1023,11.4,0.44,0.09,0.53,0.18,0.26,0.26,0.35,0,0.28,0.07,0.06,0.14,2.37,5.79,2.02
Saša Lukić,MF,Fulham,7,4,352,3.9,0,0,0,0,0,0,0.26,0,0.15,0.15,0.03,0.18,0.77,3.33,1.28
Ian Maatsen,"FW,MF",Chelsea,7,0,113,1.3,0,0,0,0,0,0,0.77,0,0.31,0.31,0.08,0.38,3.85,3.85,6.92
Alexis Mac Allister,MF,Liverpool,11,11,880,9.8,0,0.1,0.1,0,0,0,0.51,0.1,0.01,0.01,0.04,0.05,1.43,7.35,0.61
James Maddison,MF,Tottenham,11,11,881,9.8,0.31,0.51,0.82,0.31,0,0,0.2,0,0.29,0.29,0.29,0.57,2.96,9.9,7.14
Noni Madueke,"FW,MF",Chelsea,5,1,119,1.3,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.31,6.92,3.08,23.8
Harry Maguire,DF,Manchester Utd,7,5,478,5.3,0,0.19,0.19,0,0,0,0,0,0,0,0.08,0.08,1.13,5.28,0
Orel Mangala,MF,Nott'ham Forest,11,11,912,10.1,0.1,0,0.1,0.1,0,0,0.4,0,0.03,0.03,0.02,0.05,0.5,2.18,0.59
Benson Manuel,"MF,FW",Burnley,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,12.9
Solly March,"FW,DF",Brighton,7,7,554,6.2,0.48,0.16,0.65,0.48,0,0,0.16,0,0.32,0.32,0.16,0.47,2.26,3.87,7.1
Anthony Martial,"FW,MF",Manchester Utd,10,2,249,2.8,0,0,0,0,0,0,0,0,0.14,0.14,0.07,0.21,1.07,2.5,7.86
Gabriel Martinelli,FW,Arsenal,10,9,721,8,0.13,0.25,0.38,0.13,0,0,0,0,0.14,0.14,0.19,0.34,5.25,3.5,15.1
Emiliano Martínez,GK,Aston Villa,11,11,990,11,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.09,0
Lisandro Martínez,DF,Manchester Utd,5,5,375,4.2,0,0.24,0.24,0,0,0,0.48,0,0,0,0.02,0.02,1.43,6.19,0.24
Pape Matar Sarr,MF,Tottenham,12,11,830,9.2,0.11,0.22,0.33,0.11,0,0,0.33,0,0.18,0.18,0.13,0.32,1.96,7.28,4.13
Jean-Philippe Mateta,FW,Crystal Palace,9,3,387,4.3,0,0.7,0.7,0,0,0,0.23,0,0.09,0.09,0.28,0.37,0.47,1.16,5.58
Joël Matip,DF,Liverpool,8,7,623,6.9,0,0,0,0,0,0,0.14,0,0.07,0.07,0.01,0.07,0.72,3.62,0.14
Alex Matos,MF,Chelsea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Maupay,FW,Brentford,7,2,267,3,0.33,0.67,1,0.33,0,0,0.67,0,0.57,0.57,0.43,1,1.33,3,6.67
Neal Maupay,FW,Everton,2,1,111,1.2,0,0,0,0,0,0,0,0,1.17,1.17,0.08,1.25,0.83,0,5
Konstantinos Mavropanos,DF,West Ham,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bryan Mbeumo,FW,Brentford,12,12,1080,12,0.5,0.17,0.67,0.33,0.17,0.17,0.08,0,0.6,0.47,0.21,0.67,3.75,4.92,9.42
James Mcatee,MF,Sheffield Utd,8,6,514,5.7,0,0.18,0.18,0,0,0,0.18,0,0.11,0.11,0.07,0.18,2.98,2.63,5.96
James Mcatee,MF,Manchester City,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver McBurnie,FW,Sheffield Utd,6,5,430,4.8,0.21,0.21,0.42,0,0.21,0.21,0.63,0.21,0.38,0.23,0.13,0.35,0.42,2.08,5
James McConnell,MF,Liverpool,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McGinn,"MF,FW",Aston Villa,12,12,1017,11.3,0.27,0.18,0.44,0.27,0,0,0.18,0,0.13,0.13,0.14,0.27,1.42,6.02,3.36
Scott McKenna,DF,Nott'ham Forest,5,5,416,4.6,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.09,0.22,2.17,0
Dwight McNeil,"MF,FW",Everton,9,8,681,7.6,0,0.13,0.13,0,0,0,0,0,0.11,0.11,0.28,0.37,3.16,2.37,4.34
Scott McTominay,MF,Manchester Utd,9,6,519,5.8,0.52,0,0.52,0.52,0,0,0,0,0.17,0.17,0,0.17,0.86,2.93,1.9
Ben Mee,DF,Brentford,4,3,242,2.7,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.11,0.37,2.96,1.48
Hannibal Mejbri,MF,Manchester Utd,2,1,117,1.3,0.77,0,0.77,0.77,0,0,0.77,0,0,0,0.31,0.31,1.54,4.62,6.15
Teden Mengi,DF,Luton Town,7,5,517,5.7,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.35,1.93,0
Chris Mepham,DF,Bournemouth,4,2,170,1.9,0,0,0,0,0,0,0.53,0,0.05,0.05,0,0.05,0.53,2.11,0
Lewis Miley,MF,Newcastle Utd,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0
James Milner,"DF,MF",Brighton,7,5,352,3.9,0,0,0,0,0,0,0.51,0,0,0,0.08,0.08,0.77,7.18,5.9
Tyrone Mings,DF,Aston Villa,1,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrick Mitchell,DF,Crystal Palace,12,12,1059,11.8,0.08,0.08,0.17,0.08,0,0,0.17,0,0.04,0.04,0.06,0.1,0.76,2.97,4.92
Kaoru Mitoma,"FW,MF",Brighton,12,10,980,10.9,0.28,0.28,0.55,0.28,0,0,0.28,0,0.25,0.25,0.16,0.4,6.97,3.12,11.6
Aleksandar Mitrović,FW,Fulham,1,0,33,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,2.5,0
Kudus Mohammed,"MF,FW",West Ham,9,3,369,4.1,0.49,0,0.49,0.49,0,0,0.49,0,0.17,0.17,0.12,0.29,4.39,5.37,8.78
Gonzalo Montiel,DF,Nott'ham Forest,4,1,168,1.9,0,0,0,0,0,0,1.05,0,0.05,0.05,0.05,0.11,2.11,4.74,3.68
Kieffer Moore,"FW,MF",Bournemouth,5,0,88,1,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,13
Carlton Morris,FW,Luton Town,12,12,1009,11.2,0.27,0.09,0.36,0.09,0.18,0.18,0.09,0,0.34,0.2,0.04,0.24,0.89,2.68,5.18
Mason Mount,MF,Manchester Utd,8,4,400,4.4,0,0,0,0,0,0,0.23,0,0.05,0.05,0.05,0.09,1.36,3.41,5.91
Mykhailo Mudryk,FW,Chelsea,10,4,369,4.1,0.49,0,0.49,0.49,0,0,0.49,0,0.17,0.17,0.27,0.44,5.37,1.46,6.83
Rodrigo Muniz,FW,Fulham,5,1,136,1.5,0,0,0,0,0,0,0.67,0,0.27,0.27,0.2,0.47,0,0.67,1.33
Murillo,DF,Nott'ham Forest,6,6,525,5.8,0,0,0,0,0,0,0.17,0,0.1,0.1,0.02,0.12,1.38,3.28,0
Jacob Murphy,FW,Newcastle Utd,5,1,121,1.3,0.77,2.31,3.08,0.77,0,0,0,0,0.08,0.08,1.08,1.15,4.62,7.69,10
Vitaliy Mykolenko,DF,Everton,8,8,717,8,0.25,0,0.25,0.25,0,0,0.13,0,0.11,0.11,0.04,0.15,0.38,1.5,1.75
Marvelous Nakamba,MF,Luton Town,12,12,1059,11.8,0,0,0,0,0,0,0.34,0,0.02,0.02,0.03,0.05,0.08,2.97,0.34
Reiss Nelson,"FW,MF",Arsenal,5,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0.71,0.71,2.86,0,8.57
Neto,GK,Bournemouth,10,10,900,10,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
Pedro Neto,"MF,FW",Wolves,10,10,886,9.8,0.1,0.71,0.82,0.1,0,0,0.31,0,0.23,0.23,0.28,0.52,5.2,3.16,8.27
Moussa Niakhate,DF,Nott'ham Forest,7,5,450,5,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0.4,2.8,0.4
Eddie Nketiah,FW,Arsenal,12,9,769,8.5,0.59,0,0.59,0.59,0,0,0.24,0,0.36,0.36,0.02,0.39,1.53,1.29,5.29
Oliver Norwood,MF,Sheffield Utd,11,10,881,9.8,0.1,0,0.1,0,0.1,0.1,0.31,0,0.1,0.02,0.04,0.06,0,3.98,0.61
Matheus Nunes,MF,Wolves,2,2,179,2,0,0,0,0,0,0,1,0.5,0.05,0.05,0.05,0.1,3.5,4,4.5
Matheus Nunes,MF,Manchester City,5,2,202,2.2,0,0.45,0.45,0,0,0,0,0,0,0,0.05,0.05,2.27,4.09,6.82
Darwin Núñez,FW,Liverpool,11,6,601,6.7,0.6,0.6,1.19,0.6,0,0,0.15,0,0.75,0.75,0.28,1.03,2.54,3.73,8.81
Christian Nørgaard,MF,Brentford,12,12,1030,11.4,0.09,0.09,0.18,0.09,0,0,0.35,0,0.17,0.17,0.11,0.27,0.18,6.4,1.93
Dara O'Shea,DF,Burnley,8,7,675,7.5,0,0.13,0.13,0,0,0,0,0,0.03,0.03,0.01,0.03,0.8,3.73,0.4
Michael Obafemi,MF,Burnley,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Wilson Odobert,"FW,MF",Burnley,5,2,163,1.8,0.56,0,0.56,0.56,0,0,0.56,0,0.17,0.17,0.28,0.44,6.11,1.11,8.33
Chiedozie Ogbene,"MF,FW",Luton Town,12,8,762,8.5,0.12,0,0.12,0.12,0,0,0,0,0.11,0.11,0.11,0.2,5.88,1.65,6.71
Angelo Ogbonna,DF,West Ham,3,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0
Michael Olakigbe,"FW,MF",Brentford,4,0,16,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,30,15,50
Michael Olise,"FW,MF",Crystal Palace,1,0,24,0.3,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,3.33,6.67,16.7
Robin Olsen,GK,Aston Villa,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amadou Onana,MF,Everton,11,11,920,10.2,0,0,0,0,0,0,0.1,0,0.11,0.11,0.23,0.33,0.88,5,2.45
André Onana,GK,Manchester Utd,12,12,1080,12,0,0,0,0,0,0,0.25,0,0,0,0,0,0.08,0.08,0
Ryan One,FW,Sheffield Utd,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Tyler Onyango,MF,Everton,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Onyeka,MF,Brentford,10,2,377,4.2,0,0.24,0.24,0,0,0,0.71,0,0.17,0.17,0.31,0.5,1.19,4.29,5.95
Divock Origi,"FW,MF",Nott'ham Forest,5,0,63,0.7,0,0,0,0,0,0,1.43,0,0.14,0.14,0.29,0.57,1.43,0,4.29
Stefan Ortega,GK,Manchester City,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Osborn,"MF,DF",Sheffield Utd,7,3,277,3.1,0,0,0,0,0,0,0.65,0,0.03,0.03,0.03,0.06,0.97,3.23,4.52
Gabriel Osho,DF,Luton Town,3,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0
William Osula,FW,Sheffield Utd,4,3,234,2.6,0,0,0,0,0,0,0.77,0,0.12,0.12,0,0.12,0.77,0,3.46
Dango Ouattara,FW,Bournemouth,7,2,226,2.5,0,0,0,0,0,0,0.4,0,0.2,0.2,0.12,0.32,2.4,1.2,7.2
David Ozoh,MF,Crystal Palace,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Palhinha,MF,Fulham,10,9,825,9.2,0.22,0,0.22,0.22,0,0,0.54,0,0.08,0.08,0,0.09,0.33,3.04,0.43
Cole Palmer,MF,Manchester City,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Palmer,"FW,MF",Chelsea,9,6,595,6.6,0.61,0.3,0.91,0,0.61,0.61,0.45,0,0.74,0.26,0.45,0.71,4.24,7.42,5.15
Emerson Palmieri,DF,West Ham,11,11,990,11,0,0.09,0.09,0,0,0,0.55,0,0.03,0.03,0.15,0.18,1.64,3.27,3.36
Lucas Paquetá,"FW,MF",West Ham,11,11,971,10.8,0.19,0.09,0.28,0.09,0.09,0.09,0.46,0,0.22,0.15,0.16,0.31,1.39,6.67,3.7
Ben Parkinson,FW,Newcastle Utd,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Partey,"DF,MF",Arsenal,4,3,251,2.8,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.07,3.57,11.8,1.43
Nathan Patterson,DF,Everton,11,5,527,5.9,0,0.17,0.17,0,0,0,0.17,0,0.05,0.05,0.19,0.24,2.03,3.39,3.56
Facundo Pellistri,"FW,MF",Manchester Utd,5,1,114,1.3,0,0.77,0.77,0,0,0,0,0,0.38,0.38,0.08,0.46,3.08,2.31,16.2
Andreas Pereira,MF,Fulham,12,10,781,8.7,0.11,0.11,0.23,0.11,0,0,0.23,0,0.1,0.1,0.2,0.3,1.38,2.76,3.68
Ivan Perišić,FW,Tottenham,5,0,103,1.1,0,0.91,0.91,0,0,0,1.82,0,0.09,0.09,0.82,0.91,13.6,8.18,15.5
Kalvin Phillips,MF,Manchester City,4,0,93,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,7,3
Jaden Philogene Bidace,FW,Aston Villa,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Jordan Pickford,GK,Everton,12,12,1080,12,0,0,0,0,0,0,0.17,0,0,0,0.01,0.01,0,0,0
Ethan Pinnock,DF,Brentford,12,12,1080,12,0.08,0,0.08,0.08,0,0,0,0,0.11,0.11,0.07,0.18,0.5,3,0.58
Nick Pope,GK,Newcastle Utd,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Porro,DF,Tottenham,11,11,986,11,0,0.18,0.18,0,0,0,0.09,0,0.08,0.08,0.21,0.29,1.09,5.18,4
Jarrell Quansah,DF,Liverpool,4,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.54,4.62,0
Ionuț Radu,GK,Bournemouth,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesuran Rak Sakyi,"MF,FW",Crystal Palace,6,0,136,1.5,0,0,0,0,0,0,0,0,0.27,0.27,0.13,0.4,4.67,1.33,12
Aaron Ramsdale,GK,Arsenal,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Aaron Ramsey,"FW,MF",Burnley,6,2,218,2.4,0,0,0,0,0,0,0,0,0.04,0.04,0.17,0.21,2.5,1.67,2.5
Jacob Ramsey,"FW,MF",Aston Villa,2,0,50,0.6,1.67,0,1.67,1.67,0,0,0,0,0.33,0.33,0,0.33,6.67,3.33,0
Marcus Rashford,FW,Manchester Utd,11,11,931,10.3,0.1,0.1,0.19,0.1,0,0,0.1,0,0.38,0.38,0.13,0.5,4.27,3.01,9.61
David Raya,GK,Arsenal,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Ream,DF,Fulham,11,11,963,10.7,0.09,0,0.09,0.09,0,0,0.28,0.09,0.09,0.09,0,0.09,0.93,4.67,0.19
Nathan Redmond,"MF,FW",Burnley,6,0,93,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,1,14
Harrison Reed,MF,Fulham,11,7,579,6.4,0,0.16,0.16,0,0,0,0.31,0,0,0,0.11,0.11,0.47,2.66,3.75
Sergio Reguilón,DF,Manchester Utd,4,3,258,2.9,0,0,0,0,0,0,0.34,0,0,0,0.1,0.14,1.38,4.48,6.9
Bobby Reid,FW,Fulham,11,8,609,6.8,0.29,0,0.29,0.29,0,0,0.15,0,0.38,0.38,0.01,0.4,2.35,2.35,4.71
Declan Rice,MF,Arsenal,12,12,1022,11.4,0.18,0.09,0.26,0.18,0,0,0,0,0.08,0.08,0.16,0.24,1.4,6.93,2.02
Chris Richards,"DF,MF",Crystal Palace,4,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richarlison,FW,Tottenham,10,7,538,6,0.17,0.5,0.67,0.17,0,0,0.33,0,0.45,0.45,0.18,0.63,1.67,3,9.33
Jaïro Riedewald,"MF,FW",Crystal Palace,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Matt Ritchie,FW,Newcastle Utd,2,0,72,0.8,0,0,0,0,0,0,0,0,0.13,0.13,0,0.13,0,3.75,3.75
Connor Roberts,DF,Burnley,9,8,734,8.2,0,0.12,0.12,0,0,0,0.49,0.12,0,0,0.02,0.02,0.73,4.51,1.22
Andrew Robertson,DF,Liverpool,8,8,720,8,0.13,0,0.13,0.13,0,0,0.13,0,0.06,0.06,0.13,0.19,2.38,6.13,3.75
Antonee Robinson,DF,Fulham,11,11,990,11,0,0.09,0.09,0,0,0,0.36,0,0.01,0.01,0.12,0.13,3,3.64,3.73
Jack Robinson,DF,Sheffield Utd,12,11,1035,11.5,0,0.09,0.09,0,0,0,0.26,0,0.04,0.04,0.03,0.07,0.09,1.83,0.52
Rodri,MF,Manchester City,10,10,820,9.1,0.33,0.22,0.55,0.33,0,0,0.44,0.11,0.13,0.13,0.13,0.26,2.31,10.5,1.87
Jay Rodriguez,FW,Burnley,7,2,297,3.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.33,0,0.91,3.03
Mads Roerslev,DF,Brentford,10,4,421,4.7,0,0,0,0,0,0,0,0,0.02,0.02,0.04,0.06,1.91,2.98,5.11
Cristian Romero,DF,Tottenham,11,11,855,9.5,0.21,0,0.21,0.21,0,0,0.21,0.11,0.09,0.09,0.02,0.12,1.16,6.32,0.32
