Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Rodrigo Bentancur,"MF,FW",Tottenham,3,0,59,0.7,0,0,0,0,0,0,1.43,0,0.86,0.86,0.14,1,0,2.86,0
Jóhann Berg Guðmundsson,"MF,FW",Burnley,7,6,430,4.8,0,0.21,0.21,0,0,0,0.42,0,0.06,0.06,0.17,0.23,0.83,4.38,5.21
Sander Berge,MF,Burnley,12,9,790,8.8,0,0.11,0.11,0,0,0,0.23,0,0.1,0.1,0.08,0.17,1.25,3.52,1.82
Luke Berry,MF,Luton Town,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beto,FW,Everton,8,3,301,3.3,0,0,0,0,0,0,0,0,0.48,0.48,0.09,0.55,1.52,2.12,6.36
Jordan Beyer,DF,Burnley,8,8,678,7.5,0,0,0,0,0,0,0.4,0,0.01,0.01,0.01,0.03,0.67,1.87,0
Philip Billing,MF,Bournemouth,11,11,931,10.3,0.1,0.1,0.19,0.1,0,0,0.19,0,0.15,0.15,0.11,0.26,1.17,3.11,2.33
Yves Bissouma,MF,Tottenham,11,11,884,9.8,0,0,0,0,0,0,0.71,0.1,0.09,0.09,0.03,0.12,2.76,6.94,0.51
Oscar Bobb,"MF,FW",Manchester City,4,0,53,0.6,0,1.67,1.67,0,0,0,0,0,0,0,1,1,6.67,11.7,10
Jayden Bogle,DF,Sheffield Utd,9,8,657,7.3,0.14,0,0.14,0.14,0,0,0.27,0,0.12,0.12,0.04,0.16,1.1,1.51,2.88
Willy Boly,DF,Nott'ham Forest,10,9,768,8.5,0.12,0,0.12,0.12,0,0,0.12,0,0.13,0.13,0.11,0.22,0.24,2,0.12
Sven Botman,DF,Newcastle Utd,5,5,446,5,0.2,0.2,0.4,0.2,0,0,0.2,0,0.06,0.06,0.14,0.2,0,1.8,0.4
Jarrod Bowen,FW,West Ham,12,12,1079,12,0.67,0.08,0.75,0.67,0,0,0.08,0,0.41,0.41,0.15,0.56,2.17,1.42,5.58
Jarrad Branthwaite,DF,Everton,10,10,900,10,0,0,0,0,0,0,0.4,0,0.02,0.02,0.01,0.03,0,2.1,0.1
Rhian Brewster,FW,Sheffield Utd,5,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.56,0.56,6.11
Armando Broja,FW,Chelsea,4,2,122,1.4,0.71,0,0.71,0.71,0,0,0,0,0.36,0.36,0,0.36,2.86,1.43,7.14
Andre Brooks,"MF,FW",Sheffield Utd,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
David Brooks,"FW,MF",Bournemouth,8,2,229,2.5,0.4,0,0.4,0.4,0,0,0.4,0,0.6,0.6,0.24,0.84,2,6.4,7.2
Jacob Brown,"MF,FW",Luton Town,11,7,575,6.4,0,0,0,0,0,0,0.31,0,0.3,0.3,0.09,0.39,2.19,1.25,4.84
Josh Brownhill,MF,Burnley,11,8,780,8.7,0.23,0,0.23,0.23,0,0,0.11,0,0.07,0.07,0.09,0.16,0.92,3.1,1.72
Jacob Bruun Larsen,"FW,MF",Burnley,11,0,191,2.1,0.48,0,0.48,0.48,0,0,0,0,0.24,0.24,0.05,0.29,5.71,1.9,11.9
Hugo Bueno,DF,Wolves,6,1,145,1.6,0,0,0,0,0,0,0,0,0.13,0.13,0.06,0.19,4.38,1.88,8.13
Facundo Buonanotte,"FW,MF",Brighton,4,2,122,1.4,0,0.71,0.71,0,0,0,0.71,0,0.21,0.21,0.43,0.64,0,1.43,5.71
Reece Burke,DF,Luton Town,8,7,595,6.6,0,0.15,0.15,0,0,0,0.15,0,0.06,0.06,0.06,0.12,0,3.64,1.36
Dan Burn,DF,Newcastle Utd,11,11,945,10.5,0.1,0,0.1,0.1,0,0,0.19,0,0.1,0.1,0.05,0.14,0.67,3.05,1.43
Mason Burstow,FW,Chelsea,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Moisés Caicedo,MF,Chelsea,10,9,802,8.9,0,0,0,0,0,0,0.34,0,0.02,0.02,0.1,0.11,0.45,4.94,0.9
Tom Cairney,MF,Fulham,10,2,188,2.1,0,0,0,0,0,0,0,0,0.05,0.05,0.29,0.38,0.95,7.62,2.38
Dominic Calvert-Lewin,FW,Everton,9,7,575,6.4,0.47,0,0.47,0.47,0,0,0,0,0.45,0.45,0.03,0.48,1.56,1.41,4.22
Thomas Cannon,FW,Everton,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Carlos,DF,Aston Villa,7,3,277,3.1,0,0,0,0,0,0,0,0,0.13,0.13,0,0.13,0,3.87,0
Casemiro,MF,Manchester Utd,8,8,648,7.2,0.14,0,0.14,0.14,0,0,0.14,0,0.25,0.25,0.04,0.29,1.11,7.64,3.33
Matty Cash,DF,Aston Villa,12,12,1023,11.4,0.18,0.09,0.26,0.18,0,0,0.26,0,0.28,0.28,0.1,0.38,2.37,2.54,3.77
Timothy Castagne,DF,Fulham,9,8,738,8.2,0,0,0,0,0,0,0.12,0,0.02,0.02,0.04,0.06,2.2,4.02,5
Jonny Castro,MF,Wolves,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio César Enciso,MF,Brighton,2,1,69,0.8,0,2.5,2.5,0,0,0,1.25,0,0.25,0.25,0.87,1.13,6.25,0,6.25
Youssef Chermiti,FW,Everton,5,0,34,0.4,0,0,0,0,0,0,2.5,0,0.25,0.25,0,0.25,0,2.5,10
Ben Chilwell,"DF,MF",Chelsea,6,4,336,3.7,0,0.27,0.27,0,0,0,0.81,0,0.27,0.27,0.49,0.76,3.24,2.7,6.22
Tahith Chong,MF,Luton Town,10,5,529,5.9,0.17,0,0.17,0.17,0,0,0.34,0,0.14,0.14,0,0.14,1.53,3.39,3.39
Ryan Christie,MF,Bournemouth,12,11,873,9.7,0,0.1,0.1,0,0,0,0,0,0.05,0.05,0.18,0.23,2.27,3.09,3.81
Carney Chukwuemeka,MF,Chelsea,2,2,125,1.4,0.71,0,0.71,0.71,0,0,1.43,0,0.07,0.07,0.07,0.14,1.43,2.86,6.43
Jordan Clark,"MF,DF",Luton Town,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Nathaniel Clyne,DF,Crystal Palace,3,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,2
Nathan Collins,DF,Brentford,12,11,1000,11.1,0.09,0.09,0.18,0.09,0,0,0.18,0,0.05,0.05,0.09,0.14,0.36,3.51,0.54
Levi Colwill,DF,Chelsea,11,11,934,10.4,0,0.1,0.1,0,0,0,0.1,0,0.08,0.08,0.09,0.16,1.06,3.27,1.54
Lewis Cook,MF,Bournemouth,8,7,613,6.8,0,0,0,0,0,0,0.15,0.15,0.01,0.01,0.04,0.06,0.44,2.94,0.29
Jack Cork,MF,Burnley,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5
Maxwel Cornet,MF,West Ham,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimír Coufal,DF,West Ham,12,12,1076,12,0,0.33,0.33,0,0,0,0.08,0,0,0,0.1,0.1,2.67,4.08,3.42
Philippe Coutinho,"MF,FW",Aston Villa,2,0,25,0.3,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,16.7,16.7,6.67
Aaron Cresswell,DF,West Ham,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0.11,0.11,1.11,8.89,1.11
Marc Cucurella,DF,Chelsea,6,5,485,5.4,0,0,0,0,0,0,0.74,0,0.15,0.15,0.02,0.17,1.67,3.33,3.89
Josh Cullen,MF,Burnley,10,10,839,9.3,0,0.11,0.11,0,0,0,0.54,0,0.01,0.01,0.06,0.08,0.54,4.19,0.97
Matheus Cunha,FW,Wolves,12,12,981,10.9,0.18,0.18,0.37,0.18,0,0,0.09,0,0.28,0.28,0.15,0.44,4.04,2.66,4.04
Mahmoud Dahoud,MF,Brighton,8,5,407,4.5,0,0.22,0.22,0,0,0,0.22,0.22,0.02,0.02,0.2,0.22,0.67,2.22,1.33
Ameen Al-Dakhil,DF,Burnley,10,10,855,9.5,0,0,0,0,0,0,0.11,0,0.02,0.02,0.01,0.03,0.63,3.05,0.21
Diogo Dalot,DF,Manchester Utd,11,10,925,10.3,0.1,0,0.1,0.1,0,0,0.19,0,0.04,0.04,0.09,0.13,2.04,4.56,4.27
Mikkel Damsgaard,"MF,FW",Brentford,2,0,54,0.6,0,0,0,0,0,0,0,0,0.17,0.17,0,0.17,0,6.67,0
Danilo,"MF,FW",Nott'ham Forest,6,4,337,3.7,0,0,0,0,0,0,0.27,0,0.05,0.05,0.03,0.05,1.08,2.7,2.16
Arnaut Danjuma,"FW,MF",Everton,8,3,373,4.1,0.24,0,0.24,0.24,0,0,0,0,0.44,0.44,0.07,0.54,3.17,0.98,6.59
Josh Dasilva,MF,Brentford,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Davies,DF,Tottenham,6,2,182,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,7,2.5
Tom Davies,MF,Sheffield Utd,3,0,60,0.7,0,0,0,0,0,0,1.43,0,0.14,0.14,0.14,0.29,4.29,5.71,1.43
Craig Dawson,DF,Wolves,12,12,1060,11.8,0,0,0,0,0,0,0.42,0,0.06,0.06,0.05,0.11,0.08,2.46,0.17
Kevin De Bruyne,MF,Manchester City,1,1,22,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,15
Hannes Delcroix,DF,Burnley,6,2,241,2.7,0,0,0,0,0,0,0.37,0,0.15,0.15,0.04,0.19,0.37,2.59,0
Leander Dendoncker,"MF,FW",Aston Villa,4,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Moussa Diaby,"FW,MF",Aston Villa,12,12,944,10.5,0.29,0.29,0.57,0.29,0,0,0,0,0.26,0.26,0.34,0.6,3.62,3.24,7.33
Rúben Dias,DF,Manchester City,10,9,826,9.2,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,1.85,6.3,0.65
Luis Díaz,"FW,MF",Liverpool,11,8,640,7.1,0.42,0,0.42,0.42,0,0,0,0,0.39,0.39,0.1,0.49,3.8,2.82,10.1
Eric Dier,DF,Tottenham,2,1,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
Lucas Digne,DF,Aston Villa,12,12,1070,11.9,0,0.17,0.17,0,0,0,0.34,0,0.02,0.02,0.19,0.2,1.85,3.7,10.7
Issa Diop,DF,Fulham,8,8,700,7.8,0,0,0,0,0,0,0.26,0,0.03,0.03,0,0.03,1.15,5.77,0
Axel Disasi,DF,Chelsea,11,11,966,10.7,0.09,0,0.09,0.09,0,0,0.19,0,0.07,0.07,0.02,0.09,0.93,4.67,0.65
Ben Doak,FW,Liverpool,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Dobbin,MF,Everton,3,1,118,1.3,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,3.85,0,4.62
Matt Doherty,"MF,DF",Wolves,6,1,252,2.8,0,0,0,0,0,0,0.36,0,0.07,0.07,0.18,0.25,0.36,1.43,5
Jeremy Doku,"FW,DF",Manchester City,9,7,553,6.1,0.33,0.82,1.15,0.33,0,0,0.33,0,0.1,0.1,0.31,0.41,11,2.79,14.3
Nicolás Domínguez,MF,Nott'ham Forest,7,7,535,5.9,0.17,0,0.17,0.17,0,0,0.17,0,0.1,0.1,0,0.1,0.51,4.92,3.05
Gabriel Dos Santos,DF,Arsenal,10,8,746,8.3,0,0,0,0,0,0,0.12,0,0.05,0.05,0,0.05,0.48,3.61,0.48
Abdoulaye Doucouré,"FW,MF",Everton,12,12,1036,11.5,0.35,0,0.35,0.35,0,0,0.26,0,0.36,0.36,0.14,0.5,2.26,2.87,5.3
Cheick Doucouré,MF,Crystal Palace,10,10,866,9.6,0,0,0,0,0,0,0.21,0,0.03,0.03,0.06,0.09,0.83,4.48,0.31
Alfie Doughty,"DF,MF",Luton Town,12,9,805,8.9,0,0.11,0.11,0,0,0,0.11,0,0.02,0.02,0.19,0.21,2.25,4.04,4.72
Tommy Doyle,MF,Wolves,6,1,170,1.9,0,0,0,0,0,0,0.53,0,0.05,0.05,0,0.05,2.11,8.42,2.63
Lewis Dunk,DF,Brighton,11,11,990,11,0.09,0,0.09,0.09,0,0,0.27,0,0.14,0.14,0.01,0.15,1.64,5.55,0.45
Jhon Durán,"FW,MF",Aston Villa,6,0,73,0.8,2.5,0,2.5,2.5,0,0,2.5,0,0.87,0.87,0,0.87,5,2.5,5
Ederson,GK,Manchester City,11,11,990,11,0,0,0,0,0,0,0.18,0,0,0,0.01,0.01,0,0.09,0
Odsonne Édouard,"FW,MF",Crystal Palace,11,11,942,10.5,0.48,0,0.48,0.48,0,0,0.19,0,0.37,0.37,0.07,0.44,2,1.62,5.24
John Egan,DF,Sheffield Utd,6,6,482,5.4,0,0,0,0,0,0,0.37,0,0.04,0.04,0,0.04,0,0.93,0.19
Anthony Elanga,"FW,MF",Nott'ham Forest,12,6,655,7.3,0.27,0.41,0.68,0.27,0,0,0.14,0,0.16,0.16,0.29,0.45,4.93,1.92,7.95
Harvey Elliott,MF,Liverpool,10,1,262,2.9,0,0.34,0.34,0,0,0,0.34,0,0.1,0.1,0.28,0.38,3.79,7.93,8.62
Mohamed Elneny,MF,Arsenal,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,DF,Tottenham,9,2,330,3.7,0.27,0,0.27,0.27,0,0,0.27,0,0.03,0.03,0,0.03,3.78,4.05,2.7
Wataru Endo,MF,Liverpool,7,2,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.87,3.91,0.43
Christian Eriksen,MF,Manchester Utd,11,6,607,6.7,0.15,0.15,0.3,0.15,0,0,0,0,0.06,0.06,0.15,0.21,2.09,4.78,2.24
Pervis Estupiñán,DF,Brighton,6,6,495,5.5,0.18,0.55,0.73,0.18,0,0,0.36,0,0.16,0.16,0.51,0.65,4,7.45,6.55
Jonny Evans,DF,Manchester Utd,6,5,448,5,0,0.2,0.2,0,0,0,0.2,0,0.02,0.02,0.04,0.04,0.2,2.4,0
Eberechi Eze,"MF,FW",Crystal Palace,9,8,750,8.3,0.24,0.12,0.36,0.12,0.12,0.12,0.24,0,0.39,0.29,0.22,0.51,2.89,3.73,5.66
Ansu Fati,"MF,FW",Brighton,8,1,270,3,0.67,0,0.67,0.67,0,0,0.33,0,0.87,0.87,0.17,1.03,3,7,6.33
Evan Ferguson,FW,Brighton,11,7,581,6.5,0.77,0,0.77,0.77,0,0,0,0,0.42,0.42,0.08,0.49,1.08,1.38,3.54
Bruno Fernandes,"MF,FW",Manchester Utd,12,12,1080,12,0.25,0.17,0.42,0.17,0.08,0.08,0.33,0,0.29,0.23,0.33,0.56,1.58,9,5.75
Enzo Fernández,MF,Chelsea,11,11,896,10,0,0,0,0,0,0.1,0.3,0,0.23,0.16,0.11,0.27,2.5,9.7,2.5
John Fleck,MF,Sheffield Utd,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Mark Flekken,GK,Brentford,11,11,945,10.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0
Phil Foden,"FW,MF",Manchester City,12,10,921,10.2,0.29,0.29,0.59,0.29,0,0,0.1,0,0.27,0.27,0.18,0.45,2.16,5.29,8.53
Wes Foderingham,GK,Sheffield Utd,12,12,1080,12,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
Pablo Fornals,"MF,FW",West Ham,8,1,172,1.9,0,0,0,0,0,0,0,0,0.16,0.16,0.05,0.21,1.05,6.32,6.32
Lyle Foster,"FW,MF",Burnley,7,7,607,6.7,0.45,0.3,0.75,0.45,0,0,0,0.15,0.24,0.24,0.18,0.4,2.69,1.04,4.33
Matheus França,"FW,MF",Crystal Palace,2,0,33,0.4,0,0,0,0,0,0,0,0,0.25,0.25,0.75,1,2.5,2.5,5
Cody Gakpo,"MF,FW",Liverpool,10,6,460,5.1,0.39,0,0.39,0.39,0,0,0,0,0.49,0.49,0.04,0.53,1.76,4.51,5.88
Conor Gallagher,MF,Chelsea,12,12,1035,11.5,0,0.35,0.35,0,0,0,0.09,0,0.07,0.07,0.15,0.22,1.65,5.48,3.3
Idrissa Gana Gueye,MF,Everton,9,8,674,7.5,0.13,0,0.13,0.13,0,0,0.27,0,0.05,0.05,0.07,0.12,2,3.47,1.47
Alejandro Garnacho,"FW,MF",Manchester Utd,10,4,404,4.5,0,0,0,0,0,0,0.22,0,0.18,0.18,0.16,0.33,7.11,3.33,12.4
James Garner,MF,Everton,12,11,977,10.9,0.09,0.09,0.18,0.09,0,0,0.18,0,0.12,0.12,0.17,0.29,1.19,3.03,2.39
Saman Ghoddos,"DF,MF",Brentford,7,0,83,0.9,1.11,0,1.11,1.11,0,0,3.33,0,0.11,0.11,0.44,0.56,6.67,8.89,4.44
Morgan Gibbs-White,"MF,FW",Nott'ham Forest,12,11,1013,11.3,0,0.09,0.09,0,0,0,0.27,0,0.12,0.12,0.19,0.31,2.39,3.54,5.84
Bryan Gil,"FW,MF",Tottenham,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Billy Gilmour,MF,Brighton,11,7,618,6.9,0,0.14,0.14,0,0,0,0.29,0,0.04,0.04,0.22,0.26,1.3,7.25,2.03
Ben Godfrey,DF,Everton,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Gomes,MF,Wolves,11,10,761,8.5,0,0,0,0,0,0,0.47,0,0.04,0.04,0.05,0.08,0.59,2.82,0.59
Toti Gomes,DF,Wolves,9,6,585,6.5,0,0.15,0.15,0,0,0,0,0,0.03,0.03,0.05,0.08,0.92,2.77,0
Joe Gomez,DF,Liverpool,10,5,505,5.6,0,0,0,0,0,0,0.18,0,0.04,0.04,0.04,0.07,1.61,4.64,5.54
Sergio Gómez,FW,Manchester City,2,0,16,0.2,0,5,5,0,0,0,0,0,0,0,1,1,15,5,10
Anthony Gordon,FW,Newcastle Utd,11,10,881,9.8,0.41,0.2,0.61,0.41,0,0,0.61,0,0.34,0.34,0.17,0.51,4.08,2.96,7.14
Ryan Gravenberch,MF,Liverpool,7,3,272,3,0,0,0,0,0,0,0,0,0.27,0.27,0.1,0.37,3.33,7.67,6.33
Jack Grealish,FW,Manchester City,7,3,329,3.7,0,0.27,0.27,0,0,0,0.81,0,0.16,0.16,0.3,0.43,7.03,5.41,14.3
Pascal Groß,"MF,DF",Brighton,10,10,888,9.9,0.2,0.1,0.3,0.2,0,0,0.1,0,0.14,0.14,0.17,0.31,2.42,7.98,4.75
Marc Guéhi,DF,Crystal Palace,11,11,989,11,0,0,0,0,0,0,0.09,0,0.05,0.05,0.01,0.06,0.73,2.55,0.09
Bruno Guimarães,MF,Newcastle Utd,11,11,952,10.6,0.09,0.09,0.19,0.09,0,0,0.47,0,0.09,0.09,0.11,0.21,1.79,6.6,1.42
Malo Gusto,DF,Chelsea,9,6,541,6,0,0.33,0.33,0,0,0,0.17,0.17,0.05,0.05,0.1,0.15,4.67,3.83,6.67
Joško Gvardiol,DF,Manchester City,9,8,731,8.1,0,0,0,0,0,0,0.12,0,0.02,0.02,0.09,0.11,2.59,5.8,1.85
Erling Haaland,FW,Manchester City,12,12,1023,11.4,1.14,0.26,1.4,0.88,0.26,0.35,0,0,1.11,0.83,0.24,1.07,0.7,0.79,4.21
Antwoine Hackford,FW,Sheffield Utd,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Hall,DF,Newcastle Utd,2,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.67,3.33,0
Gustavo Hamer,MF,Sheffield Utd,11,11,902,10,0.2,0,0.2,0.2,0,0,0.2,0,0.14,0.14,0.08,0.22,1.5,4.2,2.1
Luke Harris,MF,Fulham,1,0,75,0.8,0,0,0,0,0,0,0,0,0.37,0.37,0,0.37,0,1.25,0
Jack Harrison,MF,Everton,6,5,437,4.9,0.2,0.61,0.82,0.2,0,0,0,0,0.1,0.1,0.27,0.37,2.24,1.63,4.08
Kai Havertz,MF,Arsenal,12,8,714,7.9,0.13,0.13,0.25,0,0.13,0.13,0.51,0,0.28,0.18,0.1,0.27,1.39,4.43,6.58
Jan Paul van Hecke,DF,Brighton,7,5,479,5.3,0,0,0,0,0,0,0.19,0,0.02,0.02,0,0.02,0.38,5.85,0
Hwang Hee-chan,"FW,MF",Wolves,12,9,774,8.6,0.7,0.23,0.93,0.7,0,0,0.35,0,0.3,0.3,0.23,0.53,1.98,2.21,4.88
