Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
César Azpilicueta,DF,Chelsea,38,38,3402,37.8,0.03,0.13,0.16,0.03,0,0,0.11,0,0.03,0.03,0.06,0.1,1.22,4.23,5.42
Ryan Babel,"FW,MF",Fulham,16,15,1251,13.9,0.36,0.22,0.58,0.36,0,0,0.22,0,0.41,0.41,0.16,0.57,3.02,2.88,7.84
Juninho Bacuna,"MF,DF",Huddersfield,21,16,1412,15.7,0.06,0,0.06,0.06,0,0,0.25,0,0.04,0.04,0.09,0.13,1.53,6.05,1.91
Leandro Bacuna,MF,Cardiff City,11,4,561,6.2,0,0,0,0,0,0,0.32,0,0.02,0.02,0.02,0.03,1.77,2.58,0.81
Eric Bailly,DF,Manchester Utd,12,8,638,7.1,0,0,0,0,0,0,0,0.14,0.03,0.03,0,0.03,0.42,1.83,0.28
Leighton Baines,DF,Everton,6,5,375,4.2,0,0,0,0,0,0,0,0,0.02,0.02,0.05,0.07,1.43,4.05,3.1
Fabián Balbuena,DF,West Ham,23,23,2013,22.4,0.04,0,0.04,0.04,0,0,0.09,0,0.09,0.09,0.01,0.1,0.04,2.19,0.18
Leon Balogun,DF,Brighton,8,5,594,6.6,0.15,0,0.15,0.15,0,0,0.3,0,0.02,0.02,0,0.02,0.15,0.91,0.15
Sol Bamba,DF,Cardiff City,28,28,2474,27.5,0.15,0.04,0.18,0.15,0,0,0.25,0,0.15,0.15,0.01,0.15,0.22,1.75,0.07
Phil Bardsley,DF,Burnley,19,19,1670,18.6,0,0,0,0,0,0,0.48,0,0.02,0.02,0.06,0.08,1.02,3.66,1.24
Ross Barkley,MF,Chelsea,27,13,1245,13.8,0.22,0.36,0.58,0.22,0,0,0.07,0,0.29,0.29,0.15,0.45,2.32,6.52,3.62
Ashley Barnes,FW,Burnley,37,26,2388,26.5,0.45,0.08,0.53,0.38,0.08,0.08,0.3,0,0.52,0.46,0.12,0.58,0.87,1.55,5.36
Harvey Barnes,"MF,FW",Leicester City,16,11,1004,11.2,0.09,0.18,0.27,0.09,0,0,0,0,0.35,0.35,0.15,0.5,5.54,2.41,10.3
Antonio Barreca,DF,Newcastle Utd,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Michy Batshuayi,FW,Crystal Palace,11,9,750,8.3,0.6,0,0.6,0.6,0,0,0,0,0.48,0.48,0.01,0.49,1.57,1.08,5.3
Jan Bednarek,DF,Southampton,25,24,2151,23.9,0,0.04,0.04,0,0,0,0.29,0,0.03,0.03,0.03,0.06,0.29,2.85,0.08
Asmir Begović,GK,Bournemouth,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Héctor Bellerín,DF,Arsenal,19,18,1533,17,0,0.29,0.29,0,0,0,0.18,0,0.05,0.05,0.13,0.18,2.82,5.18,7.12
Joe Bennett,DF,Cardiff City,30,30,2639,29.3,0,0.03,0.03,0,0,0,0.17,0,0.02,0.02,0.03,0.05,0.96,2.94,1.4
Ryan Bennett,DF,Wolves,34,34,3060,34,0.03,0,0.03,0.03,0,0,0.35,0,0.04,0.04,0.03,0.06,0.41,2.71,0.29
Christian Benteke,FW,Crystal Palace,16,9,814,9,0.11,0.11,0.22,0.11,0,0,0.11,0,0.38,0.38,0.09,0.47,0.67,1.44,5.89
Jóhann Berg Guðmundsson,MF,Burnley,29,19,1752,19.5,0.15,0.31,0.46,0.15,0,0,0.1,0,0.14,0.14,0.22,0.36,2.82,2,5.54
Bernard,"FW,MF",Everton,34,25,2116,23.5,0.04,0.13,0.17,0.04,0,0,0.21,0,0.11,0.11,0.1,0.21,4.21,3.79,8.6
Bernardo,DF,Brighton,22,19,1752,19.5,0,0.05,0.05,0,0,0,0.21,0,0.02,0.02,0.03,0.06,2.36,4.31,2.72
Ryan Bertrand,DF,Southampton,24,24,2160,24,0.04,0,0.04,0.04,0,0,0.33,0,0.05,0.05,0.07,0.12,2.04,3.92,4.25
Marcus Bettinelli,GK,Fulham,7,7,630,7,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0
Philip Billing,MF,Huddersfield,27,25,2188,24.3,0.08,0,0.08,0.08,0,0,0.29,0,0.07,0.07,0.07,0.14,2.18,4.16,2.43
Yves Bissouma,MF,Brighton,28,17,1774,19.7,0,0,0,0,0,0,0.25,0,0.09,0.09,0.05,0.14,2.69,4.21,1.98
Willy Boly,DF,Wolves,36,36,3167,35.2,0.11,0,0.11,0.11,0,0,0.06,0.03,0.1,0.1,0.06,0.16,0.82,3.86,0.34
Léo Bonatini,FW,Wolves,7,0,135,1.5,0,0.67,0.67,0,0,0,0,0,0.87,0.87,0.07,0.93,0.67,5.33,10
Gaëtan Bong,DF,Brighton,22,19,1808,20.1,0,0,0,0,0,0,0,0,0,0,0.02,0.03,1.79,3.28,1.99
Artur Boruc,GK,Bournemouth,12,12,1080,12,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0
Robbie Brady,MF,Burnley,16,6,720,8,0,0.13,0.13,0,0,0,0.38,0.13,0.07,0.07,0.17,0.25,1.75,2.38,3.25
Miguel Britos,DF,Watford,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
David Brooks,"MF,FW",Bournemouth,30,29,2261,25.1,0.28,0.2,0.48,0.28,0,0,0.12,0,0.24,0.24,0.2,0.43,2.63,3.78,5.74
Bruno,DF,Brighton,14,14,1131,12.6,0,0.08,0.08,0,0,0,0.16,0,0.01,0.01,0.05,0.06,0.32,4.13,2.06
Joe Bryan,"DF,MF",Fulham,28,27,2345,26.1,0,0.04,0.04,0,0,0,0.19,0,0.03,0.03,0.13,0.16,2.8,4.52,3.64
David Button,GK,Brighton,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Caballero,GK,Chelsea,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Cahill,DF,Chelsea,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0
Tom Cairney,"MF,FW",Fulham,31,24,2194,24.4,0.04,0.04,0.08,0.04,0,0,0,0,0.05,0.05,0.11,0.15,2.46,6.93,4.34
Dominic Calvert-Lewin,FW,Everton,35,19,1784,19.8,0.3,0.1,0.4,0.3,0,0,0.15,0,0.28,0.28,0.07,0.35,1.62,1.57,6.87
Rafael Camacho,DF,Liverpool,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Víctor Camarasa,MF,Cardiff City,32,31,2569,28.5,0.18,0.14,0.32,0.14,0.04,0.04,0.21,0,0.14,0.11,0.13,0.24,1.75,2.7,3.23
Étienne Capoue,MF,Watford,33,33,2944,32.7,0.03,0.09,0.12,0.03,0,0,0.43,0.03,0.04,0.04,0.03,0.07,0.52,5.2,0.34
Andy Carroll,FW,West Ham,12,3,461,5.1,0,0,0,0,0,0,0.39,0,0.43,0.43,0.08,0.51,0.2,1.76,2.94
Jonny Castro,"DF,MF",Wolves,33,32,2771,30.8,0.03,0.03,0.06,0.03,0,0,0.19,0,0.06,0.06,0.05,0.12,2.76,2.44,5.23
Craig Cathcart,DF,Watford,36,35,3096,34.4,0.09,0,0.09,0.09,0,0,0.06,0,0.04,0.04,0.01,0.05,0.17,2.06,0.06
Ivan Cavaleiro,"FW,MF",Wolves,23,6,693,7.7,0.39,0.13,0.52,0.39,0,0,0.13,0,0.29,0.29,0.19,0.48,5.45,3.25,13.1
Petr Čech,GK,Arsenal,7,7,584,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Chalobah,MF,Watford,9,3,270,3,0,0,0,0,0,0,0.67,0,0.03,0.03,0.1,0.1,0,2.67,2.67
Calum Chambers,"MF,DF",Fulham,31,29,2588,28.8,0.07,0,0.07,0.07,0,0,0.31,0,0.08,0.08,0.03,0.11,0.69,5.49,0.97
Ben Chilwell,DF,Leicester City,36,36,3240,36,0,0.11,0.11,0,0,0,0.11,0,0.03,0.03,0.08,0.11,4.06,4.06,5.97
Tahith Chong,FW,Manchester Utd,2,0,38,0.4,0,0,0,0,0,0,0,0,1,1,0,1,5,12.5,17.5
Hamza Choudhury,MF,Leicester City,9,7,595,6.6,0,0,0,0,0,0,0,0,0.08,0.08,0.06,0.14,0.45,3.18,1.82
Andreas Christensen,DF,Chelsea,8,6,617,6.9,0,0,0,0,0,0,0.14,0,0,0,0,0,0.43,5.07,0.14
Cyrus Christie,"DF,MF",Fulham,28,19,1948,21.6,0,0.05,0.05,0,0,0,0.32,0,0.02,0.02,0.06,0.08,3.24,3.75,6.39
Ibrahima Cissé,MF,Fulham,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ciaran Clark,DF,Newcastle Utd,11,9,858,9.5,0.32,0,0.32,0.32,0,0,0.11,0,0.05,0.05,0.01,0.06,0.11,1.58,0.21
Tom Cleverley,MF,Watford,13,4,478,5.3,0.19,0,0.19,0.19,0,0,0.38,0,0.04,0.04,0.02,0.06,1.13,3.21,1.13
Nathaniel Clyne,DF,Bournemouth,14,13,1143,12.7,0,0.08,0.08,0,0,0,0.16,0,0.01,0.01,0.01,0.02,1.1,3.07,2.52
Nathaniel Clyne,DF,Liverpool,4,1,111,1.2,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,1.67,3.33,2.5
Conor Coady,DF,Wolves,38,38,3420,38,0,0,0,0,0,0,0.13,0,0,0,0,0,0.29,2.05,0
Joel Coleman,GK,Huddersfield,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Séamus Coleman,DF,Everton,29,29,2558,28.4,0.07,0.07,0.14,0.07,0,0,0.04,0,0.06,0.06,0.13,0.18,2.5,4.4,6.69
Lewis Cook,MF,Bournemouth,13,8,723,8,0,0,0,0,0,0,0.25,0,0.01,0.01,0.01,0.03,1.38,6,1
Steve Cook,DF,Bournemouth,31,31,2786,31,0.03,0.03,0.06,0.03,0,0,0.1,0,0.04,0.04,0.03,0.07,0.81,3.42,0.32
Jack Cork,MF,Burnley,37,37,3312,36.8,0.03,0.05,0.08,0.03,0,0,0.16,0,0.04,0.04,0.06,0.1,0.57,2.69,1.52
Hélder Costa,"FW,MF",Wolves,25,16,1341,14.9,0.07,0.13,0.2,0.07,0,0,0.2,0,0.16,0.16,0.15,0.31,4.5,2.48,8.52
Aaron Cresswell,DF,West Ham,20,18,1589,17.7,0,0.06,0.06,0,0,0,0.06,0,0.03,0.03,0.06,0.08,1.98,5.31,5.82
Peter Crouch,FW,Burnley,6,0,92,1,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,0,4,12
Greg Cunningham,DF,Cardiff City,7,7,630,7,0,0,0,0,0,0,0.43,0,0.01,0.01,0.03,0.04,0.57,3.43,1.29
Diogo Dalot,"DF,FW",Manchester Utd,16,12,1013,11.3,0,0.18,0.18,0,0,0,0.27,0,0.06,0.06,0.2,0.27,3.72,2.74,7.26
Matty Daly,MF,Huddersfield,2,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,2.5
Loïc Damour,MF,Cardiff City,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0
Charlie Daniels,DF,Bournemouth,21,17,1585,17.6,0.06,0,0.06,0.06,0,0,0.23,0,0.02,0.02,0.03,0.06,2.27,4.72,4.66
Danilo,DF,Manchester City,11,9,807,9,0.11,0,0.11,0.11,0,0,0.11,0,0.04,0.04,0.02,0.07,2.22,8.56,3.67
Scott Dann,DF,Crystal Palace,10,7,663,7.4,0,0.14,0.14,0,0,0,0.14,0,0.03,0.03,0.09,0.12,0.41,1.49,0
Matteo Darmian,DF,Manchester Utd,6,5,443,4.9,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1.43,4.08,3.67
Ben Davies,DF,Tottenham,27,20,1844,20.5,0,0,0,0,0,0,0.1,0,0.02,0.02,0.1,0.13,2.15,4.93,5.71
Tom Davies,MF,Everton,16,10,980,10.9,0,0,0,0,0,0,0.28,0,0.03,0.03,0.05,0.07,1.01,5.05,1.83
Steven Davis,MF,Southampton,3,1,98,1.1,0,0.91,0.91,0,0,0,0,0,0,0,0.45,0.45,0.91,6.36,0.91
Kevin De Bruyne,MF,Manchester City,19,11,975,10.8,0.19,0.19,0.37,0.19,0,0,0.19,0,0.13,0.13,0.53,0.65,4.63,10.1,8.15
Troy Deeney,FW,Watford,32,28,2545,28.3,0.32,0.18,0.49,0.28,0.04,0.04,0.14,0.04,0.34,0.31,0.16,0.47,0.81,3.07,5.69
Jermain Defoe,FW,Bournemouth,4,0,25,0.3,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0,0
Steven Defour,MF,Burnley,6,6,448,5,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1.2,4.6,0.6
Fabian Delph,DF,Manchester City,11,8,725,8.1,0,0.12,0.12,0,0,0,0.12,0.12,0.01,0.01,0.04,0.05,2.47,7.28,2.84
Mousa Dembélé,MF,Tottenham,10,7,515,5.7,0,0,0,0,0,0,0.18,0,0,0,0,0,1.23,2.81,1.58
Leander Dendoncker,MF,Wolves,19,17,1467,16.3,0.12,0,0.12,0.12,0,0,0.06,0,0.21,0.21,0.07,0.29,0.92,2.7,1.9
Laurent Depoitre,FW,Huddersfield,23,10,1068,11.9,0,0.08,0.08,0,0,0,0.08,0,0.21,0.21,0.06,0.27,0.84,1.68,6.05
Gerard Deulofeu,"FW,MF",Watford,30,26,2066,23,0.43,0.22,0.65,0.43,0,0,0.13,0,0.35,0.35,0.18,0.53,4.35,2.91,8.39
Fousseni Diabaté,FW,Leicester City,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,8.33
Adama Diakhaby,"FW,MF",Huddersfield,12,6,552,6.1,0,0,0,0,0,0,0.16,0,0.1,0.1,0.08,0.18,3.61,0.82,9.34
Mohamed Diamé,MF,Newcastle Utd,29,24,2166,24.1,0,0,0,0,0,0,0.12,0,0.04,0.04,0,0.05,0.71,2.41,0.62
Grady Diangana,"MF,FW",West Ham,17,6,609,6.8,0,0.15,0.15,0,0,0,0,0,0.07,0.07,0.18,0.25,2.94,3.09,10.6
Eric Dier,"MF,DF",Tottenham,20,18,1506,16.7,0.18,0,0.18,0.18,0,0,0.24,0,0.06,0.06,0.06,0.12,1.08,5.69,0.42
Lucas Digne,DF,Everton,35,33,2965,32.9,0.12,0.12,0.24,0.12,0,0,0.15,0.03,0.04,0.04,0.22,0.26,2.49,5.08,6.72
Issa Diop,DF,West Ham,33,33,2970,33,0.03,0,0.03,0.03,0,0,0.12,0,0.04,0.04,0.01,0.04,0.27,2.21,0.06
Matt Doherty,"DF,MF",Wolves,38,35,3144,34.9,0.11,0.14,0.26,0.11,0,0,0.14,0,0.13,0.13,0.15,0.27,2.29,3.7,6.33
Abdoulaye Doucouré,MF,Watford,35,34,3062,34,0.15,0.18,0.32,0.15,0,0,0.21,0,0.18,0.18,0.14,0.32,1.71,5.94,2.44
Luke Dreher,FW,Crystal Palace,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Dúbravka,GK,Newcastle Utd,38,38,3420,38,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Shane Duffy,DF,Brighton,35,35,3087,34.3,0.15,0.03,0.17,0.15,0,0,0.12,0.03,0.09,0.09,0.01,0.1,0.03,1.02,0.32
Demeaco Duhaney,DF,Huddersfield,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2
Paul Dummett,DF,Newcastle Utd,26,21,1990,22.1,0,0,0,0,0,0,0.05,0,0.01,0.01,0.03,0.05,0.45,3.08,0.72
Lewis Dunk,DF,Brighton,36,36,3151,35,0.06,0.03,0.09,0.06,0,0,0.17,0.03,0.05,0.05,0.02,0.07,0.46,1.8,0.17
Erik Durm,DF,Huddersfield,28,21,2055,22.8,0,0.04,0.04,0,0,0,0,0,0.02,0.02,0.03,0.04,1.84,2.68,4.65
Bruno Ecuele Manga,DF,Cardiff City,38,37,3376,37.5,0,0.03,0.03,0,0,0,0,0,0.03,0.03,0.01,0.04,0.48,2.72,0.51
Ederson,GK,Manchester City,38,38,3420,38,0,0.03,0.03,0,0,0,0.05,0,0,0,0,0,0,0.08,0
Harvey Elliott,MF,Fulham,2,0,20,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,5,10,10
Mohamed Elneny,MF,Arsenal,8,5,380,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.05,0.14,0.95,7.38,0.95
Mohamed Elyounoussi,MF,Southampton,16,8,793,8.8,0,0,0,0,0,0,0,0,0.24,0.24,0.13,0.36,2.27,2.27,6.14
Christian Eriksen,MF,Tottenham,35,30,2774,30.8,0.26,0.39,0.65,0.26,0,0,0.1,0,0.18,0.18,0.24,0.42,2.53,6.88,4.29
Neil Etheridge,GK,Cardiff City,38,38,3420,38,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
Jonny Evans,DF,Leicester City,24,21,1996,22.2,0.05,0,0.05,0.05,0,0,0.09,0,0.04,0.04,0.01,0.05,0.18,1.49,0.14
Łukasz Fabiański,GK,West Ham,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,MF,Liverpool,28,21,2017,22.4,0.04,0.09,0.13,0.04,0,0,0.27,0,0.04,0.04,0.08,0.13,1.25,5.8,0.85
Cesc Fàbregas,MF,Chelsea,6,1,180,2,0,0,0,0,0,0,0.5,0,0.05,0.05,0.1,0.15,1.5,10.5,4.5
Fabricio,GK,Fulham,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouane Fellaini,MF,Manchester Utd,14,6,752,8.4,0,0.12,0.12,0,0,0,0.12,0,0.05,0.05,0.05,0.11,0.12,4.29,3.45
Kiko Femenía,DF,Watford,29,22,2049,22.8,0.04,0.04,0.09,0.04,0,0,0.04,0,0.02,0.02,0.07,0.09,1.8,4.65,3.68
Federico Fernández,DF,Newcastle Utd,19,17,1484,16.5,0,0.06,0.06,0,0,0,0.12,0,0.01,0.01,0.03,0.04,0.12,2.42,0.18
Fernandinho,MF,Manchester City,29,27,2377,26.4,0.04,0.11,0.15,0.04,0,0,0.19,0,0.06,0.06,0.11,0.17,2.2,8.94,1.1
Roberto Firmino,"FW,MF",Liverpool,34,31,2607,29,0.41,0.21,0.62,0.38,0.03,0.03,0,0,0.47,0.44,0.19,0.63,2.14,5.1,8.41
Phil Foden,MF,Manchester City,13,3,335,3.7,0.27,0,0.27,0.27,0,0,0,0,0.57,0.57,0.24,0.81,6.22,4.86,9.46
Fraser Forster,GK,Southampton,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Foster,GK,Watford,38,38,3420,38,0,0,0,0,0,0,0.03,0,0,0,0.01,0.01,0,0,0
Timothy Fosu-Mensah,DF,Fulham,12,10,793,8.8,0,0,0,0,0,0,0.34,0,0.01,0.01,0.05,0.06,2.5,4.43,4.89
Juan Foyth,DF,Tottenham,12,10,888,9.9,0.1,0,0.1,0.1,0,0,0.3,0.1,0.07,0.07,0.08,0.15,0.81,2.63,0.3
Simon Francis,DF,Bournemouth,17,13,1229,13.7,0,0.15,0.15,0,0,0,0.07,0,0.01,0.01,0.04,0.06,1.31,5.04,2.55
Ryan Fraser,"MF,FW",Bournemouth,38,35,3166,35.2,0.2,0.4,0.6,0.2,0,0,0.06,0,0.13,0.13,0.38,0.51,3.38,4.03,7.93
Fred,MF,Manchester Utd,17,13,1041,11.6,0.09,0.09,0.17,0.09,0,0,0.17,0,0.07,0.07,0.09,0.16,1.55,6.29,1.81
Ryan Fredericks,DF,West Ham,15,12,1086,12.1,0.08,0,0.08,0.08,0,0,0.41,0,0.04,0.04,0.04,0.08,2.48,2.56,3.06
Christian Fuchs,DF,Leicester City,3,2,207,2.3,0,0,0,0,0,0,0,0,0.04,0.04,0.09,0.13,1.3,6.09,10.4
Manolo Gabbiadini,"FW,MF",Southampton,12,4,476,5.3,0.19,0,0.19,0.19,0,0,0,0,0.23,0.23,0.08,0.3,0.94,0.94,4.72
Sam Gallagher,FW,Southampton,4,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Idrissa Gana Gueye,MF,Everton,33,32,2822,31.4,0,0.06,0.06,0,0,0,0.19,0,0.02,0.02,0.03,0.04,1.27,6.88,0.96
James Garner,MF,Manchester Utd,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Gazzaniga,GK,Tottenham,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David de Gea,GK,Manchester Utd,38,38,3420,38,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Rachid Ghezzal,"FW,MF",Leicester City,19,8,743,8.3,0.12,0,0.12,0.12,0,0,0.36,0,0.17,0.17,0.2,0.37,4.34,4.82,9.28
Morgan Gibbs-White,"MF,FW",Wolves,26,5,663,7.4,0,0.14,0.14,0,0,0,0.14,0,0.15,0.15,0.18,0.32,1.76,3.78,6.35
Ben Gibson,DF,Burnley,1,1,62,0.7,1.43,0,1.43,1.43,0,0,1.43,0,1,1,0,1,0,2.86,0
Olivier Giroud,FW,Chelsea,27,7,847,9.4,0.21,0.43,0.64,0.21,0,0,0.11,0,0.49,0.49,0.23,0.72,0.32,0.96,7.98
André Gomes,MF,Everton,27,24,1980,22,0.05,0.05,0.09,0.05,0,0,0.32,0,0.07,0.07,0.03,0.1,2.23,6.59,1
Angel Gomes,"MF,FW",Manchester Utd,2,0,27,0.3,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,6.67,6.67,10
Joe Gomez,DF,Liverpool,16,12,1063,11.8,0,0,0,0,0,0,0.17,0,0.03,0.03,0.03,0.06,0.51,3.22,1.1
Jon Gorenc Stanković,"MF,DF",Huddersfield,11,9,715,7.9,0.13,0,0.13,0.13,0,0,0.25,0,0.13,0.13,0.01,0.14,0.63,2.15,0.51
Dan Gosling,MF,Bournemouth,25,19,1739,19.3,0.1,0.05,0.16,0.1,0,0,0.41,0,0.1,0.1,0.08,0.18,0.36,6.01,1.19
Karlan Grant,FW,Huddersfield,13,9,877,9.7,0.41,0,0.41,0.41,0,0,0,0,0.37,0.37,0.03,0.4,2.27,1.44,5.26
Andre Gray,FW,Watford,29,13,1366,15.2,0.46,0.13,0.59,0.46,0,0,0.13,0,0.33,0.33,0.13,0.46,1.38,0.99,6.32
Demarai Gray,"FW,MF",Leicester City,34,23,1985,22.1,0.18,0.05,0.23,0.18,0,0,0.09,0,0.2,0.2,0.06,0.26,3.3,2.4,8.14
Mason Greenwood,FW,Manchester Utd,3,1,117,1.3,0,0,0,0,0,0,0,0,0.54,0.54,0.08,0.62,6.15,2.31,13.8
Pascal Groß,"MF,FW",Brighton,25,24,1864,20.7,0.14,0.14,0.29,0.1,0.05,0.1,0.05,0,0.21,0.14,0.27,0.41,1.26,5.31,5.12
Vicente Guaita,GK,Crystal Palace,20,20,1754,19.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Mattéo Guendouzi,MF,Arsenal,33,23,2149,23.9,0,0,0,0,0,0,0.38,0,0.03,0.03,0.08,0.1,2.97,8.37,2.09
İlkay Gündoğan,MF,Manchester City,31,23,2137,23.7,0.25,0.13,0.38,0.25,0,0,0.13,0,0.17,0.17,0.18,0.35,3.46,8.65,3.84
Angus Gunn,GK,Southampton,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
