Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Jaidon Anthony,"MF,FW",Bournemouth,30,11,1257,14,0.21,0.07,0.29,0.21,0,0,0.14,0,0.16,0.16,0.07,0.24,2.21,3.5,5.14
Michail Antonio,FW,West Ham,33,21,1829,20.3,0.25,0.15,0.39,0.25,0,0,0.1,0,0.33,0.33,0.06,0.38,2.41,1.33,5.91
Antony,FW,Manchester Utd,25,23,1802,20,0.2,0.1,0.3,0.2,0,0,0.25,0,0.33,0.33,0.14,0.47,4.75,3.7,8.4
Cameron Archer,"FW,MF",Aston Villa,6,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Alphonse Areola,GK,West Ham,5,2,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Aribo,"MF,FW",Southampton,21,13,1224,13.6,0.15,0,0.15,0.15,0,0,0.15,0,0.11,0.11,0.06,0.17,1.4,2.87,4.71
Adam Armstrong,"FW,MF",Southampton,30,14,1335,14.8,0.14,0.07,0.2,0.14,0,0,0.14,0,0.14,0.14,0.09,0.22,2.64,1.08,4.73
Stuart Armstrong,"MF,FW",Southampton,32,14,1408,15.6,0.13,0.06,0.19,0.13,0,0,0.38,0,0.15,0.15,0.14,0.3,3.91,4.81,5.64
Kepa Arrizabalaga,GK,Chelsea,29,29,2565,28.5,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0
Pierre-Emerick Aubameyang,FW,Chelsea,15,5,554,6.2,0.16,0,0.16,0.16,0,0,0.16,0,0.24,0.24,0.06,0.31,1.45,0.48,4.68
Ludwig Augustinsson,DF,Aston Villa,3,1,77,0.9,0,0,0,0,0,0,1.11,0,0.11,0.11,0,0.11,0,0,3.33
Serge Aurier,DF,Nott'ham Forest,24,22,1943,21.6,0.05,0,0.05,0.05,0,0,0.09,0,0.04,0.04,0.05,0.08,1.71,3.29,2.31
Taiwo Awoniyi,FW,Nott'ham Forest,27,17,1404,15.6,0.64,0.06,0.71,0.64,0,0,0.13,0,0.42,0.42,0.07,0.49,1.15,0.77,3.53
Yasin Ayari,MF,Brighton,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0.14,0.29,0,2.86,2.86
André Ayew,"FW,MF",Nott'ham Forest,13,1,316,3.5,0,0,0,0,0,0.29,0.29,0,0.29,0.09,0,0.09,0.86,3.14,4.57
Jordan Ayew,"FW,MF",Crystal Palace,38,31,2714,30.2,0.13,0.1,0.23,0.13,0,0,0.17,0,0.11,0.11,0.11,0.21,2.75,2.09,5.76
Luke Ayling,DF,Leeds United,29,22,2054,22.8,0.09,0.04,0.13,0.09,0,0,0.13,0,0.14,0.14,0.09,0.23,1.23,3.38,4.39
César Azpilicueta,DF,Chelsea,25,16,1527,17,0,0,0,0,0,0,0.18,0,0.02,0.02,0.06,0.09,1.35,4.18,4.76
Benoît Badiashile,DF,Chelsea,11,10,905,10.1,0.1,0,0.1,0.1,0,0,0.2,0,0.12,0.12,0.05,0.16,1.09,5.54,0.2
Leon Bailey,"FW,MF",Aston Villa,33,26,1967,21.9,0.18,0.18,0.37,0.18,0,0,0.18,0,0.24,0.24,0.22,0.46,3.88,1.28,8.31
Stefan Bajcetic,MF,Liverpool,11,6,526,5.8,0.17,0,0.17,0.17,0,0,0.34,0,0.14,0.14,0.07,0.21,1.72,4.14,0.17
Dominic Ballard,"FW,MF",Southampton,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33
Patrick Bamford,FW,Leeds United,28,18,1515,16.8,0.24,0.12,0.36,0.24,0,0.12,0.18,0,0.51,0.42,0.06,0.48,1.01,1.37,5.71
Shandon Baptiste,MF,Brentford,23,4,618,6.9,0,0.14,0.14,0,0,0,0.43,0.14,0.06,0.06,0.16,0.2,1.16,5.65,3.33
Harvey Barnes,"FW,MF",Leicester City,34,32,2711,30.1,0.43,0.03,0.47,0.43,0,0,0.1,0,0.3,0.3,0.1,0.4,3.32,2.62,8.54
Gavin Bazunu,GK,Southampton,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
Mads Bech Sørensen,"DF,MF",Brentford,4,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Jan Bednarek,DF,Southampton,20,20,1672,18.6,0,0,0,0,0,0,0.27,0,0.02,0.02,0.01,0.03,0.43,2.42,0.11
Jan Bednarek,DF,Aston Villa,3,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.91,4.55,0
Donny van de Beek,MF,Manchester Utd,7,2,167,1.9,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.11,1.05,3.16,10.5
Asmir Begović,GK,Everton,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armel Bella Kotchap,DF,Southampton,24,24,1879,20.9,0,0.1,0.1,0,0,0,0.19,0,0.05,0.05,0.05,0.1,0.43,1.87,0.1
Saïd Benrahma,"FW,MF",West Ham,35,22,2069,23,0.26,0.13,0.39,0.09,0.17,0.17,0,0,0.3,0.17,0.2,0.37,4.74,3.57,10.3
Rodrigo Bentancur,MF,Tottenham,18,17,1500,16.7,0.3,0.12,0.42,0.3,0,0,0.48,0,0.13,0.13,0.05,0.19,1.56,4.55,1.14
Daniel Bentley,GK,Wolves,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Bernth Kristiansen,DF,Leicester City,12,11,892,9.9,0,0.1,0.1,0,0,0,0.2,0,0.01,0.01,0.08,0.09,1.72,3.13,2.42
Owen Bevan,DF,Bournemouth,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giulian Biancone,DF,Nott'ham Forest,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5
Philip Billing,"MF,FW",Bournemouth,36,34,2764,30.7,0.23,0.03,0.26,0.23,0,0,0.16,0,0.16,0.16,0.1,0.26,1.21,2.61,3.29
Yves Bissouma,MF,Tottenham,23,10,1010,11.2,0,0,0,0,0,0,0.54,0,0.02,0.02,0.04,0.06,1.25,5.54,0.89
Willy Boly,DF,Nott'ham Forest,11,9,685,7.6,0,0.13,0.13,0,0,0,0.26,0,0,0,0.03,0.03,0.13,1.58,0
Sven Botman,DF,Newcastle Utd,36,35,3127,34.7,0,0,0,0,0,0,0.06,0,0.07,0.07,0.03,0.1,0.23,2.51,0.14
Jarrod Bowen,"FW,MF",West Ham,38,36,3233,35.9,0.17,0.14,0.31,0.14,0.03,0.06,0.06,0,0.25,0.22,0.21,0.42,2.84,2.01,5.93
James Bree,DF,Southampton,5,4,367,4.1,0,0,0,0,0,0,0.24,0,0,0,0.05,0.07,0.98,1.22,2.93
Armando Broja,FW,Chelsea,12,2,294,3.3,0.3,0,0.3,0.3,0,0,0,0,0.24,0.24,0.03,0.27,2.42,1.21,5.15
David Brooks,"FW,MF",Bournemouth,6,2,173,1.9,0,0,0,0,0,0,0.53,0,0.16,0.16,0.11,0.26,2.63,5.79,5.26
Lewis Brunt,DF,Leicester City,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67
Emi Buendía,"MF,FW",Aston Villa,38,27,2412,26.8,0.19,0.07,0.26,0.19,0,0,0,0,0.24,0.24,0.21,0.45,2.24,5.15,5.11
Hugo Bueno,DF,Wolves,21,16,1310,14.6,0,0.07,0.07,0,0,0,0.07,0,0.01,0.01,0.09,0.1,3.56,2.67,4.38
Facundo Buonanotte,"FW,MF",Brighton,13,6,565,6.3,0.16,0.16,0.32,0.16,0,0,0.32,0,0.22,0.22,0.08,0.3,1.43,2.06,6.67
Dan Burn,DF,Newcastle Utd,38,35,3111,34.6,0.03,0,0.03,0.03,0,0,0.14,0,0.06,0.06,0.04,0.1,0.84,3.41,1.33
Cafú,MF,Nott'ham Forest,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Moisés Caicedo,MF,Brighton,37,34,3139,34.9,0.03,0.03,0.06,0.03,0,0,0.29,0,0.05,0.05,0.08,0.12,1.09,6.28,1.75
Tom Cairney,MF,Fulham,33,6,988,11,0.18,0,0.18,0.18,0,0,0.18,0,0.14,0.14,0.13,0.26,3.09,8.36,5.18
Duje Ćaleta-Car,DF,Southampton,13,9,946,10.5,0.1,0,0.1,0.1,0,0,0.19,0,0.08,0.08,0,0.08,0.48,3.14,0
Dominic Calvert-Lewin,FW,Everton,17,15,1165,12.9,0.16,0.08,0.23,0.08,0.08,0.08,0.23,0,0.45,0.39,0.06,0.46,1.4,1.16,4.34
Chem Campbell,"FW,MF",Wolves,5,0,74,0.8,0,0,0,0,0,0,0,0,0.13,0.13,0,0.13,2.5,5,12.5
João Cancelo,DF,Manchester City,17,16,1274,14.2,0.14,0.07,0.21,0.14,0,0,0.21,0.07,0.06,0.06,0.06,0.12,5.07,7.46,8.8
Thomas Cannon,FW,Everton,2,0,25,0.3,0,0,0,0,0,0,0,0,0.33,0.33,1.67,2,3.33,0,6.67
Sergi Canós,"FW,DF",Brentford,5,0,77,0.9,0,0,0,0,0,0,0,0,0.11,0.11,0,0.11,4.44,2.22,7.78
Diego Carlos,DF,Aston Villa,3,2,205,2.3,0,0,0,0,0,0,0,0,0.17,0.17,0,0.17,0.43,4.78,0
Fabio Carvalho,"MF,FW",Liverpool,13,4,347,3.9,0.51,0,0.51,0.51,0,0,0,0,0.28,0.28,0.03,0.31,2.31,3.08,6.67
Casemiro,MF,Manchester Utd,28,24,2124,23.6,0.17,0.13,0.3,0.17,0,0,0.3,0.08,0.14,0.14,0.13,0.28,0.59,6.44,1.44
Matty Cash,DF,Aston Villa,26,20,1820,20.2,0,0.05,0.05,0,0,0,0.2,0,0.01,0.01,0.03,0.04,2.08,3.71,2.82
Timothy Castagne,DF,Leicester City,37,36,3254,36.2,0.06,0.08,0.14,0.06,0,0,0.08,0,0.06,0.06,0.07,0.13,1.08,2.93,4.12
Jonny Castro,DF,Wolves,18,14,1261,14,0.07,0,0.07,0.07,0,0,0.21,0.07,0.02,0.02,0.07,0.09,1.71,5,3.29
Julio César Enciso,"FW,MF",Brighton,20,7,806,9,0.44,0.22,0.67,0.44,0,0,0.11,0,0.44,0.44,0.19,0.63,4.33,3.44,8.22
Nathaniel Chalobah,MF,Fulham,4,1,12,0.1,0,0,0,0,0,0,0,10,1,1,0,1,0,0,0
Trevoh Chalobah,DF,Chelsea,25,18,1608,17.9,0,0,0,0,0,0,0.22,0,0.05,0.05,0.02,0.07,0.95,3.97,1.51
Calum Chambers,"DF,MF",Aston Villa,14,2,353,3.9,0,0,0,0,0,0,0.51,0,0.03,0.03,0.08,0.1,1.54,4.1,0.51
Shea Charles,DF,Manchester City,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0
Ben Chilwell,"DF,MF",Chelsea,23,15,1408,15.6,0.13,0.13,0.26,0.13,0,0,0.19,0,0.09,0.09,0.14,0.24,2.76,2.63,8.4
Ryan Christie,"MF,FW",Bournemouth,32,22,1834,20.4,0.05,0.05,0.1,0.05,0,0,0.1,0,0.14,0.14,0.12,0.25,1.91,3.48,3.48
Carney Chukwuemeka,"MF,FW",Chelsea,14,2,354,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.15,0.26,5.38,5.9,5.38
Bobby Clark,MF,Liverpool,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
Nathaniel Clyne,DF,Crystal Palace,22,19,1640,18.2,0,0,0,0,0,0,0.16,0,0,0,0.04,0.04,0.77,2.86,1.59
Conor Coady,DF,Everton,24,23,2096,23.3,0.04,0.04,0.09,0.04,0,0,0.09,0,0.03,0.03,0.01,0.05,0.17,1.85,0.04
Jack Colback,MF,Nott'ham Forest,11,4,497,5.5,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.91,2.91,0.55
Séamus Coleman,DF,Everton,23,20,1656,18.4,0.05,0,0.05,0.05,0,0,0.05,0,0.02,0.02,0.05,0.07,0.71,3.32,2.01
Nathan Collins,DF,Wolves,26,19,1814,20.2,0,0,0,0,0,0,0.1,0.05,0.01,0.01,0,0.01,0.54,3.17,0.25
Levi Colwill,DF,Brighton,17,13,1220,13.6,0,0.15,0.15,0,0,0,0.07,0,0.1,0.1,0.04,0.14,1.18,5.15,0.22
Lewis Cook,MF,Bournemouth,28,18,1720,19.1,0,0.1,0.1,0,0,0,0.21,0,0.01,0.01,0.13,0.15,0.47,3.3,0.52
Steve Cook,DF,Nott'ham Forest,12,11,957,10.6,0,0,0,0,0,0,0.38,0,0.01,0.01,0.06,0.07,0.09,1.79,0
Liam Cooper,DF,Leeds United,18,16,1426,15.8,0.06,0,0.06,0.06,0,0,0.32,0,0.06,0.06,0.04,0.11,0.19,2.97,0.13
Maxwel Cornet,FW,West Ham,14,2,245,2.7,0,0,0,0,0,0,0,0,0.48,0.48,0.04,0.48,3.33,1.85,9.63
Diego Costa,FW,Wolves,23,16,1241,13.8,0.07,0,0.07,0.07,0,0,0.36,0.07,0.23,0.23,0.05,0.28,1.38,0.94,4.35
Vladimír Coufal,DF,West Ham,27,24,2136,23.7,0,0.04,0.04,0,0,0,0.21,0,0.01,0.01,0.11,0.11,2.24,3.46,4.6
Philippe Coutinho,"MF,FW",Aston Villa,20,7,788,8.8,0.11,0,0.11,0.11,0,0,0.34,0,0.16,0.16,0.06,0.2,2.05,5.45,7.73
Conor Coventry,"MF,FW",West Ham,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Craig,MF,Tottenham,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,DF,West Ham,28,24,2235,24.8,0,0.04,0.04,0,0,0,0.12,0,0.01,0.01,0.15,0.16,1.41,5.85,3.31
Marc Cucurella,DF,Chelsea,24,21,1671,18.6,0,0.11,0.11,0,0,0,0.22,0,0.02,0.02,0.03,0.05,1.61,3.92,3.49
Matheus Cunha,FW,Wolves,17,12,965,10.7,0.19,0,0.19,0.19,0,0,0.09,0,0.19,0.19,0.06,0.24,1.5,1.31,4.02
Patson Daka,FW,Leicester City,30,13,1187,13.2,0.3,0.3,0.61,0.3,0,0,0.15,0,0.27,0.27,0.21,0.48,1.36,1.29,6.21
Diogo Dalot,DF,Manchester Utd,26,24,2154,23.9,0.04,0.08,0.13,0.04,0,0,0.25,0,0.1,0.1,0.08,0.18,1.92,3.85,3.56
Mikkel Damsgaard,"MF,FW",Brentford,26,9,988,11,0,0,0,0,0,0,0.36,0,0.24,0.24,0.13,0.36,0.82,4,4.09
Danilo,MF,Nott'ham Forest,13,12,976,10.8,0.28,0.19,0.46,0.28,0,0,0.09,0,0.14,0.14,0.06,0.21,1.2,3.15,2.04
Arnaut Danjuma,"FW,MF",Tottenham,9,1,169,1.9,0.53,0,0.53,0.53,0,0,0,0,0.42,0.42,0,0.42,2.63,1.05,10
Josh Dasilva,MF,Brentford,36,14,1389,15.4,0.26,0.13,0.39,0.26,0,0,0.06,0,0.1,0.1,0.1,0.19,3.9,4.03,4.48
David Datro Fofana,FW,Chelsea,3,1,70,0.8,0,0,0,0,0,0,0,0,0.25,0.25,0.13,0.5,2.5,2.5,11.3
Ben Davies,DF,Tottenham,31,26,2288,25.4,0.08,0.08,0.16,0.08,0,0,0.16,0,0.04,0.04,0.1,0.14,1.54,4.21,2.72
Tom Davies,MF,Everton,19,4,538,6,0,0,0,0,0,0,0.5,0,0.2,0.2,0.03,0.22,0.33,5,2.17
Craig Dawson,DF,West Ham,8,8,720,8,0,0,0,0,0,0,0.25,0,0.06,0.06,0.01,0.07,0,2.25,0.13
Craig Dawson,DF,Wolves,17,17,1414,15.7,0.06,0,0.06,0.06,0,0,0.25,0,0.06,0.06,0,0.06,0.32,2.8,0.06
Kevin De Bruyne,MF,Manchester City,32,28,2417,26.9,0.26,0.59,0.86,0.26,0,0,0.04,0,0.21,0.21,0.51,0.72,3.72,9.14,9.11
Siriki Dembélé,"FW,MF",Bournemouth,6,0,110,1.2,0,0,0,0,0,0,0,0,0.17,0.17,0.25,0.42,4.17,3.33,9.17
Leander Dendoncker,MF,Aston Villa,20,7,697,7.7,0,0,0,0,0,0,0,0,0.01,0.01,0.06,0.06,0.13,2.34,0.26
Leander Dendoncker,MF,Wolves,4,2,214,2.4,0,0,0,0,0,0,0,0,0.29,0.29,0,0.29,0.42,2.5,1.25
Emmanuel Dennis,"FW,MF",Nott'ham Forest,19,6,720,8,0.25,0.25,0.5,0.25,0,0,0.38,0,0.24,0.24,0.07,0.3,3,2.13,7.88
Halil Dervişoğlu,MF,Brentford,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,MF,Leicester City,31,28,2306,25.6,0.08,0.08,0.16,0.08,0,0,0.2,0.04,0.09,0.09,0.13,0.22,2.66,5.16,3.55
Ibrahima Diallo,MF,Southampton,18,11,819,9.1,0,0,0,0,0,0,0.44,0,0.02,0.02,0.01,0.03,0.99,3.08,0.66
Rúben Dias,DF,Manchester City,26,22,1998,22.2,0,0,0,0,0,0,0.14,0,0.06,0.06,0.03,0.09,0.63,4.41,0.09
Luis Díaz,FW,Liverpool,17,11,996,11.1,0.36,0.18,0.54,0.36,0,0,0.18,0,0.23,0.23,0.14,0.36,3.51,4.41,10.5
Eric Dier,DF,Tottenham,33,31,2818,31.3,0.06,0.03,0.1,0.06,0,0,0.1,0,0.05,0.05,0.04,0.09,0.29,2.78,0.45
Lucas Digne,DF,Aston Villa,28,18,1502,16.7,0.06,0,0.06,0.06,0,0,0.3,0,0.02,0.02,0.11,0.14,1.74,3.41,5.33
Issa Diop,DF,Fulham,25,21,2012,22.4,0.04,0,0.04,0.04,0,0,0.09,0,0.01,0.01,0.02,0.03,0.58,3.13,0.18
Moussa Djenepo,"DF,FW",Southampton,16,7,710,7.9,0,0.25,0.25,0,0,0,0.13,0,0.03,0.03,0.06,0.09,3.42,2.41,4.94
Ben Doak,FW,Liverpool,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,13.3
Matt Doherty,"DF,MF",Tottenham,12,7,667,7.4,0.14,0,0.14,0.14,0,0,0,0,0.11,0.11,0.04,0.14,2.16,2.7,7.7
Gabriel Dos Santos,DF,Arsenal,38,38,3409,37.9,0.08,0,0.08,0.08,0,0,0.13,0,0.13,0.13,0.01,0.14,0.47,4.04,0.42
Abdoulaye Doucouré,MF,Everton,25,17,1533,17,0.29,0.12,0.41,0.29,0,0,0.35,0.06,0.14,0.14,0.13,0.27,1.35,2.24,3.88
Cheick Doucouré,MF,Crystal Palace,34,34,2769,30.8,0,0.1,0.1,0,0,0,0.32,0.03,0.05,0.05,0.06,0.11,0.58,4.55,0.55
Flynn Downes,MF,West Ham,21,7,762,8.5,0,0,0,0,0,0,0.24,0,0.05,0.05,0.01,0.06,0.35,2.59,1.29
Kami Doyle,MF,Southampton,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Drameh,DF,Leeds United,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.75
Martin Dúbravka,GK,Newcastle Utd,2,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,"DF,FW",Fulham,5,0,20,0.2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Lewis Dunk,DF,Brighton,36,36,3239,36,0.03,0,0.03,0.03,0,0,0.11,0,0.05,0.05,0.03,0.08,0.53,4.39,0.14
Jhon Durán,"FW,MF",Aston Villa,12,0,136,1.5,0,0,0,0,0,0,0.67,0,0.4,0.4,0,0.4,2.67,2.67,8.67
Malcolm Ebiowei,"MF,FW",Crystal Palace,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22.5
Ederson,GK,Manchester City,35,35,3150,35,0,0.03,0.03,0,0,0,0.09,0,0,0,0.01,0.01,0,0,0
Odsonne Édouard,FW,Crystal Palace,35,20,1803,20,0.25,0.1,0.35,0.25,0,0,0.15,0,0.21,0.21,0.06,0.27,1.45,1.6,5
Samuel Edozie,"FW,MF",Southampton,17,5,567,6.3,0,0,0,0,0,0,0,0,0.14,0.14,0.06,0.21,4.13,2.06,6.19
Anthony Elanga,FW,Manchester Utd,16,5,426,4.7,0,0.21,0.21,0,0,0,0,0,0.15,0.15,0.19,0.34,2.55,1.7,5.96
Harvey Elliott,"MF,FW",Liverpool,32,18,1613,17.9,0.06,0.11,0.17,0.06,0,0,0.11,0,0.12,0.12,0.2,0.32,3.02,7.93,7.21
Mohamed Elneny,MF,Arsenal,5,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.77,1.54,0.77
Mohamed Elyounoussi,"MF,FW",Southampton,33,27,2168,24.1,0.04,0.04,0.08,0.04,0,0,0.17,0,0.15,0.15,0.09,0.23,2.32,2.07,4.07
Emerson,DF,Tottenham,26,20,1735,19.3,0.1,0.05,0.16,0.1,0,0,0.1,0.05,0.09,0.09,0.03,0.12,2.44,4.15,5.34
Christian Eriksen,MF,Manchester Utd,28,25,2048,22.8,0.04,0.35,0.39,0.04,0,0,0.13,0,0.22,0.22,0.18,0.4,1.01,7.19,2.89
Pervis Estupiñán,DF,Brighton,35,31,2675,29.7,0.03,0.17,0.2,0.03,0,0,0.13,0,0.06,0.06,0.18,0.24,3.06,5.29,6.16
Jonny Evans,DF,Leicester City,13,12,1051,11.7,0,0,0,0,0,0,0.09,0,0.02,0.02,0,0.02,0.51,2.99,0
Eberechi Eze,"MF,FW",Crystal Palace,38,30,2636,29.3,0.34,0.14,0.48,0.31,0.03,0.03,0.1,0,0.25,0.22,0.15,0.37,2.35,4.47,4.4
Łukasz Fabiański,GK,West Ham,36,36,3111,34.6,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Fabinho,MF,Liverpool,36,31,2671,29.7,0,0.07,0.07,0,0,0,0.37,0,0.02,0.02,0.07,0.1,0.51,5.42,1.31
Wout Faes,DF,Leicester City,31,31,2786,31,0.03,0.06,0.1,0.03,0,0,0.19,0.03,0.04,0.04,0.02,0.06,0.35,2.39,0.06
Felipe,DF,Nott'ham Forest,16,15,1418,15.8,0,0.06,0.06,0,0,0,0.25,0,0.08,0.08,0.06,0.13,0.19,1.39,0.25
João Félix,"FW,MF",Chelsea,16,11,941,10.5,0.38,0,0.38,0.38,0,0,0.1,0.1,0.47,0.47,0.05,0.51,3.24,4.48,7.52
Evan Ferguson,FW,Brighton,19,10,950,10.6,0.57,0.19,0.75,0.57,0,0,0.09,0,0.5,0.5,0.07,0.58,1.04,1.32,5.47
Bruno Fernandes,"MF,FW",Manchester Utd,37,37,3316,36.8,0.22,0.22,0.43,0.16,0.05,0.05,0.16,0,0.25,0.21,0.45,0.66,2.42,7.15,6.28
Enzo Fernández,MF,Chelsea,18,18,1547,17.2,0,0.12,0.12,0,0,0,0.17,0,0.05,0.05,0.14,0.19,1.28,9.77,1.05
Roberto Firmino,"FW,MF",Liverpool,25,13,1213,13.5,0.81,0.3,1.11,0.81,0,0,0,0,0.41,0.41,0.19,0.59,1.19,5.78,7.11
Junior Firpo,DF,Leeds United,19,14,1368,15.2,0.07,0.07,0.13,0.07,0,0,0.39,0.07,0.01,0.01,0.05,0.06,1.32,3.55,2.24
Phil Foden,FW,Manchester City,32,22,1842,20.5,0.54,0.29,0.83,0.54,0,0,0.05,0,0.29,0.29,0.23,0.52,3.32,4.29,13.4
Wesley Fofana,DF,Leicester City,2,2,180,2,0,0,0,0,0,0,0.5,0,0.05,0.05,0,0.05,1.5,3,0.5
Wesley Fofana,DF,Chelsea,15,12,1183,13.1,0.08,0,0.08,0.08,0,0,0.23,0,0.05,0.05,0.01,0.06,2.21,3.28,0.92
Pablo Fornals,"FW,MF",West Ham,32,17,1503,16.7,0.18,0.06,0.24,0.18,0,0,0,0,0.13,0.13,0.1,0.23,1.98,5.33,6.05
