Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Adam Forshaw,MF,Leeds United,12,5,479,5.3,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.75,6.23,1.32
Fraser Forster,GK,Tottenham,14,13,1215,13.5,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0
Tyrese Francois,FW,Fulham,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ryan Fraser,FW,Newcastle Utd,8,3,313,3.5,0,0,0,0,0,0,0.29,0,0.09,0.09,0.11,0.2,2.29,2.57,6.57
Fred,MF,Manchester Utd,35,12,1249,13.9,0.14,0.14,0.29,0.14,0,0,0.43,0,0.14,0.14,0.21,0.35,0.72,5.47,3.6
Ryan Fredericks,DF,Bournemouth,12,5,533,5.9,0,0,0,0,0,0,0.17,0,0,0,0.02,0.02,2.2,2.54,4.75
Remo Freuler,MF,Nott'ham Forest,28,24,2161,24,0,0,0,0,0,0,0.17,0,0.02,0.02,0.03,0.05,0.29,2.25,0.46
Cody Gakpo,"FW,MF",Liverpool,21,17,1458,16.2,0.43,0.12,0.56,0.43,0,0,0,0,0.38,0.38,0.17,0.55,2.22,3.09,6.73
Conor Gallagher,MF,Chelsea,35,18,1621,18,0.17,0.06,0.22,0.17,0,0,0.61,0.06,0.14,0.14,0.13,0.26,2.22,5.83,5.78
Idrissa Gana Gueye,MF,Everton,33,32,2577,28.6,0,0.03,0.03,0,0,0,0.24,0,0.02,0.02,0.04,0.06,0.94,3.43,0.66
Alejandro Garnacho,"FW,MF",Manchester Utd,19,5,569,6.3,0.48,0.32,0.79,0.48,0,0,0.48,0,0.48,0.48,0.16,0.65,5.24,1.9,13.5
James Garner,"MF,DF",Everton,16,7,804,8.9,0,0.11,0.11,0,0,0,0.34,0,0.09,0.09,0.06,0.15,0.9,3.71,2.02
David de Gea,GK,Manchester Utd,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gelhardt,FW,Leeds United,15,1,212,2.4,0,0.83,0.83,0,0,0,0.42,0,0.33,0.33,0.21,0.54,0.83,2.5,8.75
Saman Ghoddos,"MF,FW",Brentford,15,0,139,1.5,0,0,0,0,0,0,0,0,0,0,0.27,0.33,0.67,5.33,4
Morgan Gibbs-White,"FW,MF",Wolves,2,2,180,2,0,0,0,0,0,0,0.5,0,0.35,0.35,0.05,0.4,2,6,6
Morgan Gibbs-White,"MF,FW",Nott'ham Forest,35,34,2971,33,0.15,0.24,0.39,0.09,0.06,0.06,0.15,0,0.18,0.13,0.25,0.38,2.09,3.97,4.76
Bryan Gil,"MF,FW",Tottenham,4,2,148,1.6,0,0.63,0.63,0,0,0,0.63,0,0.06,0.06,0.13,0.19,2.5,3.13,9.38
Billy Gilmour,MF,Brighton,14,7,507,5.6,0,0.18,0.18,0,0,0,0.18,0,0.09,0.09,0.04,0.14,0.89,6.25,0.71
Degnand Gnonto,"FW,MF",Leeds United,24,14,1354,15,0.13,0.27,0.4,0.13,0,0,0.47,0,0.12,0.12,0.15,0.27,4.4,2.33,9.07
Ben Godfrey,DF,Everton,13,10,802,8.9,0,0.11,0.11,0,0,0,0.22,0,0.13,0.13,0.02,0.16,1.01,2.13,0.79
João Gomes,MF,Wolves,11,7,653,7.3,0.14,0,0.14,0.14,0,0,0.68,0,0.04,0.04,0.03,0.05,0.96,2.6,1.1
Toti Gomes,DF,Wolves,17,10,984,10.9,0.09,0,0.09,0.09,0,0,0.55,0,0.04,0.04,0.03,0.06,0.37,2.48,2.11
Joe Gomez,DF,Liverpool,21,15,1466,16.3,0,0,0,0,0,0,0.18,0,0.01,0.01,0.01,0.02,0.92,6.63,0.31
Sergio Gómez,"DF,MF",Manchester City,12,2,349,3.9,0,0.26,0.26,0,0,0,0,0,0.1,0.1,0.31,0.38,2.56,4.62,5.13
Anthony Gordon,"FW,MF",Newcastle Utd,16,4,487,5.4,0.19,0,0.19,0.19,0,0,0.19,0,0.31,0.31,0.17,0.48,3.7,2.78,8.33
Anthony Gordon,FW,Everton,16,12,1095,12.2,0.25,0,0.25,0.25,0,0,0.49,0,0.27,0.27,0.05,0.32,2.3,1.56,5.49
Demarai Gray,"FW,MF",Everton,33,27,2507,27.9,0.14,0.04,0.18,0.07,0.07,0.07,0.11,0,0.22,0.17,0.14,0.3,3.37,1.65,7.13
Jack Grealish,FW,Manchester City,28,23,2055,22.8,0.22,0.31,0.53,0.22,0,0,0.18,0,0.2,0.2,0.31,0.51,6.27,4.39,13.6
Sam Greenwood,"MF,FW",Leeds United,18,3,424,4.7,0.21,0.43,0.64,0.21,0,0,0.21,0,0.15,0.15,0.23,0.38,1.49,3.19,2.13
Pascal Groß,"MF,DF",Brighton,37,37,3239,36,0.25,0.22,0.47,0.25,0,0,0.17,0,0.15,0.15,0.3,0.45,1.72,7.08,5.81
Vicente Guaita,GK,Crystal Palace,27,27,2430,27,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0
Gonçalo Guedes,"FW,MF",Wolves,13,8,707,7.9,0.13,0.13,0.25,0.13,0,0,0.13,0,0.15,0.15,0.06,0.22,2.53,2.03,6.84
Marc Guéhi,DF,Crystal Palace,37,37,3329,37,0.03,0,0.03,0.03,0,0,0.22,0,0.04,0.04,0.01,0.05,0.46,2.86,0.08
Bruno Guimarães,MF,Newcastle Utd,32,32,2726,30.3,0.13,0.17,0.3,0.13,0,0,0.23,0,0.09,0.09,0.13,0.22,1.35,7.33,1.39
İlkay Gündoğan,MF,Manchester City,31,27,2353,26.1,0.31,0.15,0.46,0.31,0,0.04,0,0,0.29,0.26,0.13,0.38,2.03,6.51,4.75
Darko Gyabi,FW,Leeds United,1,0,8,0.1,0,0,0,0,0,0,0,0,1,1,0,1,0,20,0
Erling Haaland,FW,Manchester City,35,33,2769,30.8,1.17,0.26,1.43,0.94,0.23,0.23,0.16,0,0.92,0.75,0.17,0.92,1.14,1.88,4.9
Lewis Hall,DF,Chelsea,9,8,654,7.3,0,0,0,0,0,0,0.14,0,0.12,0.12,0.3,0.42,2.6,3.42,5.48
Luke Harris,"MF,FW",Fulham,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Jack Harrison,"FW,MF",Leeds United,36,34,2708,30.1,0.17,0.23,0.4,0.17,0,0,0.07,0,0.16,0.16,0.17,0.33,3.42,3.42,8.47
Kai Havertz,"FW,MF",Chelsea,35,30,2569,28.5,0.25,0.04,0.28,0.21,0.04,0.04,0.18,0,0.41,0.38,0.13,0.51,2.07,3.12,7.65
Jan Paul van Hecke,DF,Brighton,8,3,295,3.3,0,0,0,0,0,0,0.61,0,0.18,0.18,0,0.18,0.91,6.36,0
Hwang Hee-chan,"FW,MF",Wolves,27,12,1130,12.6,0.24,0.08,0.32,0.24,0,0,0.08,0,0.23,0.23,0.09,0.32,1.98,2.38,4.76
Dean Henderson,GK,Nott'ham Forest,18,18,1620,18,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0
Jordan Henderson,MF,Liverpool,35,23,2074,23,0,0.09,0.09,0,0,0,0.09,0,0.06,0.06,0.14,0.2,1.61,8.22,3.91
Wayne Hennessey,GK,Nott'ham Forest,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Henry,DF,Brentford,37,37,3238,36,0,0.06,0.06,0,0,0,0.11,0,0.04,0.04,0.08,0.12,1.53,2.97,3.08
Son Heung-min,"MF,FW",Tottenham,36,33,2888,32.1,0.31,0.19,0.5,0.31,0,0,0.06,0,0.31,0.31,0.2,0.52,2.55,2.46,6.11
Aaron Hickey,DF,Brentford,26,23,1916,21.3,0,0.05,0.05,0,0,0,0.33,0,0.02,0.02,0.02,0.04,1.92,3.8,2.21
Jack Hinshelwood,FW,Brighton,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joseph Hodge,MF,Wolves,6,1,175,1.9,0,0,0,0,0,0,0.53,0,0.16,0.16,0.05,0.16,0.53,4.21,2.63
Rob Holding,DF,Arsenal,14,6,566,6.3,0.16,0,0.16,0.16,0,0,0,0,0.05,0.05,0,0.05,0.48,3.81,0.32
Mason Holgate,DF,Everton,8,5,507,5.6,0,0,0,0,0,0,0.54,0.18,0.18,0.18,0.07,0.25,0.71,2.5,0.89
Will Hughes,MF,Crystal Palace,27,7,842,9.4,0.11,0.11,0.21,0.11,0,0,0.43,0,0.03,0.03,0.1,0.13,1.49,3.4,2.45
Omari Hutchinson,FW,Chelsea,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,6.67
Pierre Højbjerg,MF,Tottenham,35,35,3131,34.8,0.11,0.14,0.26,0.11,0,0,0.14,0,0.06,0.06,0.09,0.15,1.32,6.75,1.9
Kelechi Iheanacho,"FW,MF",Leicester City,28,11,1127,12.5,0.4,0.4,0.8,0.32,0.08,0.08,0,0,0.57,0.5,0.32,0.83,2.64,2.16,7.92
Danny Ings,FW,West Ham,17,7,775,8.6,0.23,0.23,0.47,0.23,0,0,0.12,0,0.35,0.35,0.12,0.47,1.05,1.4,5.12
Danny Ings,FW,Aston Villa,18,8,824,9.2,0.65,0,0.65,0.43,0.22,0.22,0.33,0,0.58,0.41,0.13,0.54,1.63,1.3,5
Alexander Isak,FW,Newcastle Utd,22,17,1522,16.9,0.59,0.06,0.65,0.47,0.12,0.12,0.18,0,0.49,0.4,0.13,0.53,2.43,2.84,7.22
Daniel Iversen,GK,Leicester City,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,"MF,FW",Everton,38,38,3378,37.5,0.05,0.19,0.24,0.05,0,0,0.05,0,0.07,0.07,0.16,0.23,2.4,5.17,3.87
Daniel James,FW,Leeds United,4,2,198,2.2,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0.27,2.73,1.36,4.09
Daniel James,FW,Fulham,20,5,621,6.9,0.29,0.14,0.43,0.29,0,0,0,0,0.25,0.25,0.1,0.36,3.48,2.17,6.96
Reece James,"DF,MF",Chelsea,16,14,1244,13.8,0.07,0.07,0.14,0.07,0,0,0.29,0,0.07,0.07,0.22,0.29,3.77,6.52,8.33
Vitaly Janelt,"MF,DF",Brentford,35,24,2208,24.5,0.12,0.04,0.16,0.12,0,0,0.12,0,0.1,0.1,0.06,0.16,0.57,3.35,1.14
Pontus Jansson,DF,Brentford,12,9,724,8,0.13,0,0.13,0.13,0,0,0,0,0.04,0.04,0,0.04,0.13,1.75,0
Mathias Jensen,MF,Brentford,37,37,2803,31.1,0.16,0.19,0.35,0.16,0,0,0.16,0,0.07,0.07,0.16,0.23,0.68,4.53,2.48
Gabriel Jesus,FW,Arsenal,26,24,2064,22.9,0.48,0.26,0.74,0.44,0.04,0.04,0.26,0,0.61,0.58,0.17,0.75,1.92,2.79,8.47
Raúl Jiménez,FW,Wolves,15,8,846,9.4,0,0.11,0.11,0,0,0,0,0,0.28,0.28,0.18,0.46,0.53,1.49,4.79
Joelinton,"MF,FW",Newcastle Utd,32,30,2661,29.6,0.2,0.03,0.24,0.2,0,0,0.41,0,0.24,0.24,0.08,0.32,2.16,4.39,5.07
Ben Johnson,DF,West Ham,17,9,866,9.6,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.03,1.56,3.85,2.29
Brennan Johnson,"FW,MF",Nott'ham Forest,38,33,2934,32.6,0.25,0.09,0.34,0.21,0.03,0.09,0.18,0,0.26,0.19,0.1,0.29,2.7,0.92,4.75
Sam Johnstone,GK,Crystal Palace,9,9,810,9,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0
Curtis Jones,MF,Liverpool,18,12,1035,11.5,0.26,0.09,0.35,0.26,0,0,0.17,0,0.1,0.1,0.1,0.2,2.7,6,6.52
Jorginho,MF,Arsenal,14,9,855,9.5,0,0.11,0.11,0,0,0,0,0,0.02,0.02,0.02,0.04,1.58,10.4,0.84
Jorginho,MF,Chelsea,18,15,1279,14.2,0.14,0,0.14,0,0.14,0.14,0.28,0,0.12,0.01,0.03,0.04,0.92,5.63,0.7
Mateo Joseph,"FW,MF",Leeds United,3,0,26,0.3,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0,6.67
Diogo Jota,FW,Liverpool,22,12,1131,12.6,0.56,0.32,0.87,0.56,0,0,0.16,0,0.52,0.52,0.17,0.68,2.7,2.38,8.25
Hamed Junior Traorè,"FW,MF",Bournemouth,7,5,427,4.7,0,0,0,0,0,0,0,0,0.19,0.19,0.23,0.45,4.04,5.53,4.47
James Justin,DF,Leicester City,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.04,1.44,3.38,3.6
Mathias Jørgensen,DF,Brentford,18,11,1103,12.3,0,0,0,0,0,0,0.16,0,0.07,0.07,0.02,0.09,0.08,2.85,0.08
Sasa Kalajdzic,FW,Wolves,1,1,45,0.5,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,2
Boubacar Kamara,MF,Aston Villa,24,21,1777,19.7,0,0.05,0.05,0,0,0,0.2,0,0.01,0.01,0.04,0.05,0.81,4.26,0.41
Harry Kane,FW,Tottenham,38,38,3405,37.8,0.79,0.08,0.87,0.66,0.13,0.16,0.16,0,0.57,0.44,0.19,0.63,1.59,4.76,5.11
N'Golo Kanté,MF,Chelsea,7,6,518,5.8,0,0.17,0.17,0,0,0,0.17,0,0.05,0.05,0.33,0.38,3.28,5.86,6.21
Michael Keane,DF,Everton,12,10,985,10.9,0.09,0.18,0.28,0.09,0,0,0,0,0.12,0.12,0.06,0.19,0.18,2.84,0.37
Neeskens Kebano,FW,Fulham,17,9,764,8.5,0,0.35,0.35,0,0,0,0,0,0.06,0.06,0.18,0.24,4.59,2.82,8
Thilo Kehrer,DF,West Ham,27,25,2230,24.8,0,0.08,0.08,0,0,0,0.16,0,0.02,0.02,0.02,0.04,0.6,2.42,1.17
Naby Keïta,MF,Liverpool,8,3,293,3.3,0,0,0,0,0,0,0.3,0,0.18,0.18,0.21,0.42,1.52,4.55,6.36
Caoimhín Kelleher,GK,Liverpool,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd Kelly,DF,Bournemouth,23,23,2040,22.7,0,0.09,0.09,0,0,0,0.13,0,0.01,0.01,0.02,0.03,0.62,2.07,0.44
Max Kilman,DF,Wolves,37,37,3307,36.7,0,0,0,0,0,0,0.08,0,0.04,0.04,0.01,0.04,0.82,3.46,0.14
Jakub Kiwior,DF,Arsenal,7,5,427,4.7,0.21,0,0.21,0.21,0,0,0,0,0.02,0.02,0,0.02,0,1.28,1.28
Mateusz Klich,"MF,FW",Leeds United,14,0,280,3.1,0,0,0,0,0,0,0.65,0,0.06,0.06,0.06,0.13,1.61,5.16,6.77
Robin Koch,DF,Leeds United,36,36,3175,35.3,0,0,0,0,0,0,0.2,0,0.04,0.04,0.01,0.05,0.31,3.23,0.31
Ibrahima Konaté,DF,Liverpool,18,17,1552,17.2,0,0,0,0,0,0,0.29,0,0.07,0.07,0.01,0.08,0.41,3.26,0.29
Ezri Konsa,DF,Aston Villa,38,37,3322,36.9,0,0,0,0,0,0,0.16,0,0.03,0.03,0.04,0.06,0.19,1.52,0.3
Kalidou Koulibaly,DF,Chelsea,23,20,1800,20,0.1,0.05,0.15,0.1,0,0,0.35,0.05,0.04,0.04,0.02,0.07,0.5,4.05,0.2
Cheikhou Kouyaté,MF,Nott'ham Forest,21,10,882,9.8,0.1,0,0.1,0.1,0,0,0.31,0,0.04,0.04,0.07,0.11,0.61,1.94,1.43
Mateo Kovačić,MF,Chelsea,27,17,1707,19,0.05,0.11,0.16,0.05,0,0,0.42,0,0.09,0.09,0.11,0.21,1.95,8.05,1.58
Emil Krafth,DF,Newcastle Utd,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Kulusevski,"MF,FW",Tottenham,30,23,2067,23,0.09,0.3,0.39,0.09,0,0,0.09,0,0.11,0.11,0.2,0.31,3.78,2.91,8.48
Layvin Kurzawa,DF,Fulham,3,2,135,1.5,0,0,0,0,0,0,0.67,0,0,0,0,0,0.67,1.33,1.33
Adam Lallana,"MF,FW",Brighton,16,12,722,8,0.25,0.13,0.38,0.25,0,0,0,0,0.11,0.11,0.13,0.24,1.25,4.13,5.38
Tariq Lamptey,DF,Brighton,20,3,453,5,0,0,0,0,0,0,0.2,0,0.04,0.04,0.04,0.08,5.6,5.2,11.6
Manuel Lanzini,"MF,FW",West Ham,10,2,252,2.8,0.36,0,0.36,0.36,0,0,0,0,0.18,0.18,0.07,0.25,0.71,6.79,2.14
Aymeric Laporte,DF,Manchester City,12,11,993,11,0,0,0,0,0,0,0,0,0.05,0.05,0.02,0.06,2.73,7.73,1
Juan Larios,DF,Southampton,5,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,5.88,2.35,0.59
Jamaal Lascelles,DF,Newcastle Utd,7,2,218,2.4,0,0,0,0,0,0,1.67,0,0.04,0.04,0,0.04,0,1.25,0
Roméo Lavia,MF,Southampton,29,26,2221,24.7,0.04,0,0.04,0.04,0,0,0.36,0,0.02,0.02,0.02,0.04,0.89,4.13,0.57
Dexter Lembikisa,DF,Wolves,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,6.67,10,10
Mario Lemina,MF,Wolves,19,17,1299,14.4,0,0.07,0.07,0,0,0,0.28,0.07,0.02,0.02,0.02,0.04,0.42,2.92,0.63
Clément Lenglet,DF,Tottenham,26,24,2019,22.4,0,0.09,0.09,0,0,0,0.18,0,0.04,0.04,0.03,0.07,1.47,3.79,0.31
Bernd Leno,GK,Fulham,36,36,3240,36,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
Jefferson Lerma,MF,Bournemouth,37,37,3252,36.1,0.14,0,0.14,0.14,0,0,0.19,0,0.07,0.07,0.06,0.14,0.61,3.93,0.83
Jamal Lewis,"DF,FW",Newcastle Utd,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Rico Lewis,"DF,MF",Manchester City,14,10,903,10,0,0,0,0,0,0,0.1,0,0.02,0.02,0.15,0.17,2.2,4.8,2.6
Keane Lewis-Potter,"FW,MF",Brentford,10,3,321,3.6,0,0.28,0.28,0,0,0,0,0,0.14,0.14,0.33,0.47,2.22,1.67,10.8
Victor Lindelöf,DF,Manchester Utd,20,14,1365,15.2,0,0,0,0,0,0,0.07,0,0.02,0.02,0.01,0.03,0.2,2.37,0.07
Jesse Lingard,"FW,MF",Nott'ham Forest,17,12,923,10.3,0,0,0,0,0,0,0.1,0,0.1,0.1,0.07,0.17,1.07,3.2,3.69
Valentino Livramento,"DF,FW",Southampton,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Llorente,DF,Leeds United,8,7,649,7.2,0,0,0,0,0,0,0.14,0,0.1,0.1,0,0.1,0.28,3.75,0.14
Hugo Lloris,GK,Tottenham,25,25,2205,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renan Lodi,DF,Nott'ham Forest,28,26,2214,24.6,0,0.04,0.04,0,0,0,0.28,0,0.04,0.04,0.05,0.09,0.98,1.26,2.85
Ruben Loftus-Cheek,"MF,DF",Chelsea,25,19,1536,17.1,0,0.06,0.06,0,0,0,0.06,0,0.05,0.05,0.09,0.14,3.27,5.26,5.03
Sean Longstaff,MF,Newcastle Utd,33,28,2518,28,0.04,0.14,0.18,0.04,0,0,0.07,0,0.13,0.13,0.12,0.25,0.75,4.14,4.11
Jamal Lowe,"MF,FW",Bournemouth,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Douglas Luiz,MF,Aston Villa,37,33,2927,32.5,0.18,0.18,0.37,0.18,0,0,0.18,0.03,0.09,0.09,0.14,0.22,1.48,4.55,1.08
Saša Lukić,MF,Fulham,12,4,412,4.6,0,0,0,0,0,0,0.22,0,0.02,0.02,0,0.02,1.74,2.83,1.09
Lyanco,DF,Southampton,21,11,1180,13.1,0.08,0.08,0.15,0.08,0,0,0.31,0,0.05,0.05,0.04,0.08,0.99,2.67,0.31
Alexis Mac Allister,MF,Brighton,35,31,2886,32.1,0.31,0.06,0.37,0.12,0.19,0.19,0.25,0,0.38,0.23,0.13,0.36,2.15,5.42,2.4
James Maddison,"MF,FW",Leicester City,30,28,2480,27.6,0.36,0.33,0.69,0.33,0.04,0.07,0.36,0,0.32,0.24,0.34,0.58,2.79,5.47,5.62
Noni Madueke,FW,Chelsea,12,7,643,7.1,0.14,0,0.14,0.14,0,0,0,0,0.13,0.13,0.07,0.21,6.76,5.07,14.1
Harry Maguire,DF,Manchester Utd,16,8,767,8.5,0,0,0,0,0,0,0.47,0,0.04,0.04,0,0.05,0.94,3.06,0.47
Riyad Mahrez,"FW,MF",Manchester City,30,22,1920,21.3,0.23,0.47,0.7,0.19,0.05,0.05,0.09,0,0.26,0.23,0.33,0.55,3.66,3.57,11.4
Kobbie Mainoo,MF,Manchester Utd,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10
Ainsley Maitland-Niles,"DF,MF",Southampton,22,13,1407,15.6,0,0,0,0,0,0,0.19,0,0,0,0.04,0.04,0.96,3.65,2.24
Tyrell Malacia,DF,Manchester Utd,22,14,1396,15.5,0,0,0,0,0,0,0.39,0,0.01,0.01,0.05,0.06,1.23,2.84,2.13
Orel Mangala,MF,Nott'ham Forest,27,20,1550,17.2,0.06,0.06,0.12,0.06,0,0,0.17,0,0.03,0.03,0.02,0.05,0.81,2.5,0.47
Javier Manquillo,DF,Newcastle Utd,4,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2.5
Sekou Mara,"FW,MF",Southampton,22,4,555,6.2,0.16,0.32,0.48,0.16,0,0,0.16,0,0.16,0.16,0.13,0.29,1.13,1.13,4.35
Solly March,"FW,DF",Brighton,33,31,2715,30.2,0.23,0.23,0.46,0.23,0,0,0.07,0,0.27,0.27,0.28,0.55,3.64,4.47,11.8
Emiliano Marcondes,MF,Bournemouth,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Marquinhos,MF,Arsenal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Martial,FW,Manchester Utd,21,11,978,10.9,0.55,0.18,0.73,0.46,0.09,0.09,0,0,0.57,0.5,0.13,0.63,1.65,3.21,7.98
Gabriel Martinelli,FW,Arsenal,36,34,2789,31,0.48,0.16,0.65,0.48,0,0,0.1,0,0.3,0.3,0.29,0.59,4,3.03,11.3
Emiliano Martínez,GK,Aston Villa,36,36,3139,34.9,0,0,0,0,0,0,0.2,0,0,0,0.01,0.01,0,0,0
Lisandro Martínez,DF,Manchester Utd,27,24,2114,23.5,0.04,0,0.04,0.04,0,0,0.26,0,0.02,0.02,0.01,0.03,0.51,3.53,0.09
Pape Matar Sarr,"MF,FW",Tottenham,11,2,218,2.4,0,0.42,0.42,0,0,0,0.42,0,0.04,0.04,0.13,0.17,0.42,5.42,0
Jean-Philippe Mateta,FW,Crystal Palace,29,6,770,8.6,0.23,0,0.23,0.23,0,0,0.35,0,0.4,0.4,0.07,0.47,1.05,0.7,5
Joël Matip,DF,Liverpool,14,12,1092,12.1,0.08,0,0.08,0.08,0,0,0.25,0,0.06,0.06,0.02,0.08,2.31,4.88,0.17
Neal Maupay,FW,Everton,27,11,1118,12.4,0.08,0,0.08,0.08,0,0,0.32,0,0.39,0.39,0.05,0.44,0.65,0.89,4.92
Kevin Mbabu,"DF,FW",Fulham,6,1,144,1.6,0,0.63,0.63,0,0,0,0.63,0,0,0,0.25,0.25,2.5,5,6.88
Bryan Mbeumo,FW,Brentford,38,36,2906,32.3,0.28,0.25,0.53,0.25,0.03,0.03,0.15,0,0.3,0.28,0.24,0.51,2.04,2.72,7.28
James McArthur,MF,Crystal Palace,4,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0
Alex McCarthy,GK,Southampton,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McGinn,"MF,FW",Aston Villa,34,30,2693,29.9,0.03,0.1,0.13,0.03,0,0,0.23,0,0.08,0.08,0.09,0.17,1.14,4.68,2.21
Scott McKenna,DF,Nott'ham Forest,20,19,1571,17.5,0,0,0,0,0,0,0.23,0,0.01,0.01,0.06,0.06,0.29,2,0.11
Weston McKennie,MF,Leeds United,19,16,1437,16,0,0.06,0.06,0,0,0,0.44,0,0.05,0.05,0.04,0.09,0.88,5.13,2.06
Dwight McNeil,"FW,MF",Everton,36,28,2498,27.8,0.25,0.11,0.36,0.25,0,0,0.18,0,0.13,0.13,0.22,0.35,2.73,2.48,4.6
Scott McTominay,MF,Manchester Utd,24,10,1160,12.9,0.08,0,0.08,0.08,0,0,0.62,0,0.15,0.15,0.05,0.19,1.55,2.56,1.47
Ben Mee,DF,Brentford,37,37,3269,36.3,0.08,0.03,0.11,0.08,0,0,0.06,0,0.09,0.09,0.04,0.12,0.22,2.31,0.39
Edouard Mendy,GK,Chelsea,10,9,855,9.5,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0
Nampalys Mendy,MF,Leicester City,19,7,757,8.4,0.12,0,0.12,0.12,0,0,0.12,0,0.01,0.01,0,0.02,0.24,3.33,0.48
Chris Mepham,DF,Bournemouth,26,24,2199,24.4,0,0,0,0,0,0,0.29,0,0.03,0.03,0.01,0.04,0.08,1.72,0.04
Illan Meslier,GK,Leeds United,34,34,3060,34,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0
Alex Mighten,FW,Nott'ham Forest,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Lewis Miley,MF,Newcastle Utd,1,0,15,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0
Luka Milivojević,MF,Crystal Palace,18,5,512,5.7,0,0,0,0,0,0,0.35,0,0.05,0.05,0.04,0.09,0.35,3.51,0.35
James Milner,"MF,DF",Liverpool,31,7,913,10.1,0,0.1,0.1,0,0,0,0.2,0,0.04,0.04,0.09,0.13,2.08,6.93,7.72
Yerry Mina,DF,Everton,7,7,594,6.6,0.3,0,0.3,0.3,0,0,0.3,0,0.23,0.23,0.02,0.24,0.15,1.97,0.45
Tyrone Mings,DF,Aston Villa,35,35,3150,35,0.03,0.06,0.09,0.03,0,0,0.2,0,0.03,0.03,0.04,0.07,0.57,3.17,0.2
Tyrick Mitchell,DF,Crystal Palace,36,34,2891,32.1,0,0.06,0.06,0,0,0,0.16,0.03,0.02,0.02,0.04,0.06,0.72,3.3,2.8
Kaoru Mitoma,"FW,MF",Brighton,33,24,2318,25.8,0.27,0.19,0.47,0.27,0,0,0,0,0.31,0.31,0.25,0.56,5.54,3.49,10.1
Aleksandar Mitrović,FW,Fulham,24,23,2008,22.3,0.63,0.04,0.67,0.45,0.18,0.36,0.31,0,0.67,0.39,0.1,0.49,1.08,1.97,4.35
Kieffer Moore,FW,Bournemouth,27,12,1279,14.2,0.28,0,0.28,0.28,0,0,0.07,0,0.31,0.31,0.02,0.33,0.7,1.62,3.94
Andrew Moran,FW,Brighton,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Álex Moreno,DF,Aston Villa,19,14,1329,14.8,0,0.2,0.2,0,0,0,0.2,0,0.04,0.04,0.2,0.25,4.39,2.5,8.24
Mason Mount,"MF,FW",Chelsea,24,20,1648,18.3,0.16,0.11,0.27,0.16,0,0,0.22,0,0.11,0.11,0.16,0.27,2.62,5.36,6.23
Lucas Moura,"MF,DF",Tottenham,15,0,153,1.7,0.59,0,0.59,0.59,0,0,0,0.59,0.29,0.29,0.18,0.53,2.35,7.65,8.82
