Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Luke Ayling,DF,Leeds United,26,26,2272,25.2,2,2,4,2,0,0,4,1,1.2,1.2,1.8,3.1,45,135,51
César Azpilicueta,DF,Chelsea,27,24,2070,23,1,2,3,1,0,0,3,0,0.9,0.9,1.8,2.6,49,138,132
Daniel Bachmann,GK,Watford,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Bailey,"FW,MF",Aston Villa,18,7,761,8.5,1,2,3,1,0,0,3,0,1.5,1.5,0.8,2.3,34,24,61
Eric Bailly,DF,Manchester Utd,4,3,217,2.4,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0
Folarin Balogun,FW,Arsenal,2,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,4
Patrick Bamford,FW,Leeds United,9,7,559,6.2,2,2,4,2,0,0,2,0,3,3,1.1,4,8,12,24
Shandon Baptiste,MF,Brentford,22,9,910,10.1,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.3,14,35,29
Ross Barkley,"MF,FW",Chelsea,6,1,179,2,1,0,1,1,0,0,0,0,1,1,0.5,1.5,14,14,17
Ashley Barnes,FW,Burnley,23,8,808,9,1,0,1,0,1,1,4,0,2.1,1.4,0.9,2.2,5,17,47
Harvey Barnes,"FW,MF",Leicester City,32,24,2101,23.3,6,10,16,6,0,0,2,0,5.6,5.6,4.6,10.2,107,59,237
Lewis Bate,MF,Leeds United,3,1,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Mads Bech Sørensen,DF,Brentford,11,9,835,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,9,20,4
Jan Bednarek,DF,Southampton,31,30,2629,29.2,4,0,4,4,0,0,10,0,2.2,2.2,0.4,2.6,0,61,5
Donny van de Beek,MF,Manchester Utd,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4
Donny van de Beek,MF,Everton,7,5,483,5.4,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.1,3,20,10
Asmir Begović,GK,Everton,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saïd Benrahma,"FW,MF",West Ham,32,26,2168,24.1,8,6,14,8,0,0,0,0,4.8,4.8,3.7,8.5,73,73,222
Rodrigo Bentancur,MF,Tottenham,17,16,1361,15.1,0,4,4,0,0,0,5,0,0.8,0.8,2.6,3.4,20,76,11
Christian Benteke,FW,Crystal Palace,25,11,1145,12.7,4,1,5,4,0,0,3,0,4.9,4.9,1.3,6.2,15,24,79
Jóhann Berg Guðmundsson,MF,Burnley,18,13,1102,12.2,0,1,1,0,0,0,2,0,1.6,1.6,0.5,2,27,16,75
Steven Bergwijn,"FW,MF",Tottenham,25,4,565,6.3,3,1,4,3,0,0,1,0,2.5,2.5,0.9,3.5,26,17,53
Ryan Bertrand,DF,Leicester City,4,4,337,3.7,0,0,0,0,0,0,1,0,0,0,0,0,2,17,8
Mads Bidstrup,MF,Brentford,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,MF,Brighton,26,25,2111,23.5,1,2,3,1,0,0,10,0,0.9,0.9,0.8,1.7,40,92,16
Willy Boly,DF,Wolves,10,10,900,10,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,6,20,0
Jarrod Bowen,FW,West Ham,36,34,2983,33.1,12,10,22,12,0,0,6,0,11.9,11.9,6.1,18,74,66,204
Jarrad Branthwaite,DF,Everton,6,4,388,4.3,1,0,1,1,0,0,0,1,0.5,0.5,0,0.5,1,12,0
Armando Broja,FW,Southampton,32,21,1975,21.9,6,0,6,6,0,0,2,0,5.9,5.9,1,6.9,56,29,114
Josh Brownhill,MF,Burnley,35,32,2955,32.8,2,3,5,2,0,0,10,0,1.4,1.4,2.6,3.9,18,106,37
Lewis Brunt,MF,Leicester City,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Emi Buendía,"MF,FW",Aston Villa,35,22,1899,21.1,4,6,10,4,0,0,1,0,3.4,3.4,5.8,9.1,40,117,84
Dan Burn,DF,Newcastle Utd,16,16,1440,16,0,1,1,0,0,0,4,0,0.7,0.7,0.4,1.1,6,31,2
Dan Burn,DF,Brighton,13,12,1022,11.4,1,0,1,1,0,0,4,0,1.6,1.5,0.5,2,9,50,3
Jack Butland,GK,Crystal Palace,9,8,765,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Byram,DF,Norwich City,15,11,1027,11.4,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.9,11,23,16
Willy Caballero,GK,Southampton,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moisés Caicedo,MF,Brighton,8,8,660,7.3,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,9,22,8
Dominic Calvert-Lewin,FW,Everton,17,15,1283,14.3,5,2,7,3,2,3,2,0,6.5,4.2,1.6,5.7,9,17,50
Chem Campbell,MF,Wolves,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
João Cancelo,DF,Manchester City,36,36,3227,35.9,1,7,8,1,0,0,7,0,4,4,5.4,9.3,125,357,270
Sergi Canós,"DF,FW",Brentford,31,25,2083,23.1,3,2,5,3,0,0,8,1,3,3,1.7,4.6,52,59,100
Todd Cantwell,"FW,MF",Norwich City,8,5,441,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,2,10,17
Matty Cash,DF,Aston Villa,38,38,3377,37.5,4,3,7,4,0,0,8,0,2.7,2.7,2.8,5.4,89,96,174
Timothy Castagne,DF,Leicester City,27,22,2127,23.6,1,0,1,1,0,0,1,0,0.7,0.7,1.5,2.2,32,72,115
Jonny Castro,DF,Wolves,13,10,1024,11.4,2,0,2,2,0,0,1,0,1,1,1.3,2.3,25,35,56
Craig Cathcart,DF,Watford,31,27,2396,26.6,0,1,1,0,0,0,3,0,0.2,0.2,1.2,1.4,6,52,0
Edinson Cavani,FW,Manchester Utd,15,7,766,8.5,2,1,3,2,0,0,0,0,3.4,3.4,1.2,4.7,2,9,32
Kayky Chagas,FW,Manchester City,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Trevoh Chalobah,DF,Chelsea,20,17,1449,16.1,3,1,4,3,0,0,2,0,1.1,1.1,0.3,1.4,24,88,14
Calum Chambers,DF,Arsenal,2,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,7,5
Calum Chambers,DF,Aston Villa,11,9,831,9.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,3,31,1
Daniel Chesters,MF,West Ham,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,DF,Chelsea,7,6,542,6,3,1,4,3,0,0,0,0,0.9,0.9,0.8,1.7,14,18,46
Chiquinho,"DF,FW",Wolves,8,1,208,2.3,0,3,3,0,0,0,0,0,0.6,0.6,0.7,1.3,10,7,35
Hamza Choudhury,"DF,MF",Leicester City,6,4,285,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1
Andreas Christensen,DF,Chelsea,19,17,1496,16.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,14,81,5
Carney Chukwuemeka,"MF,FW",Aston Villa,12,2,301,3.3,0,1,1,0,0,0,0,0,0.6,0.6,1,1.6,9,7,14
Ciaran Clark,DF,Newcastle Utd,13,12,1014,11.3,0,1,1,0,0,0,2,1,1.1,1.1,0.3,1.4,2,17,6
Tom Cleverley,MF,Watford,28,20,1616,18,0,2,2,0,0,0,2,0,0.7,0.7,2.1,2.8,8,64,40
Nathaniel Clyne,DF,Crystal Palace,16,15,1351,15,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,14,36,25
Conor Coady,DF,Wolves,38,38,3361,37.3,4,0,4,4,0,0,4,0,2.8,2.8,0.1,2.8,6,35,3
Séamus Coleman,DF,Everton,30,30,2656,29.5,1,0,1,1,0,0,4,0,1.2,1.2,0.8,2,40,96,77
Nathan Collins,DF,Burnley,19,18,1670,18.6,2,0,2,2,0,0,2,1,1.5,1.5,1.5,3,7,44,8
Aaron Connolly,"FW,MF",Brighton,4,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,1,7
Liam Cooper,DF,Leeds United,21,21,1814,20.2,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,46,2
Jack Cork,MF,Burnley,20,20,1670,18.6,1,0,1,1,0,0,4,0,0.7,0.7,0.3,1,12,46,12
Maxwel Cornet,"FW,MF",Burnley,26,21,1766,19.6,9,1,10,9,0,1,2,0,6.7,5.9,1.7,7.7,28,30,125
Hélder Costa,MF,Leeds United,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vladimír Coufal,DF,West Ham,28,25,2209,24.5,0,4,4,0,0,0,5,1,0.8,0.8,2.1,2.9,51,113,119
Philippe Coutinho,"MF,FW",Aston Villa,19,16,1329,14.8,5,3,8,5,0,0,0,0,3.8,3.8,2.9,6.7,48,94,62
Aaron Cresswell,DF,West Ham,31,31,2726,30.3,2,3,5,2,0,0,3,0,1.1,1.1,3.2,4.2,54,186,99
Charlie Cresswell,DF,Leeds United,5,1,141,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,4,0
Cucho,"FW,MF",Watford,25,11,1147,12.7,5,2,7,5,0,0,3,0,2.5,2.5,1.9,4.3,22,39,85
Marc Cucurella,DF,Brighton,35,35,3089,34.3,1,1,2,1,0,0,6,0,0.7,0.7,2.7,3.4,104,191,208
Luke Cundle,MF,Wolves,4,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,9,3
Patson Daka,FW,Leicester City,23,13,1159,12.9,5,3,8,5,0,0,2,0,4.2,4.2,2,6.1,10,17,66
Stuart Dallas,"DF,MF",Leeds United,34,34,2919,32.4,1,1,2,1,0,0,5,0,1.9,1.9,2.3,4.1,82,170,79
Diogo Dalot,DF,Manchester Utd,24,19,1801,20,0,0,0,0,0,0,4,0,0.6,0.6,1.2,1.7,53,105,75
Karl Darlow,GK,Newcastle Utd,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Josh Dasilva,"MF,FW",Brentford,9,2,257,2.9,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,10,11,10
Ben Davies,DF,Tottenham,29,28,2538,28.2,1,1,2,1,0,0,6,0,2.3,2.3,0.5,2.9,62,137,60
Tom Davies,MF,Everton,6,2,234,2.6,1,0,1,1,0,0,1,0,0.8,0.8,0,0.8,1,7,3
Keinan Davis,FW,Aston Villa,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Craig Dawson,DF,West Ham,34,30,2754,30.6,2,2,4,2,0,0,5,1,3,3,1,4,4,54,3
Kevin De Bruyne,MF,Manchester City,30,25,2201,24.5,15,8,23,15,0,0,2,0,5.7,5.7,10.4,16.1,84,204,175
Troy Deeney,FW,Watford,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,5
Liam Delap,FW,Manchester City,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fabian Delph,MF,Everton,11,8,662,7.4,0,0,0,0,0,0,2,0,0,0,0.1,0.1,2,34,3
Leander Dendoncker,MF,Wolves,30,21,1950,21.7,2,2,4,2,0,0,4,0,2.2,2.2,1.1,3.3,9,64,45
Emmanuel Dennis,"FW,MF",Watford,33,30,2581,28.7,10,6,16,10,0,0,9,1,7.3,7.3,4.1,11.3,90,61,172
Kiernan Dewsbury-Hall,MF,Leicester City,28,23,2105,23.4,1,2,3,1,0,0,4,0,1.2,1.2,2.7,3.9,82,132,98
Ibrahima Diallo,MF,Southampton,23,10,1023,11.4,0,2,2,0,0,0,1,0,0.4,0.4,1,1.5,17,57,20
Rúben Dias,DF,Manchester City,29,27,2402,26.7,2,4,6,2,0,0,5,0,2.7,2.7,3.2,5.9,33,139,4
Luis Díaz,FW,Liverpool,13,11,958,10.6,4,3,7,4,0,0,0,0,3.6,3.6,2.6,6.2,53,38,127
Eric Dier,DF,Tottenham,35,35,3071,34.1,0,0,0,0,0,0,1,0,1.2,1.2,1.1,2.3,13,103,6
Lucas Digne,DF,Aston Villa,16,16,1269,14.1,0,4,4,0,0,0,2,0,0.5,0.5,2.2,2.7,34,48,121
Lucas Digne,DF,Everton,13,13,1170,13,0,0,0,0,0,0,4,0,0.3,0.3,1.4,1.8,25,49,47
Issa Diop,DF,West Ham,13,10,963,10.7,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,4,14,1
Moussa Djenepo,MF,Southampton,12,5,457,5.1,0,0,0,0,0,0,3,0,1.5,1.5,0.3,1.8,20,18,30
Lewis Dobbin,"FW,MF",Everton,3,0,32,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
Matt Doherty,DF,Tottenham,15,9,875,9.7,2,4,6,2,0,0,0,0,2.5,2.5,2,4.5,29,24,80
Gabriel Dos Santos,DF,Arsenal,35,35,3063,34,5,0,5,5,0,0,8,1,3.2,3.2,0.7,3.9,12,110,9
Abdoulaye Doucouré,MF,Everton,30,29,2537,28.2,2,4,6,2,0,0,6,0,2.2,2.2,2,4.2,33,113,54
Kieran Dowell,"FW,MF",Norwich City,19,11,912,10.1,1,1,2,1,0,0,0,0,1.1,1.1,1.5,2.6,14,31,49
Cody Drameh,"DF,MF",Leeds United,3,1,128,1.4,0,0,0,0,0,0,1,0,0,0,0,0,3,6,3
Martin Dúbravka,GK,Newcastle Utd,26,26,2340,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shane Duffy,DF,Brighton,18,15,1436,16,1,0,1,1,0,0,7,0,1,1,0.2,1.2,3,41,3
Paul Dummett,DF,Newcastle Utd,3,2,198,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2
Lewis Dunk,DF,Brighton,29,29,2573,28.6,1,0,1,1,0,0,3,1,1.3,1.3,0.4,1.8,14,83,3
Ederson,GK,Manchester City,37,37,3330,37,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Odsonne Édouard,FW,Crystal Palace,28,18,1564,17.4,6,3,9,5,1,1,4,0,6.4,5.6,1.9,7.5,42,42,109
CJ Egan-Riley,DF,Manchester City,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Elanga,FW,Manchester Utd,21,14,1214,13.5,2,2,4,2,0,0,0,0,2.6,2.6,2.4,5.1,32,18,114
Harvey Elliott,MF,Liverpool,6,4,346,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.4,10,36,38
Mohamed Elneny,MF,Arsenal,14,8,806,9,0,2,2,0,0,0,1,0,0.2,0.2,0.4,0.6,5,43,2
Mohamed Elyounoussi,"MF,FW",Southampton,30,23,2042,22.7,4,2,6,4,0,0,4,0,5.5,5.5,2.3,7.8,59,81,124
Emerson,"DF,MF",Tottenham,31,26,2286,25.4,1,1,2,1,0,0,5,0,1.5,1.5,2.2,3.6,68,68,175
Christian Eriksen,MF,Brentford,11,10,939,10.4,1,4,5,1,0,0,1,0,1.3,1.3,3.5,4.8,21,82,22
Oghenekaro Etebo,MF,Watford,9,4,401,4.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,3,16,1
Jonny Evans,DF,Leicester City,18,16,1348,15,1,1,2,1,0,0,3,0,0.6,0.6,0.8,1.4,1,49,4
Eberechi Eze,"MF,FW",Crystal Palace,13,6,605,6.7,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,20,33,38
Łukasz Fabiański,GK,West Ham,37,37,3330,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Fabinho,MF,Liverpool,29,26,2314,25.7,5,1,6,3,2,2,7,0,3.9,2.4,1.3,3.7,18,134,37
Kiko Femenía,DF,Watford,27,26,2142,23.8,0,5,5,0,0,0,2,0,0.1,0.1,3.6,3.8,40,100,48
Evan Ferguson,MF,Brighton,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nathan Ferguson,DF,Crystal Palace,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes,MF,Manchester Utd,36,35,3111,34.6,10,6,16,10,0,2,10,0,9.7,8.1,9,17.1,78,237,190
Álvaro Fernández,GK,Brentford,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Federico Fernández,DF,Newcastle Utd,7,5,523,5.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0,12,1
Fernandinho,"MF,DF",Manchester City,19,10,964,10.7,2,1,3,2,0,0,1,0,1.6,1.6,1,2.5,16,81,11
Roberto Firmino,FW,Liverpool,20,10,990,11,5,4,9,5,0,0,3,0,4.7,4.7,1.7,6.4,27,40,100
Junior Firpo,"DF,MF",Leeds United,24,19,1711,19,0,2,2,0,0,0,11,0,0.9,0.9,1.9,2.8,36,111,72
Ashley Fletcher,FW,Watford,3,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,1,0,1
Phil Foden,FW,Manchester City,28,24,2128,23.6,9,5,14,9,0,0,1,0,9.4,9.4,6.3,15.7,71,98,248
Wesley Fofana,DF,Leicester City,7,7,630,7,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,10,28,1
Pablo Fornals,"FW,MF",West Ham,36,32,2795,31.1,6,3,9,6,0,0,4,0,4.6,4.6,6.3,10.9,49,191,200
Adam Forshaw,MF,Leeds United,22,17,1530,17,0,1,1,0,0,0,5,0,0.5,0.5,1,1.5,19,80,26
Marcus Forss,"FW,MF",Brentford,7,1,209,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,2,6,12
Fraser Forster,GK,Southampton,19,19,1710,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ben Foster,GK,Watford,26,26,2340,26,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0
Tariqe Fosu,DF,Brentford,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
Ryan Fraser,"FW,MF",Newcastle Utd,27,18,1465,16.3,2,3,5,2,0,0,3,0,2.7,2.7,2.1,4.7,35,34,86
Fred,MF,Manchester Utd,28,24,2028,22.5,4,4,8,4,0,0,5,0,1.3,1.3,2.2,3.5,17,138,41
Ryan Fredericks,DF,West Ham,7,3,307,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,4,6,14
Leo Fuhr Hjelde,"MF,DF",Leeds United,2,0,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
Conor Gallagher,MF,Crystal Palace,34,33,2845,31.6,8,3,11,8,0,0,10,0,6.3,6.3,3.1,9.4,42,94,118
Alejandro Garnacho,"FW,MF",Manchester Utd,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Gayle,"FW,DF",Newcastle Utd,8,0,38,0.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,0,0,4
Jean-Philippe Gbamin,MF,Everton,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
David de Gea,GK,Manchester Utd,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gelhardt,"FW,MF",Leeds United,20,5,746,8.3,2,2,4,2,0,0,4,0,3,3,1.6,4.6,17,15,55
Anwar El Ghazi,"FW,MF",Aston Villa,9,4,386,4.3,1,1,2,0,1,1,2,0,1.1,0.3,0.4,0.7,13,5,38
Anwar El Ghazi,"FW,MF",Everton,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Saman Ghoddos,"MF,DF",Brentford,17,4,536,6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,7,25,40
Dimitris Giannoulis,DF,Norwich City,18,14,1169,13,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,33,40,58
Morgan Gibbs-White,"DF,FW",Wolves,2,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,2
Ben Gibson,DF,Norwich City,28,28,2494,27.7,0,0,0,0,0,0,5,1,1.4,1.4,0.2,1.5,11,68,0
Bryan Gil,"FW,MF",Tottenham,9,0,94,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,17
Billy Gilmour,MF,Norwich City,24,21,1855,20.6,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.3,30,112,17
Ben Godfrey,DF,Everton,23,23,2029,22.5,0,0,0,0,0,0,6,0,1.4,1.4,0.8,2.2,23,67,26
André Gomes,MF,Everton,14,7,619,6.9,0,1,1,0,0,0,3,0,0.7,0.7,0.2,0.8,6,25,13
Toti Gomes,DF,Wolves,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,2,7,2
Joe Gomez,DF,Liverpool,8,4,331,3.7,0,1,1,0,0,0,2,0,0,0,0.8,0.8,11,36,29
Charlie Goode,DF,Brentford,6,4,450,5,0,0,0,0,0,0,3,0,0.1,0.1,1,1,5,18,9
Anthony Gordon,"MF,FW",Everton,35,25,2285,25.4,4,2,6,4,0,0,4,0,3.5,3.5,3.8,7.3,74,51,137
Kaide Gordon,FW,Liverpool,1,0,9,0.1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,0,3
Dan Gosling,MF,Watford,4,2,166,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0,0.3,2,4,5
Demarai Gray,"MF,FW",Everton,34,28,2338,26,5,4,9,5,0,0,3,0,4,4,3.6,7.6,93,59,169
Jack Grealish,FW,Manchester City,26,22,1914,21.3,3,3,6,3,0,0,3,0,5.3,5.3,6,11.3,153,100,267
Mason Greenwood,"FW,MF",Manchester Utd,18,16,1271,14.1,5,1,6,5,0,0,1,0,4.3,4.3,1.8,6.1,48,39,109
Sam Greenwood,"MF,FW",Leeds United,7,1,237,2.6,0,2,2,0,0,0,0,0,0.3,0.3,0.2,0.5,3,5,10
Pascal Groß,"MF,DF",Brighton,29,24,2038,22.6,2,4,6,2,0,1,1,0,2.9,2.1,5.5,7.7,39,149,141
Vicente Guaita,GK,Crystal Palace,30,30,2655,29.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Marc Guéhi,DF,Crystal Palace,36,36,3222,35.8,2,1,3,2,0,0,4,0,2.5,2.5,1.3,3.8,17,111,7
Bruno Guimarães,MF,Newcastle Utd,17,11,1034,11.5,5,1,6,5,0,0,4,0,3.1,3.1,1.1,4.2,18,54,15
İlkay Gündoğan,MF,Manchester City,27,20,1857,20.6,8,4,12,8,0,0,1,0,9,9,4.9,13.9,60,126,107
Angus Gunn,GK,Norwich City,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Hanley,DF,Norwich City,33,33,2897,32.2,1,0,1,1,0,0,2,0,2.1,2.1,0.9,3,2,27,3
Jack Harrison,"FW,MF",Leeds United,35,32,2639,29.3,8,1,9,8,0,0,3,0,4.4,4.4,3.2,7.6,120,89,234
Kortney Hause,DF,Aston Villa,7,4,397,4.4,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,2,14,3
Kai Havertz,"FW,MF",Chelsea,29,22,1809,20.1,8,3,11,8,0,0,3,0,8.7,8.7,2.2,10.9,64,62,203
Isaac Hayden,"MF,DF",Newcastle Utd,14,12,1002,11.1,1,0,1,1,0,0,5,0,0.4,0.4,0,0.5,3,15,10
Hwang Hee-chan,"FW,MF",Wolves,30,20,1816,20.2,5,1,6,5,0,0,2,0,4.4,4.4,1.3,5.8,66,57,114
Jordan Henderson,MF,Liverpool,35,29,2597,28.9,2,5,7,2,0,0,3,0,1.5,1.5,3.5,5,54,245,116
Jeff Hendrick,MF,Newcastle Utd,3,0,72,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,0,1
Wayne Hennessey,GK,Burnley,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0
