goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,blocks,xg,npxg,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_clean_sheets,gk_psxg,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_passed_completed_launched,gk_passes_launched,gk_passes,gk_passes_throws,gk_passes_length_avg,gk_goal_kicks,gk_goal_kicks_length_avg,match_id,date,season,competition_id,referee_id,home_team_id,away_team_id,home_goals,away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
-0.6315720161,-0.3494690591,-0.0081086164,-0.0375891313,-3.5909273314,-1.0090734498,0.6260703027,0.1112641215,0.2853743629,-0.5105494707,-0.4760840749,-2253.3875009883,-491.6918678899,-72.1523564775,-78.734632621,-54.0838558364,-62.9441465424,-10.9037040815,-17.6566493227,-0.506141448,-0.420453197,-3.5198005528,-10.5578899544,-2.3285031502,0.3554241979,-13.1111104661,-3.9685803576,-1.6780888404,-0.7079405417,-1.8797690413,-1.3808707746,-0.7855048236,-4.3551871399,0.9367488118,-0.651374449,1.8495145174,6.0001646469,-0.2024139698,-132.3222160656,1.5907864237,-3.0780308679,-88.7085203499,-41.9452762556,-6.8220377653,-132.2846269342,-2.7863236713,0.5813001268,-3.3652085214,-129.2749437626,-595.5875848576,-337.4958275267,-5.4314451781,-1.1824963497,-1.6931906445,1.637771538,-0.2299251759,-118.6373558932,-11.8967373748,-7.0761750837,-2.965455541,-1.3030954319,-0.6629104888,-0.9267087828,-0.5839316013,-0.6340732379,-1.1367251818,-0.795393276,-0.1039815503,-0.1898026744,-0.0049121916,-0.0366760427,-0.0059594469,-0.3622495589,-0.2210139153,-0.1444685547,-0.0024051941,0.5750393532,0.0047972172,0.0112616572,-0.00646444,0.0,0.0,-4.6869097834,-14.6568420279,-0.4946343317,-8.0377337563,-0.3380896205,0.0,m-01353,2021-02-03,2020-2021,x-00005,r-00025,t-00026,t-00032,0,2,8,9,1,5,5,2,17,10,3,1,0,0
-0.1168836901,-0.2769080877,-0.1420424565,-0.145389723,1.1184018129,-0.3868855821,-0.8125717755,-0.1164934811,-5.5256961799,0.0040421761,0.1202314487,15.8590694703,3.9470330695,-38.8904192556,-49.6371317835,33.3247911967,30.3987851949,-4.8659939396,-7.1094566677,-0.1128588147,-0.190612307,-0.271634499,-4.0530209427,0.5087183162,0.1336489549,1.4263719134,-2.2405612005,-3.2966135924,-1.0883385855,-0.4778803524,-0.6743422626,0.2083149853,-1.2129866026,-1.1284844755,-4.3972117044,-0.5376914294,-13.3463297514,0.3459229683,-75.0103894154,-4.4284478362,-0.7924606363,-58.2591251444,-18.0638035367,0.0668954462,-74.8657555728,-11.3184386638,-5.8778418786,-5.4360292698,-7.6507902884,-32.2020634734,133.8525586746,0.443587563,-2.2803913523,-0.7672205807,-5.1452614073,-5.8943999413,-36.202044884,-0.7818312539,0.6260502657,1.4885435816,-0.4902587931,-0.5983756532,0.5347845107,-0.5863266616,0.2776832812,-0.3667104086,-0.2801494745,-0.0817369455,-0.0073831196,-0.1039063145,0.1064654454,0.0,1.5373151646,0.2052245857,1.3353623029,0.1338212444,0.1226890249,0.0299451019,0.0962146846,-0.0059891208,-0.060280462,0.0,-8.2620819256,1.4077294975,3.3288299295,-8.1481427554,2.5373377661,0.0,m-01354,2021-02-03,2020-2021,x-00005,r-00014,t-00031,t-00025,1,2,16,10,7,6,7,1,12,12,2,3,0,0
0.3510300365,0.3578120581,0.1079294067,0.0066959572,-3.6441278532,0.2181906381,-0.7469885545,0.2081082389,-1.4847927161,0.0542818613,0.0489072667,-3479.9036906816,-836.9977600031,-109.0027718657,-110.2100218773,-90.9633974408,-91.84515324,-12.9472913987,-10.3637617197,0.0167607852,-0.3716532622,-3.0148105429,-17.8255824789,-2.0043127814,-0.3588572244,-17.636980039,-0.2978220548,-0.1151668957,1.0959291139,-1.4513140113,0.0575628426,0.6952629804,2.2972889144,1.1538526227,-2.6386453387,-2.812527518,1.2887340354,0.3148428342,-234.1318141687,1.8322317425,-49.1076247748,-107.3270121909,-74.3912698935,-7.6827987337,-234.1385101259,1.0622457057,2.04594485,-0.9831295083,-144.342211669,-769.8328658543,-496.5518709988,-8.6667177045,-2.7287338999,-0.4267628231,-1.7687832697,2.6946083537,-212.3340759192,-14.200419197,-6.3985686825,-8.0046450139,-0.6599124892,0.825375109,0.1131505732,1.1796923293,0.1477708092,0.8538350965,0.1926846275,0.1130609114,0.2465526594,0.2185820145,0.0784261464,0.0045287374,0.1101532594,-0.0243153527,0.2126126692,-0.2386408244,0.0473213337,-0.0625901595,-0.0709389002,0.0073873354,0.0009614053,0.0,3.8733798442,-5.3152955562,-0.2062006334,6.313486592,1.6401952597,0.0,m-01355,2021-02-04,2020-2021,x-00005,r-00001,t-00064,t-00018,0,1,7,18,2,2,2,7,20,14,2,3,0,0
-1.3850782364,-0.8688684176,0.0016275671,0.092575278,-2.8862362125,-2.0349325299,0.6440944517,0.1244460183,-2.114215538,-0.6409421708,-0.7145473827,21.3747335587,-93.00018743,-1.0399091312,-2.6883608882,15.6882257715,8.9557989636,-6.9992497494,-14.1089490598,-0.4515054576,-0.318116901,-0.7803414105,-2.775137352,-0.8672656593,-0.45817376,-2.5657099759,-0.8536860057,-0.8569595547,-1.8233531206,-0.1501913017,1.1198584165,-0.8644256982,-3.6378791395,0.7185160058,-2.8327315438,0.3313329086,2.9012961833,0.0541570233,29.021266567,-3.1058105273,25.3626863488,14.5199926994,-10.5715377525,-6.9339489431,28.928691289,2.9699813544,3.4225074744,-0.4412667567,12.2406042763,-63.076362607,-23.4739635918,-4.8411386656,-0.1230388764,-0.917912413,1.8695505658,0.5003083902,22.8010777943,-4.8134176267,-2.473759126,-0.7564098788,-0.4160170414,-0.3870299654,-0.4653032109,-0.3411883979,-0.1078106317,-2.2347827884,-1.5316357317,-0.1566857431,-0.2278456726,-0.1294830371,-0.1314869209,-0.057645683,-0.5125061567,-0.1528691493,-0.3087706003,-0.2951698773,-0.2595863614,-0.1101518963,-0.0505184433,-0.0587670459,-0.0008664071,0.0,-13.5546432632,-10.085251015,-0.5127115438,-23.4996518975,-3.429479933,0.0,m-01356,2021-02-06,2020-2021,x-00005,r-00012,t-00026,t-00069,0,0,20,8,2,1,7,3,11,10,1,2,0,1
0.3067118834,0.4500996608,-0.0060991145,0.0209421766,2.8899940814,1.7017097626,-0.2188486179,-0.5656004479,0.3185109066,0.001530693,-0.0155518721,161.3635134017,202.9483317171,-16.9678197688,-16.7378578984,-9.3190420259,-7.0152718485,11.2812332096,19.2191804769,0.2197453084,0.0756369235,2.3752959592,0.2507270249,-0.4205774204,1.6643686328,-2.8402450964,-3.5188777361,-2.5724949082,-1.2643788228,-1.7042839478,-0.5502149655,-2.4440401183,-4.0761698167,1.6556060044,-1.4536832508,1.3523135555,12.6990217886,0.1295335197,24.9193852311,12.366390997,37.3230377481,-16.3033222805,6.0605566599,-0.632594697,24.8984171166,3.4403521277,3.6956076454,-0.2566295136,0.1127538348,49.9889242992,17.671327726,0.1620425649,-2.4380493913,-0.3168322053,-1.9366043008,-4.5121296811,-12.0229791294,-6.1865263591,5.2971790449,2.0226003005,1.6294680219,-0.3277481953,0.7170420225,1.0044792446,0.2513376508,1.1320625157,0.5808189046,-0.0761808257,-0.2162123769,0.6306720998,0.1736481796,0.0393165344,-0.8953965771,-0.686743841,-0.2094408263,0.033954956,-0.7876398588,-0.1489067089,-0.1249984217,-0.0239082872,0.0,0.0,3.352471568,-3.5351299695,-0.4163199975,7.1157219383,3.0027710743,0.0,m-01357,2021-02-06,2020-2021,x-00005,r-00004,t-00040,t-00057,3,2,6,14,4,5,0,7,11,14,2,1,1,0
0.1346615444,-0.2834693645,-0.0967459277,-0.0885113576,0.8524743286,1.9424722945,-0.9254298344,-0.1981214334,0.2237595279,0.0969245756,0.1689209891,-4775.907517635,-1216.3575542107,-128.7731733508,-137.08022773,-133.7984715925,-143.2327972678,-16.6573358761,-22.9899264616,-0.1148765645,-0.2002919009,0.4746945424,-19.3097515662,-1.0109629695,0.0116668032,-22.7121152822,-1.0140510563,-1.7838183122,-1.0255888006,-0.6089609531,0.6204986974,-1.8057741487,-6.5030015715,0.111623827,0.1121357009,-1.402804628,-3.4746771982,0.0601377839,-314.0930825349,-32.4609581622,-119.4316924114,-151.4125414082,-41.1241334596,0.8343431814,-314.0045711772,-2.925939034,-1.435858639,-1.6130959841,-243.3632799696,-1318.3397567462,-860.7739463548,-10.1960872031,-4.5390761627,-1.5186575948,2.6571838158,-1.8983731802,-268.0275208213,-23.1373383911,-0.4501041805,0.437274336,0.1332973816,-0.6942900296,-0.5354458652,0.3752646843,-0.1662046878,-0.5117801204,0.2964001932,0.3307884496,-0.5486265491,-0.3634652005,-0.0829637809,-0.1439132326,-2.321136397,-0.9592668137,-1.7769042421,-0.0201193193,-0.7772173996,-0.1053234093,-0.2091160172,0.0034150022,0.0,0.0,-2.227995304,-16.4316221408,-4.4497037006,-17.2730054463,-5.4194599981,0.0,m-01358,2021-02-06,2020-2021,x-00005,r-00003,t-00003,t-00002,1,0,12,14,8,3,3,7,12,12,3,2,0,0
-0.2021705536,0.3045318576,0.0708712208,0.0634974337,-4.2250411402,-1.1385946542,1.3676537697,-0.1165701464,-0.147836012,-0.0761144672,-0.1267821409,-871.6611511361,73.2753134664,-35.1370061576,-38.519315141,-41.1424652319,-39.40802731,6.6522095054,22.3011485728,-0.2301104112,-0.2022963263,-3.8287881475,-3.7871918094,-2.0245956596,0.8372113889,-7.7563044875,1.0367821885,0.1061727724,-1.2911046823,2.6566570402,-0.3287701694,2.0793075749,2.5115598254,2.0376842178,-2.1855202298,-0.4027011957,5.1013458395,0.2847627137,-67.2726077541,-0.075909499,-30.8463888472,5.3639383838,-45.2561203009,-8.9880307456,-67.3388131008,-9.5592025283,-5.5921347538,-3.8845159582,-95.3509156017,-745.1796888439,-413.7962270935,-11.468491706,-5.0470462544,-4.0254377804,-2.7979299853,-2.6686748933,-89.9131225506,-21.2871964557,-6.9454360561,-5.6028008387,-0.1316985694,-0.8904282395,-0.7719634929,0.4142434306,0.0372116537,0.0778517051,-0.0117785799,0.0882990555,-0.2044947591,0.1703761143,0.0345916441,0.0008582302,2.5327600289,0.7313301599,1.7952382395,-0.0519847527,0.7748173549,-0.0573565826,0.0320893491,0.004476674,-0.0939226057,0.0,9.0179039653,3.3050315256,1.5556679106,18.013339753,2.1956238812,0.0,m-01359,2021-02-06,2020-2021,x-00005,r-00002,t-00014,t-00012,1,1,20,10,7,2,8,7,8,10,2,0,0,0
1.3188635879,0.6305403728,0.0762457165,0.2637238146,6.1519301391,2.5001844441,-0.4045781386,-0.0584448306,-4.6410953555,0.9265990048,0.7065134042,1077.5018912457,141.8395492993,40.6999108076,35.3786741153,31.5674911519,28.4189169188,3.3561005654,-10.5432435413,0.1464302045,0.18518907,4.0203729613,6.6789293422,3.2488736662,-0.1923177921,14.1492027857,-3.358222759,-2.4691493918,-1.6743960725,-1.2951819608,-0.3886447257,0.3901088797,-5.2389910788,-1.387580387,-3.2535149685,-1.0609011901,-12.8281657013,0.3090796057,14.4125808143,-24.9769958,-36.6894901839,-5.8847722489,54.2837165302,6.5077324875,14.1480500062,-6.1030371285,-2.8098441567,-3.2942885051,17.4532624705,271.1679617612,290.9579022573,5.338130426,3.7534979118,1.6022444837,-8.2341954078,-2.4991112214,57.75553266,15.6832478968,11.0364118507,9.6067749583,0.0004727293,0.0239274771,1.2664616542,0.2860250678,-0.1472500361,1.8104755031,1.1841902467,0.116794249,0.2194044635,0.1133290918,0.1218585026,0.0548989496,-1.8012917263,-0.519625864,-1.1679494142,0.1723058481,-0.6320238406,-0.1294501358,0.0109492331,-0.0817682996,-0.0586310694,0.0,-12.8467674206,-14.5452676636,-1.0235938998,-12.2757382052,-0.2404448155,0.0,m-01360,2021-02-06,2020-2021,x-00005,r-00007,t-00036,t-00025,3,3,14,6,5,3,5,1,14,10,2,1,0,0
0.4115449536,0.0758564811,-0.0063998106,-0.0785269291,-5.4845549096,-1.1579118543,0.4170576014,0.0083731104,-0.2153553401,-0.1128824476,-0.0500982431,-5864.7681342889,-1213.1266764112,-145.3323508668,-148.210371725,-175.07128425,-172.9360549532,-18.2438151319,-6.8850668127,-0.2086921283,-0.1651963156,-4.4051563592,-16.6900070511,-2.0866951083,-0.3755441442,-16.1104372812,0.3908833106,-0.8039362732,-0.1605407946,-0.1995794889,0.7510035942,1.3258683024,1.0603435627,1.8281181206,-2.0434734607,-0.1845907116,10.2105051152,-0.1192295663,-326.6824669433,-15.2042884122,-88.0893878439,-196.9487123954,-39.6453213147,-6.2243805647,-326.6039400143,-1.8166274061,-0.3487907615,-1.4690362273,-278.7682316555,-1492.2122276364,-899.0472801198,-13.0821595366,-6.8197030128,-1.8280295767,-1.9770210516,1.3596697835,-346.6751414033,-16.6488237159,-10.0902266206,-8.7361250167,-0.826308144,0.9800777081,-0.5211596893,-1.0073773051,0.0206658264,0.2540831737,-0.1449689206,0.0669062728,0.2685719211,0.1869263765,-0.1204884647,-0.0028640114,0.2798839665,-0.2736852419,0.4184351644,-0.2988395926,-0.212700023,-0.0683011056,-0.0781017789,0.0044003227,0.0054003507,0.0,8.1236211034,-15.9462355296,-3.1230983493,7.2264203072,-2.4985116621,0.0,m-01361,2021-02-07,2020-2021,x-00005,r-00008,t-00055,t-00018,1,2,8,9,3,3,1,8,8,8,1,0,0,0
-0.1994219693,-0.2780558904,0.0047024861,-0.0770172912,-0.0346997559,0.3215664014,0.1816635714,-0.1123478028,0.0884838015,-0.260679418,-0.1950106383,209.5689167765,-26.3574830777,-4.9825814386,-11.5905470668,-9.7745795041,-9.8672562107,10.8096783768,6.4594884459,-0.2398442166,-0.0029948134,-0.3412451689,0.9577167087,0.0594940282,1.4404091448,-2.4343695266,-3.5639813228,-2.3593877758,-1.2366916396,-1.1770179777,-1.1502717055,-1.1856891901,-2.8428631649,1.0851431497,-0.9966593482,-0.0351041663,-2.1427579965,0.6955474123,-20.0671605969,-6.8295479894,-28.6867249654,4.7872761428,2.4323342583,-1.3148520784,-19.9901433057,3.052874064,3.7759775817,-0.7262924351,-30.1156399182,51.0318210372,103.6107139422,6.3932735124,1.9302586091,-0.6433084899,3.8014703726,-0.4136034126,-4.1433101872,-0.7652982444,-0.1373562356,-0.0547080354,0.6288298598,-0.2710511731,-0.0660205388,-0.1637146365,-0.2106917117,0.1935063692,0.1338912553,0.0560796756,-0.3213949289,0.1032928804,0.2188303715,0.0028071154,0.2471525906,0.3494793424,0.0016316294,-0.2511919928,0.1620160307,0.2553086194,0.2229934176,0.0312326598,0.001082542,0.0,-3.8572218381,-11.6075467716,-1.7305830932,-0.5704862698,-0.2001095745,0.0,m-01362,2021-02-07,2020-2021,x-00005,r-00011,t-00071,t-00032,0,0,13,13,1,3,8,2,11,15,1,3,0,0
-0.019925541,-0.2275858367,-0.0385151159,-0.1960063133,1.7502676088,0.2651047508,-0.6180763609,0.0030515907,1.6657612928,-0.3314853511,-0.1851381311,1007.3963922801,605.079007258,-1.1502390335,5.4645650804,24.2657052166,32.1649868845,12.6060604885,29.4617419796,0.2035816574,0.2412727663,3.271065197,7.9129332027,5.7193275655,1.2229063367,9.1034380566,2.2088523881,1.3839751105,1.4732119945,0.4704574972,0.2651828963,0.4652411511,2.3175796465,0.205272389,1.4604889038,2.6566880826,2.9868508535,-0.1229921018,77.6328388331,10.2606797171,45.651482519,20.8438194777,12.7574550526,1.8356873526,77.8288451464,-1.9599585074,-0.8024234398,-1.1638343563,50.1603349433,61.311397381,-20.4048761174,-5.5252305366,0.616116823,-2.5527659468,3.3312010715,2.4905766248,26.0624852005,4.7007241572,4.4162414341,4.8877514876,-0.3479341599,-0.1140054897,-0.0682568129,0.2108092381,-0.1521228293,-0.5601066485,-0.3086009754,0.1334224392,0.0077486692,-0.2281620085,-0.0759177986,-0.0885969744,1.0730938268,0.1983471397,0.9058104306,-0.294045443,0.2600160485,0.232817008,0.095248635,-0.0036904028,0.1412587758,0.0,1.2647744746,8.5942946042,1.0159021403,4.7636957235,2.2183720475,0.0,m-01363,2021-02-07,2020-2021,x-00005,r-00014,t-00033,t-00035,1,4,8,8,3,5,6,1,13,8,2,1,0,0
0.3771778291,0.4151751092,-0.1151820618,-0.1164794995,6.5666151949,1.5635885813,-0.5477686025,0.1278229314,-4.8940055503,0.1799703683,0.2715448402,3543.4638293568,659.034755838,91.1579635443,95.7237852092,111.8355803228,109.4512969088,8.1683765839,-3.7020913383,0.3524263636,0.2447829749,3.4382351406,15.1260906629,2.5488702212,-0.0163945408,20.8014582187,-2.8804615974,-2.5827437313,-4.3541819042,0.956376598,0.5173437089,-0.0035875711,-2.6161094316,-3.0927968428,-1.8012087075,-3.3065735574,-11.5756081366,0.4574022042,187.1637881656,-8.9359188679,-0.5261117727,133.0900344457,56.3764560158,8.812727391,187.2802676651,5.7351285023,6.1935908215,-0.4607119874,180.7464289562,882.0192461126,456.1490548579,7.4947153738,7.8787917004,3.7358302138,-1.5896364081,0.7773026942,225.5354805979,21.988182562,10.0056449828,6.6165758207,-0.1463054154,0.9615792862,0.5826791998,1.7277011162,0.2634149753,0.094527991,0.2575368187,-0.0254393047,0.2628126263,-0.3316291389,-0.0758537174,0.0071007072,-1.9936263313,-0.7529186148,-1.2162188245,0.1658608465,-0.5734597354,0.134534163,0.1252991679,0.0082823128,0.0009526822,0.0,-11.7230481187,-1.0063729675,0.1939583754,-7.2871221574,-1.4046761582,0.0,m-01364,2021-02-07,2020-2021,x-00005,r-00019,t-00064,t-00068,2,0,13,4,6,1,8,0,16,12,1,2,0,0
0.1549071954,0.0338393565,0.1028623414,0.0986004667,3.0810096756,1.4340635099,0.2073906644,-0.0578832267,-1.4086115374,0.3545425429,0.2753305543,2592.3157437102,551.3311877674,21.8488447724,23.0467488722,92.5961529419,98.4462311917,10.5395801747,11.9766595941,0.2739744203,0.1778999686,2.6403862048,8.5750754002,3.6881218926,1.1891989248,14.1512864638,0.9756599582,0.9150241126,0.0178420261,0.6147731575,0.3430447746,-0.6745581606,-0.1306752536,-0.47185853,-0.9367530074,1.1149499888,-7.5663223836,0.3476914106,126.4824102984,10.7894257875,41.6727354749,54.7396187211,29.5576341238,4.6261631195,126.3838098318,-5.0915794202,-1.2697843618,-3.8217950585,109.9875923101,716.5290941183,563.7781214926,6.7323994854,1.7235950022,-0.6028989968,1.9042918715,-3.1398019462,118.7470148952,10.0302416738,6.0448862292,5.3858862556,0.6424606636,-0.2526814724,0.2855964321,-0.4142761667,0.3979005171,0.249787663,0.5852046811,-0.1880298403,-0.0556513343,0.0026509685,-0.0879735788,-0.0064132333,0.6010940007,0.2058620231,0.4635455535,0.0097550936,0.1956523246,0.0807923199,0.0861116283,-0.0012896258,-0.0040296826,0.0,-8.8044814942,8.6683692362,3.3412632759,-9.6821285497,0.5397264066,0.0,m-01365,2021-02-08,2020-2021,x-00005,r-00001,t-00031,t-00022,2,0,17,8,7,3,5,3,7,8,0,2,0,0
-0.2397775346,-0.3356339086,0.0660776361,0.0415369894,0.6107138885,-1.9688989799,0.1343634442,0.1212208398,0.0918131267,0.032012436,0.0054337624,976.4523178833,256.9196269805,14.4809229195,16.096192921,27.6907437687,35.300891791,4.1516436991,4.9676544656,0.3357644863,0.5894864344,2.3376221031,-0.0353056884,4.6521006836,0.7045278486,8.8504199682,6.0399812514,2.1257015322,1.8446233004,1.7041105412,2.4912474098,2.4456211596,5.7534910862,-2.4247348193,2.516547946,2.0042874872,-4.4131309266,-0.1002634099,60.0337670329,-5.8627660662,11.1430344627,31.0135450207,18.7588595862,6.4560414938,59.9949858354,-0.1791185879,0.5892182356,-0.6805596236,49.3839705863,257.5977461661,198.4421892078,4.0745016415,3.3566648382,-1.8362096899,1.0608291887,0.2964333007,44.6146854815,11.3686504683,2.718132716,2.4183448825,1.1785484141,-0.4919397721,0.5147163504,-0.848902641,-0.0526345178,-0.3692937083,-0.491935098,0.0519427804,-0.0518076658,-0.0005660262,0.1292202464,-0.006147945,-1.043185444,-0.4261806039,-0.1811651284,0.1241224485,-0.524414316,-0.0109686593,-0.0166893933,-0.003029266,0.00875,0.0,0.373258501,0.2011635219,0.0101086852,2.9363557902,-0.026868245,0.0,m-01366,2021-02-13,2020-2021,x-00005,r-00022,t-00012,t-00003,0,0,26,4,9,1,9,2,16,12,2,3,0,0
-1.3013046049,-0.6337252827,-0.1644337747,-0.0754481043,-2.3755907918,-1.3486826869,0.2928109334,0.0096907221,4.7937007684,-0.6520967596,-0.5967670354,-4609.3502523361,-1149.8168718261,-121.4055196556,-121.8879770559,-114.3122665958,-119.6209538972,-24.9321259855,-30.07371087,-0.5556846781,-0.4690653769,-1.9879608072,-22.2974562173,-6.9962361642,-1.0780529345,-23.9522352134,4.8633255306,2.8672677258,4.3557461584,0.5080648669,-0.0004854947,0.7544047698,3.1189812268,0.9293956356,3.8643051328,1.6631725558,3.1508497277,-0.0503625873,-261.0357567635,1.7626191804,-11.9953390579,-187.5568759232,-60.9153620332,-12.0697240851,-260.9603086592,2.9488085494,-0.0924637501,3.0420141459,-222.3449375391,-1012.0971720128,-575.869787782,-7.8812140079,-9.0676904042,-2.03879114,0.8070998304,-2.1832018781,-256.4944984502,-14.925346802,-4.8376096948,-4.6916326266,-0.4722329769,0.1801695829,-0.2882598305,0.4795696453,-0.0452234891,-1.6621228517,-1.0583080804,-0.1485091737,-0.0968211379,-0.2663369814,-0.0837911614,-0.0083563169,1.1477584481,0.5960427505,0.5753305003,-0.0889532121,0.2693623315,0.011599911,0.067588795,0.0027448402,-0.0587337242,0.0,6.7334041951,-6.7759693876,-2.1852316338,4.1917969607,1.1381650088,0.0,m-01367,2021-02-13,2020-2021,x-00005,r-00002,t-00032,t-00033,3,1,11,15,6,4,2,12,9,6,1,2,0,0
0.8544559244,0.0266206267,0.0763272936,0.2915464683,8.446809288,2.9278496095,-0.3960768862,0.0240707651,-4.5232986017,1.719887546,1.4838419815,4262.8887061019,810.0992847541,129.1740464305,125.2164523576,101.0361247288,95.7890481815,23.2551430754,13.8107468704,0.7766559818,0.9406487098,4.4277631243,27.4665487695,6.3876799426,0.3975957815,31.9139512276,-4.4866986522,-2.4041860438,-5.2138892953,-0.553075101,1.280265744,-2.7931488269,-5.0043582098,-3.806349377,-0.7169492247,-1.740565575,-11.0114415853,-0.4280325157,219.4865068797,-36.1261151062,-62.4263433997,162.3009042772,117.9743855357,20.2317699223,219.1949604114,-0.9186161944,-0.5072814802,-0.401399121,200.4330116203,1098.5240586586,805.5570280312,18.2065273615,10.2876327927,7.105003071,-2.1252512253,-0.4023095271,246.5180618443,22.8381272811,14.0259219195,10.4596369169,1.1234107583,1.7158262807,1.2715946668,-0.9080783823,0.3635316791,1.0249947241,0.7383039208,-0.2591828722,0.1827429606,0.2016529723,0.1196035969,0.0418741457,-3.6643968204,-0.944867289,-2.695418417,0.4750589145,-1.1987477972,-0.1445170459,-0.029362922,-0.0297040128,-0.0854501111,0.0,-5.8017966377,-0.4173394677,-0.7292168978,-5.8782811491,-4.6852766373,0.0,m-01368,2021-02-13,2020-2021,x-00005,r-00016,t-00035,t-00064,3,0,15,7,6,3,4,2,12,13,1,3,0,0
0.5516479422,0.6613803158,-0.0672125709,-0.0611438204,3.13417148,0.8469034554,-0.5950583596,0.003005394,-4.4309975326,0.2481752044,0.297329481,1470.6262616427,396.5995620258,71.1694767933,75.0322233542,51.3248525998,52.3723732351,-4.0178932739,-14.9144470233,0.144100662,0.0091954,2.3575796396,8.1523853817,1.0173473625,-1.0563786053,14.2185047982,-0.8619850488,0.0635531779,0.4843086815,0.1774235925,-1.5237173228,0.581670721,-0.1994076415,-3.3785833835,-1.052414149,-1.1345318208,-4.0312389192,0.4546239346,117.7068872259,-12.5585764448,51.4743526794,40.8184820476,28.1178516312,7.5234941766,117.7738447752,7.7361564491,4.1717676112,3.5085014976,127.3071354303,694.6527792717,353.7016044117,8.7352683357,4.3751842672,4.1331923305,2.3671874461,5.1505159579,115.2000736794,14.0170135479,4.7281854875,3.3970757011,-0.3994771239,1.4179847654,0.6424275815,-0.2072370793,-0.1225883572,0.9569678946,0.9872023811,-0.0416955573,0.257760651,-0.0541847882,-0.1966889051,0.004574113,-0.6425921041,0.4646577326,-1.1510414162,-0.153218813,0.0466570564,-0.0137959102,-0.0574841387,0.0457676201,-0.0020793916,0.0,-10.5759674092,-1.9840757371,1.1650964359,-16.6708740903,-3.8016045472,0.0,m-01369,2021-02-13,2020-2021,x-00005,r-00014,t-00022,t-00014,0,3,13,16,3,4,7,4,15,14,0,0,0,0
-0.059477571,-0.0702151088,0.0745111017,0.0779902616,1.7143169047,0.3286371384,-0.0783734777,0.3172887894,1.8618127468,0.2420410059,0.1796487966,1108.6639662889,454.0495479458,40.1780593631,43.6819697264,10.5217360128,11.3683152973,8.8647374023,17.7814850023,0.0746136632,0.1612713831,1.2364074627,12.3365934411,0.0639475519,0.0727109384,11.989653704,-2.6369977834,-0.9564836631,-0.3986252779,-2.0591137659,-0.1792587397,-0.3329560139,-1.6184284082,-0.9954449189,2.8572576657,0.5924433859,6.5686486751,-0.2016986704,85.2998203938,15.0701612165,12.4526946355,36.4583244478,36.488470293,4.3831665833,85.2218301322,4.4621939633,3.1197769116,1.3424170517,47.0272381421,257.558580137,70.323070728,3.1950973408,1.1259846829,2.7963585167,-2.1097287,1.1300880213,59.1267148293,13.9147478251,3.7279041321,0.9902829746,0.3178315633,1.2588188954,0.1979626517,1.3125481003,-0.3495400532,0.0986497155,-0.3203271387,-0.0203891802,0.29258291,-0.0415708617,0.1684316928,0.0199222933,0.3889340204,0.1742816721,0.2152931847,0.2655455966,0.3289221978,0.0420819779,0.0364779337,0.0560137785,0.0,0.0,10.3888827283,10.283991955,1.0347641492,22.4189272793,4.0680797746,0.0,m-01370,2021-02-14,2020-2021,x-00005,r-00019,t-00002,t-00031,4,2,13,9,5,5,4,5,8,17,0,2,0,0
