goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,blocks,xg,npxg,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_clean_sheets,gk_psxg,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_passed_completed_launched,gk_passes_launched,gk_passes,gk_passes_throws,gk_passes_length_avg,gk_goal_kicks,gk_goal_kicks_length_avg,match_id,date,season,competition_id,referee_id,home_team_id,away_team_id,home_goals,away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
0.0032905535,-0.4368739527,0.158006971,0.0004337792,-5.4950433148,-2.9283322864,-0.1949961617,0.0,-0.779981193,-0.3770411094,-0.3655641494,-4304.3659343039,-1053.6894990112,-151.1481412419,-160.1380669035,-131.4037766047,-137.0728876075,-3.727000231,4.9506938598,-0.4378985426,-0.8361868439,-2.5550099909,-24.9711717034,-7.5503614995,1.1275939338,-29.9443671155,-3.041137991,-3.0303375782,-0.0221486053,-0.7958348208,-2.2231545649,-1.6165956278,-4.5974243047,1.8117233338,-2.5917045268,-1.9529718105,3.5741776461,-0.6504480854,-317.7670185474,-3.1687013597,-30.6731447179,-163.9960672318,-123.245930215,-13.2051465093,-317.7674523265,-3.8139784798,-3.5132031167,-0.2972720782,-270.6865381739,-1267.5685357561,-672.5121108058,-10.217771703,-10.1989921862,-1.8802296533,-6.8714729997,-6.1128902384,-305.3257215833,-29.3524464168,-7.1714302313,-5.5544850539,0.4007618085,-0.6092396402,-0.6424703717,-0.8219177697,0.0559207957,-1.051620035,-0.6587849406,-0.1717292865,-0.1680894097,-0.0878411569,0.1019206856,-0.0670959269,0.467797203,0.0280660968,0.5261961273,-0.0215395641,-0.0870739239,-0.0211028757,-0.0738528757,0.05275,0.0,0.0,6.5874058594,-4.8100070106,-3.0922067025,7.2029770001,1.5447123041,0.0,m-00289,2018-03-04,2017-2018,x-00005,r-00019,t-00012,t-00002,2,1,13,15,6,7,6,11,13,12,3,3,0,0
-0.2933638571,-0.5043814972,0.1823874068,0.252768065,2.7636387492,-0.6103351528,0.1170576153,-0.0161543556,4.7620984049,0.105249383,-0.096965069,-1283.1328974183,7.8962410703,-36.4753543314,-29.3488128677,-31.4661687052,-19.2357552963,-7.8536625028,-0.0131306215,0.080638996,0.0580152361,1.1863274743,-0.5954063552,-1.1876918056,0.5698441074,0.8209411547,6.8158326732,4.7912245198,4.8031680513,1.2641378163,0.7485268056,3.9329230364,6.0594268693,-0.4616652266,5.2237636314,2.9926883397,5.1775195673,-0.0460240633,-34.5197553378,-0.6089460968,-2.5189728878,-33.852226637,2.4641883765,3.1314906319,-34.7725234028,2.778765806,2.3388282594,0.4399375466,5.2968744044,-101.9656893649,-141.6507870493,0.6776955551,1.0766801494,0.6087982979,6.940750348,4.5424956588,-83.3190708371,5.8632899154,4.2194629238,-0.1903687296,1.2813852539,0.3062069107,1.3499414021,1.2379317586,0.234366328,-0.2234986856,-0.3673006017,0.0294487168,-0.1886105105,0.2715255723,0.0380334501,-0.0065953125,1.612455852,0.7118027352,0.8072377463,-0.220815635,0.4254581517,0.0435088821,0.0435088821,0.0,0.0,0.0,3.2029437155,-1.8884483847,-1.1721628165,8.8689007118,-0.3924603967,0.0,m-00290,2018-03-05,2017-2018,x-00005,r-00015,t-00022,t-00036,2,3,10,17,4,8,3,7,10,8,1,3,0,0
0.3811923535,0.0642687381,-0.1439225103,-0.1527875137,2.0950088404,1.8799141547,-0.4738852146,0.1310375037,-6.8038464412,-0.09174565,0.030484361,2258.1081065548,255.4756755405,29.1067397039,21.6845496836,65.3383884971,58.4276295986,13.5186301925,-0.9929792847,-0.0597075435,0.0116354363,2.5273730221,6.1789414967,1.6968931567,0.089757648,10.584023665,-4.5523804174,-2.9875251516,-4.3256670844,0.0674073378,-0.2941206707,-2.5443307176,-6.1871908478,-1.8414803753,-4.9623660659,-8.4520028663,-17.229374981,0.6525025874,45.6431487674,-6.8127061581,-2.3056725304,28.2142617073,19.9838288168,-3.4498056292,45.7959362811,-3.6487046784,-0.4945234656,-3.1541812128,61.1906608205,553.2860355359,368.1725878503,0.8699710103,-0.9140063541,-1.3829937063,-4.1902802425,-4.5004628999,116.3358486505,4.1040986646,5.1676448533,6.2548264058,0.2380955284,-0.6089988367,-0.4652245583,0.1896126086,-0.4406662945,0.3376652041,0.538594361,0.0517195592,-0.1055271673,-0.0933476608,-0.0537738881,0.0,-1.4919742191,-0.377253035,-1.0370852867,0.2885179767,-0.2702364848,-0.0525409091,-0.0525409091,0.0,0.0,0.0,-8.2162245548,6.6654207599,2.8413805082,-14.4917795492,-0.0510597809,0.0,m-00291,2018-03-10,2017-2018,x-00005,r-00002,t-00018,t-00022,2,1,27,9,11,2,12,3,8,9,1,2,0,0
0.7348530488,0.6115846526,0.1135776897,0.1828270154,-0.7286657466,0.8100338882,0.5077134105,0.0868297182,-1.2334422518,0.2179724876,0.0717108752,-401.3931062081,-643.9700151149,15.3425189766,18.1067991074,8.6391136703,7.1227988374,-13.2244409238,-27.1741763865,0.0836929582,0.0129504397,0.1279737192,-1.2382386813,0.2340069569,0.2612201035,2.9088424146,4.0836890279,2.2920663341,2.2969447052,1.6900631569,0.0966811659,1.2770268859,2.7139109367,-1.9175128932,0.6840706413,2.0408780941,-2.2735116617,-0.0385417556,6.756200432,-22.2150392041,-30.8485226375,21.7562521839,19.286579114,2.1634005419,6.5733734166,12.619316235,8.7998519388,3.7414909235,17.1023434001,407.5239460095,132.4724151323,4.9634799886,5.2874142253,0.4938971732,3.7561981879,3.5234822012,25.8307658424,6.1029707716,-2.0386523306,-0.0873258209,-1.5520114562,0.8912858687,-0.6294456543,-0.5201475996,-0.1410076683,1.5459338865,0.6932906905,0.0625892382,0.311985506,0.1184932719,0.2442390882,0.1153360918,-2.8317500442,-0.4778044086,-2.2484959923,0.0349437971,-0.9647864729,-0.0831092906,0.0346895428,-0.1054496433,-0.0123491901,0.0,-18.8830439812,-20.9857183382,-5.3965564077,-38.7457349653,-5.6973260982,0.0,m-00292,2018-03-10,2017-2018,x-00005,r-00009,t-00069,t-00014,0,3,13,7,4,4,5,1,13,7,2,2,0,0
-0.0423346515,0.1386889109,0.0602783352,0.0602783352,1.2688272191,0.6917706064,0.527496601,0.0301095067,1.5291483175,0.0166574885,-0.0315651796,-565.875103798,-67.0825621642,-11.5266285262,-8.0459806413,-8.1614013709,-3.0294765727,-8.2322195364,-4.7939404318,0.0739921402,0.0385237455,1.3220921251,0.3938093957,0.8533052837,0.2814761984,1.5131624642,4.6951976225,3.9645000169,2.9708635739,1.1951874132,0.5291466354,1.2059454884,4.4456695739,-0.0255524059,1.5547007234,2.7880724907,4.6681470628,0.1696797691,17.2532745267,-2.3878245144,6.7287768927,-2.7827489864,14.9075614035,2.1504634682,17.1929961915,1.047310856,0.7373004815,0.3100103745,18.601353614,75.7702923372,1.5308280011,3.9011066232,3.8043148445,0.6375359852,0.8386361827,-0.9300466366,-16.9811292593,6.2087155336,4.0598557552,2.3551231166,0.0510240999,0.3190069201,0.3174253187,0.9898799576,0.0273963422,0.4906159523,0.178169541,-0.1380917562,0.4522562899,-0.2065851184,0.2951993624,-0.0903323663,0.2248103448,0.1074655172,0.0686034483,-0.0636206897,0.0295,0.0526206897,0.0075,0.0451206897,0.0,0.0,1.6751551724,3.6796551724,-1.5124310345,3.1191275862,-1.9512241379,0.0,m-00293,2018-03-10,2017-2018,x-00005,r-00014,t-00028,t-00062,0,0,30,0,4,0,12,0,9,9,2,3,0,1
-0.3735322754,-0.2234515846,-0.0884979895,0.0304146895,-3.4255915461,-1.5830904576,-0.3371726628,0.0255949238,-0.0220963517,-0.1768672901,-0.2088646286,-1800.9642865255,-61.7722615712,-66.0467134497,-71.8086324285,-48.5781602389,-51.9664730833,-5.6623018893,1.3379926785,-0.0933743118,-0.2879469668,-1.8328642781,-12.11068414,-2.129979917,-0.3945714945,-16.3730359985,-0.9595603903,-1.7887383511,-1.2843559412,0.8644835319,-0.5396879809,-1.0977424914,0.6358451699,0.3515167594,-0.373613111,-0.8676107587,4.6298662394,-0.26082665,-122.2462816159,22.3260400177,17.9967445319,-92.8773998718,-48.0930964281,-7.888164479,-122.2766963054,-0.957467552,-2.9053814618,1.9513623854,-111.8005832152,-565.1819868993,-305.2240182797,-5.8959665688,-3.0962782939,-1.9679882908,-0.9813093868,-0.2337356678,-127.9865494307,-18.5134061755,-3.3828388037,-2.9190878606,-0.1056623145,-0.348204343,-0.0993684209,-0.0775447485,0.1670288838,-1.0606473633,-1.0962946162,-0.0012893984,-0.163792292,0.389572613,-0.1888436696,0.0,2.5685483735,0.2883402908,2.4411768356,0.3645097415,0.8111749882,0.1526326195,0.1071933086,0.0454393109,0.0,0.0,15.9390869832,19.8198313714,1.9391932842,33.3834487015,3.8151835544,0.0,m-00294,2018-03-10,2017-2018,x-00005,r-00001,t-00040,t-00057,3,0,7,6,5,2,2,6,10,10,0,2,0,0
-0.8053147962,-0.3365200265,-0.1059603375,-0.0991332716,-3.8920174455,-1.1382084166,0.8477707866,-0.0104762397,-1.0471949939,-0.6903607181,-0.6218633713,-1570.3876945109,-501.1410140138,-9.9291060125,-11.8129520184,-62.7973602485,-73.6591594161,-5.6799506826,-10.4786379367,-0.4397100495,-0.2846941203,-3.499198387,-10.4262452688,-2.1467402263,0.4587084695,-16.2557478202,-1.2762831069,-1.9805156024,0.8483281078,-1.7099468717,-0.414664343,-1.0444478352,-1.3099536668,0.8486174744,-1.8958124682,1.7857177447,3.2999205917,0.1962633798,-73.9562176407,11.5190062941,16.0185702237,-73.5504768624,-18.1062841088,-1.8254074054,-73.8570843692,2.0302735657,0.3538886502,1.6763849155,-54.8825409911,-185.6381982165,-60.4421884316,-0.0385757141,-0.7165136643,-1.235232954,-5.0305850327,-1.5852300113,-72.5754268549,-16.4774480748,-6.1999140641,-4.8777851863,-0.2401858021,-0.997769615,-0.0674348871,0.0808729629,-0.0976115364,-1.6851769785,-0.8713451365,-0.1686086941,-0.5110215854,0.0433314724,-0.2323643933,0.0548313584,1.0000028501,0.045787035,1.0505670455,0.025844838,0.1430452338,-0.0858278918,-0.0420973511,-0.0437305408,0.0,0.0,2.2394281936,-2.5310693182,0.0561437278,5.4576149711,2.1064015857,0.0,m-00295,2018-03-10,2017-2018,x-00005,r-00004,t-00036,t-00033,2,1,5,14,2,2,1,13,10,16,2,1,0,0
0.2915128658,0.2556513152,0.1671279662,0.2307285359,-1.8273734695,-0.3288452119,-0.1065996437,0.0653222458,0.8865079686,0.2068372071,0.0056903155,524.8787990864,180.2357374208,36.5604154622,39.3569831325,19.1496975666,18.1679774798,-6.262949374,-1.0832924266,0.0145692722,0.1423220256,-0.6397022816,6.1133699253,-0.5703331729,-0.4468214687,4.5127639211,1.1406061251,2.0994116432,-1.140824705,0.6364484582,1.6449823718,0.1476795803,-1.0549966473,0.5794009636,0.307107005,2.2922523388,2.290234332,0.4109712392,68.7714089449,0.2420374356,4.159000793,37.9271938703,27.0150778905,3.5275568468,68.540680409,4.8358730527,3.4964420161,1.3394310366,48.7371981264,183.671838426,107.7402236657,1.3445103295,1.5385398374,0.5923849602,5.4201820247,2.3067429886,42.8448880803,0.9596865092,-2.3309902331,-1.9731865111,-0.3584355935,-0.1623517168,-0.4176203997,0.2535902645,0.3270137235,0.4964891374,-0.0260152245,0.2679054251,0.1205543782,0.0871887172,-0.0934026943,0.1402585356,0.5856551724,0.2433275862,0.3693448276,-0.0072413793,0.3899310345,0.056362069,0.1432413793,-0.098,0.0111206897,0.0,-1.5718275862,3.5600172414,1.8798965517,-1.7813965517,-2.2090862069,0.0,m-00296,2018-03-10,2017-2018,x-00005,r-00017,t-00025,t-00012,2,0,13,10,3,4,10,3,10,14,0,1,0,1
-0.0793103772,0.1959734181,-0.0677161063,-0.0714639366,0.501498446,-0.1479616693,-0.4088165561,-0.0669954486,-0.3695340229,-0.2624679238,-0.2064390754,-677.2885516452,77.1208714895,-17.8134046161,-19.1093569569,-23.5928509253,-26.4417713853,-1.3345307642,-1.7526993987,-0.032906535,-0.0727530741,1.5122676699,-0.5757341737,0.9565280455,0.3588333921,-0.6454593645,-3.6971396575,-2.219234883,-2.0631404314,-1.5776852262,-0.0563139999,-0.7020901926,-0.9693843914,1.0021259363,-1.3716599591,2.3678255196,-0.8524498418,-0.6035916332,-57.4845623201,-2.2974083096,-12.3539851305,-46.375186305,0.1266352046,-0.4767952631,-57.4130983834,-4.0471320402,-2.7488558828,-1.1924209201,-4.2412045559,-212.0623924365,-119.2199429754,-0.9606219865,0.3262616333,-0.6685649558,-1.2214597135,1.0722814065,-47.7954520481,0.6213558552,1.0002748313,1.7359874789,0.5978300622,-0.4965001869,-1.0437276611,0.1975555596,0.0091295786,-0.3004348208,-0.0837210651,0.1383616121,-0.2584162914,-0.0190859357,-0.0775731406,0.0,0.2859224138,-0.1785258621,0.4869482759,0.0724051724,0.0126551724,-0.0599913793,-0.0488706897,-0.0111206897,0.0,0.0,0.9661896552,-5.0174482759,-1.7602155172,5.7207060345,0.3225775862,0.0,m-00297,2018-03-10,2017-2018,x-00005,r-00018,t-00068,t-00032,1,4,6,14,2,6,7,6,6,7,1,3,0,0
1.3638116005,1.7024363731,-0.1240137023,0.2356440701,3.8186183162,3.6773849847,-0.1609172081,-0.1364139408,1.8030851219,1.0824757416,0.8691320197,2495.4556680056,183.0186980802,69.5658615119,66.9747613432,91.0558425416,82.2323508495,-0.2250802782,-18.9051566142,0.9418477283,0.9159150198,1.0492147949,6.4008729845,5.1075474778,-1.8159618118,15.6837758043,-2.5070398613,0.1529252408,-1.1999731695,-2.9354191409,1.6283524492,-1.9441722922,-3.4326536977,-1.3981015833,3.2011867051,-2.217928092,-15.1059206242,0.3763265796,118.8347265087,-16.0818115763,-15.2028677614,57.2639408281,74.9326649248,7.8642896066,118.5990824386,1.0712759536,1.7656723914,-0.7068305487,136.3744326814,825.9412079964,399.9634056677,6.1930193083,7.7081467445,0.6545107269,3.4356590244,0.4432744769,187.3225666046,21.14907635,3.037020662,5.312034617,-1.6101933651,-0.1780235532,0.0021799554,0.1707750294,-0.6597520216,2.6890223257,2.3636359195,0.326251896,-0.0376229984,0.1724132268,-0.1506681361,0.0150124178,-1.412294329,-0.2320445278,-1.3132056016,-0.2084521558,-0.3453554793,0.0204867791,0.0204867791,0.0,0.0,0.0,-13.9675557287,-6.4303977554,1.1932699474,-20.1889890026,-2.1354017616,0.0,m-00298,2018-03-11,2017-2018,x-00005,r-00011,t-00002,t-00067,3,0,11,11,7,4,4,9,12,9,2,1,0,0
0.1474613352,0.3749813921,-0.1136833259,-0.2244724716,-0.6057400419,0.7643838152,0.20264834,-0.0152230936,2.5460912886,-0.29515465,-0.1155766727,-3934.2173974308,-1127.7801004796,-55.5014764517,-48.7930091083,-102.4670712759,-102.0651511138,-28.5735906923,-29.6928167782,-0.176258644,-0.1649016067,-0.913508864,-17.2796092019,-2.3513095624,0.2771890817,-20.2468876884,-2.8156649306,-1.8839686842,-0.4747839809,-1.3134734574,-1.0274074923,-1.1192767753,-1.1295465636,2.6963244855,-0.1502331969,-0.1433289264,2.4761556479,0.2776345692,-182.7012275075,-3.4902278976,-20.2890325888,-124.8476560337,-38.1707766521,-2.0111198976,-182.4767550359,-2.7757557789,-1.5492994127,-1.2423300539,-104.6397995372,-528.137169109,-327.4177197119,-3.2621120198,-5.8790032256,1.1447366901,4.226227781,1.4091157286,-184.6591723507,-13.8343934488,-4.3174404607,-3.597864074,-0.1394988525,0.2169570584,-0.235614877,-0.6483526029,0.0869328873,0.5267435179,0.8799393327,-0.2266818973,-0.0536915899,0.0184602247,-0.099475993,0.0081934406,0.330096537,0.5421264773,-0.2021924403,-0.5224136457,0.2252644083,-0.001103743,0.0562413793,0.0036206897,-0.060965812,0.0,4.3126461981,-7.7301754089,0.1048914751,1.3126323589,1.6892787319,0.0,m-00299,2018-03-11,2017-2018,x-00005,r-00012,t-00009,t-00064,1,4,14,12,3,8,4,5,10,7,1,1,0,0
-1.479235105,-1.3656505305,-0.0400443596,0.0783161361,-4.0587364107,-3.0569147411,0.1708846964,-0.0164023705,0.6260376233,-0.71968549,-0.7929914229,-5213.5813549601,-740.8749548671,-212.8352630399,-214.6643437876,-146.5639859508,-139.4960934352,-2.1121901534,21.8080763459,-0.8029033372,-0.7156863679,-5.9066790705,-21.3657410243,-5.8191134068,0.2173533135,-28.0640407898,1.6802298184,1.0623192569,2.2840582137,0.855991392,-1.4598197874,-0.0593242885,-0.1881673236,1.1629969356,-0.5369593123,2.0422878675,14.8035761941,0.0068371654,-338.3837657136,16.3777594789,-26.6416108642,-188.6114476314,-122.0107590526,-14.1913013272,-338.4620818497,-5.938311156,-4.4588071756,-1.4264953957,-288.7952028109,-1431.3130357187,-908.8048747505,-18.7768143984,-8.7572200562,-4.8522671371,-0.6873120575,-0.1109935652,-380.5160040665,-38.6322527525,-12.7730211376,-11.9751951957,0.0268222896,-0.775776578,0.0585547051,-0.119447974,0.0120216155,-3.5414940548,-2.6787724257,-0.0926070956,-0.5037670501,0.0050853207,-0.2270660792,-0.0443667248,2.6283472528,0.57777929,2.1867364376,-0.1609709133,0.8794096945,-0.1406543009,0.0282692308,-0.1689235317,0.0,0.0,15.2588890715,-0.5817370112,-0.2544594422,17.4474114531,3.8665610472,0.0,m-00300,2018-03-12,2017-2018,x-00005,r-00007,t-00060,t-00035,0,2,3,17,0,6,3,10,6,8,1,0,0,0
0.0949831847,0.0585094478,-0.0688226964,-0.0770615201,-2.309093152,-0.2360160256,0.1750577434,0.0292727136,-5.7810925133,-0.376345214,-0.3146959979,190.4197862678,-258.8893209304,-17.4396304531,-18.6456162037,8.7837746205,9.1121774598,2.6878830657,2.2569624663,-0.0877596868,-0.1573049467,-0.4389443677,-2.129417259,-1.5394198878,0.4520157738,0.0560265136,-0.8506072627,-0.1569821435,-4.0167162038,2.5666136759,0.5994952652,-0.4191893016,-1.0211157242,-3.1834144125,-2.5976781008,-5.4047785523,-9.5596806034,0.0420347202,-33.6539850181,-16.5925417448,-31.6484188897,-4.6742780853,3.1566508917,-5.9733880379,-33.576923498,-9.7778414652,-7.5958196992,-2.182021766,-39.3514439578,-73.8923447747,-71.4855826368,-2.1249595261,-0.9256848425,-0.5544770039,-4.6009145813,-3.4112208522,-5.2770309066,-0.0871217563,-1.4630579118,0.7451118177,-0.3836244527,-0.9209733188,-0.6875347462,-0.0125148604,-0.2035223515,-0.1758838885,-0.5218585588,0.0803175357,0.3977962838,-0.1623232621,0.0301841128,0.0,-1.6579445008,-0.6241866989,-1.2734226045,0.2189756606,-0.4205584467,0.0748786607,0.0188786607,0.056,0.0,0.0,0.7521277141,5.8832726644,-0.4342707351,-4.2645063522,-1.6136649901,0.0,m-00301,2018-03-17,2017-2018,x-00005,r-00012,t-00028,t-00022,0,2,6,17,2,6,4,7,11,12,3,2,0,0
-0.4440225964,-0.3789487557,-0.2056489068,-0.1242597673,1.8104564391,0.0010672891,0.8177613421,-0.1230051356,-1.4626809191,-0.1032918616,-0.0149281453,-616.3753190625,28.6790789386,-38.0089536188,-39.5142937183,-14.990033408,-7.4768589472,3.1018925509,6.2603228522,-0.2081537855,-0.0793577394,-0.4864049709,-4.2132242472,1.2531975177,0.1227946617,1.6596586693,2.1210636492,0.2936194239,2.2364628651,0.7145644876,-0.8299637035,1.0770369982,0.470834598,-2.3957716664,0.9330907473,-1.9976040962,-0.1634767291,-0.1462826519,-47.7197872469,2.7840142107,-16.5963271121,-14.7652301678,-14.7807397028,-1.2114661641,-47.5955274796,-0.1036650746,1.2770972497,-1.3807623243,-18.6588461534,9.9627351843,-35.0289262788,0.5197413964,4.4265183631,0.3586475402,-1.7682097369,1.28175071,-53.329170738,-0.0928026029,-0.6511014506,-1.7372606652,0.1257987976,-0.1264514141,0.7427125568,0.3088301313,0.0352691431,-0.7775159224,-0.4901897042,-0.0320504017,-0.177748091,-0.0205613537,-0.0357838738,-0.021182498,-0.1525277778,-0.5949444444,0.5026944444,0.0264444444,-0.4585347222,-0.0468333333,-0.0398333333,-0.0035,-0.0035,0.0,3.6361180556,2.1834861111,-0.0271111111,1.5142305556,1.9234722222,0.0,m-00302,2018-03-17,2017-2018,x-00005,r-00011,t-00060,t-00025,1,2,9,17,4,9,1,9,13,12,1,1,1,0
0.1460051176,0.5025836786,0.0569474302,0.0569474302,2.1204663171,1.282864061,-0.2460698739,-0.002185323,-1.0273693435,0.1102217447,0.0646638005,772.1788974838,58.8660566977,11.8845455291,17.6889308212,43.0728100603,44.1641539797,-3.1579679989,-7.6761402448,0.1445763902,0.1144562868,1.5239035368,6.2940567438,1.1545040203,-0.7186816674,9.6754264668,-0.6331569968,-0.8389673437,-0.1540542463,-0.2257616241,-0.2533411264,-0.2077769794,-4.4055497986,-0.7751285981,-0.2522407454,-3.4111229454,-1.2327716236,0.6076536162,49.7208826191,-3.8265850824,6.6863308399,18.8761591786,25.1433704415,4.5173221645,49.6639351889,2.8164042617,1.2430238765,1.5845516523,22.5860648532,221.4378016461,120.3560867552,3.5053385142,0.5129141573,1.8066674956,4.7408211496,0.5914737574,53.4473249303,12.8988883792,4.1563398098,3.5656218444,-0.5302571781,0.7005274112,0.2149989675,0.2545866202,-0.0491378555,1.3696288401,1.2329765631,-0.0378149025,-0.0002427698,0.0775678215,0.0924247,0.0047174278,-0.5871741379,-0.0147017241,-0.5307137931,-0.0838448276,-0.0817241379,0.0483793103,0.0448793103,0.0035,0.0,0.0,-7.1083827586,-1.3372310345,2.6504827586,-9.5841731034,0.5108293103,0.0,m-00303,2018-03-17,2017-2018,x-00005,r-00006,t-00009,t-00068,2,1,17,11,5,6,3,2,6,9,1,2,0,0
1.0273526278,0.7191697466,0.0193323178,-0.0884799879,-0.1709316778,0.4023827888,-0.642620611,-0.1292239708,-1.622699933,0.4252092371,0.4900326734,920.3410580304,-317.4205217505,-2.0746722623,-16.0346709091,60.8723030203,52.3566108979,-4.446129125,-21.763273506,0.4117681463,0.1412759107,-0.5219545602,3.3625971254,1.0374995949,-2.4011608524,3.5284148691,-6.8320765448,-1.9821685921,-3.1771346044,-3.2521420456,-0.4027998947,-2.6771743997,-6.8135550272,-1.294731052,-0.327968881,-6.2949418469,-17.8971893816,-0.3582037277,-47.6432998921,-27.76553614,-54.7142508367,4.648562855,1.0441594494,-3.3818701297,-47.5548199042,-4.7271697639,-1.9354208614,-2.7917489024,-0.0335696905,194.0902801257,184.1080436365,2.2727719294,0.9502113671,-0.0591941505,-4.4007065772,-3.3552315758,54.7029496648,1.8134722332,0.2264486588,1.3064397613,-0.1404562846,-0.1286445692,-0.140186786,-0.2710596373,-0.3996438253,1.5333413166,0.9281771285,0.1479412781,0.3614205084,-0.0061358058,0.1019382073,0.0,-2.990972235,-1.1672915584,-2.0478862792,-0.0324736342,-0.9574476612,0.0209900612,-0.0811267265,0.1021167877,0.0,0.0,-16.4481493493,-8.5032580855,-0.543359574,-29.672353125,-4.4231203162,0.0,m-00304,2018-03-17,2017-2018,x-00005,r-00002,t-00033,t-00067,5,0,13,4,10,1,6,1,5,4,1,0,0,0
0.3955816145,-0.0984622648,-0.0317448987,0.0185613834,3.6133269129,0.6217393024,0.8406305714,0.0921904059,-0.3287106513,0.3321009584,0.3276998038,1940.6996731237,876.4212971155,73.5313445107,81.1468002124,14.7431480998,25.7653815631,20.4389316752,37.5555908576,0.4307431867,0.4010615275,5.1775179319,10.9614349684,4.9033612415,1.3011858815,14.4224886204,9.2543848871,6.7894958085,3.1895568974,4.9196844556,1.1451435341,0.7712445394,4.2375639288,-1.1919329816,0.8632223302,6.503061066,8.3410759301,-0.4260644885,193.7111345708,8.8620558894,31.4148267373,115.542478374,49.8085218254,7.6028092957,193.6925731875,4.2020471978,3.1212914816,1.0965579545,139.8488327474,456.7334041735,232.670600012,5.0519797459,4.7441446262,1.548510727,-0.8782438002,3.0790470902,115.669952067,11.9668306813,9.2907141108,4.9982855019,1.627679349,0.4086253271,0.6758326454,0.9699721362,0.6103191513,-0.0295976095,-0.2135831744,-0.0378177507,0.1711805333,-0.0001946677,0.0535533165,-0.0027358665,0.0357697991,-0.0700730072,0.0852961885,0.2511363893,0.0540953542,-0.0884664004,-0.0780793037,-0.0103870968,0.0,0.0,9.2591708809,6.5784650386,-1.1688185712,13.7896767548,-0.3063078034,0.0,m-00305,2018-03-31,2017-2018,x-00005,r-00001,t-00067,t-00009,2,2,16,13,5,6,7,4,16,6,4,0,0,0
-0.0147349736,0.1379325856,0.0647426354,0.0647426354,-1.4873719737,-0.5995273535,-0.4236133411,0.0777826069,-2.1642115015,0.0453215525,-0.0064725559,-1419.198113082,-710.6985034472,-4.0869499053,-5.565894438,-24.4381474611,-26.05077751,-17.569882709,-33.1191866488,-0.0762382395,-0.0288797936,-1.0044878272,-5.2587125129,-1.1502281881,-0.6274683902,-1.9736099267,-1.7672914395,-2.0486484261,-1.2236488135,-0.6940851226,0.1504424966,-0.6706342025,-0.6368341155,-1.1195381757,-1.0446733257,0.7670627211,-9.8635201324,-0.0147317293,-75.0537257684,-23.1492756997,-25.4889186031,-40.5820167646,-7.8826066748,-0.6620449232,-75.1184684038,4.5899778689,2.4088712637,2.1788673958,-2.6834102316,17.5816314031,-0.7265417184,0.5498246195,0.9478113694,-0.27489188,1.0310064572,1.0331271096,-37.950788755,-0.3906978901,-3.4984713876,-1.8207477643,-0.802807839,0.3799111066,-0.5844127628,-0.4064356284,-0.2639784997,0.1318158925,0.119012324,0.2218275786,0.1246982587,-0.2872187035,-0.0465035653,0.0,-2.2852760332,-0.0264358352,-2.1300720022,-0.0387612208,-0.5998587481,-0.0860250382,-0.0156783691,-0.0587681957,-0.0115784734,0.0,-15.9205659816,-17.2286051991,-5.6579421631,-34.7892391232,-6.0175904258,0.0,m-00306,2018-03-31,2017-2018,x-00005,r-00010,t-00068,t-00014,1,2,8,11,3,4,1,6,12,9,1,3,0,0
