,goals,assists,penalties_scored,penalties_attempted,yellow_cards,red_cards,expected_goals,non_penalty_expected_goals,expected_assisted_goals,progressive_carries,progressive_passes,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,shots,shots_on_target,average_shot_distance,shots_from_free_kicks,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,carries,total_carrying_distance,progressive_carrying_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,tackles_won,defensive_third_tackles,middle_third_tackles,attacking_third_tackles,dribblers_tackled,dribbler_tackles_attempted,shots_blocked,passes_blocked,interceptions,clearances,errors_leading_to_shot,goals_against,shots_on_target_against,saves,clean_sheets,penalties_faced,penalties_allowed,penalties_saved,penalties_missed
0,0.1331753738997434,0.1355057366793961,0.08507797905198819,0.09175607942570642,0.1158999570587028,0.061183927731533465,0.13721981045628515,0.13668398578097088,0.14228742266405664,0.14016827974360407,0.14522921829282606,0.14617899269557608,0.14061215322231013,0.1418259798536871,0.14461637443954883,0.14067369023890292,0.1444529898083571,0.1331197870367644,0.11836457586975863,0.1407783092307088,0.14547156976885706,0.143773074404545,0.14110525226476314,0.10851871528290753,0.1433872710404887,0.13790532233056346,0.13927715036938296,0.1044625261428042,0.10063759410872483,0.12988642721245053,0.1478375072018158,0.14586616224407156,0.14197519766359687,0.1511342613143266,0.13943736576646645,0.13855591141620163,0.1464640871786929,0.14651168686949267,0.14231111360513396,0.14077212071633036,0.12723941632771177,0.135279102615393,0.1362273570961785,0.145883816675465,0.1405027249158204,0.13203260056290123,0.11405182285905792,0.13392960876537296,0.14077690862291725,0.12492722062118256,0.1309923032646778,0.07023772460257563,0.13222533584151142,0.1182713024431327,0.09374253496793916,0.12009732922948146,0.051675501802247045,0.05595249052585742,0.056955753554282285,0.09801836818799955,0.048812540545341974,0.04243904533063478,0.039134180704012485,0.03189223622436202
1,-0.1288165183269168,-0.1224668062747333,-0.021066992818966453,-0.036465201807037474,0.13339532168399176,0.026838252406857853,-0.1046912867471829,-0.10869451394478544,-0.10304052545952672,-0.10570844481022643,-0.06470486957385657,-0.00251940507644022,0.10064263158688513,-0.07213289580010662,-0.06205387866902337,-0.05098424983554743,-0.037921594926345774,0.12486272483002686,0.20101550449021005,-0.11198516907318626,-0.08235789652025131,-0.04411351770239373,-0.10459897926885249,0.06624794764713779,-0.08560044344249393,-0.11578144883341188,0.0445974791531024,-0.08989045991155752,0.24658844859674545,0.1613006438856709,-0.0361215454968647,-0.08874953348253686,-0.10049512801247201,0.007863555929933914,-0.042621503091843434,-0.051177355980699175,-0.051253348551262935,-0.043098052043116286,-0.05255729315719449,-0.10428833525042207,-0.14115784205008436,0.008866216215330038,-0.006239206532427699,-0.05981197429795522,-0.11082523466022452,0.09279205093931736,0.1426568190190517,0.06829919566975781,-0.028390308164628057,0.11057457801937039,0.09027563131792647,0.19595513547978827,0.06293221850145646,0.13684920542004925,0.1830601255757878,0.10681569895310312,0.2820428701887494,0.2801072628393056,0.2754210464267168,0.08771807236558533,0.2679170348312372,0.2531689858575389,0.18648063718467595,0.12283975541749916
2,0.07247205748757653,0.07724853407277059,-0.027716140467236413,-0.027411497533580683,-0.19102792365371868,-0.09791572783017964,0.021108233912832567,0.026380769018166633,0.02760315311010271,0.05916103131293872,0.0541102918574575,0.08717320855661505,0.08914166196757801,0.0660747670610394,0.04521179821651171,0.10069246991608113,0.07004542568691906,0.05932614303211252,0.017331320709131338,0.05504211755313397,-0.02014142820152579,0.06409528914385688,0.05861676717367766,-0.18909766506002273,-0.019777450380220718,0.02639624202917622,-0.10919701955197114,-0.0028592527541348453,0.10647850049921903,-0.006459030132350406,0.012040859463279343,0.0264871236724197,0.02358556886954826,0.012126338344819652,-0.05049385965652501,-0.03545741442957306,0.08064266095050665,0.08450558158346073,0.1150966134145525,0.06962093425685167,0.08940314806020577,-0.13363058617307366,-0.0856219478669567,0.07520812435341559,0.03795281605131578,-0.18785046729621363,-0.24179058678510873,-0.17198260808353405,-0.0679247399391662,-0.20465552630039344,-0.1968303417029288,-0.2512189810939578,-0.19464766411358334,-0.21932443656784814,-0.23403445267229117,0.041754807291723844,0.18807326359034646,0.20389106034233448,0.20869241648919762,0.28041121663711216,0.213814072885291,0.19619747701767026,0.10414341558283681,0.18748818605245401
3,-0.12772369436415287,-0.002816495475519312,-0.47267291280535506,-0.4793224407213963,-0.02679411856393727,-0.13254055811435045,-0.1507879494315012,-0.0989596868137396,0.0193056502225346,0.007442980546768438,0.11875254985241432,0.12827720849603938,0.07544801207696783,0.1404914734193595,0.1283913101295121,0.1555869633144197,0.14650433536230328,0.060865335513416684,0.0033063838432884963,0.05993698863968118,0.01275673945543748,0.14016430584860565,0.07111574164240729,0.12372693355942015,-0.08942154499745401,-0.07988702120176565,0.013083515837849957,-0.14574579601875914,-0.015952920154469717,0.06980693205203767,0.12338283648036497,0.04949097198664493,-0.08345455268301377,0.09579846725182595,-0.1541500283552636,-0.13734378801445554,0.09812575821470523,0.0658538722104151,0.0836913761488254,0.05589829564598048,-0.1238682025606969,-0.14218905834957896,-0.1676015171962011,0.11488029346385809,-0.019742222432236046,-0.011321042216527211,0.002911570872679375,-0.0036319211397189627,-0.04187325975960166,0.029685363081852732,0.005318875605494497,0.12171707170596299,-0.0435366179376434,0.06303941133684303,0.07612420738152491,0.05723153845922713,-0.10873636560234481,-0.1246057668862667,-0.13339420160418083,-0.016110131317434866,-0.030952917286875846,-0.029703799751091418,0.0497032680623295,-0.11254791355528178
4,-0.04844644113244935,-0.08022592641464713,0.43212246508761126,0.3736165654610911,-0.027876589095930607,0.049384112947800256,-0.04651173756284048,-0.100430896630581,-0.07666027324037382,-0.054839330964862106,0.10872234383437511,0.13777326797529513,0.088586203033411,0.1030843716727888,0.08980836650330375,0.16530084895211,0.1403546443845723,0.10887834737718365,0.005930404484728374,-0.051292821583512116,-0.08406631420419049,0.14214544667118068,-0.06590025854642612,-0.2710517021541738,-0.08526560205281106,-0.12506751579740222,-0.10409579996474475,-0.1342807675374456,0.014219650838778722,0.11642193993616198,0.10731683441398988,-0.06606319714173267,-0.07638739060349183,0.07023797993856079,-0.15291502467007312,-0.11742183415266515,0.0901668419002423,0.07995516038049916,0.1064697650223201,-0.03264496361176431,-0.12130466759248607,-0.2221677922377083,-0.1907294723301457,0.09922077664857695,-0.13223074102747912,0.033664109942694705,0.0655648099066502,0.04418644583615022,-0.062349592009613285,0.0817708938481302,0.017815400825046086,0.031792610713872634,-0.09289480592376259,0.05699615549056689,0.008208573879560793,0.12309193378266013,-0.04595833720512645,-0.0574976171856413,-0.058096102824099445,-0.039324664419623505,-0.1107770284733219,-0.045765459493264625,-0.21028320964970904,-0.13117870418186858
5,-0.013415070963786893,0.0253632296266697,-0.04151028434769755,0.004905014078340183,0.0684672180237274,0.5730023568170739,-0.07984732488386174,-0.08797800541237535,0.010299613729428263,0.07135757505354244,0.028018453432722336,-0.02717847725436564,-0.05619908494740815,0.08115244279745905,0.07014219250921151,-0.034874089406239095,-0.03856489469939403,-0.10286554349923398,-0.11014501394352903,0.004947206910989783,0.015641940825807554,0.003142821961523606,-0.022814909838104587,-0.042322641839860446,-0.06662564417605817,-0.04035661098174272,-0.014130949090040387,0.10731626195498442,-0.023348536087215318,-0.05880800337910781,-0.0025871374084074803,0.03452106997040145,-0.06664344713762255,-0.009879962706226377,0.03213665240380803,0.06479650594320512,0.018565756434891462,0.041019772708158056,0.05786911037692197,0.06024104335987425,0.046839217341168304,-0.09389430117255376,-0.11814761413666215,0.007694203021283301,-0.01945866790585256,0.0409188699695734,0.051787779200728516,0.003951309188427953,-0.0045676884774291234,0.02125700054516006,0.033330487521739165,-0.2044676448884615,0.04921549706317798,-0.019059955892746144,-0.10956512040431744,-0.017273186548406348,0.08812621425206582,0.035694966835258336,0.0066360435907066775,-0.059831727604435794,0.09503314845261578,0.10822561701783963,0.40780387194279005,-0.5207396764267486
6,-0.0973776416865736,-0.06962781007671714,-0.16214883090815793,-0.14609846507738705,0.07957397818205994,0.4960451838141802,-0.10741593830390128,-0.09708438687169467,-0.07381451384227682,0.028175140162609868,0.02573853520004554,0.019196035436739405,-0.034999510685974004,0.027404603089435996,0.019461834665895367,0.05503116584750165,0.039828051118559464,-0.05040591246062816,-0.06581079793636209,-0.05986955311469892,-0.0197816545895323,0.05393972615265597,-0.03441993665649939,-0.1506247790988147,-0.05159993083716479,-0.08484112920993193,-0.006215721136245531,-0.001014665006537901,-0.06928286163459667,-0.004693379491089662,0.02471800036514607,-0.015401510300424739,-0.06960264083308616,0.006064370776408313,0.0996519004197379,0.10449209926447488,0.039364513166467455,0.031411496190446246,0.04089197146544308,0.008959540749309082,0.042954431323823886,0.002066080130857965,0.08272390379297578,0.033834488102681165,-0.0083797154394033,0.07903129996320028,0.05824480938564447,0.08519878722031785,0.07195955512721391,0.045663018464821445,0.00983042749795629,-0.18164903359013654,0.07564217202200924,-0.016844054779663532,-0.1410562697057048,0.09996755849104316,-0.01776146097340783,-0.03270372597584385,-0.03907175562559249,-0.13184593399146868,0.05907201179551829,0.06732880101148919,-0.36672801500509467,0.5489536523490283
7,0.10882221064755448,0.09313395638816886,-0.020043008093407897,0.01921516651394701,-0.06971577474967439,0.4989444639543353,0.13716532449954483,0.14720872848337108,0.08036091200152384,-0.12516461385553646,-0.038070357364743124,0.04194710753318896,0.07455752687972723,-0.08582199145764821,-0.07277269361310185,0.02639743427399227,0.036104015546762305,0.1708174966608053,0.16660423625338752,0.019888147213319544,0.0019020763676319027,0.003698403263521141,-0.06058014789793167,-0.005933125631617448,0.07433151217544864,0.09649140685859135,0.012963915581410588,-0.11542451187040129,0.06145854030892033,0.06307156328892889,0.01134769071402638,-0.05330823493301478,0.06984198954703419,0.010508595674164291,-0.10621391579067835,-0.14147057252764422,-0.007594121437722969,-0.044256219020890754,-0.05166614357888999,-0.09429017487110801,-0.062233672713447034,-0.03486907546630387,-0.07479408961823197,-0.007026746041712219,-0.019646405820909815,-0.07165508394422113,-0.09672103859567904,-0.059253448096899364,-0.09520766850170125,-0.14268082891103798,-0.10289922279240418,0.17708567382707438,-0.033957704583435756,-0.04661769157520162,0.196654159810881,-0.05565015876959412,-0.08228667217032805,-0.09336438679435123,-0.10097437229011706,0.1303551847561764,-0.13536447362303933,-0.3288666808372371,0.31916984188433867,0.26887842024564834
8,0.12493101284910256,0.1279337254949327,-0.03418954227970501,-0.012963843156369127,0.036258776629116696,0.2078250076852184,0.13927816026249418,0.15385253363527163,0.13113386994675932,-0.09073829599213883,0.027948219886884545,-0.013524450156224098,-0.020299966728134614,-0.10082339687891351,-0.08712003835641603,0.012416296470554486,0.027334596442593444,0.03778927224038864,0.043203255877049936,0.08485017384934909,0.0844997665340013,-0.01167176742658144,0.05938917232769914,0.19279451473742978,0.1135990221367669,0.14285757779985658,0.055997229741813544,0.14341564840208945,-0.022615861894588973,-0.004046211287592333,-0.05296352722270803,0.00445979113389273,0.05844568034962236,-0.024240882224831794,-0.17738917593947634,-0.1970893372344165,-0.05866955324762416,-0.09352911454571375,-0.09033582562609459,-0.1333654547153402,-0.12805258470479616,-0.03610464781033481,-0.1543279968839194,-0.045723374073693895,0.035816550086707095,-0.0796236490301163,-0.027671883256810553,-0.08814255276369543,-0.09734419272490327,0.00017535971061510808,-0.019518129816946943,0.05334312653125069,-0.1090525311011996,-0.0829092612367377,0.06610820313022665,0.2711083330232659,-0.0642289775618579,-0.027991642320203996,-0.010648467320991829,-0.12085973949078148,0.18913798226821016,0.40957877390955033,-0.41785553606338455,-0.18840644798433398
9,-0.12419881296816981,0.022986257659729687,-0.03566908075440261,0.044015784898726366,0.09575727688394624,0.013651189065686757,-0.1392311214955001,-0.15748420274718836,-0.008359049370850278,-0.02087533035730888,0.038919446831879305,0.024822679208286624,0.0872327886116296,0.007480241700072899,0.002095354731019321,-0.0365997051299014,-0.03582297128528851,0.12284798159961258,0.15678818232785252,0.0387012395132163,0.061272693264136584,0.07216712557240815,0.03770669478567816,0.052274978283810496,-0.030797908355017917,-0.05341686817520724,0.14403769297619284,0.7613433054431036,0.029226776714241145,-0.02102143150468521,0.02088403737733258,0.024817977977981836,-0.1458158900051103,0.010292112605332169,-0.017710055653011064,0.0336884287581787,-0.038592283697988346,-0.003042105108340941,0.006261960971222939,0.041933026008048595,-0.05636755972967482,-0.1425763789478049,-0.023124930616400294,-0.010008923983573696,-0.11846536463457102,-0.09580057191944627,-0.06572948723959182,-0.08272625629321277,-0.12489175157348359,-0.08179309400829725,-0.06055401917107061,0.004858426622573947,0.019523345992149395,0.0779526232655783,0.059542245054659236,-0.16329526488338836,0.015065693775257856,0.0707716778372374,0.09680334668180157,0.10700761347076625,-0.1689106604241628,-0.17210955832754193,-0.1470808669352343,0.020427306889220904
