rank,player,nation,position,team,age,born,ninetys,passes_completed,passes_attempted,pass_completion_percentage,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,expected_assisted_goals,expected_assists,assists-expected_assisted_goals,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
382,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,21-133,2002,0.1,6,10,60,68,10,5,5,100,1,2,50,0,2,0,0,0,0,0,1,1,0,0,1
383,Sydie Peck,eng ENG,MF,Sheffield Utd,19-138,2004,0.1,1,1,100,10,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
384,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,22-040,2001,1.9,60,79,75.9,675,146,47,53,88.7,11,17,64.7,0,0,,1,0.1,0.4,0.9,1,4,2,0,6
385,Andreas Pereira,br BRA,MF,Fulham,28-028,1996,15.6,477,663,71.9,8323,2585,238,271,87.8,152,195,77.9,68,144,47.2,4,3.7,2.3,0.3,40,52,17,4,62
386,Ivan Perišić,hr CRO,FW,Tottenham,34-361,1989,1.1,53,76,69.7,828,363,31,39,79.5,14,22,63.6,7,13,53.8,1,0.9,0.7,0.1,5,4,6,2,9
387,Đorđe Petrović,rs SRB,GK,Chelsea,24-113,1999,5.1,141,181,77.9,3449,2195,41,41,100,64,65,98.5,35,74,47.3,0,0,0,0,0,1,0,0,0
388,Kalvin Phillips,eng ENG,MF,Manchester City,28-058,1995,1,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70,0,0,0.1,0,0,8,1,1,7
389,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,21-355,2002,0,3,4,75,27,5,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
390,Jordan Pickford,eng ENG,GK,Everton,29-328,1994,21,508,808,62.9,17475,14016,69,69,100,187,194,96.4,251,537,46.7,0,0.1,0.2,-0.1,4,40,2,0,3
391,Ethan Pinnock,jm JAM,DF,Brentford,30-245,1993,20,950,1131,84,17903,5932,315,366,86.1,536,581,92.3,78,143,54.5,0,1,0.7,-1,4,64,4,0,50
392,Nick Pope,eng ENG,GK,Newcastle Utd,31-285,1992,13.9,289,367,78.7,7287,4347,55,56,98.2,162,165,98.2,71,144,49.3,0,0,0,0,0,5,0,0,0
393,Pedro Porro,es ESP,DF,Tottenham,24-138,1999,20,1036,1354,76.5,16075,6205,613,679,90.3,311,404,77,88,191,46.1,7,6,4.6,1,39,72,28,7,106
394,Jarell Quansah,eng ENG,DF,Liverpool,21-000,2003,2.9,264,295,89.5,4530,1555,99,105,94.3,148,155,95.5,12,22,54.5,0,0,0,0,0,12,0,0,10
395,Ionuț Radu,ro ROU,GK,Bournemouth,26-246,1997,2,56,68,82.4,1211,583,19,19,100,29,30,96.7,8,19,42.1,0,0,0,0,0,0,0,0,0
396,Jesuran Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,21-116,2002,1.5,37,50,74,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2
397,Aaron Ramsdale,eng ENG,GK,Arsenal,25-260,1998,5,113,151,74.8,2697,1943,36,36,100,52,53,98.1,25,61,41,0,0,0,0,0,4,0,0,2
398,Aaron Ramsey,eng ENG,"MF,FW",Burnley,21-008,2003,3.2,75,90,83.3,1171,160,47,52,90.4,23,26,88.5,5,5,100,0,0.4,0.5,-0.4,1,5,1,0,6
399,Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,22-246,2001,5.4,135,179,75.4,2088,532,73,94,77.7,55,67,82.1,6,9,66.7,0,0.3,0.9,-0.3,5,11,4,0,16
400,Marcus Rashford,eng ENG,FW,Manchester Utd,26-090,1997,15.7,331,458,72.3,4748,1147,197,245,80.4,89,125,71.2,24,43,55.8,2,1.9,2.1,0.1,14,19,21,1,41
401,David Raya,es ESP,GK,Arsenal,28-136,1995,16,417,543,76.8,9854,6825,122,122,100,213,214,99.5,82,203,40.4,0,0,0,0,0,18,0,0,1
402,Tim Ream,us USA,DF,Fulham,36-116,1987,12.7,745,842,88.5,14976,5388,236,256,92.2,413,450,91.8,87,114,76.3,0,0,0.1,0,0,67,1,0,56
403,Nathan Redmond,eng ENG,"FW,MF",Burnley,29-329,1994,1.6,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4,0,0.3,0.4,-0.3,3,3,4,1,8
404,Harrison Reed,eng ENG,MF,Fulham,29-002,1995,8.8,409,477,85.7,6365,1428,195,216,90.3,179,195,91.8,22,34,64.7,1,0.7,0.8,0.3,9,24,8,2,32
405,Sergio Reguilón,es ESP,DF,Manchester Utd,27-044,1996,4.6,244,314,77.7,3669,1356,137,157,87.3,84,111,75.7,16,26,61.5,0,0.7,0.6,-0.7,8,20,4,2,27
406,Sergio Reguilón,es ESP,DF,Brentford,27-044,1996,0.2,8,12,66.7,123,43,6,6,100,1,4,25,1,2,50,0,0,0,0,0,1,0,0,1
407,Bobby Reid,jm JAM,FW,Fulham,30-361,1993,9.7,221,305,72.5,2973,773,132,152,86.8,64,92,69.6,7,21,33.3,0,0.3,0.4,-0.3,6,14,10,1,23
408,Declan Rice,eng ENG,MF,Arsenal,25-015,1999,20.2,1313,1445,90.9,22385,5925,585,628,93.2,613,639,95.9,90,129,69.8,2,2.2,1.3,-0.2,16,171,18,1,186
409,Chris Richards,us USA,"MF,DF",Crystal Palace,23-307,2000,9.3,228,281,81.1,3887,1023,106,126,84.1,97,111,87.4,22,31,71,0,0.1,0.1,-0.1,2,13,1,0,11
410,Richarlison,br BRA,FW,Tottenham,26-264,1997,11.2,182,265,68.7,2786,720,96,114,84.2,65,91,71.4,10,15,66.7,3,1.4,1,1.6,10,12,8,1,26
411,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,27-142,1996,2,48,65,73.8,779,159,24,26,92.3,21,26,80.8,2,8,25,0,0,0,0,0,1,1,0,4
412,Matt Ritchie,sct SCO,FW,Newcastle Utd,34-141,1989,1.2,46,59,78,601,153,31,34,91.2,12,16,75,2,6,33.3,0,0,0,0,0,2,2,0,7
413,Connor Roberts,wls WAL,DF,Burnley,28-128,1995,8.8,388,485,80,6877,2327,158,177,89.3,191,218,87.6,34,67,50.7,1,0.2,0.3,0.8,7,32,8,2,38
414,Andrew Robertson,sct SCO,DF,Liverpool,29-324,1994,8,485,587,82.6,8445,2846,224,237,94.5,208,241,86.3,49,86,57,0,1,1,-1,19,42,4,3,49
415,Antonee Robinson,us USA,DF,Fulham,26-174,1997,19.4,783,1062,73.7,13998,5318,363,437,83.1,316,389,81.2,95,178,53.4,3,2.8,2.1,0.2,20,62,25,14,71
416,Jack Robinson,eng ENG,DF,Sheffield Utd,30-150,1993,19.4,581,784,74.1,11295,4877,210,242,86.8,290,346,83.8,75,168,44.6,1,0.4,0.4,0.6,6,34,2,0,31
417,Rodri,es ESP,MF,Manchester City,27-221,1996,16.1,1690,1822,92.8,29160,7809,814,858,94.9,657,699,94,183,212,86.3,3,1.6,3.4,1.4,19,198,35,0,181
418,Jay Rodriguez,eng ENG,FW,Burnley,34-184,1989,7.8,112,172,65.1,1531,320,70,96,72.9,31,44,70.5,6,19,31.6,1,0.1,0.1,0.9,3,13,2,0,13
419,Mads Roerslev,dk DEN,DF,Brentford,24-219,1999,9.1,249,381,65.4,4189,1312,118,150,78.7,106,165,64.2,20,43,46.5,2,0.9,0.6,1.1,8,12,12,10,23
420,Cristian Romero,ar ARG,DF,Tottenham,25-277,1998,14,1098,1186,92.6,19298,7439,441,467,94.4,578,602,96,61,87,70.1,0,0.2,0.8,-0.2,5,69,8,0,89
421,Joe Rothwell,eng ENG,MF,Bournemouth,29-018,1995,4.3,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20
422,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30-196,1993,8.2,160,229,69.9,2806,736,67,81,82.7,68,85,80,14,32,43.8,0,0.4,1.3,-0.4,4,14,12,2,27
423,José Sá,pt POR,GK,Wolves,31-012,1993,18.2,383,583,65.7,9684,6568,84,85,98.8,202,207,97.6,95,286,33.2,0,0,0,0,0,6,0,0,0
424,Bukayo Saka,eng ENG,FW,Arsenal,22-146,2001,19.4,695,916,75.9,10754,2751,403,450,89.6,216,286,75.5,60,116,51.7,6,6.2,6.9,-0.2,54,20,38,8,70
425,Mohamed Salah,eg EGY,FW,Liverpool,31-228,1992,19.3,507,696,72.8,7404,2151,292,345,84.6,176,243,72.4,22,42,52.4,8,8.5,5.8,-0.5,47,38,44,5,99
426,William Saliba,fr FRA,DF,Arsenal,22-311,2001,21,1526,1649,92.5,26216,9582,653,690,94.6,781,828,94.3,70,95,73.7,1,0.1,0.6,0.9,4,92,3,0,83
427,Albert Sambi Lokonga,be BEL,MF,Luton Town,24-099,1999,5.5,223,262,85.1,3812,1017,101,114,88.6,82,93,88.2,21,29,72.4,1,0.1,0.1,0.9,3,25,1,0,21
428,Davinson Sánchez,co COL,DF,Tottenham,27-231,1996,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50,0,0,0,0,0,13,0,0,2
429,Robert Sánchez,es ESP,GK,Chelsea,26-072,1997,15.9,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0,0,0,0,8,0,0,1
430,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23-310,2000,0.9,34,43,79.1,446,116,22,25,88,10,14,71.4,1,1,100,0,0.1,0.1,-0.1,1,2,2,0,4
431,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,26-058,1997,9.1,271,336,80.7,4248,1355,147,164,89.6,92,112,82.1,22,34,64.7,0,0.3,0.4,-0.3,6,27,5,0,35
432,Andrey Santos,br BRA,MF,Nott'ham Forest,19-271,2004,0.1,6,6,100,90,31,4,4,100,2,2,100,0,0,,0,0,0,0,0,1,0,0,0
433,Pablo Sarabia,es ESP,"FW,MF",Wolves,31-263,1992,8.3,285,409,69.7,4612,1621,168,198,84.8,71,98,72.4,31,73,42.5,5,4.4,3.1,0.6,29,25,19,3,50
434,Kevin Schade,de GER,"FW,MF",Brentford,22-063,2001,2.9,43,71,60.6,624,171,27,36,75,15,25,60,1,2,50,0,0.4,0.4,-0.4,3,7,3,2,9
435,Fabian Schär,ch SUI,DF,Newcastle Utd,32-040,1991,20.1,1127,1329,84.8,22184,9088,410,447,91.7,553,595,92.9,151,254,59.4,0,0.4,1.1,-0.4,4,87,10,1,76
436,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,31-037,1992,12.8,206,270,76.3,2854,756,127,152,83.6,67,77,87,6,21,28.6,1,1.7,1.2,-0.7,15,14,6,0,27
437,Alex Scott,eng ENG,MF,Bournemouth,20-161,2003,4.2,142,180,78.9,2244,615,74,87,85.1,56,63,88.9,10,23,43.5,1,0.4,0.4,0.6,5,9,3,1,17
438,Nélson Semedo,pt POR,"DF,MF",Wolves,30-074,1993,19.2,758,980,77.3,11104,3685,448,506,88.5,259,333,77.8,33,78,42.3,1,0.6,0.9,0.4,10,54,18,5,73
439,Antoine Semenyo,gh GHA,FW,Bournemouth,24-022,2000,9.4,187,263,71.1,2781,551,105,135,77.8,69,90,76.7,5,11,45.5,1,1.7,0.8,-0.7,11,9,13,2,23
440,Marcos Senesi,ar ARG,DF,Bournemouth,26-264,1997,13.4,608,760,80,13132,5507,179,198,90.4,319,355,89.9,106,183,57.9,2,0.5,1.3,1.5,9,89,15,6,62
441,Luke Shaw,eng ENG,DF,Manchester Utd,28-201,1995,7.7,399,495,80.6,6132,2360,211,237,89,154,183,84.2,20,48,41.7,0,0.9,0.7,-0.9,11,22,7,0,37
442,Bernardo Silva,pt POR,"MF,FW",Manchester City,29-172,1994,15.8,943,1092,86.4,14695,3033,527,564,93.4,324,375,86.4,67,92,72.8,4,4.2,4.5,-0.2,33,55,32,8,106
443,Fábio Silva,pt POR,FW,Wolves,21-194,2002,2.9,61,76,80.3,779,174,37,43,86,16,18,88.9,1,4,25,0,0.2,0.1,-0.2,4,7,0,0,10
444,Thiago Silva,br BRA,DF,Chelsea,39-129,1984,19.4,1385,1474,94,25567,9836,529,554,95.5,736,761,96.7,111,143,77.6,0,0.6,0.4,-0.6,6,93,9,0,64
445,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24-226,1999,4.7,123,156,78.8,1757,501,78,89,87.6,31,35,88.6,7,11,63.6,1,1.1,0.6,-0.1,10,9,8,0,22
446,Oliver Skipp,eng ENG,"MF,FW",Tottenham,23-135,2000,5.9,254,279,91,3697,994,150,157,95.5,84,89,94.4,13,18,72.2,0,0.6,0.2,-0.6,7,32,3,0,29
447,Adam Smith,eng ENG,DF,Bournemouth,32-275,1991,8.3,302,382,79.1,4942,2135,151,167,90.4,123,146,84.2,25,59,42.4,2,0.6,1,1.4,7,26,12,8,40
448,Emile Smith Rowe,eng ENG,MF,Arsenal,23-185,2000,1.6,75,88,85.2,1056,234,47,55,85.5,26,27,96.3,1,2,50,1,0.1,0.1,0.9,1,7,5,0,11
449,Dominic Solanke,eng ENG,FW,Bournemouth,26-137,1997,19.7,214,279,76.7,2704,648,143,167,85.6,46,60,76.7,7,10,70,1,1,1,0,14,11,12,3,32
450,Manor Solomon,il ISR,FW,Tottenham,24-189,1999,2.2,78,90,86.7,1105,196,45,48,93.8,28,35,80,3,4,75,2,0.8,0.8,1.2,12,3,7,1,11
451,Tomáš Souček,cz CZE,MF,West Ham,28-336,1995,18,390,520,75,5939,1703,212,257,82.5,130,173,75.1,29,40,72.5,1,0.7,0.6,0.3,7,42,4,1,45
452,Vinicius Souza,br BRA,MF,Sheffield Utd,24-226,1999,17.7,478,605,79,7741,2098,230,267,86.1,202,244,82.8,29,47,61.7,0,0,0.2,0,1,44,2,1,44
453,Jason Steele,eng ENG,GK,Brighton,33-164,1990,12,412,484,85.1,8930,6034,134,135,99.3,195,199,98,78,144,54.2,0,0,0,0,0,3,0,0,0
454,Raheem Sterling,eng ENG,"FW,MF",Chelsea,29-052,1994,16.6,412,565,72.9,5331,1192,280,330,84.8,102,149,68.5,12,25,48,3,3.5,3.3,-0.5,22,17,31,6,57
455,John Stones,eng ENG,"DF,MF",Manchester City,29-246,1994,4.6,232,245,94.7,3843,836,108,116,93.1,110,113,97.3,12,13,92.3,0,0.1,0.1,-0.1,3,9,0,0,11
456,Thomas Strakosha,al ALB,GK,Brentford,28-316,1995,1.5,52,71,73.2,1509,977,6,6,100,27,28,96.4,19,37,51.4,0,0,0,0,0,1,0,0,0
457,Dominik Szoboszlai,hu HUN,MF,Liverpool,23-096,2000,17.7,951,1138,83.6,15138,3729,509,564,90.2,335,388,86.3,72,120,60,2,4.2,3.6,-2.2,35,68,23,6,115
458,Matt Targett,eng ENG,DF,Newcastle Utd,28-133,1995,0.9,36,41,87.8,657,188,13,13,100,17,18,94.4,6,9,66.7,0,0,0,0,1,2,0,0,2
459,James Tarkowski,eng ENG,DF,Everton,31-071,1992,21,615,829,74.2,12979,5589,212,255,83.1,295,349,84.5,101,192,52.6,1,0.7,0.8,0.3,12,62,14,2,69
460,Nuno Tavares,pt POR,DF,Nott'ham Forest,24-003,2000,2.1,79,104,76,1205,406,44,49,89.8,30,41,73.2,5,11,45.5,0,0,0.1,0,0,6,2,0,11
461,Marcus Tavernier,eng ENG,FW,Bournemouth,24-313,1999,14,382,536,71.3,6257,1920,197,231,85.3,137,173,79.2,36,88,40.9,4,3.2,2.5,0.8,26,22,20,5,45
462,Charlie Taylor,eng ENG,DF,Burnley,30-133,1993,16,618,797,77.5,10726,3409,310,353,87.8,241,304,79.3,58,108,53.7,1,0.5,0.6,0.5,7,50,7,5,55
463,Kenny Tete,nl NED,DF,Fulham,28-112,1995,7.4,308,388,79.4,4640,1738,185,210,88.1,98,123,79.7,20,34,58.8,0,0.1,0.3,-0.1,2,31,6,5,35
464,Luke Thomas,eng ENG,DF,Sheffield Utd,22-233,2001,10.2,234,319,73.4,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,0,0.1,0.2,-0.1,2,23,5,2,33
465,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26-267,1997,6.6,302,374,80.7,4866,1602,161,180,89.4,116,139,83.5,18,27,66.7,3,1.2,0.8,1.8,6,36,11,1,59
466,Jurriën Timber,nl NED,DF,Arsenal,22-226,2001,0.5,44,49,89.8,654,152,21,22,95.5,23,26,88.5,0,0,,0,0,0,0,0,9,0,0,7
467,Harry Toffolo,eng ENG,DF,Nott'ham Forest,28-163,1995,10.2,287,398,72.1,4851,2038,136,158,86.1,108,145,74.5,32,73,43.8,3,1.1,0.9,1.9,14,30,7,7,25
468,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25-085,1998,7,397,478,83.1,6216,1599,204,227,89.9,168,194,86.6,18,39,46.2,1,0.2,0.4,0.8,2,41,7,1,58
469,James Tomkins,eng ENG,DF,Crystal Palace,34-306,1989,0.1,6,7,85.7,62,23,6,7,85.7,0,0,,0,0,,0,0,0,0,0,0,0,0,0
470,Sandro Tonali,it ITA,MF,Newcastle Utd,23-266,2000,4.9,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19
471,Ivan Toney,eng ENG,FW,Brentford,27-319,1996,1,20,37,54.1,320,156,11,19,57.9,4,8,50,3,5,60,0,0.2,0.4,-0.2,2,3,3,2,5
472,Pau Torres,es ESP,DF,Aston Villa,27-013,1997,16.9,987,1127,87.6,18675,5930,304,330,92.1,593,631,94,76,142,53.5,0,0.4,0.6,-0.4,7,103,10,1,95
473,Andros Townsend,eng ENG,"MF,FW",Luton Town,32-197,1991,7.6,152,221,68.8,2899,766,51,61,83.6,75,96,78.1,20,43,46.5,2,0.9,1.5,1.1,10,13,8,5,21
474,James Trafford,eng ENG,GK,Burnley,21-111,2002,21,772,1123,68.7,17939,12589,262,266,98.5,321,330,97.3,186,512,36.3,0,0,0,0,0,18,1,0,5
475,Adama Traoré,es ESP,"FW,DF",Fulham,28-004,1996,0.5,9,12,75,128,43,6,8,75,3,4,75,0,0,,0,0,0,0,0,0,1,1,2
476,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,28-145,1995,0.1,2,3,66.7,15,0,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,0
477,Boubacar Traoré,ml MLI,MF,Wolves,22-162,2001,4.3,179,214,83.6,2864,596,92,106,86.8,64,74,86.5,15,21,71.4,0,0.2,0.2,-0.2,3,22,5,2,12
478,Mike Trésor,be BEL,"FW,MF",Burnley,24-246,1999,4.5,117,174,67.2,1578,457,70,83,84.3,32,52,61.5,4,16,25,0,0.4,0.5,-0.4,7,5,2,0,10
479,Kieran Trippier,eng ENG,DF,Newcastle Utd,33-132,1990,18.5,1299,1664,78.1,23651,9004,560,621,90.2,581,683,85.1,147,295,49.8,7,6.4,6.1,0.6,54,98,43,15,132
480,Leandro Trossard,be BEL,"FW,MF",Arsenal,29-056,1994,8.2,230,334,68.9,3723,964,112,140,80,98,134,73.1,15,34,44.1,1,1.7,1.3,-0.7,13,13,16,4,42
481,Auston Trusty,us USA,DF,Sheffield Utd,25-170,1998,14,300,422,71.1,5231,2028,126,150,84,148,201,73.6,21,53,39.6,0,0.4,0.3,-0.4,2,12,2,1,21
482,Kostas Tsimikas,gr GRE,DF,Liverpool,27-262,1996,7.4,374,481,77.8,6402,1672,180,200,90,143,179,79.9,40,78,51.3,3,0.9,1.2,2.1,15,16,7,4,31
483,Matt Turner,us USA,GK,Nott'ham Forest,29-219,1994,16,379,547,69.3,11743,9355,82,82,100,143,147,97.3,152,309,49.2,0,0,0,0,0,10,0,0,0
484,Destiny Udogie,it ITA,DF,Tottenham,21-062,2002,16.7,703,827,85,9719,2892,428,463,92.4,242,283,85.5,12,20,60,2,1.1,1.2,0.9,16,63,8,0,83
485,Lesley Ugochukwu,fr FRA,MF,Chelsea,19-309,2004,3,141,167,84.4,2263,583,71,80,88.8,59,69,85.5,8,9,88.9,0,0,0.1,0,1,9,4,0,15
486,Virgil van Dijk,nl NED,DF,Liverpool,32-205,1991,18.3,1328,1468,90.5,25657,9609,486,522,93.1,698,734,95.1,134,182,73.6,2,1.1,0.6,0.9,7,97,5,0,97
487,Raphaël Varane,fr FRA,DF,Manchester Utd,30-279,1993,7.8,405,457,88.6,7094,2221,167,176,94.9,207,230,90,26,37,70.3,0,0.1,0.3,-0.1,1,43,3,0,41
488,Alejo Véliz,ar ARG,FW,Tottenham,20-132,2003,0.6,5,10,50,91,5,2,4,50,2,2,100,1,1,100,0,0,0,0,0,0,0,0,1
489,Joël Veltman,nl NED,DF,Brighton,32-014,1992,10.2,456,550,82.9,7425,1924,230,257,89.5,189,219,86.3,34,57,59.6,1,0.4,0.3,0.6,2,31,2,0,41
490,Micky van de Ven,nl NED,DF,Tottenham,22-285,2001,11.5,725,765,94.8,12920,3941,281,288,97.6,384,402,95.5,43,54,79.6,0,0,0.1,0,0,46,1,0,36
491,Bart Verbruggen,nl NED,GK,Brighton,21-164,2002,9,366,407,89.9,7349,4892,139,141,98.6,169,172,98.3,56,91,61.5,0,0,0,0,0,1,0,0,1
492,Guglielmo Vicario,it ITA,GK,Tottenham,27-114,1996,21,740,903,81.9,14797,8767,225,227,99.1,427,438,97.5,81,225,36,0,0,0,0,0,4,0,0,0
493,Fabio Vieira,pt POR,MF,Arsenal,23-244,2000,2.7,91,115,79.1,1564,303,46,52,88.5,36,44,81.8,8,15,53.3,2,1.1,0.5,0.9,3,9,3,1,12
494,Carlos Vinícius,br BRA,FW,Fulham,28-310,1995,3.5,46,62,74.2,587,115,28,34,82.4,14,21,66.7,1,1,100,0,0.8,0.1,-0.8,5,1,0,0,3
495,Vitinho,br BRA,DF,Burnley,24-190,1999,13.6,444,593,74.9,7096,2470,238,266,89.5,176,245,71.8,24,46,52.2,0,0.2,0.6,-0.2,4,32,10,1,46
496,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29-278,1994,5,141,176,80.1,3965,2847,21,21,100,73,73,100,47,80,58.8,0,0,0,0,1,0,0,0,1
497,Kyle Walker,eng ENG,DF,Manchester City,33-246,1990,19.7,1362,1545,88.2,23709,4935,589,633,93,633,689,91.9,117,171,68.4,2,1.7,2.4,0.3,16,120,23,9,100
498,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,26-064,1997,9.8,437,528,82.8,5896,1873,278,314,88.5,136,155,87.7,13,25,52,1,1.2,1,-0.2,5,26,4,0,37
499,Joel Ward,eng ENG,DF,Crystal Palace,34-092,1989,14.8,518,671,77.2,8308,3794,275,309,89,207,258,80.2,30,77,39,1,0.2,0.2,0.8,3,44,7,3,48
500,James Ward-Prowse,eng ENG,MF,West Ham,29-089,1994,19.7,819,1004,81.6,14050,4267,402,438,91.8,314,345,91,85,178,47.8,6,4,4.3,2,40,70,12,3,74
501,Deivid Washington,br BRA,DF,Chelsea,18-238,2005,0.1,1,1,100,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
502,Ollie Watkins,eng ENG,FW,Aston Villa,28-030,1995,20.5,244,329,74.2,3126,534,156,199,78.4,60,82,73.2,7,14,50,8,4.3,2.8,3.7,31,11,15,0,31
503,Adam Webster,eng ENG,DF,Brighton,29-025,1995,7,590,649,90.9,10035,3362,243,263,92.4,302,322,93.8,31,44,70.5,0,0,0.1,0,1,51,1,0,46
504,Danny Welbeck,eng ENG,"FW,MF",Brighton,33-064,1990,7.4,162,193,83.9,1901,263,114,130,87.7,37,41,90.2,0,1,0,0,0.8,0.5,-0.8,9,10,4,0,18
505,Timo Werner,de GER,FW,Tottenham,27-329,1996,0.9,32,36,88.9,426,61,19,19,100,10,11,90.9,1,1,100,1,0.1,0.1,0.9,1,0,0,0,2
506,Ben White,eng ENG,DF,Arsenal,26-113,1997,17.4,1027,1218,84.3,16170,5528,531,589,90.2,426,483,88.2,52,109,47.7,1,1.9,2.1,-0.9,17,93,20,6,90
507,Neco Williams,wls WAL,"DF,MF",Nott'ham Forest,22-291,2001,5.1,123,218,56.4,2170,942,52,70,74.3,53,81,65.4,14,41,34.1,1,1.3,1.2,-0.3,7,13,8,8,14
508,Willian,br BRA,FW,Fulham,35-173,1988,13,496,609,81.4,8731,2043,239,271,88.2,181,217,83.4,61,85,71.8,1,1.6,1.7,-0.6,24,33,34,2,83
509,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24-162,1999,1.5,41,53,77.4,663,200,21,24,87.5,14,19,73.7,4,6,66.7,0,0.3,0.5,-0.3,2,2,3,1,3
510,Callum Wilson,eng ENG,FW,Newcastle Utd,31-336,1992,8.1,71,112,63.4,825,114,47,58,81,11,20,55,3,7,42.9,1,0.3,0.2,0.7,5,2,0,0,5
511,Harry Wilson,wls WAL,FW,Fulham,26-313,1997,12.3,323,417,77.5,4861,912,179,207,86.5,97,125,77.6,28,43,65.1,3,2.1,1.6,0.9,12,21,16,4,39
512,Yoane Wissa,cd COD,FW,Brentford,27-148,1996,17.2,191,270,70.7,2472,630,121,152,79.6,53,75,70.7,6,12,50,1,1.8,1.1,-0.8,15,14,9,3,23
513,Chris Wood,nz NZL,FW,Nott'ham Forest,32-053,1991,9.2,133,214,62.1,1628,379,83,125,66.4,33,52,63.5,4,6,66.7,1,1.4,0.5,-0.4,16,10,2,0,14
514,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,29-058,1994,0.9,24,40,60,326,40,16,19,84.2,4,10,40,1,6,16.7,0,0.3,0.4,-0.3,4,2,1,1,1
515,Joe Worrall,eng ENG,DF,Nott'ham Forest,27-019,1997,4.9,138,164,84.1,2910,1068,25,30,83.3,98,105,93.3,14,27,51.9,0,0.2,0.3,-0.2,2,5,0,0,8
516,Yehor Yarmoliuk,ua UKR,MF,Brentford,19-334,2004,3.9,,,,,,,,,,,,,,,0,,,,,,,,
517,Ryan Yates,eng ENG,MF,Nott'ham Forest,26-069,1997,10.7,287,380,75.5,4518,1195,151,187,80.7,109,136,80.1,16,27,59.3,0,0.2,0.4,-0.2,3,26,4,0,32
518,Ashley Young,eng ENG,DF,Everton,38-204,1985,13.4,457,653,70,8314,3892,202,226,89.4,191,244,78.3,57,150,38,0,1,1,-1,13,38,16,8,52
519,Illia Zabarnyi,ua UKR,DF,Bournemouth,21-150,2002,20,842,1016,82.9,17548,6065,231,268,86.2,500,533,93.8,104,193,53.9,0,0.1,0.4,-0.1,2,60,5,0,52
520,Nicolò Zaniolo,it ITA,"FW,MF",Aston Villa,24-211,1999,5.6,90,138,65.2,1304,333,54,66,81.8,31,43,72.1,3,9,33.3,0,0.7,0.5,-0.7,6,13,4,0,20
521,Anass Zaroury,ma MAR,"FW,MF",Burnley,23-083,2000,1.5,37,62,59.7,601,107,20,27,74.1,12,20,60,4,8,50,0,0,0.1,0,2,2,1,0,2
522,Oleksandr Zinchenko,ua UKR,DF,Arsenal,27-045,1996,14.4,1041,1188,87.6,17764,5292,475,512,92.8,466,515,90.5,77,111,69.4,1,1.6,2.3,-0.6,20,121,35,2,173
523,Kurt Zouma,fr FRA,DF,West Ham,29-094,1994,16.7,512,614,83.4,10131,3518,167,184,90.8,279,310,90,61,103,59.2,0,0,0,0,1,25,0,0,31
524,Martin Ødegaard,no NOR,MF,Arsenal,25-043,1998,17.7,847,1001,84.6,12841,3507,456,495,92.1,310,358,86.6,46,78,59,3,3.6,4.4,-0.6,47,73,49,6,147
