rank,player,nation,position,team,age,born,ninetys,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_from_free_kicks,penalties_made,penalties_attempted,expected_goals,non_penalty_expected_goals,non_penalty_expected_goals_per_shot,goals-expected_goals,non_penalty_goals-non_penalty_expected_goals
57,Sander Berge,no NOR,MF,Burnley,26-075,1998,30.4,1,23,3,13,0.76,0.1,0.04,0.33,16.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9
58,Luke Berry,eng ENG,"MF,DF",Luton Town,31-292,1992,3.5,2,6,3,50,1.71,0.86,0.33,0.67,11,0,0,0,0.9,0.9,0.15,1.1,1.1
59,Beto,gw GNB,FW,Everton,26-089,1998,10.4,3,42,12,28.6,4.03,1.15,0.07,0.25,14.7,0,0,1,6.8,6,0.14,-3.8,-3
60,Jordan Beyer,de GER,DF,Burnley,23-346,2000,13.7,0,5,0,0,0.36,0,0,,8.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5
61,Philip Billing,dk DEN,MF,Bournemouth,27-323,1996,15.1,2,29,8,27.6,1.92,0.53,0.07,0.25,20.4,7,0,0,2.4,2.4,0.08,-0.4,-0.4
62,Yves Bissouma,ml MLI,MF,Tottenham,27-243,1996,20.5,0,23,5,21.7,1.12,0.24,0,0,25,1,0,0,1.4,1.4,0.06,-1.4,-1.4
63,Benicio Boaitey,eng ENG,"DF,FW",Brighton,20-111,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
64,Oscar Bobb,no NOR,"FW,MF",Manchester City,20-292,2003,3.3,1,4,1,25,1.23,0.31,0.25,1,11.1,0,0,0,1.4,1.4,0.35,-0.4,-0.4
65,Jayden Bogle,eng ENG,DF,Sheffield Utd,23-277,2000,28,3,28,11,39.3,1,0.39,0.11,0.27,15.8,0,0,0,2.1,2.1,0.07,0.9,0.9
66,Willy Boly,ci CIV,DF,Nott'ham Forest,33-086,1991,13,1,13,5,38.5,1,0.39,0.08,0.2,10.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4
67,Sven Botman,nl NED,DF,Newcastle Utd,24-108,2000,15.3,2,10,2,20,0.65,0.13,0.2,1,10.5,0,0,0,0.6,0.6,0.06,1.4,1.4
68,Jarrod Bowen,eng ENG,FW,West Ham,27-131,1996,31.5,16,73,35,47.9,2.31,1.11,0.22,0.46,14.3,0,0,0,9.9,9.9,0.14,6.1,6.1
69,Conor Bradley,nir NIR,DF,Liverpool,20-295,2003,8.1,1,12,4,33.3,1.47,0.49,0.08,0.25,17.3,0,0,0,0.9,0.9,0.07,0.1,0.1
70,Jarrad Branthwaite,eng ENG,DF,Everton,21-307,2002,31.6,3,14,4,28.6,0.44,0.13,0.21,0.75,11.6,0,0,0,1.7,1.7,0.12,1.3,1.3
71,Ben Brereton,cl CHI,"FW,MF",Sheffield Utd,25-011,1999,9.5,5,26,15,57.7,2.73,1.58,0.19,0.33,14.1,0,0,0,4.3,4.3,0.17,0.7,0.7
72,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,24-028,2000,3.4,0,6,3,50,1.76,0.88,0,0,23.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
73,Armando Broja,al ALB,FW,Chelsea,22-232,2001,5,1,13,2,15.4,2.58,0.4,0.08,0.5,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4
74,Armando Broja,al ALB,FW,Fulham,22-232,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
75,Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,20-253,2003,8.8,0,7,1,14.3,0.8,0.11,0,0,19.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
76,David Brooks,wls WAL,"FW,MF",Bournemouth,26-296,1997,3.1,1,13,5,38.5,4.15,1.6,0.08,0.2,17.4,0,0,0,2.2,2.2,0.17,-1.2,-1.2
77,Jacob Brown,sct SCO,"MF,FW",Luton Town,26-019,1998,11.3,2,26,6,23.1,2.3,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8
78,Josh Brownhill,eng ENG,MF,Burnley,28-132,1995,23.9,4,28,11,39.3,1.17,0.46,0.14,0.36,21.8,0,0,0,1.9,1.9,0.07,2.1,2.1
79,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,25-223,1998,11.8,5,35,11,31.4,2.96,0.93,0.11,0.36,19.5,10,1,1,4.4,3.6,0.1,0.6,0.4
80,Hugo Bueno,es ESP,"DF,MF",Wolves,21-224,2002,7.3,0,5,0,0,0.68,0,0,,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
81,Santiago Bueno,uy URU,DF,Wolves,25-172,1998,8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
82,Facundo Buonanotte,ar ARG,"FW,MF",Brighton,19-128,2004,13,3,20,8,40,1.54,0.62,0.15,0.38,17.2,0,0,0,2.4,2.4,0.12,0.6,0.6
83,Reece Burke,eng ENG,DF,Luton Town,27-240,1996,16.5,0,12,3,25,0.73,0.18,0,0,13.4,0,0,0,1.3,1.3,0.13,-1.3,-1.3
84,Dan Burn,eng ENG,DF,Newcastle Utd,31-356,1992,26.3,2,19,5,26.3,0.72,0.19,0.11,0.4,8.4,0,0,0,2.7,2.7,0.16,-0.7,-0.7
85,Mason Burstow,eng ENG,FW,Chelsea,20-269,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
86,Moisés Caicedo,ec ECU,MF,Chelsea,22-179,2001,27.1,0,11,3,27.3,0.41,0.11,0,0,26.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4
87,Tom Cairney,sct SCO,MF,Fulham,33-100,1991,15.7,1,16,7,43.8,1.02,0.45,0.06,0.14,20.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1
88,Dominic Calvert-Lewin,eng ENG,FW,Everton,27-044,1997,21.6,6,64,24,37.5,2.97,1.11,0.08,0.21,13.3,0,1,1,11.3,10.5,0.16,-5.3,-5.5
89,Thomas Cannon,ie IRL,FW,Everton,21-123,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
90,Diego Carlos,br BRA,DF,Aston Villa,31-045,1993,17.2,0,7,1,14.3,0.41,0.06,0,0,8.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9
91,Cesare Casadei,it ITA,"FW,MF",Chelsea,21-110,2003,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
92,Casemiro,br BRA,"MF,DF",Manchester Utd,32-066,1992,18,1,33,7,21.2,1.83,0.39,0.03,0.14,17.3,1,0,0,3.2,3.2,0.1,-2.2,-2.2
93,Matty Cash,pl POL,DF,Aston Villa,26-266,1997,23.1,2,32,13,40.6,1.39,0.56,0.06,0.15,15.7,0,0,0,4.2,4.2,0.13,-2.2,-2.2
94,Timothy Castagne,be BEL,DF,Fulham,28-146,1995,27.3,1,13,4,30.8,0.48,0.15,0.08,0.25,11.7,0,0,0,1.5,1.5,0.12,-0.5,-0.5
95,Jonny Castro,es ESP,MF,Wolves,30-057,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
96,Trevoh Chalobah,eng ENG,DF,Chelsea,24-299,1999,5.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
97,Calum Chambers,eng ENG,"DF,MF",Aston Villa,29-100,1995,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
98,Youssef Chermiti,pt POR,FW,Everton,19-341,2004,1.9,0,5,1,20,2.66,0.53,0,0,14.5,0,0,0,0.6,0.6,0.11,-0.6,-0.6
99,Ben Chilwell,eng ENG,DF,Chelsea,27-130,1996,8.4,0,12,4,33.3,1.43,0.48,0,0,16.6,1,0,0,1.2,1.2,0.1,-1.2,-1.2
100,Tawanda Chirewa,eng ENG,"MF,FW",Wolves,20-201,2003,1.6,0,3,1,33.3,1.91,0.64,0,0,21,0,0,0,0.2,0.2,0.05,-0.2,-0.2
101,Leon Chiwome,eng ENG,FW,Wolves,18-110,2006,1.9,0,2,0,0,1.03,0,0,,11.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
102,Tahith Chong,nl NED,MF,Luton Town,24-147,1999,19.1,4,29,7,24.1,1.52,0.37,0.14,0.57,16.4,0,0,0,2.6,2.6,0.09,1.4,1.4
103,Ryan Christie,sct SCO,MF,Bournemouth,29-067,1995,29.4,0,40,13,32.5,1.36,0.44,0,0,20,0,0,0,1.9,1.9,0.05,-1.9,-1.9
104,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,20-192,2003,2.5,1,3,2,66.7,1.19,0.79,0.33,0.5,19.9,0,0,0,0.2,0.2,0.05,0.8,0.8
105,Bobby Clark,eng ENG,MF,Liverpool,19-082,2005,1,0,2,0,0,2.02,0,0,,18.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
106,Jordan Clark,eng ENG,MF,Luton Town,30-220,1993,13.1,1,14,4,28.6,1.07,0.3,0.07,0.25,16.8,0,0,0,0.9,0.9,0.06,0.1,0.1
107,Nathaniel Clyne,eng ENG,DF,Crystal Palace,33-024,1991,12,0,3,0,0,0.25,0,0,,26.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
108,Séamus Coleman,ie IRL,DF,Everton,35-201,1988,5.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
109,Nathan Collins,ie IRL,DF,Brentford,22-365,2001,27.5,1,10,2,20,0.36,0.07,0.1,0.5,9.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7
110,Levi Colwill,eng ENG,DF,Chelsea,21-063,2003,20,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3
111,Lewis Cook,eng ENG,MF,Bournemouth,27-086,1997,28,0,10,3,30,0.36,0.11,0,0,22.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
112,Jack Cork,eng ENG,MF,Burnley,34-309,1989,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
113,Maxwel Cornet,ci CIV,"MF,FW",West Ham,27-215,1996,1.2,1,4,1,25,3.21,0.8,0.25,1,12.5,0,0,0,0.4,0.4,0.1,0.6,0.6
114,Vladimír Coufal,cz CZE,DF,West Ham,31-251,1992,31.8,0,7,2,28.6,0.22,0.06,0,0,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
115,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,31-322,1992,0.3,0,3,1,33.3,10.8,3.6,0,0,24.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
116,Aaron Cresswell,eng ENG,"DF,FW",West Ham,34-136,1989,3.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
117,Marc Cucurella,es ESP,DF,Chelsea,25-282,1998,14.8,0,8,4,50,0.54,0.27,0,0,14.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1
118,Josh Cullen,ie IRL,MF,Burnley,28-022,1996,20,1,12,3,25,0.6,0.15,0.08,0.33,23.3,0,0,0,0.4,0.4,0.03,0.6,0.6
119,Matheus Cunha,br BRA,"FW,MF",Wolves,24-338,1999,24.4,11,67,33,49.3,2.74,1.35,0.15,0.3,18.3,0,1,1,8.8,8,0.12,2.2,2
120,Mahmoud Dahoud,de GER,MF,Brighton,28-119,1996,5,0,6,1,16.7,1.19,0.2,0,0,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
121,Ameen Al-Dakhil,be BEL,DF,Burnley,22-054,2002,11.7,1,8,3,37.5,0.68,0.26,0.13,0.33,16,0,0,0,1.3,1.3,0.16,-0.3,-0.3
122,Diogo Dalot,pt POR,DF,Manchester Utd,25-042,1999,31.3,1,27,5,18.5,0.86,0.16,0.04,0.2,20.8,0,0,0,1.1,1.1,0.04,-0.1,-0.1
123,Mikkel Damsgaard,dk DEN,MF,Brentford,23-301,2000,7.3,0,9,4,44.4,1.23,0.54,0,0,18,1,0,0,0.9,0.9,0.1,-0.9,-0.9
124,Danilo,br BRA,MF,Nott'ham Forest,23-000,2001,17,2,19,7,36.8,1.12,0.41,0.11,0.29,20.7,0,0,0,1.6,1.6,0.08,0.4,0.4
125,Arnaut Danjuma,nl NED,"MF,FW",Everton,27-089,1997,6.6,1,25,9,36,3.78,1.36,0.04,0.11,16,1,0,0,2.6,2.6,0.1,-1.6,-1.6
126,Jayden Danns,eng ENG,FW,Liverpool,18-104,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
127,Josh Dasilva,eng ENG,"DF,FW",Brentford,25-189,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
128,David Datro Fofana,ci CIV,FW,Burnley,21-129,2002,9.7,4,19,10,52.6,1.97,1.04,0.21,0.4,14,0,0,0,4.5,4.5,0.24,-0.5,-0.5
129,Ben Davies,wls WAL,DF,Tottenham,31-005,1993,12.1,1,12,2,16.7,0.99,0.17,0.08,0.5,11.8,0,0,0,2.3,2.3,0.19,-1.3,-1.3
130,Tom Davies,eng ENG,MF,Sheffield Utd,25-304,1998,2.5,0,4,1,25,1.63,0.41,0,0,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
131,Craig Dawson,eng ENG,DF,Wolves,33-359,1990,24.5,1,16,5,31.3,0.65,0.2,0.06,0.2,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5
132,Kevin De Bruyne,be BEL,MF,Manchester City,32-306,1991,10.1,4,34,12,35.3,3.36,1.19,0.12,0.33,21.7,5,0,0,1.7,1.7,0.05,2.3,2.3
133,Hannes Delcroix,be BEL,DF,Burnley,25-061,1999,6.5,0,4,2,50,0.61,0.31,0,0,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4
134,Leander Dendoncker,be BEL,MF,Aston Villa,29-014,1995,1.3,1,2,1,50,1.51,0.76,0.5,1,12.5,0,0,0,0.7,0.7,0.37,0.3,0.3
135,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,24-297,1999,21.4,6,48,18,37.5,2.24,0.84,0.13,0.33,16,0,0,0,6.1,6.1,0.13,-0.1,-0.1
136,Amad Diallo,ci CIV,FW,Manchester Utd,21-293,2002,1.7,0,5,2,40,2.9,1.16,0,0,19.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
137,Amadou Diallo,eng ENG,MF,Newcastle Utd,21-074,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
138,Rúben Dias,pt POR,DF,Manchester City,26-351,1997,25.4,0,19,8,42.1,0.75,0.31,0,0,15.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2
139,Luis Díaz,co COL,FW,Liverpool,27-107,1997,26.8,8,88,30,34.1,3.29,1.12,0.09,0.27,15.3,0,0,0,11.1,11.1,0.13,-3.1,-3.1
140,Eric Dier,eng ENG,DF,Tottenham,30-105,1994,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
141,Lucas Digne,fr FRA,DF,Aston Villa,30-284,1993,23.8,1,19,4,21.1,0.8,0.17,0.05,0.25,19.6,6,0,0,1.1,1.1,0.06,-0.1,-0.1
142,Issa Diop,fr FRA,DF,Fulham,27-111,1997,13.8,0,5,1,20,0.36,0.07,0,0,14.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
143,Axel Disasi,fr FRA,DF,Chelsea,26-049,1998,28.6,2,16,4,25,0.56,0.14,0.13,0.5,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4
144,Ben Doak,sct SCO,FW,Liverpool,18-170,2005,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
145,Lewis Dobbin,eng ENG,MF,Everton,21-117,2003,2.3,1,5,2,40,2.14,0.86,0.2,0.5,15.6,0,0,0,0.3,0.3,0.06,0.7,0.7
146,Matt Doherty,ie IRL,"DF,MF",Wolves,32-104,1992,11.6,1,8,2,25,0.69,0.17,0.13,0.5,11.2,0,0,0,0.7,0.7,0.09,0.3,0.3
147,Jeremy Doku,be BEL,"FW,MF",Manchester City,21-338,2002,16.2,3,48,14,29.2,2.97,0.87,0.06,0.21,16.5,0,0,0,2.3,2.3,0.05,0.7,0.7
148,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25-306,1998,16.5,2,22,6,27.3,1.33,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7
149,Jamie Donley,eng ENG,FW,Tottenham,19-117,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
150,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,31-119,1993,26.9,6,42,18,42.9,1.56,0.67,0.14,0.33,12.4,0,0,0,7,7,0.18,-1,-1
151,Cheick Doucouré,ml MLI,MF,Crystal Palace,24-112,2000,10.2,0,6,2,33.3,0.59,0.2,0,0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
152,Alfie Doughty,eng ENG,DF,Luton Town,24-130,1999,29.5,1,24,6,25,0.81,0.2,0.04,0.17,15.9,1,0,0,1.3,1.3,0.05,-0.3,-0.3
153,Tommy Doyle,eng ENG,MF,Wolves,22-195,2001,13.4,0,14,3,21.4,1.05,0.22,0,0,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4
154,Radu Drăgușin,ro ROU,DF,Tottenham,22-086,2002,2.6,0,1,0,0,0.39,0,0,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1
155,Martin Dúbravka,sk SVK,GK,Newcastle Utd,35-105,1989,19.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
156,Paul Dummett,wls WAL,DF,Newcastle Utd,32-216,1991,0.2,0,1,0,0,4.74,0,0,,16.1,0,0,0,0,0,0.02,0,0
157,Lewis Dunk,eng ENG,DF,Brighton,32-160,1991,29.4,3,32,12,37.5,1.09,0.41,0.09,0.25,13.6,4,0,0,3,3,0.09,0,0
158,Jhon Durán,co COL,"FW,MF",Aston Villa,20-138,2003,3.9,3,15,5,33.3,3.8,1.27,0.2,0.6,15.6,0,0,0,1.6,1.6,0.11,1.4,1.4
159,George Earthy,eng ENG,FW,West Ham,19-237,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
160,Ederson,br BRA,GK,Manchester City,30-256,1993,28.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
161,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,26-104,1998,16.6,7,50,19,38,3.01,1.14,0.14,0.37,13.5,3,0,0,6.2,6.2,0.12,0.8,0.8
162,John Egan,ie IRL,DF,Sheffield Utd,31-192,1992,5.4,0,3,1,33.3,0.56,0.19,0,0,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
163,Hjalmar Ekdal,se SWE,DF,Burnley,25-191,1998,4.3,0,2,1,50,0.46,0.23,0,0,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
164,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,22-002,2002,25.1,5,51,21,41.2,2.03,0.84,0.1,0.24,15.8,0,0,0,6.5,6.5,0.13,-1.5,-1.5
165,Harvey Elliott,eng ENG,"MF,FW",Liverpool,21-025,2003,12.4,2,42,13,31,3.39,1.05,0.05,0.15,21.2,2,0,0,2.1,2.1,0.05,-0.1,-0.1
166,Mohamed Elneny,eg EGY,MF,Arsenal,31-293,1992,0.3,0,2,1,50,6.43,3.21,0,0,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
167,Emerson,br BRA,DF,Tottenham,25-106,1999,11.1,1,5,3,60,0.45,0.27,0.2,0.33,21.4,0,0,0,0.2,0.2,0.03,0.8,0.8
168,Julio Enciso,py PAR,"MF,FW",Brighton,20-097,2004,2.9,0,18,6,33.3,6.21,2.07,0,0,22.2,0,0,0,0.8,0.8,0.05,-0.8,-0.8
169,Wataru Endo,jp JPN,MF,Liverpool,31-080,1993,16.6,1,9,2,22.2,0.54,0.12,0.11,0.5,21.5,0,0,0,0.5,0.5,0.05,0.5,0.5
170,Christian Eriksen,dk DEN,MF,Manchester Utd,32-075,1992,11.4,1,12,4,33.3,1.05,0.35,0.08,0.25,21.8,1,0,0,0.9,0.9,0.07,0.1,0.1
171,Maxime Estève,fr FRA,DF,Burnley,21-339,2002,12.1,0,5,0,0,0.41,0,0,,18.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
172,Pervis Estupiñán,ec ECU,DF,Brighton,26-099,1998,13.8,2,11,6,54.5,0.8,0.43,0.18,0.33,18.8,0,0,0,1,1,0.09,1,1
173,Jonny Evans,nir NIR,DF,Manchester Utd,36-117,1988,12.3,0,1,0,0,0.08,0,0,,5.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
174,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25-305,1998,20,8,71,27,38,3.56,1.35,0.1,0.26,20.9,12,1,1,7.8,7,0.1,0.2,0
175,Łukasz Fabiański,pl POL,GK,West Ham,39-011,1985,8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
176,Romain Faivre,fr FRA,"FW,MF",Bournemouth,25-290,1998,0.4,0,2,0,0,4.62,0,0,,17,0,0,0,0.2,0.2,0.08,-0.2,-0.2
177,Ansu Fati,es ESP,"MF,FW",Brighton,21-181,2002,5.6,2,25,11,44,4.46,1.96,0.08,0.18,14.6,0,0,0,3.4,3.4,0.14,-1.4,-1.4
178,Felipe,br BRA,DF,Nott'ham Forest,34-349,1989,4.2,0,3,0,0,0.72,0,0,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
179,Evan Ferguson,ie IRL,FW,Brighton,19-193,2004,15.2,6,33,20,60.6,2.17,1.32,0.18,0.3,15.5,0,0,0,4.6,4.6,0.14,1.4,1.4
180,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,29-234,1994,33,10,87,33,37.9,2.64,1,0.07,0.18,22.7,11,4,5,9.9,6,0.07,0.1,0
181,Enzo Fernández,ar ARG,MF,Chelsea,23-103,2001,24.5,3,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,1,2,6.2,4.6,0.1,-3.2,-2.6
