Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Jadon Sancho,"FW,MF",Manchester Utd,3,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,10,4,5
Ibrahim Sangaré,MF,Nott'ham Forest,8,8,642,7.1,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,4,26,5
Andrey Santos,MF,Nott'ham Forest,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0
Pablo Sarabia,"FW,MF",Wolves,6,2,193,2.1,1,2,3,1,0,0,1,0,0.7,0.7,2.1,2.8,4,10,20
Kevin Schade,"FW,MF",Brentford,5,3,257,2.9,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,3,9,18
Fabian Schär,DF,Newcastle Utd,12,12,1080,12,0,0,0,0,0,0,2,0,0.6,0.6,0,0.7,5,37,5
Jeffrey Schlupp,"FW,MF",Crystal Palace,11,11,758,8.4,1,0,1,1,0,0,0,0,1.3,1.3,0.7,2,9,16,25
Alex Scott,MF,Bournemouth,3,3,189,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,7,2
Nélson Semedo,"DF,MF",Wolves,11,11,959,10.7,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.8,28,39,49
Antoine Semenyo,"FW,MF",Bournemouth,9,5,425,4.7,2,0,2,2,0,0,1,0,1.1,1.1,0.7,1.8,16,10,29
Marcos Senesi,DF,Bournemouth,10,6,578,6.4,0,1,1,0,0,0,2,0,0,0,0.2,0.2,12,28,0
Luke Shaw,DF,Manchester Utd,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0.7,0.7,1,11,8
Bernardo Silva,"MF,FW",Manchester City,9,8,728,8.1,3,3,6,3,0,0,2,0,0.9,0.9,2.7,3.6,43,50,66
Fábio Silva,FW,Wolves,8,3,264,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13
Thiago Silva,DF,Chelsea,12,12,1080,12,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.5,1,42,2
Luis Sinisterra,"MF,FW",Bournemouth,5,0,126,1.4,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,6,6,10
Oliver Skipp,MF,Tottenham,7,1,179,2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,8,7
Adam Smith,DF,Bournemouth,4,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2
Emile Smith Rowe,MF,Arsenal,4,1,107,1.2,0,1,1,0,0,0,0,0,0.8,0.8,0.1,0.9,1,5,5
Dominic Solanke,FW,Bournemouth,12,12,1068,11.9,6,1,7,6,0,0,1,0,5.4,5.4,1,6.4,17,17,57
Manor Solomon,FW,Tottenham,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44
Tomáš Souček,MF,West Ham,11,10,806,9,3,1,4,3,0,0,2,0,3.2,3.2,0.6,3.9,3,24,12
Vinicius Souza,MF,Sheffield Utd,12,11,929,10.3,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,4,28,11
Jason Steele,GK,Brighton,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem Sterling,"FW,MF",Chelsea,12,11,989,11,4,1,5,4,0,0,3,0,3.1,3.1,2.3,5.4,73,34,132
John Stones,"DF,MF",Manchester City,4,3,257,2.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7,5
Thomas Strakosha,GK,Brentford,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Szoboszlai,MF,Liverpool,12,12,1054,11.7,1,2,3,1,0,0,1,0,0.8,0.8,3.6,4.5,33,82,74
Matt Targett,DF,Newcastle Utd,3,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
James Tarkowski,DF,Everton,12,12,1079,12,1,1,2,1,0,0,2,0,0.9,0.9,0.4,1.4,2,37,5
Nuno Tavares,DF,Nott'ham Forest,3,1,95,1.1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1
Marcus Tavernier,"FW,MF",Bournemouth,9,8,617,6.9,0,1,1,0,0,0,0,0,0.8,0.8,1.3,2.1,22,15,32
Charlie Taylor,DF,Burnley,9,9,810,9,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,10,31,20
Kenny Tete,DF,Fulham,5,5,427,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,11,24,27
Luke Thomas,DF,Sheffield Utd,9,8,718,8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,8,26,18
Youri Tielemans,"MF,FW",Aston Villa,12,1,290,3.2,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1,10,34,12
Jurriën Timber,DF,Arsenal,1,1,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3
Harry Toffolo,DF,Nott'ham Forest,6,4,393,4.4,0,3,3,0,0,0,0,0,0.4,0.4,0.5,0.8,2,13,15
Takehiro Tomiyasu,DF,Arsenal,10,3,421,4.7,1,0,1,1,0,0,2,1,0.4,0.4,0,0.4,7,31,12
James Tomkins,DF,Crystal Palace,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandro Tonali,MF,Newcastle Utd,8,5,438,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,11,19,21
Pau Torres,DF,Aston Villa,12,11,1050,11.7,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,18,67,7
Andros Townsend,MF,Luton Town,4,2,173,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,3,5
James Trafford,GK,Burnley,12,12,1080,12,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
Adama Traoré,"FW,DF",Fulham,4,0,44,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,2,2
Bertrand Traoré,"DF,FW",Aston Villa,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boubacar Traoré,"MF,FW",Wolves,8,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0.1,3,7,5
Mike Trésor,FW,Burnley,6,2,225,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,8,6,14
Kieran Trippier,DF,Newcastle Utd,12,12,1037,11.5,0,6,6,0,0,0,3,0,0.1,0.1,4,4,18,77,62
Leandro Trossard,FW,Arsenal,8,3,304,3.4,3,1,4,3,0,0,0,0,0.8,0.8,1.5,2.3,11,20,30
Auston Trusty,DF,Sheffield Utd,7,5,467,5.2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2
Kostas Tsimikas,DF,Liverpool,5,3,270,3,0,2,2,0,0,0,0,0,0,0,0.5,0.6,15,18,36
Matt Turner,GK,Nott'ham Forest,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Destiny Udogie,DF,Tottenham,10,10,782,8.7,0,2,2,0,0,0,5,1,0.2,0.2,0.7,0.9,27,46,53
Lesley Ugochukwu,MF,Chelsea,8,1,147,1.6,0,0,0,0,0,0,1,0,0,0,0,0,5,13,0
Virgil van Dijk,DF,Liverpool,10,10,837,9.3,0,2,2,0,0,0,1,1,0.7,0.7,1,1.7,4,48,1
Raphaël Varane,DF,Manchester Utd,8,4,343,3.8,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,6,26,1
Alejo Véliz,"FW,MF",Tottenham,3,0,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joël Veltman,DF,Brighton,12,6,690,7.7,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,9,28,22
Micky van de Ven,DF,Tottenham,11,11,943,10.5,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,9,34,1
Bart Verbruggen,GK,Brighton,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guglielmo Vicario,GK,Tottenham,12,12,1080,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Fabio Vieira,MF,Arsenal,8,2,241,2.7,1,2,3,0,1,1,0,1,1.2,0.4,1.1,1.5,9,12,24
Carlos Vinícius,FW,Fulham,7,2,233,2.6,1,0,1,1,0,0,1,0,0.7,0.7,0.5,1.2,2,2,8
Vitinho,DF,Burnley,6,5,420,4.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,13,14,9
Odisseas Vlachodimos,GK,Nott'ham Forest,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker,DF,Manchester City,12,12,1079,12,0,1,1,0,0,0,1,0,0.2,0.2,1.2,1.4,30,60,81
Aaron Wan-Bissaka,DF,Manchester Utd,6,5,431,4.8,0,1,1,0,0,0,2,0,0,0,1.1,1.1,11,23,10
Joel Ward,DF,Crystal Palace,11,11,961,10.7,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,11,36,10
James Ward-Prowse,MF,West Ham,11,11,962,10.7,2,5,7,2,0,0,1,0,1.8,1.8,3.1,5,9,43,21
Deivid Washington,DF,Chelsea,1,0,10,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1
Ollie Watkins,FW,Aston Villa,12,12,1038,11.5,6,5,11,6,0,0,1,0,7.1,7.1,2.6,9.7,22,16,68
Adam Webster,DF,Brighton,6,6,540,6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,7,34,0
Danny Welbeck,"FW,MF",Brighton,8,7,408,4.5,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,8,11,21
Ben White,DF,Arsenal,11,11,947,10.5,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,15,54,47
Neco Williams,"MF,DF",Nott'ham Forest,5,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,5
Willian,FW,Fulham,11,9,776,8.6,1,0,1,1,0,0,1,0,1.4,1.4,0.8,2.2,38,41,66
Joe Willock,"MF,FW",Newcastle Utd,3,1,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,3,9
Callum Wilson,FW,Newcastle Utd,10,5,484,5.4,7,0,7,5,2,2,1,0,5.9,4.4,0,4.4,6,4,36
Harry Wilson,FW,Fulham,12,7,684,7.6,0,1,1,0,0,0,2,0,0.9,0.9,1.1,2,13,26,57
Yoane Wissa,FW,Brentford,12,12,992,11,3,1,4,3,0,0,1,0,4.7,4.7,1,5.7,20,13,55
Chris Wood,FW,Nott'ham Forest,10,2,253,2.8,3,0,3,3,0,0,0,0,2.1,2.1,0.3,2.4,3,3,10
Cauley Woodrow,"FW,MF",Luton Town,7,0,81,0.9,0,0,0,0,0,0,0,0,0.6,0.6,0.3,1,3,1,6
Joe Worrall,DF,Nott'ham Forest,6,5,438,4.9,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1
Yehor Yarmoliuk,MF,Brentford,4,0,61,0.7,0,0,0,0,0,0,0,0,,,,,,,
Ryan Yates,MF,Nott'ham Forest,9,3,366,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,8,8
Ashley Young,DF,Everton,11,11,917,10.2,0,0,0,0,0,0,5,1,0.1,0.1,0.5,0.6,17,39,11
Illia Zabarnyi,DF,Bournemouth,12,12,1080,12,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,7,32,0
Nicolò Zaniolo,"FW,MF",Aston Villa,9,6,424,4.7,0,0,0,0,0,0,2,0,1.5,1.5,0.7,2.2,21,17,32
Anass Zaroury,FW,Burnley,4,1,127,1.4,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,1,2,12
Oleksandr Zinchenko,DF,Arsenal,11,8,666,7.4,1,0,1,1,0,0,1,0,0.3,0.3,0.6,0.9,15,84,21
Kurt Zouma,DF,West Ham,11,11,990,11,1,0,1,1,0,0,1,0,0.6,0.6,0,0.6,2,20,0
Martin Ødegaard,MF,Arsenal,9,9,787,8.7,3,1,4,1,2,2,1,0,2.6,1,0.7,1.7,22,46,51
