rank,player,nation,position,team,age,born,ninetys,passes_completed,passes_attempted,pass_completion_percentage,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,expected_assisted_goals,expected_assists,assists-expected_assisted_goals,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
289,Romelu Lukaku,be BEL,FW,Manchester Utd,24,1993,31.9,502,763,65.8,6310,1511,282,377,74.8,118,207,57,27,44,61.4,7,4.7,3.8,2.3,33,33,33,5,63
290,Dodi Lukebakio,be BEL,"MF,FW",Watford,19,1997,0.2,7,8,87.5,118,55,2,2,100,4,4,100,0,1,0,0,0.1,0,-0.1,2,2,1,1,1
291,Levi Lumeka,eng ENG,FW,Crystal Palace,18,1998,0.3,5,11,45.5,41,9,5,6,83.3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
292,Harry Maguire,eng ENG,DF,Leicester City,24,1993,38,1379,1781,77.4,28888,11021,448,539,83.1,660,769,85.8,240,407,59,4,4.1,2.2,-0.1,18,128,8,1,178
293,Riyad Mahrez,dz ALG,"MF,FW",Leicester City,26,1991,32.8,1088,1485,73.3,19045,6041,553,647,85.5,326,436,74.8,150,267,56.2,10,7.2,7,2.8,57,122,50,8,190
294,Ainsley Maitland-Niles,eng ENG,"DF,MF",Arsenal,19,1997,10.2,530,640,82.8,8182,2475,290,321,90.3,178,215,82.8,42,59,71.2,0,0.9,1.4,-0.9,8,37,14,4,35
295,Scott Malone,eng ENG,DF,Huddersfield,26,1991,12.4,492,708,69.5,8982,3413,209,257,81.3,211,284,74.3,60,120,50,1,0.5,0.5,0.5,10,32,10,3,51
296,Sadio Mané,sn SEN,FW,Liverpool,25,1992,24.3,787,1005,78.3,11585,2403,440,528,83.3,276,327,84.4,38,61,62.3,7,5.4,4.9,1.6,48,55,56,5,120
297,Eliaquim Mangala,fr FRA,DF,Everton,26,1991,1.5,60,72,83.3,1299,433,11,14,78.6,43,47,91.5,6,9,66.7,0,0,0,0,0,4,0,0,7
298,Eliaquim Mangala,fr FRA,DF,Manchester City,26,1991,5.4,316,346,91.3,5253,1824,138,143,96.5,166,173,96,9,21,42.9,0,0,0,0,1,10,0,0,15
299,Javier Manquillo,es ESP,DF,Newcastle Utd,23,1994,19.5,561,766,73.2,8676,3549,306,363,84.3,202,278,72.7,36,78,46.2,1,1.3,0.5,-0.3,11,35,7,5,55
300,Solly March,eng ENG,"MF,FW",Brighton,23,1994,20.6,516,756,68.3,8609,2396,255,309,82.5,173,241,71.8,59,119,49.6,1,1.4,1.8,-0.4,18,33,19,9,60
301,Adrian Mariappa,jm JAM,DF,Watford,30,1986,24.6,774,1028,75.3,13905,6028,342,395,86.6,343,432,79.4,77,161,47.8,0,0.2,0.3,-0.2,4,50,3,0,60
302,João Mário,pt POR,MF,West Ham,24,1993,11.4,373,497,75.1,5621,1341,212,245,86.5,107,132,81.1,34,73,46.6,1,1.4,1.1,-0.4,16,22,9,2,43
303,Anthony Martial,fr FRA,FW,Manchester Utd,21,1995,17.6,613,789,77.7,7580,1899,374,431,86.8,155,193,80.3,18,43,41.9,5,5.1,4.6,-0.1,33,35,27,2,52
304,Cuco Martina,cw CUW,DF,Everton,27,1989,20.3,792,1040,76.2,12947,5506,410,450,91.1,289,385,75.1,72,158,45.6,2,1.4,1.7,0.6,13,50,23,14,68
305,Bruno Martins Indi,nl NED,DF,Stoke City,25,1992,13.8,290,366,79.2,5879,2046,98,111,88.3,150,181,82.9,41,67,61.2,0,0.1,0.1,-0.1,3,25,3,3,28
306,Arthur Masuaku,cd COD,DF,West Ham,23,1993,20.8,668,930,71.8,10657,3590,353,407,86.7,247,343,72,50,115,43.5,3,2,1.3,1,17,39,16,10,56
307,Juan Mata,es ESP,FW,Manchester Utd,29,1988,21.4,1098,1345,81.6,16341,3673,585,645,90.7,311,392,79.3,98,160,61.3,5,4.5,4.5,0.5,51,74,33,13,101
308,Nemanja Matić,rs SRB,MF,Manchester Utd,28,1988,34.6,2299,2647,86.9,40993,11705,974,1068,91.2,959,1042,92,269,356,75.6,1,1.6,2.2,-0.6,24,220,23,1,237
309,Joël Matip,cm CMR,DF,Liverpool,25,1991,22.2,1470,1660,88.6,30063,11508,380,403,94.3,892,970,92,185,265,69.8,0,0.3,0.8,-0.3,5,94,2,0,108
310,Konstantinos Mavropanos,gr GRE,DF,Arsenal,19,1997,2.2,91,103,88.3,1645,602,36,38,94.7,45,48,93.8,8,12,66.7,0,0,0,0,0,6,0,0,5
311,Alfie Mawson,eng ENG,DF,Swansea City,23,1994,38,1420,1755,80.9,31280,11208,407,462,88.1,732,847,86.4,268,403,66.5,1,0.6,0.6,0.4,5,87,5,1,92
312,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Stoke City,28,1989,25.7,477,688,69.3,6566,1710,272,346,78.6,140,191,73.3,26,51,51,5,3.1,2.5,1.9,20,28,18,4,56
313,Chancel Mbemba,cd COD,DF,Newcastle Utd,22,1994,7.5,202,276,73.2,3454,1490,102,120,85,81,107,75.7,18,39,46.2,0,0.5,0.5,-0.5,4,11,6,4,21
314,James McArthur,sct SCO,MF,Crystal Palace,29,1987,27,854,1093,78.1,13032,3373,445,523,85.1,323,391,82.6,48,98,49,1,2.2,1.6,-1.2,21,90,13,1,107
315,Gareth McAuley,nir NIR,DF,West Brom,37,1979,5.1,85,130,65.4,1995,1107,24,31,77.4,36,47,76.6,24,44,54.5,0,0,0,0,0,16,2,0,10
316,Oliver McBurnie,sct SCO,"FW,MF",Swansea City,21,1996,3.1,68,103,66,777,116,46,62,74.2,11,22,50,2,3,66.7,1,0.7,0.5,0.3,1,3,2,0,9
317,Alex McCarthy,eng ENG,GK,Southampton,27,1989,18,212,462,45.9,8168,7016,24,25,96,69,69,100,119,368,32.3,0,0,0,0,0,5,0,0,0
318,James McCarthy,ie IRL,MF,Everton,26,1990,2.3,73,101,72.3,1160,247,37,49,75.5,29,34,85.3,4,12,33.3,0,0,0,0,1,7,1,0,12
319,James McClean,ie IRL,"MF,FW",West Brom,28,1989,15.6,288,462,62.3,4418,1011,163,201,81.1,87,131,66.4,25,76,32.9,0,0.8,1.4,-0.8,18,12,21,18,12
320,Sam McQueen,eng ENG,"DF,MF",Southampton,22,1995,1.6,54,77,70.1,615,259,40,49,81.6,10,16,62.5,1,6,16.7,0,0.2,0,-0.2,3,4,1,0,4
321,Scott McTominay,sct SCO,MF,Manchester Utd,20,1996,7,302,347,87,4914,1409,140,152,92.1,122,129,94.6,23,36,63.9,0,0,0.2,0,2,37,4,0,48
322,Ben Mee,eng ENG,DF,Burnley,27,1989,29,823,1086,75.8,17554,7677,269,303,88.8,386,471,82,160,281,56.9,0,0.5,0.4,-0.5,6,58,4,0,77
323,Benjamin Mendy,fr FRA,"DF,FW",Manchester City,23,1994,4,209,272,76.8,3437,932,110,126,87.3,76,100,76,18,27,66.7,1,0.8,0.6,0.2,9,20,11,5,27
324,Mikel Merino,es ESP,MF,Newcastle Utd,21,1996,15,645,818,78.9,10947,3524,281,342,82.2,268,314,85.4,61,105,58.1,1,0.9,0.7,0.1,16,84,14,0,108
325,Per Mertesacker,de GER,DF,Arsenal,32,1984,4.1,226,247,91.5,4270,1894,72,74,97.3,134,146,91.8,17,22,77.3,0,0,0,0,0,6,0,0,6
326,Roque Mesa,es ESP,MF,Swansea City,28,1989,8.4,422,489,86.3,7233,1664,202,220,91.8,168,194,86.6,43,53,81.1,0,0.2,0.3,-0.2,5,21,3,0,36
327,Simon Mignolet,be BEL,GK,Liverpool,29,1988,19,447,601,74.4,11461,8759,79,79,100,260,261,99.6,108,258,41.9,0,0,0,0,0,6,0,0,0
328,Luka Milivojević,rs SRB,MF,Crystal Palace,26,1991,34.2,1343,1701,79,25224,8439,541,626,86.4,593,701,84.6,175,294,59.5,1,1,1.5,0,21,173,17,2,180
329,James Milner,eng ENG,MF,Liverpool,31,1986,19.7,1335,1636,81.6,23331,7605,622,685,90.8,548,627,87.4,136,248,54.8,3,3.2,3.6,-0.2,34,208,37,6,219
330,Tyrone Mings,eng ENG,DF,Bournemouth,24,1993,2.2,91,116,78.4,1830,798,29,36,80.6,48,51,94.1,13,26,50,0,0.1,0.1,-0.1,1,4,2,1,8
331,Kevin Mirallas,be BEL,"FW,MF",Everton,29,1987,1.5,44,59,74.6,734,119,17,20,85,22,28,78.6,3,5,60,0,0.1,0,-0.1,1,3,0,0,3
332,Aleksandar Mitrović,rs SRB,FW,Newcastle Utd,22,1994,1.1,40,55,72.7,496,72,24,30,80,13,18,72.2,0,0,,0,0.2,0.3,-0.2,3,1,0,0,3
333,Henrikh Mkhitaryan,am ARM,"FW,MF",Arsenal,28,1989,8.8,358,485,73.8,5057,1238,222,266,83.5,109,134,81.3,14,44,31.8,4,2.8,2.3,1.2,16,31,14,2,55
334,Henrikh Mkhitaryan,am ARM,"MF,FW",Manchester Utd,28,1989,10.2,453,589,76.9,6294,1637,242,276,87.7,140,175,80,26,62,41.9,5,3,2.1,2,28,39,18,2,61
335,Nacho Monreal,es ESP,DF,Arsenal,31,1986,24.9,1603,1816,88.3,26197,9511,767,838,91.5,724,779,92.9,84,134,62.7,2,2.6,1.6,-0.6,13,117,13,4,138
336,Aaron Mooy,au AUS,MF,Huddersfield,26,1990,34.1,1553,2098,74,25274,7426,788,921,85.6,509,657,77.5,162,337,48.1,3,4,4,-1,50,203,28,9,239
337,Álvaro Morata,es ESP,FW,Chelsea,24,1992,22.9,423,600,70.5,5650,924,236,300,78.7,95,146,65.1,32,46,69.6,6,3.1,2.4,2.9,35,30,9,0,46
338,Alberto Moreno,es ESP,DF,Liverpool,25,1992,14.1,784,964,81.3,14433,4503,310,345,89.9,398,466,85.4,70,125,56,0,0.8,1.4,-0.8,15,44,16,6,59
339,Wes Morgan,jm JAM,DF,Leicester City,33,1984,31.3,741,918,80.7,13008,5208,317,369,85.9,331,401,82.5,67,110,60.9,0,0.4,0.2,-0.4,5,29,3,0,50
340,James Morrison,sct SCO,MF,West Brom,31,1986,2.3,77,91,84.6,1111,258,44,50,88,23,26,88.5,5,6,83.3,0,0.1,0.1,-0.1,3,5,1,0,11
341,Victor Moses,ng NGA,"DF,MF",Chelsea,26,1990,23.4,815,1122,72.6,13255,3497,429,498,86.1,286,393,72.8,72,136,52.9,3,2.4,2.5,0.6,20,26,24,10,66
342,Steve Mounié,bj BEN,FW,Huddersfield,22,1994,20.6,325,536,60.6,4180,756,205,309,66.3,76,147,51.7,13,18,72.2,1,1.8,0.7,-0.8,17,22,5,0,27
343,Lucas Moura,br BRA,"FW,MF",Tottenham,24,1992,2.3,88,114,77.2,1247,262,56,67,83.6,30,39,76.9,1,2,50,1,0.3,0.5,0.7,6,3,2,0,12
344,Lys Mousset,fr FRA,"FW,MF",Bournemouth,21,1996,6.6,103,173,59.5,1464,445,64,103,62.1,28,44,63.6,6,10,60,0,0.8,0.5,-0.8,4,15,4,0,16
345,Jacob Murphy,eng ENG,"MF,FW",Newcastle Utd,22,1995,12.8,194,325,59.7,2872,1007,117,158,74.1,53,87,60.9,14,45,31.1,1,1.3,1,-0.3,10,15,14,5,32
346,Jamie Murphy,sct SCO,MF,Brighton,27,1989,1.9,37,45,82.2,633,80,15,18,83.3,19,20,95,2,2,100,0,0,0,0,1,3,0,0,4
347,Glenn Murray,eng ENG,FW,Brighton,33,1983,24.4,366,678,54,4451,813,212,364,58.2,105,181,58,7,26,26.9,0,1.6,1.2,-1.6,17,23,6,0,38
348,Charly Musonda Jr.,be BEL,FW,Chelsea,20,1996,0.4,15,18,83.3,228,50,9,9,100,3,5,60,2,2,100,0,0.5,0.3,-0.5,1,2,1,0,1
349,Shkodran Mustafi,de GER,DF,Arsenal,25,1992,25.3,1500,1755,85.5,29511,12068,423,465,91,938,1031,91,121,219,55.3,1,1.3,1.2,-0.3,7,103,7,3,92
350,Boaz Myhill,wls WAL,GK,West Brom,34,1982,1,10,19,52.6,482,445,0,0,,2,2,100,8,17,47.1,0,0,0,0,0,1,0,0,0
351,Georges-Kévin N'Koudou,cm CMR,MF,Tottenham,22,1995,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
352,Georges-Kévin N'Koudou,cm CMR,"MF,FW",Burnley,22,1995,2.5,67,96,69.8,1093,169,32,36,88.9,26,33,78.8,7,15,46.7,0,0,0.2,0,1,7,0,0,5
353,Luciano Narsingh,nl NED,"FW,MF",Swansea City,26,1990,6.9,163,219,74.4,2205,524,113,130,86.9,41,57,71.9,5,11,45.5,0,1.1,0.5,-1.1,11,12,9,4,15
354,Kyle Naughton,eng ENG,DF,Swansea City,28,1988,33.7,1525,2111,72.2,25319,10879,791,929,85.1,582,804,72.4,123,277,44.4,2,0.5,0.8,1.5,12,160,17,7,193
355,Badou Ndiaye,sn SEN,MF,Stoke City,26,1990,12.6,283,348,81.3,4731,1649,142,155,91.6,99,123,80.5,31,44,70.5,1,0.3,0.4,0.7,7,32,6,1,46
356,Wilfred Ndidi,ng NGA,MF,Leicester City,20,1996,32.2,1285,1707,75.3,20760,5599,639,788,81.1,445,574,77.5,126,202,62.4,3,0.6,1.1,2.4,12,117,10,1,136
357,Reiss Nelson,eng ENG,"FW,MF",Arsenal,17,1999,1.6,73,81,90.1,963,219,45,46,97.8,24,26,92.3,2,3,66.7,0,0,0.1,0,1,2,4,0,8
358,Julien Ngoy,be BEL,MF,Stoke City,19,1997,0.2,4,5,80,62,0,1,2,50,3,3,100,0,0,,0,0,0,0,0,0,0,0,0
359,Oumar Niasse,sn SEN,FW,Everton,27,1990,12.1,158,259,61,1959,407,87,134,64.9,44,66,66.7,5,10,50,2,1.4,1.8,0.6,11,9,8,1,17
360,Eddie Nketiah,eng ENG,FW,Arsenal,18,1999,0.2,6,7,85.7,56,8,6,7,85.7,0,0,,0,0,,1,0,0,1,0,0,0,0,0
361,Lukas Nmecha,de GER,FW,Manchester City,18,1998,0.2,5,5,100,50,3,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
362,Mark Noble,eng ENG,MF,West Ham,30,1987,26.7,1127,1367,82.4,21353,6408,456,516,88.4,473,544,86.9,163,236,69.1,0,1.8,2.3,-1.8,20,110,27,4,143
363,Allan Nyom,cm CMR,DF,West Brom,29,1988,25.7,798,1102,72.4,13157,5473,435,482,90.2,274,369,74.3,71,180,39.4,1,1.1,1.5,-0.1,14,42,25,22,58
364,Aiden O'Neill,au AUS,MF,Burnley,19,1998,0,,,,,,,,,,,,,,,0,,,,,,,,
365,Michael Obafemi,ie IRL,FW,Southampton,17,2000,0.1,1,1,100,8,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
366,Pedro Obiang,gq EQG,MF,West Ham,25,1992,17.4,614,771,79.6,11054,3243,259,309,83.8,264,310,85.2,71,114,62.3,0,0.4,1,-0.4,6,80,5,2,77
367,Angelo Ogbonna,it ITA,DF,West Ham,29,1988,32,811,1021,79.4,17054,6402,232,266,87.2,451,520,86.7,120,210,57.1,0,0.5,0.2,-0.5,7,46,4,1,44
368,Stefano Okaka,it ITA,FW,Watford,27,1989,5,105,160,65.6,1334,215,67,85,78.8,17,36,47.2,7,8,87.5,1,0.4,0.4,0.6,5,9,3,0,10
369,Shinji Okazaki,jp JPN,"FW,MF",Leicester City,31,1986,14.7,283,393,72,3477,814,172,226,76.1,64,87,73.6,10,18,55.6,2,2,1.1,0,15,24,5,0,24
370,Martin Olsson,se SWE,DF,Swansea City,29,1988,35,1100,1596,68.9,17189,6212,624,710,87.9,362,530,68.3,88,264,33.3,1,0.8,1.2,0.2,13,65,24,18,87
371,Divock Origi,be BEL,FW,Liverpool,22,1995,0.1,1,2,50,23,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
372,David Ospina,co COL,GK,Arsenal,28,1988,4.2,108,144,75,2837,2120,19,19,100,56,56,100,33,69,47.8,0,0,0,0,0,0,0,0,0
373,Nicolás Otamendi,ar ARG,DF,Manchester City,29,1988,33,2829,3082,91.8,51762,16561,1081,1132,95.5,1459,1561,93.5,238,312,76.3,0,0.9,1.1,-0.9,12,226,5,0,212
374,Reece Oxford,eng ENG,MF,West Ham,18,1998,0.1,0,2,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0
375,Alex Oxlade-Chamberlain,eng ENG,DF,Arsenal,23,1993,2.7,124,158,78.5,2464,689,53,58,91.4,48,57,84.2,23,33,69.7,0,0.5,0.6,-0.5,5,12,8,3,16
376,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,23,1993,16.6,609,796,76.5,11074,3186,262,305,85.9,244,312,78.2,79,135,58.5,7,3.8,3.2,3.2,34,70,40,7,120
377,Mesut Özil,de GER,"MF,FW",Arsenal,28,1988,24,1604,1933,83,24221,7044,883,973,90.8,548,646,84.8,99,170,58.2,8,8.7,7.7,-0.7,84,183,79,2,277
378,Kasey Palmer,jm JAM,"MF,FW",Huddersfield,20,1996,1.9,43,58,74.1,650,193,27,32,84.4,13,18,72.2,2,5,40,0,0.1,0.3,-0.1,1,4,2,0,6
379,Emerson Palmieri,it ITA,DF,Chelsea,22,1994,3.1,133,176,75.6,1790,373,95,108,88,27,42,64.3,7,16,43.8,1,0,0.1,1,1,2,3,1,5
380,Pedro,es ESP,"MF,FW",Chelsea,30,1987,16.9,555,705,78.7,7896,1761,340,388,87.6,138,188,73.4,39,59,66.1,2,1.3,1.6,0.7,26,32,23,5,56
381,Roberto Pereyra,ar ARG,"MF,FW",Watford,26,1991,18,597,735,81.2,9330,2419,340,381,89.2,180,228,78.9,54,78,69.2,2,3,3,-1,23,52,26,8,79
382,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,24,1993,27.7,515,745,69.1,6748,1456,316,396,79.8,140,205,68.3,16,44,36.4,5,4.7,2.5,0.3,36,47,17,2,75
383,Matt Phillips,sct SCO,"MF,DF",West Brom,26,1991,23.3,434,704,61.6,7299,2673,245,302,81.1,127,198,64.1,50,134,37.3,2,4.1,4,-2.1,33,21,19,14,31
384,Jordan Pickford,eng ENG,GK,Everton,23,1994,38,675,1332,50.7,28089,24029,54,55,98.2,232,239,97.1,389,1029,37.8,0,0.1,0.1,-0.1,3,54,2,0,0
385,Jérémy Pied,fr FRA,DF,Southampton,28,1989,2,93,123,75.6,1433,643,46,54,85.2,36,43,83.7,7,17,41.2,1,0.2,0.4,0.8,2,12,5,1,13
386,Erik Pieters,nl NED,DF,Stoke City,28,1988,30.2,916,1310,69.9,15616,6670,440,529,83.2,371,516,71.9,88,186,47.3,1,1.5,1.5,-0.5,13,94,22,12,113
387,Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,23.9,1476,1763,83.7,23981,7902,722,788,91.6,475,561,84.7,166,246,67.5,10,4.5,4.6,5.5,39,181,49,3,250
388,Nick Pope,eng ENG,GK,Burnley,25,1992,34.6,546,1224,44.6,26090,23787,17,17,100,138,144,95.8,391,1055,37.1,0,0.5,0.3,-0.5,4,74,1,0,0
389,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,24,1993,11.1,259,393,65.9,4251,1189,142,173,82.1,77,116,66.4,27,65,41.5,1,1.9,1.2,-0.9,20,26,12,3,44
390,Sebastian Prödl,at AUT,DF,Watford,30,1987,17.4,445,573,77.7,8856,3785,164,193,85,202,242,83.5,68,118,57.6,0,0.2,0.1,-0.2,2,32,2,0,40
391,Davy Pröpper,nl NED,MF,Brighton,25,1991,34.7,1088,1405,77.4,20957,6052,410,498,82.3,488,582,83.8,157,234,67.1,4,1.4,1.3,2.6,19,134,17,3,188
392,Marc Pugh,eng ENG,"MF,FW",Bournemouth,30,1987,10.9,388,512,75.8,5977,1689,211,248,85.1,136,182,74.7,26,58,44.8,0,0.5,1.1,-0.5,10,28,15,2,52
393,Jason Puncheon,eng ENG,MF,Crystal Palace,31,1986,7.2,207,261,79.3,3199,955,114,129,88.4,68,79,86.1,14,35,40,0,0.5,0.4,-0.5,5,18,8,1,31
394,Collin Quaner,de GER,"FW,MF",Huddersfield,26,1991,14.2,319,449,71,4115,1105,202,261,77.4,89,122,73,5,22,22.7,4,2.5,1.5,1.5,17,26,7,3,44
395,Sandro Ramírez,es ESP,"FW,MF",Everton,22,1995,3.1,66,90,73.3,781,102,42,52,80.8,14,17,82.4,2,4,50,0,0,0.1,0,1,1,1,0,8
396,Aaron Ramsey,wls WAL,MF,Arsenal,26,1990,20.5,1065,1277,83.4,16341,4329,556,627,88.7,390,457,85.3,69,97,71.1,8,5.4,5.3,2.6,28,102,36,3,134
397,Àngel Rangel,es ESP,DF,Swansea City,34,1982,1.7,99,118,83.9,1605,517,51,57,89.5,39,46,84.8,6,10,60,0,0.1,0.1,-0.1,1,7,1,1,11
398,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,19,1997,20.1,470,674,69.7,6278,1425,281,324,86.7,114,157,72.6,22,81,27.2,5,3.8,3.3,1.2,22,22,24,4,46
399,Nathan Redmond,eng ENG,"FW,MF",Southampton,23,1994,21.6,644,888,72.5,10743,2550,343,421,81.5,200,258,77.5,75,138,54.3,3,3.6,3.1,-0.6,42,43,33,4,94
400,Winston Reid,nz NZL,DF,West Ham,29,1988,16.1,539,664,81.2,11983,3790,121,145,83.4,323,347,93.1,92,161,57.1,0,0.3,0.7,-0.3,4,28,2,0,39
401,Declan Rice,eng ENG,"DF,MF",West Ham,18,1999,15.9,457,588,77.7,8829,3396,171,191,89.5,220,254,86.6,57,119,47.9,0,0.1,0.1,-0.1,2,34,5,0,36
402,Richarlison,br BRA,"FW,MF",Watford,20,1997,31.4,524,861,60.9,6835,1988,345,462,74.7,135,231,58.4,15,42,35.7,4,3.4,2.2,0.6,26,40,23,2,73
403,Jaïro Riedewald,nl NED,"MF,DF",Crystal Palace,20,1996,4.9,126,159,79.2,2174,915,65,73,89,39,51,76.5,16,25,64,0,0,0.1,0,0,16,4,2,16
404,Matt Ritchie,sct SCO,"MF,FW",Newcastle Utd,27,1989,31.2,834,1279,65.2,13965,4500,418,488,85.7,267,399,66.9,108,280,38.6,5,6,4.7,-1,52,65,28,14,93
405,Connor Roberts,wls WAL,DF,Swansea City,21,1995,3,131,181,72.4,2076,533,70,80,87.5,45,61,73.8,11,25,44,0,0,0.1,0,0,6,2,0,11
406,Andrew Robertson,sct SCO,DF,Liverpool,23,1994,21.6,1404,1681,83.5,22245,6855,692,753,91.9,595,691,86.1,73,149,49,5,4.1,3.4,0.9,24,121,31,8,150
407,Hal Robson-Kanu,wls WAL,"FW,MF",West Brom,28,1989,9.2,127,208,61.1,1671,458,76,104,73.1,33,52,63.5,7,21,33.3,0,0.4,0.5,-0.4,8,15,5,2,24
408,Jay Rodriguez,eng ENG,"FW,MF",West Brom,28,1989,31.2,517,740,69.9,7189,1909,311,379,82.1,129,197,65.5,30,71,42.3,1,1.6,2.3,-0.6,21,51,14,2,52
409,Marcos Rojo,ar ARG,DF,Manchester Utd,27,1990,7.1,295,362,81.5,5448,2286,121,131,92.4,137,155,88.4,31,64,48.4,0,0.1,0.1,-0.1,2,27,0,0,13
410,Sergio Romero,ar ARG,GK,Manchester Utd,30,1987,1,17,25,68,596,494,3,3,100,5,5,100,9,17,52.9,0,0,0,0,0,0,0,0,0
411,Oriol Romeu,es ESP,MF,Southampton,25,1991,32.2,1524,1854,82.2,26097,7844,698,799,87.4,652,772,84.5,137,194,70.6,0,1.4,1.4,-1.4,22,165,12,0,201
412,Salomón Rondón,ve VEN,FW,West Brom,27,1989,30.7,564,874,64.5,7392,1287,366,485,75.5,140,228,61.4,21,44,47.7,3,2.8,2.5,0.2,23,47,14,2,66
413,Wayne Rooney,eng ENG,"MF,FW",Everton,31,1985,25.2,934,1241,75.3,17847,4680,398,474,84,348,410,84.9,150,263,57,2,2.2,3.4,-0.2,33,117,26,6,122
414,Danny Rose,eng ENG,DF,Tottenham,27,1990,8.9,401,535,75,7367,3021,163,196,83.2,187,237,78.9,43,80,53.8,1,0.6,0.9,0.4,10,36,17,5,56
415,Liam Rosenior,eng ENG,DF,Brighton,33,1984,1.8,60,89,67.4,1102,631,27,34,79.4,23,31,74.2,9,18,50,0,0,0,0,0,4,0,0,5
416,Wayne Routledge,eng ENG,"MF,FW",Swansea City,32,1985,4.8,115,177,65,1676,481,58,71,81.7,46,64,71.9,5,19,26.3,0,0.4,0.7,-0.4,6,8,6,3,17
417,Antonio Rüdiger,de GER,DF,Chelsea,24,1993,26,1540,1735,88.8,28423,9100,618,649,95.2,734,801,91.6,151,226,66.8,1,0.4,0.7,0.6,3,114,2,0,121
418,Mathew Ryan,au AUS,GK,Brighton,25,1992,38,625,1186,52.7,25837,22013,20,20,100,178,179,99.4,427,975,43.8,0,0,0.1,0,0,24,0,0,0
419,Abdelhamid Sabiri,ma MAR,MF,Huddersfield,20,1996,2.4,66,100,66,907,230,40,58,69,17,25,68,4,9,44.4,1,0.1,0.1,0.9,3,9,2,0,13
420,Henri Saivet,sn SEN,MF,Newcastle Utd,26,1990,0.9,15,26,57.7,215,29,9,10,90,4,9,44.4,1,5,20,0,0,0,0,0,1,0,0,1
421,Diafra Sakho,sn SEN,FW,West Ham,27,1989,3.4,44,73,60.3,632,121,30,36,83.3,9,18,50,5,9,55.6,0,0.1,0.1,-0.1,1,3,2,0,6
422,Mamadou Sakho,fr FRA,DF,Crystal Palace,27,1990,17.8,632,744,84.9,10900,4934,271,301,90,305,339,90,41,75,54.7,2,1.1,0.2,0.9,2,22,1,0,43
423,Bakary Sako,ml MLI,"FW,MF",Crystal Palace,29,1988,5.3,94,159,59.1,1412,353,59,75,78.7,18,41,43.9,10,22,45.5,0,1.1,0.6,-1.1,6,6,4,3,8
424,Mohamed Salah,eg EGY,FW,Liverpool,25,1992,32.3,772,1055,73.2,11021,3263,441,541,81.5,234,313,74.8,44,90,48.9,10,7.5,6.1,2.5,62,42,43,3,97
425,Renato Sanches,pt POR,MF,Swansea City,19,1997,7.8,330,420,78.6,5364,1268,162,182,89,123,157,78.3,28,55,50.9,0,0.3,0.4,-0.3,6,33,3,1,45
426,Alexis Sánchez,cl CHI,"MF,FW",Arsenal,28,1988,16.7,643,927,69.4,10650,3348,331,410,80.7,206,302,68.2,75,130,57.7,3,4.9,6.4,-1.9,50,56,74,3,149
427,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,28,1988,11.6,451,637,70.8,6515,2036,241,279,86.4,126,183,68.9,37,69,53.6,3,2.4,3.5,0.6,26,52,30,4,70
428,Davinson Sánchez,co COL,DF,Tottenham,21,1996,28.2,1677,1879,89.2,34818,13608,466,501,93,962,1016,94.7,241,335,71.9,0,0.1,0.3,-0.1,4,59,2,0,82
429,Leroy Sané,de GER,FW,Manchester City,21,1996,26.9,957,1208,79.2,12637,2561,588,681,86.3,256,317,80.8,36,79,45.6,15,6.8,7.2,8.2,57,27,41,6,68
430,Ezequiel Schelotto,it ITA,DF,Brighton,28,1989,14.6,448,621,72.1,7630,3180,212,254,83.5,173,250,69.2,48,80,60,0,0.6,0.6,-0.6,5,35,8,5,48
431,Christopher Schindler,de GER,DF,Huddersfield,27,1990,36.3,1133,1401,80.9,22466,7583,363,416,87.3,622,714,87.1,137,237,57.8,1,2.3,1.1,-1.3,9,54,0,0,80
432,Jeffrey Schlupp,gh GHA,"DF,MF",Crystal Palace,24,1992,19.4,601,827,72.7,8825,3330,370,432,85.6,192,270,71.1,32,84,38.1,1,1,0.7,0,12,61,10,3,74
433,Kasper Schmeichel,dk DEN,GK,Leicester City,30,1986,32.9,614,1142,53.8,24575,19644,33,36,91.7,175,186,94.1,405,915,44.3,0,0.1,0.1,-0.1,1,22,1,0,6
