,goals,assists,non_penalty_goals,penalties_scored,penalties_attempted,yellow_cards,red_cards,expected_goals,non_penalty_expected_goals,expected_assisted_goals,progressive_carries,progressive_passes,progressive_passes_received,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,shots,shots_on_target,average_shot_distance,shots_from_free_kicks,penalties_made,touches,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,times_tackled_during_take_on,carries,total_carrying_distance,progressive_carrying_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,tackles,tackles_won,defensive_third_tackles,middle_third_tackles,attacking_third_tackles,dribblers_tackled,dribbler_tackles_attempted,shots_blocked,passes_blocked,interceptions,clearances,errors_leading_to_shot,goals_against,shots_on_target_against,saves,clean_sheets,penalties_faced,penalties_allowed,penalties_saved,penalties_missed
0,0.0007417384162538693,0.00010740636928777256,0.00012584190396673826,1.1249314969437591e-05,1.3871910309615944e-05,0.00017964907798547638,6.7602387943012405e-06,0.0001348403409270918,0.0001237669141461764,0.00010632552939769792,0.0020241449887949173,0.004645694413299029,0.0039020335102243754,0.8938198680840957,0.3430591287281416,0.021327637814547135,0.02411289130036534,0.020340653193928592,0.023717308440174084,0.005792982943874314,0.010946335978750363,9.793394146264585e-05,0.001021397526215151,0.0036895628109558263,0.0009007356273593142,0.00020843013886058038,0.0008240152328547381,0.00019436751496205025,0.00040299322412385205,3.433800060745051e-05,5.341875297136632e-05,0.07417321932358507,0.009537945254147919,0.02564072245793993,0.033113677277991374,0.016048906216929535,0.002212108928634998,0.0741594265426216,0.0015914009738668084,0.0009573877466903366,0.0006238800359966303,0.041279742102761814,0.22284123478835852,0.12024035449280518,0.0014979793750457282,0.00047160096089317153,0.0014226761873977123,0.00095281671694932,0.04690184045141601,0.0039020335102243754,0.0018139263161320882,0.001090524699633389,0.0009266873780181347,0.0006957795641796183,0.0001914593739343348,0.0007439757079659354,0.0017356769611019027,0.0003999837382005086,0.0007894140412342732,0.001230079939910766,0.0026350067220388047,6.145018099386958e-05,0.0002492788679658334,0.0007978507407521179,0.0005525626605003865,5.531745364644247e-05,2.363225160271065e-05,1.8616643217250132e-05,3.644385124207629e-06,1.3716515091253055e-06
1,0.003309876181989707,0.00043202819342489843,0.0006169801129796336,6.205343511662835e-05,7.51673451466883e-05,0.000334401739646984,1.3468186317659576e-05,0.0006545694139909124,0.0005948029188957595,0.0003995105178824927,0.008757590167221288,0.014196340846133415,0.01789097202703485,0.17522551435260875,-0.8498411713615416,0.05514422076830447,0.06339223777157242,0.022339502635310263,0.029391853506787077,-0.014569233407818188,-0.038794997154804035,0.00035413244651390544,0.0037809301880928074,0.008372242620557194,0.003292196939058556,0.000446041248878311,0.0035499531728009123,0.0009512016649728124,0.000656492551857,0.00010189982995037376,0.00022131937326221257,0.09125529316096936,-0.06734931895579058,-0.05653951605146608,0.08661504172880836,0.06339278933093848,0.010151320581516628,0.09118066157425694,0.0069799720919117856,0.004136182544809438,0.0027846103558264628,0.07057987510926877,0.3960485632024437,0.16761189879074842,0.006243638702006299,0.0025781676657091464,0.0058984625632666375,0.004236937699689031,0.09771429400798119,0.01789097202703485,0.004563974147703393,0.002727279473620276,0.0017980013710446527,0.002041556411200534,0.0007244163654582075,0.0016203269401947786,0.004497823185364505,0.0004195705159264153,0.0024648773325946496,0.0022842889486919533,0.0012549163091498255,-0.00015920059061922176,-0.003250117327187607,-0.01024873299161068,-0.007044637074755959,-0.0007339544038317484,-0.00030186532212017224,-0.00022862679938119357,-5.505973392504734e-05,-1.8180304999763274e-05
2,0.004622559909859499,0.0006481633945995595,0.0011669362803096888,5.333607786550417e-05,6.703036381414679e-05,0.00011901148607532913,5.380601650504696e-06,0.0011081551956964634,0.0010546140113005813,0.0006202856553600151,0.017487896924835395,0.0008524523576327105,0.03655563588905468,-0.38768155877865135,0.35970990435304606,0.015363484365018538,0.022381659443110016,-0.03477347012386413,-0.03140234819939056,0.0013637068816304701,0.01923049399506843,0.0005106640361318336,0.005444134726038183,-0.005305032541866179,0.004731268579234997,0.0009200957632429123,0.005880793790966173,0.0018642452366447696,0.0006236457858138927,8.234901290225405e-05,0.0003516896222897884,0.05436394200125832,0.04062495511908052,0.005964918668417799,-0.0405859748698825,0.09190234542283746,0.019201670503640713,0.05429599056574682,0.016475272589270715,0.009276865684319588,0.0071133434848884795,0.05246642915168226,0.7277408572887746,0.40152640933337225,0.010071923534483891,0.0068715006713186986,0.011640875443736244,0.00866663564790693,0.036150868529139284,0.03655563588905468,0.00012063627244779898,0.00013565770876011046,-0.0005266275465235262,-0.0001086435833849346,0.0007559074023562592,-0.0004119790468408446,0.0008621915266071088,-0.0015256772236464885,0.0018852067793638724,-0.0018311289530641584,-0.007538531167461119,2.5011573941256613e-05,0.002575452140785106,0.008200829581033638,0.00566909866869748,0.0005450046526199109,0.00024196189937914834,0.00017885086803717088,4.4936227301064335e-05,1.817781220660195e-05
3,0.012078603633522545,0.002067593759810815,0.002734748669181774,0.00044869664639049685,0.0005891534638134801,0.0024324487763741098,3.2870210685291155e-05,0.003252267040429421,0.0027875984287906407,0.0021976814169078953,0.016419343657624454,0.03770279823962927,0.08515372940865014,-0.10055537326294735,0.10498921007624294,0.15799136459831192,0.2162395081873752,-0.06800385236469152,-0.0072826544094339715,-0.003561182107551697,0.03881747260040819,0.0017447272821258355,0.021088042108874622,0.018574605265906447,0.0152625371491438,0.005349095985207839,0.018150846962248834,0.00497996453816791,0.008479539338714684,0.0009603567628379527,0.0009127051898532496,0.5046648006802439,-0.031480007641305825,-0.017111100411964644,0.21987000440315066,0.30950056781429647,0.04188011116724045,0.5040873817769697,0.0252697179033781,0.01262332395239176,0.012224133589587422,0.10406058929441017,-0.018344848664934358,-0.41816937971810464,0.014225439619177173,0.006014386821939776,0.034735806019410946,0.023364119297438913,0.18464822978268916,0.08515372940865014,0.030522579960878725,0.01815656362975305,0.013770231188532895,0.012693664378619227,0.004058684393726595,0.011592241805447245,0.03150525421863688,0.0035086194405701144,0.01785583642522207,0.017073720223903813,0.025704686481255123,0.00010405159639429658,-0.000951250524723932,-0.003529148293723938,-0.0025797468404539893,-0.0005512325706911845,-0.00019160333233061728,-0.00015935759740117445,-6.495976994650165e-06,-2.5758010247259418e-05
4,0.014353299387544325,0.0020355047848623067,0.0037284815923619564,0.0006660416773227731,0.0008963032935838133,-0.0009285734483418654,5.9092827900695424e-05,0.003612531157844107,0.002909925760910656,0.0020405887344895988,0.008981859295297254,0.012734417235861002,0.05799562042224484,0.06089363657739736,-0.014887308718221753,-0.1589746664043727,-0.17460662402163604,-0.11365930730059906,-0.14814829323782636,0.0820035165872991,0.1260380509908188,0.0018720455259180987,0.020843709459333646,0.003708614836115231,0.014184725594979321,-0.00023520330556259638,0.021469965001690725,0.006996538271011792,0.0036007506052297203,0.001985913963517522,0.0009940684505596875,-0.24623618014379942,0.05798224200936262,-0.26371541959667033,-0.16345987990630484,0.1859786184067279,0.032142843424011094,-0.2471345318606843,0.03261951964337092,0.019818485085404534,0.011853655027796426,0.0029918197120646964,0.3966799371754912,-0.6706130754989478,0.007911125733822542,0.01412058898141892,0.017737437268671656,0.02240064098524298,-0.020176222551413703,0.05799562042224484,-0.0207479710911162,-0.012313925646973522,-0.019271835576292376,-0.0023283580652117227,0.0008522225503878995,-0.013057828565878893,-0.006860117695429889,-0.010079978706693884,-0.0019110059603139637,-0.019256366258545012,-0.07126031429770113,-0.00042778766301558113,0.005889280935306528,0.018963422099258637,0.013282410424878757,0.0019736591180112566,0.00047537556376463675,0.00036495124967171074,7.143885604622919e-05,3.897432669897191e-05
5,0.0015944722501471742,-0.0031950006879368424,-0.0015098322721506202,-0.0004594193038842333,-0.0005852562323864464,0.003984889092744344,0.00018925719039339963,-0.0005434323748469425,-7.954980530471258e-05,-0.0027457569922403552,-0.026097360754371454,-0.07194524535497515,-0.07138520643496717,-0.01354998858747167,-0.06742576320892985,-0.20075751684448184,-0.18881005363453882,0.10315937083171291,0.11612821148711197,0.001406383426405748,0.004628852762008652,-0.0030150859301373363,-0.023983288311642304,-0.05647323918203098,-0.027658052343264263,-0.0041621532937229705,-0.003114299986083269,-0.002710539981757726,-0.0034127359820279824,-0.0014826946836760202,-4.8820067940365834e-05,0.1743262449669125,0.21555341621923485,0.6561456398041768,-0.10856310066843153,-0.36760693726433386,0.0006978553816757921,0.17491128506431225,0.00488450744507852,0.002941759638896407,0.002470698728386612,-0.06906714212212933,0.22325724335409833,-0.28531325965579973,-0.027834573357675432,-0.005456612912446649,0.013072083217811519,0.004567168311166538,-0.17113264457293734,-0.07138520643496717,0.02234733452037441,0.012501364037006994,0.02195086447656814,0.002602193170501426,-0.002205723126695154,0.00899959881983396,0.011646894903324703,0.02659121638862419,0.005150387694594669,0.029623642662072836,0.14235157798266976,0.0011657389972818662,-0.0013914097181150424,-0.0030909486887083976,-0.0017788838274202666,-0.00021774341346963478,0.0002308421113763108,0.00024454255490514694,-3.602220177029876e-05,2.233918021685687e-05
6,-0.0341668005812432,-0.003477989689575184,-0.006656056393998999,-0.0005712149305592247,-0.0006444529782753025,0.003022272060007111,0.0003161093981408287,-0.006703784243429319,-0.006200780173454353,-0.002573008876122478,-0.018825130597391406,0.06109760695865517,-0.18918057274295472,-0.02886934844160119,0.05577775418850622,-0.09540693340772109,-0.09789540925000532,-0.09203417948207901,-0.06605736571748635,0.04772394485732826,0.11927496172620607,-0.0019871939806175134,-0.015106433735124561,0.08921225235184493,-0.01682077807358126,0.0001910247428075852,-0.010420892067423594,-0.0033380458322231268,0.017271119421216594,-0.00027779265676613205,-0.0037038477452802335,0.036411834140715936,-0.3105036576523315,-0.24692401214472276,0.6507608635070489,-0.350985075481659,-0.10585456925376334,0.03703429739855498,0.006055349596949249,0.007776621800616823,-0.0013447795586624019,-0.18899987154746756,0.13740660329392554,-0.07195214910891011,-0.0024604143498720187,-0.022914646171224334,-0.013326446259756526,-0.001635139850529824,-0.2665247637190137,-0.18918057274295472,0.04849887916049342,0.03022221403506713,0.02659970087414282,0.023018645344086083,-0.0011194670577354847,0.01757513160082995,0.041114187167403636,0.008037244118549386,0.018267399776350828,0.04059697943065633,0.0483752799967753,-0.00024550775940110077,-0.00960371571779564,-0.0320704250931591,-0.02255715131343005,-0.004612458635881141,-0.0014674267837835701,-0.0013192962611795096,-0.00010790729399060219,-4.023453319919233e-05
7,0.023980209587650177,0.00516589466395099,0.0047823288341464374,0.0008191885611268562,0.001033074603032079,0.001946351451175128,2.9943224853036477e-05,0.005420940414684049,0.004602076032687553,0.004798568989704771,0.042112526782763726,0.02263536758982837,0.1298256843654531,0.03282223627855638,-0.05580345283282198,-0.45170009404209077,-0.41130250621333403,-0.10187297144594773,0.00520609962949303,0.13984092641707177,0.3202099988529805,0.003738134660357697,0.04375632999035413,-0.007025416040782453,0.024490181072946957,0.012181262971697755,0.034893907025543076,0.009173407677836587,0.015230607804375221,0.0034916637911667314,0.0019523020259514061,0.1862410428135377,-0.17331703639131538,-0.02333951433630657,-0.1397695348667609,0.36112435135214116,0.06814214010198118,0.18520803198638655,0.0274764687441099,0.011436954125078775,0.015445602927284677,-0.2545146163044125,-0.1417580694661475,0.24410397873238698,0.015267600363704927,0.0171423928637354,0.02920012887673025,0.013950513442746318,-0.185438688477285,0.1298256843654531,0.016691842211332988,0.008178676387777603,0.014001221911801358,0.0009962444258761706,0.00169437587365545,0.007477987900982385,0.023732884201162263,0.016834911192916167,0.011379532286604502,0.015305229203565068,0.10095209397217353,0.00039219083436690006,-0.009460669684329586,-0.029944895350440082,-0.020578658639959585,-0.003916426700797615,-0.0007681827987381535,-0.0006262219220988651,-0.0001664761569834527,2.4477298361670334e-05
8,0.03959097052699646,0.0014520473706747911,0.011391887814613198,0.0015626899453989134,0.0017561034613390572,-0.0024896380709411537,-0.00015267662559515616,0.012688066178294814,0.011300454540277997,0.0014590778192796906,-0.02736532333322676,-0.018614516386248954,0.09295750220314407,-0.0517572485329267,0.08477418626169618,-0.2968411082384477,-0.263781785407427,0.3031245176970136,0.34718070345293334,-0.07319353598631666,-0.21794707570406596,0.0007815383231714054,-0.0031825823021396898,-0.010230918559509755,-0.0007272617719029802,-0.0038598829655974738,0.04571011281531668,0.01518371341980913,-0.003889877431247436,0.0014844352960645655,0.004208724588275006,-0.04210560621318255,-0.4271263713236252,-0.039840488805905454,0.09462335817014138,-0.10920487034756791,0.13465819451588865,-0.04384745889291186,0.004586420017699403,-0.0069847779952389175,0.011059892084540926,0.31102499659486554,0.015019867950707007,-0.07304909352956378,-0.029494184577388127,0.017119661319192857,0.04743334956759866,0.02256246737996465,0.43021656346725645,0.09295750220314407,-0.04861002368131192,-0.028234504801824472,-0.023032310669163943,-0.024038773258989222,-0.001538939753158761,-0.0167805410863408,-0.04449950743136988,0.006749574734628151,-0.012722609118725128,-0.017382955151147274,0.07838522789036195,-0.002121529410107769,-0.028236913885919198,-0.09018035456046472,-0.06240192364573432,-0.005697369317167629,-0.0032810613208100674,-0.0028153326319969923,-0.00039289496576528824,-7.28816044441107e-05
9,0.0684489285322193,0.0003573783684327835,0.016323968893655182,0.002334389628100607,0.002613935236814359,0.004630875110186597,0.00015146600065231683,0.019518856221702366,0.017435121413460198,-0.0010540189663375207,-0.047979567012176726,-0.02254488041495689,0.009130095478345068,-0.0032450829634481032,-0.034465164881625175,-0.23107510672912696,-0.1876555217571809,-0.19965242089116203,-0.32034366608394516,0.11144006928473561,0.19922157428952436,-0.0023070419911399606,-0.01980545465644425,0.024740230071805553,-0.03462570902307313,-0.02783455259318267,0.0829078329250532,0.022241809777018146,-0.0014550356252426067,-0.0006751346922237987,0.006216961527648958,0.020020494757147848,0.49403018078116756,-0.048599951009972144,0.27194688371608,-0.2105665761885114,0.16327645820262285,0.017409179176884945,0.02155039031473926,0.008028043892704367,0.013442656879550093,0.2915731426911783,-0.11575585718013928,0.13484672510564127,-0.02614755326447488,0.012601219520132486,0.10234329439599009,0.05925236595940645,0.38771496373213615,0.009130095478345068,-0.011540841585890787,-0.00929183354719234,-0.031195762743426968,0.016386844034444643,0.003268077123091525,-0.0236121163350242,-0.009054863623136747,-0.0011740908494483765,0.007660102861769762,-0.0279214815173007,-0.04978644001882068,0.001773563963619402,0.034586586158737324,0.10291367274418349,0.06900556128342676,0.004231558790566119,0.0033637614042544015,0.002523946598766113,0.0006064049659016953,0.00023348365969056128
